OBJNAME,FIELD,NEW_VALUE,REASON
DESI J072.0685-35.0933,RA,72.0700,VI
DESI J072.0685-35.0933,DEC,-35.0926,VI
DESI J072.0685-35.0933,DIAM,0.6,VI
DESI J072.0685-35.0933,BA,0.5,VI
DESI J072.0685-35.0933,PA,125.0,VI
CGCG 378-011,DIAM,1.4,VI
CGCG 378-011,BA,0.64,VI
CGCG 378-011,PA,139.0,VI
ESO 221-IG 005,DIAM,3.0,VI
UGC 05146 NED01,DIAM,0.8,VI
UGC 05146 NED01,BA,0.9,VI
UGC 05146 NED01,PA,170.0,VI
BK6N,RA,158.63261203904128,LVD
BK6N,DEC,66.01106217487371,LVD
PGC005899,DIAM,1.0,VI
UGC 03730 NED01,DIAM,3.17,SGA2020
UGC 03730 NED01,BA,0.69,SGA2020
UGC 03730 NED01,PA,175.3,SGA2020
NGC 4837 NED01,DIAM,0.7,VI
NGC 4837 NED01,BA,0.36,SGA2020
NGC 4837 NED01,PA,68.2,SGA2020
MCG +10-12-138,DIAM,1.441,VI
MCG +10-12-138,BA,0.62,SGA2020
MCG +10-12-138,PA,175.4,SGA2020
UGC 06566,RA,173.929131,SGA2020
UGC 06566,DEC,58.193036,SGA2020
UGC 06566,DIAM,1.3,SGA2020
UGC 06566,BA,0.44,SGA2020
UGC 06566,PA,108.2,SGA2020
WISEA J132743.13+603347.4,DIAM,1.121,SGA2020
WISEA J132743.13+603347.4,BA,0.38,SGA2020
WISEA J132743.13+603347.4,PA,94.4,SGA2020
WISEA J153146.80+342529.9,DIAM,0.4,VI
WISEA J153146.80+342529.9,BA,1.0,VI
WISEA J153146.80+342529.9,PA,0.0,VI
3C 285,DIAM,0.7,VI
3C 285,PA,0.0,VI
WISEA J181207.62+445257.8,DIAM,0.7,VI
WISEA J181207.62+445257.8,BA,1.0,VI
WISEA J181207.62+445257.8,PA,0.0,VI
KUG 1002+468,DIAM,1.04,VI
KUG 1002+468,BA,0.77,VI
KUG 1002+468,PA,98.1,VI
