OBJNAME,FIELD,NEW_VALUE,REASON
2MASS J20384676-5033142,DEC,-50.5551,VI
2MASS J20384676-5033142,DIAM,0.8,VI
2MASS J20384676-5033142,PA,160.0,VI
ESO 047- G 013,RA,312.2072,VI
ESO 047- G 013,DEC,-73.4468,VI
NGC 7020,RA,317.8336,VI
NGC 7020,DEC,-64.0253,VI
WISEA J214419.51+145801.1,RA,326.0819,VI
WISEA J214419.51+145801.1,DEC,14.9654,VI
WISEA J220239.32-643336.7,RA,330.6644,VI
WISEA J220239.32-643336.7,DEC,-64.5593,VI
GALEXASC J223703.29-282317.6,RA,339.2644,VI
GALEXASC J223703.29-282317.6,DEC,-28.3889,VI
2MASS J23563464-1524289,RA,359.1449,VI
2MASS J23563464-1524289,DEC,-15.4072,VI
MESSIER 077,DIAM,9.0,VI
WISEA J083053.84+551418.3,DIAM,0.7,VI
WISEA J083053.84+551418.3,PA,20.0,VI
WISEA J133408.83+811959.5,RA,203.5353,VI
WISEA J133408.83+811959.5,DEC,81.3335,VI
WISEA J133838.27+571844.3,RA,204.6594,VI
WISEA J133838.27+571844.3,DEC,57.3123,VI
WISEA J003527.50+022201.9,RA,8.8655,VI
WISEA J003527.50+022201.9,DEC,2.3672,VI
WISEA J023352.38+131540.6,DIAM,0.6,VI
WISEA J023352.38+131540.6,PA,20.0,VI
SMDG J0247397-231757,DIAM,0.7,VI
ESO 116-IG 013 NED01,PA,15.0,VI
ESO 116-IG 013 NED01,DIAM,1.7,VI
PGC349336,RA,58.5592,VI
PGC349336,DEC,-62.0916,VI
WISEA J042822.92-255934.5,RA,67.0953,VI
WISEA J042822.92-255934.5,DEC,-25.9929,VI
WISEA J060939.20-473721.5,DIAM,2.2,VI
PGC 620287,RA,101.5405,VI
PGC 620287,DEC,-37.6205,VI
WISEA J070728.81-691309.9,RA,106.8675,VI
WISEA J070728.81-691309.9,DEC,-69.2204,VI
WISEA J102615.09-262519.3,RA,156.5629,VI
WISEA J102615.09-262519.3,DEC,-26.4218,VI
PGC 267511,RA,158.8039,VI
PGC 267511,DEC,-71.7260,VI
NGC 3447b,RA,163.3825,VI
NGC 3447b,DEC,16.7829,VI
CGCG 133-057,RA,216.6253,VI
CGCG 133-057,DEC,21.8222,VI
CGCG 133-057,BA,0.3,VI
CGCG 133-057,PA,110.0,VI
PGC 282457,RA,266.3645,VI
PGC 282457,DEC,-68.9370,VI
PGC 282457,PA,160.0,VI
PGC 867585,RA,306.5843,VI
PGC 867585,DEC,-18.4824,VI
PGC 253057,RA,307.3383,VI
PGC 253057,DEC,-73.9008,VI
WISEA J220259.38-162736.0,RA,330.7477,VI
WISEA J220259.38-162736.0,DEC,-16.4602,VI
WISEA J221112.54-264055.4,RA,332.8035,VI
WISEA J221112.54-264055.4,DEC,-26.6807,VI
WISEA J231445.25-702150.5,RA,348.6900,VI
WISEA J231445.25-702150.5,DEC,-70.3632,VI
