OBJNAME,REGION,RA,DEC,DIAM,PA,BA,MAG,REASON
2MASXJ11284453+4602331,dr9-north,172.18544819201153,46.04266618349924,0.608,137.2,0.304,18.709,SGA2020 dropped
2MASXJ11304857+4618162,dr9-north,172.70235004270347,46.304382627649325,0.606,18.3,0.343,18.165,SGA2020 dropped
2MASXJ11323162+6318189,dr9-north,173.13176874547776,63.305235697640285,0.601,45.4,0.271,18.524,SGA2020 dropped
2MASXJ11393181+6312196,dr9-north,174.88253715353386,63.2053369808548,0.600,30.9,0.325,18.082,SGA2020 dropped
2MASXJ11402400+5547014,dr9-north,175.10010949258617,55.78382108364081,0.612,105.2,0.776,16.739,SGA2020 dropped
2MASXJ11430874+5432232,dr9-north,175.78624895501775,54.53983806464728,0.699,160.3,0.185,18.650,SGA2020 dropped
2MASXJ11431186+5335308,dr9-north,175.79965373895402,53.59185165751257,0.609,18.7,0.304,17.329,SGA2020 dropped
2MASXJ11431557+5823461,dr9-north,175.81504961144142,58.39612493810661,0.621,148.0,0.409,17.733,SGA2020 dropped
2MASXJ11472788+5418440,dr9-north,176.8662492997471,54.31220841075239,0.601,150.1,0.342,17.259,SGA2020 dropped
2MASXJ11533450+4754596,dr9-north,178.39382261794927,47.91653988826117,0.612,48.6,0.285,18.259,SGA2020 dropped
2MASXJ12050157+5821273,dr9-north,181.25680513256793,58.357587233194955,0.606,111.5,0.387,17.461,SGA2020 dropped
2MASXJ12143240+6101418,dr9-north,183.63495987528026,61.02836345751538,0.611,90.0,0.311,18.481,SGA2020 dropped
2MASXJ12144919+4954528,dr9-north,183.70484809952023,49.91463644051889,0.614,177.3,0.266,17.739,SGA2020 dropped
2MASXJ12193135+6426217,dr9-north,184.88036346733332,64.43948095708788,0.605,69.2,0.319,17.879,SGA2020 dropped
2MASXJ12234258+4802233,dr9-north,185.92727196760794,48.039901114992595,0.604,19.6,0.443,17.437,SGA2020 dropped
2MASXJ12260131+6243181,dr9-north,186.50523755684574,62.72177716914627,0.662,135.3,0.335,17.680,SGA2020 dropped
2MASXJ12270317+6404369,dr9-north,186.76301348769817,64.07699036427064,0.658,25.9,0.255,18.242,SGA2020 dropped
2MASXJ12272221+6303236,dr9-north,186.8426447348429,63.05649710456972,0.605,23.9,0.463,17.302,SGA2020 dropped
2MASXJ12335380+6221102,dr9-north,188.47428473167722,62.35274874826584,0.609,31.8,0.368,18.082,SGA2020 dropped
2MASXJ12350985+5002454,dr9-north,188.79096193556362,50.04594105439516,0.603,102.7,0.324,18.129,SGA2020 dropped
2MASXJ12381133+5919204,dr9-north,189.54733937482618,59.32242275765652,0.616,109.7,0.418,17.190,SGA2020 dropped
2MASXJ12402898+5732293,dr9-north,190.1208364009549,57.541527062611905,0.622,21.8,0.422,18.363,SGA2020 dropped
2MASXJ12454820+5819142,dr9-north,191.45103613960643,58.320660768633125,0.613,9.5,0.305,17.688,SGA2020 dropped
2MASXJ12460370+3647259,dr9-north,191.5152153684611,36.79061475707238,0.617,55.3,0.261,18.300,SGA2020 dropped
2MASXJ12464650+4256214,dr9-north,191.693935967618,42.93926641922559,0.606,147.3,0.317,18.283,SGA2020 dropped
2MASXJ12502160+3514570,dr9-north,192.59016127477605,35.249079002687736,0.619,128.5,0.571,16.650,SGA2020 dropped
2MASXJ12550804+6351584,dr9-north,193.78331820635083,63.866401482316434,0.605,13.4,0.247,18.865,SGA2020 dropped
2MASXJ13102528+5500106,dr9-north,197.60540412652298,55.00289183725603,0.614,6.8,0.240,18.694,SGA2020 dropped
2MASXJ13121296+4936312,dr9-north,198.05394626695914,49.60866378491515,0.623,132.0,0.370,17.644,SGA2020 dropped
2MASXJ13145067+5322213,dr9-north,198.71116692416956,53.37252043035959,0.664,166.9,0.237,18.771,SGA2020 dropped
2MASXJ13202924+5519109,dr9-north,200.12178903787068,55.31972108253695,0.601,169.1,0.293,18.067,SGA2020 dropped
2MASXJ13240209+5442110,dr9-north,201.0086402923866,54.703124315310895,0.658,58.2,0.293,18.196,SGA2020 dropped
2MASXJ13432658+5717404,dr9-north,205.8605256733085,57.2945794875473,0.609,118.4,0.591,17.676,SGA2020 dropped
2MASXJ13454958+5908419,dr9-north,206.45641312802854,59.145081410945636,0.664,133.3,0.243,18.141,SGA2020 dropped
2MASXJ13480761+4606387,dr9-north,207.03170290997122,46.110834647827964,0.607,33.0,0.381,17.318,SGA2020 dropped
2MASXJ13544546+5718240,dr9-north,208.68968295903255,57.30666201109695,0.623,54.0,0.258,18.462,SGA2020 dropped
2MASXJ13555306+5816262,dr9-north,208.97099828352347,58.27401226960963,0.604,99.7,0.324,17.991,SGA2020 dropped
2MASXJ14100848+3911138,dr9-north,212.53547095526397,39.187308603505244,0.622,83.0,0.311,17.649,SGA2020 dropped
2MASXJ14112822+3550436,dr9-north,212.86765405659824,35.84545025338107,0.603,155.2,0.266,18.003,SGA2020 dropped
2MASXJ14400827+3019096,dr9-north,220.0342305619554,30.319373584440918,0.612,73.9,0.372,18.240,SGA2020 dropped
2MASXJ14454468+5807500,dr9-north,221.4363323457013,58.13072193899254,0.618,56.7,0.358,17.976,SGA2020 dropped
2MASXJ14471768+3546334,dr9-north,221.82386617287796,35.77583707073086,0.622,56.9,0.342,17.793,SGA2020 dropped
2MASXJ14582179+5646414,dr9-north,224.59059483704348,56.7782405445523,0.607,57.7,0.368,17.926,SGA2020 dropped
2MASXJ15005026+3534201,dr9-north,225.2096281979592,35.57222076569357,0.659,102.1,0.241,18.414,SGA2020 dropped
2MASXJ15023928+3357225,dr9-north,225.66335382854393,33.9563546731986,0.643,94.8,0.311,17.983,SGA2020 dropped
2MASXJ15060398+3458076,dr9-north,226.5164266066912,34.968766749697366,0.608,75.7,0.353,18.044,SGA2020 dropped
2MASXJ15201801+3325352,dr9-north,230.07525758280764,33.42647590037685,0.611,8.8,0.470,17.579,SGA2020 dropped
2MASXJ15223384+3150414,dr9-north,230.64088887893098,31.84483602624353,0.628,10.3,0.272,18.562,SGA2020 dropped
2MASXJ15243614+4554351,dr9-north,231.1507467593494,45.90972268947844,0.622,19.5,0.329,18.784,SGA2020 dropped
2MASXJ15260493+4719364,dr9-north,231.52053288269735,47.32685942497818,0.626,82.0,0.305,17.523,SGA2020 dropped
2MASXJ15314523+3633425,dr9-north,232.93867725567765,36.56175924631082,0.603,112.2,0.250,18.465,SGA2020 dropped
2MASXJ15322972+5004044,dr9-north,233.12355016745553,50.067854518557056,0.658,74.2,0.252,18.354,SGA2020 dropped
2MASXJ15331064+4919171,dr9-north,233.29431831501444,49.32144299759632,0.617,90.1,0.384,17.822,SGA2020 dropped
2MASXJ15370535+3854524,dr9-north,234.27249237020789,38.91456476952815,0.617,89.5,0.533,17.420,SGA2020 dropped
2MASXJ15381135+3521520,dr9-north,234.5473369893579,35.36456503420732,0.626,38.5,0.303,17.455,SGA2020 dropped
2MASXJ15413600+3540058,dr9-north,235.39954821916547,35.668335359470056,0.634,87.3,0.215,18.667,SGA2020 dropped
2MASXJ16003079+4601101,dr9-north,240.1286423905528,46.019168975088164,0.633,153.8,0.253,18.682,SGA2020 dropped
2MASXJ16080266+3931323,dr9-north,242.01125868219074,39.52571610766335,0.619,179.3,0.433,18.134,SGA2020 dropped
2MASXJ16095738+4204363,dr9-north,242.48936517643108,42.07674969063705,0.626,148.1,0.222,18.378,SGA2020 dropped
2MASXJ16113315+3708328,dr9-north,242.8880872278761,37.142360120953455,0.606,108.7,0.393,17.647,SGA2020 dropped
2MASXJ16165805+4226194,dr9-north,244.241699941945,42.43847666856384,0.658,20.3,0.198,18.931,SGA2020 dropped
2MASXJ16234145+3534111,dr9-north,245.92264362876637,35.5697310985988,0.602,82.0,0.260,18.471,SGA2020 dropped
2MASXJ16362839+3626568,dr9-north,249.11850882472098,36.44902887198211,0.631,165.7,0.417,17.988,SGA2020 dropped
2MASXJ16375870+3401078,dr9-north,249.4945124307198,34.01882701155446,0.620,102.3,0.365,17.476,SGA2020 dropped
2MASXJ16475169+5101283,dr9-north,251.9655515919708,51.02462375234117,0.616,61.6,0.433,17.246,SGA2020 dropped
2MASXJ16494308+3854549,dr9-north,252.42977530353784,38.91531396225561,0.611,68.1,0.294,17.838,SGA2020 dropped
2MASXJ16522094+3308390,dr9-north,253.08729191827837,33.14415808391948,0.635,24.1,0.279,17.960,SGA2020 dropped
2MASXJ16523636+3318404,dr9-north,253.15141389415803,33.31128324822047,0.683,158.8,0.521,18.147,SGA2020 dropped
2MASXJ17004686+3433449,dr9-north,255.19525301101535,34.56248798848691,0.616,51.4,0.316,18.707,SGA2020 dropped
2MASXJ17011553+3524598,dr9-north,255.31470277475898,35.41664277956617,0.602,90.3,0.313,18.487,SGA2020 dropped
2MASXJ17021488+3118223,dr9-north,255.56189394980532,31.30629506469038,0.624,122.3,0.312,18.513,SGA2020 dropped
2MASXJ17023929+3330503,dr9-north,255.66386370921663,33.51406548003262,0.685,80.6,0.578,17.006,SGA2020 dropped
2MASXJ17024495+3334563,dr9-north,255.68716184134215,33.582341432300154,0.612,139.5,0.736,17.547,SGA2020 dropped
2MASXJ17025012+6139291,dr9-north,255.70875331789895,61.6580433693424,0.604,96.0,0.292,18.696,SGA2020 dropped
2MASXJ17025968+3333164,dr9-north,255.74879075697328,33.55449607825639,0.649,67.7,0.864,16.990,SGA2020 dropped
2MASXJ17033312+3332130,dr9-north,255.88794111287925,33.53692905658062,0.647,22.1,0.644,17.101,SGA2020 dropped
2MASXJ17051378+3348431,dr9-north,256.30734457761343,33.81193885600848,0.614,121.7,0.787,17.246,SGA2020 dropped
2MASXJ17052022+6013255,dr9-north,256.3347145484324,60.22392305975924,0.639,9.5,0.245,18.844,SGA2020 dropped
2MASXJ17060874+3522088,dr9-north,256.5363601398143,35.368989322570116,0.626,78.5,0.191,18.690,SGA2020 dropped
2MASXJ17070166+3423209,dr9-north,256.7570487705265,34.389166781959005,0.611,30.4,0.604,16.206,SGA2020 dropped
2MASXJ17072158+3358143,dr9-north,256.8400366358328,33.97056124176425,0.624,28.9,0.786,17.125,SGA2020 dropped
2MASXJ17093625+3310110,dr9-north,257.4009479748575,33.169769222176754,0.607,53.5,0.248,18.153,SGA2020 dropped
2MASXJ17213022+5803155,dr9-north,260.3759785781322,58.05451882501669,0.619,18.5,0.281,18.569,SGA2020 dropped
2MASXJ17265635+5848481,dr9-north,261.73450590339627,58.81338423056076,0.601,27.7,0.278,18.770,SGA2020 dropped
2MASXJ17274357+3454466,dr9-north,261.9315121889333,34.91278640612637,0.618,177.6,0.367,17.309,SGA2020 dropped
2MASXJ17381421+5519206,dr9-north,264.55925941102754,55.32225434232375,0.612,119.6,0.211,18.803,SGA2020 dropped
2MASXJ23420756-0025288,dr9-north,355.5314611651794,-0.42472871614439994,0.617,102.2,0.288,18.678,SGA2020 dropped
DR8-1273p357-1677,dr9-north,127.4294054150979,35.73506230195648,0.658,7.4,0.276,17.103,SGA2020 dropped
DR8-1393p345-2151,dr9-north,139.35304960202103,34.52598625257746,0.657,79.1,0.285,17.319,SGA2020 dropped
DR8-1443p347-918,dr9-north,144.426543520587,34.69518344512741,0.602,35.3,0.231,17.982,SGA2020 dropped
DR8-1607p557-2928,dr9-north,160.67609754936788,55.81930784125829,0.625,96.6,0.216,17.844,SGA2020 dropped
DR8-1747p340-2464,dr9-north,174.76558443816793,34.071126259387185,0.606,162.6,0.249,17.881,SGA2020 dropped
DR8-1942p505-2633,dr9-north,194.3342456900386,50.56157730015476,0.611,65.1,0.256,17.173,SGA2020 dropped
DR8-1954p300-1060,dr9-north,195.43287414944746,29.92680546661636,0.616,31.6,0.642,16.358,SGA2020 dropped
DR8-1974p400-2659,dr9-north,197.2639220346406,40.052220951701734,0.614,118.5,0.246,17.939,SGA2020 dropped
DR8-2168p512-423,dr9-north,216.95002146778953,51.15599316990189,0.616,28.5,0.228,17.577,SGA2020 dropped
DR8-2303p490-1765,dr9-north,230.1723554826638,48.987434142857026,0.687,94.9,0.179,17.714,SGA2020 dropped
DR8-2333p517-2808,dr9-north,233.41366591503822,51.80292379435065,0.670,9.3,0.179,17.946,SGA2020 dropped
DR8-2375p450-2766,dr9-north,237.74909707885377,45.09223838351607,0.610,118.6,0.269,17.709,SGA2020 dropped
DR8-2478p462-3326,dr9-north,247.92319703237752,46.32479460148246,0.627,154.0,0.218,17.808,SGA2020 dropped
DR8-2500p562-496,dr9-north,250.0293684539908,56.13941174368763,0.605,151.3,0.217,17.708,SGA2020 dropped
DR8-2564p377-2755,dr9-north,256.56470091312593,37.78521732364051,0.618,173.9,0.643,15.888,SGA2020 dropped
DR8-2570p397-2865,dr9-north,257.0936593978608,39.79440686029758,0.656,164.5,0.222,17.034,SGA2020 dropped
DR8-2623p565-4446,dr9-north,262.28957276234706,56.62393661739458,0.635,106.1,0.275,17.483,SGA2020 dropped
DR8-2806p350-1330,dr9-north,280.6151420900036,34.91817269957955,0.627,31.4,0.207,17.382,SGA2020 dropped
DR8-2875p480-5734,dr9-north,287.4769221307743,48.076651066412396,0.646,126.5,0.803,16.997,SGA2020 dropped
DR8-2949p580-3844,dr9-north,294.86288283038607,58.01360562418025,0.652,27.1,0.826,17.120,SGA2020 dropped
DR8-2956p657-3835,dr9-north,295.5924443894186,65.81449405141899,0.650,112.0,0.714,17.465,SGA2020 dropped
IC2619,dr9-north,165.56361612480913,37.96609223809542,0.697,68.2,0.713,15.700,SGA2020 dropped
IC3723,dr9-north,191.1273859988821,40.73693424203627,0.692,103.3,0.547,15.500,SGA2020 dropped
IC4031,dr9-north,195.0645025348425,39.14491010515238,0.632,125.7,0.745,16.420,SGA2020 dropped
PGC020519,dr9-north,108.90717645555225,64.32294367354794,0.651,58.4,0.262,18.330,SGA2020 dropped
PGC020988,dr9-north,111.43451949678759,29.95294199003952,0.607,89.9,0.959,15.103,SGA2020 dropped
PGC021530,dr9-north,115.02730091642049,64.10052113316824,0.629,33.2,0.276,17.900,SGA2020 dropped
PGC022122,dr9-north,118.54089873310859,58.09418267815415,0.671,7.4,0.705,17.400,SGA2020 dropped
PGC022768,dr9-north,121.702735868939,60.114120403592175,0.625,165.1,0.235,18.290,SGA2020 dropped
PGC022946,dr9-north,122.70776054249198,76.03091509413265,0.695,17.0,0.692,17.430,SGA2020 dropped
PGC023275,dr9-north,124.55430724194453,57.77765615593662,0.664,101.7,0.468,16.987,SGA2020 dropped
PGC025310,dr9-north,135.1588652837412,62.634780022749396,0.606,124.3,0.276,18.696,SGA2020 dropped
PGC027687,dr9-north,145.4160622248843,37.11725347575657,0.619,175.4,0.468,17.118,SGA2020 dropped
PGC028111,dr9-north,146.79482845435035,56.10754891760683,0.651,171.0,0.632,15.445,SGA2020 dropped
PGC029793,dr9-north,153.37606194446226,35.71942872705479,0.663,167.3,0.388,17.128,SGA2020 dropped
PGC035432,dr9-north,172.51488263767126,57.30817765088082,0.640,128.6,0.859,16.051,SGA2020 dropped
2MASXJ11513457+5625093,dr9-north,177.89411787818,56.419306908237246,0.608,110.8,0.339,17.297,SGA2020 dropped
PGC040041,dr9-north,185.55202904445372,55.54962310425595,0.669,87.3,0.409,17.320,SGA2020 dropped
PGC041688,dr9-north,188.30021080969934,67.11427809453258,0.619,119.4,0.698,17.706,SGA2020 dropped
PGC048463,dr9-north,205.3447168967585,56.07103578505681,0.646,130.7,0.432,16.528,SGA2020 dropped
PGC2350385,dr9-north,227.07805986422525,49.68694264094143,0.632,119.8,0.414,17.614,SGA2020 dropped
PGC058546,dr9-north,248.81502802599903,54.31194916764458,0.685,112.3,0.795,15.918,SGA2020 dropped
PGC058713,dr9-north,249.93686228195938,69.34129092199974,0.693,131.1,0.854,17.010,SGA2020 dropped
PGC059232,dr9-north,253.58119025055097,50.47521440065526,0.641,180.0,0.362,15.400,SGA2020 dropped
PGC059839,dr9-north,258.1959713837946,72.52224215845649,0.683,95.9,0.432,17.180,SGA2020 dropped
PGC059858,dr9-north,258.2657516428024,64.11712769082752,0.646,26.9,0.753,16.740,SGA2020 dropped
PGC059882,dr9-north,258.4290499340617,64.08194859340189,0.646,69.3,0.761,17.120,SGA2020 dropped
PGC060005,dr9-north,259.3156203559664,64.2611541931304,0.612,29.5,0.781,17.635,SGA2020 dropped
PGC061041,dr9-north,268.17872264230374,68.15065264740159,0.648,98.9,0.396,16.580,SGA2020 dropped
PGC082553,dr9-north,148.06930201635424,46.26629115347862,0.621,128.3,0.300,17.483,SGA2020 dropped
PGC083510,dr9-north,176.9440125910907,55.39002433523329,0.614,3.2,0.578,16.248,SGA2020 dropped
PGC083539,dr9-north,183.2779587480071,35.5948154958735,0.620,119.0,0.551,16.648,SGA2020 dropped
PGC084435,dr9-north,226.16112506779197,51.93133189244215,0.662,74.7,0.317,17.172,SGA2020 dropped
PGC084785,dr9-north,254.27262159955453,78.54662197808489,0.659,79.6,0.481,17.320,SGA2020 dropped
PGC101377,dr9-north,218.97420973287308,35.28746723776307,0.618,117.5,0.424,16.796,SGA2020 dropped
PGC1083623,dr9-north,355.8006056189606,-2.757791888796621,0.627,38.8,0.252,18.549,SGA2020 dropped
PGC1131596,dr9-north,36.240117334325454,-0.9103480424476211,0.629,3.0,0.366,17.397,SGA2020 dropped
PGC1140846,dr9-north,318.18438999308603,-0.5404936324928461,0.644,35.7,0.241,18.433,SGA2020 dropped
PGC1142205,dr9-north,8.570582909770897,-0.4835836884587397,0.629,83.3,0.263,18.214,SGA2020 dropped
PGC1151668,dr9-north,350.6914811666517,-0.11139474993064935,0.634,43.9,0.211,19.052,SGA2020 dropped
PGC1153643,dr9-north,320.04465508319237,-0.031028985948542205,0.621,157.0,0.249,18.251,SGA2020 dropped
PGC1156557,dr9-north,6.298378487931039,0.07940682019660059,0.642,5.4,0.265,18.399,SGA2020 dropped
PGC1157707,dr9-north,40.03140680632475,0.12366470927960814,0.601,143.0,0.232,18.418,SGA2020 dropped
PGC1192649,dr9-north,42.64954199575996,1.3654579085940817,0.654,159.3,0.226,18.203,SGA2020 dropped
PGC1200549,dr9-north,149.71705129771289,1.62027898202695,0.613,25.0,0.464,17.539,SGA2020 dropped
PGC140621,dr9-north,246.6771977798738,42.669924200377814,0.634,169.7,0.916,17.669,SGA2020 dropped
PGC140819,dr9-north,273.9367696557027,48.414762511970494,0.624,54.7,0.401,18.130,SGA2020 dropped
PGC1857662,dr9-north,347.0885989745915,29.16326203431988,0.633,75.0,0.321,17.790,SGA2020 dropped
PGC1861602,dr9-north,205.23023959973372,29.287303391503485,0.632,137.1,0.245,18.255,SGA2020 dropped
PGC1866294,dr9-north,176.75388512060078,29.438696136538116,0.624,114.5,0.399,17.281,SGA2020 dropped
PGC1868097,dr9-north,169.42460146308963,29.493900437437823,0.639,66.4,0.256,18.167,SGA2020 dropped
PGC1870235,dr9-north,162.3235232911006,29.56048692011087,0.641,114.9,0.699,17.260,SGA2020 dropped
PGC1870813,dr9-north,215.50737832019394,29.57818390788066,0.617,29.9,0.228,18.193,SGA2020 dropped
PGC1871048,dr9-north,117.82943948471858,29.585267408939917,0.607,92.3,0.339,17.603,SGA2020 dropped
PGC1871974,dr9-north,222.91458714408157,29.612554416436474,0.610,162.7,0.467,17.626,SGA2020 dropped
PGC1874136,dr9-north,166.88302089927362,29.676025929163814,0.632,121.5,0.271,18.354,SGA2020 dropped
PGC1878284,dr9-north,169.6073878978271,29.791310885718197,0.601,93.3,0.407,17.998,SGA2020 dropped
PGC1878986,dr9-north,129.4204630783894,29.810273609237832,0.649,117.3,0.289,18.185,SGA2020 dropped
PGC1879734,dr9-north,353.33989542464855,29.830038572645364,0.604,64.5,0.295,18.073,SGA2020 dropped
PGC1890079,dr9-north,171.14238825238886,30.095848067661272,0.698,130.4,0.530,16.845,SGA2020 dropped
PGC1917049,dr9-north,234.37321244178864,30.765374267314748,0.608,33.0,0.302,17.796,SGA2020 dropped
PGC1917921,dr9-north,234.3938328513811,30.785798647676092,0.639,144.3,0.300,17.897,SGA2020 dropped
PGC1920925,dr9-north,168.57942234068685,30.855734792874433,0.636,26.7,0.291,18.130,SGA2020 dropped
PGC1925214,dr9-north,231.09988394201216,30.953426664880556,0.659,9.6,0.238,18.425,SGA2020 dropped
PGC1932753,dr9-north,133.86576745793934,31.123613810338814,0.625,55.1,0.407,17.763,SGA2020 dropped
PGC1934952,dr9-north,234.6973709548302,31.173278899117896,0.607,51.9,0.306,17.813,SGA2020 dropped
PGC1938284,dr9-north,153.94216052407944,31.24476827673627,0.613,125.6,0.804,17.395,SGA2020 dropped
PGC1940446,dr9-north,186.70649194711527,31.293424066907313,0.608,141.4,0.428,17.394,SGA2020 dropped
PGC1941895,dr9-north,166.88512192085085,31.32490831705342,0.604,126.9,0.278,18.018,SGA2020 dropped
PGC1943972,dr9-north,165.0267974314627,31.371052895140526,0.654,19.0,0.237,18.375,SGA2020 dropped
PGC1946726,dr9-north,236.29527869765516,31.4287049158893,0.605,101.4,0.280,17.795,SGA2020 dropped
PGC1949877,dr9-north,234.06823642007637,31.494246450891183,0.618,113.4,0.392,17.764,SGA2020 dropped
PGC1951695,dr9-north,161.26027207809463,31.530863442711198,0.601,134.2,0.573,17.526,SGA2020 dropped
PGC1952889,dr9-north,236.47210337653956,31.556045308781524,0.615,160.3,0.427,17.365,SGA2020 dropped
PGC1955537,dr9-north,146.38053175713156,31.61111146139301,0.605,40.8,0.369,17.718,SGA2020 dropped
PGC1956202,dr9-north,126.04783106590186,31.623815508476426,0.632,58.3,0.268,18.176,SGA2020 dropped
PGC1963303,dr9-north,162.0574539454962,31.76575340122616,0.636,115.4,0.297,18.396,SGA2020 dropped
PGC1969760,dr9-north,169.9830918143466,31.891165514639734,0.616,124.6,0.344,17.710,SGA2020 dropped
PGC1970397,dr9-north,137.18094031722984,31.90386546254189,0.636,144.9,0.248,18.547,SGA2020 dropped
PGC1971360,dr9-north,261.76181543003827,31.923715645454497,0.631,92.8,0.413,17.294,SGA2020 dropped
PGC1972123,dr9-north,239.53598348043423,31.941107912155413,0.641,159.4,0.244,18.420,SGA2020 dropped
PGC1973976,dr9-north,193.83920729836407,31.978242591110444,0.651,55.1,0.440,17.107,SGA2020 dropped
PGC1976852,dr9-north,211.50040001529868,32.032608431664016,0.630,166.5,0.351,17.549,SGA2020 dropped
PGC1985085,dr9-north,243.92899196012888,32.19488434916188,0.630,131.1,0.270,18.956,SGA2020 dropped
PGC1989542,dr9-north,153.57377922165284,32.280883658599734,0.603,152.5,0.288,17.897,SGA2020 dropped
PGC1990942,dr9-north,122.37873494581441,32.31122349733425,0.601,147.5,0.477,17.264,SGA2020 dropped
PGC1993960,dr9-north,181.4061033564625,32.375192409881365,0.677,61.3,0.406,17.376,SGA2020 dropped
PGC1995214,dr9-north,229.64944592769672,32.40193980599825,0.634,176.0,0.314,18.226,SGA2020 dropped
PGC1998331,dr9-north,108.93184454244316,32.467959266488606,0.630,46.0,0.395,17.050,SGA2020 dropped
PGC2009880,dr9-north,152.90299669429643,32.72691727608994,0.611,17.0,0.321,18.250,SGA2020 dropped
PGC2010486,dr9-north,161.77604288299267,32.741846688098924,0.612,143.4,0.324,18.086,SGA2020 dropped
PGC2011354,dr9-north,144.36907758420517,32.76344002760209,0.611,121.0,0.642,16.383,SGA2020 dropped
PGC2015094,dr9-north,236.03943292108193,32.8610783499939,0.609,15.9,0.296,18.135,SGA2020 dropped
PGC2020011,dr9-north,237.5560810808214,32.99586547028441,0.629,77.4,0.418,17.499,SGA2020 dropped
PGC2021185,dr9-north,154.5984211558767,33.02975463469651,0.609,89.3,0.586,17.078,SGA2020 dropped
PGC2027462,dr9-north,240.51854368589815,33.24743858321986,0.617,70.8,0.346,18.135,SGA2020 dropped
PGC2031887,dr9-north,256.2839603718877,33.43032687928307,0.648,117.5,0.817,17.289,SGA2020 dropped
PGC2033264,dr9-north,235.75282052184167,33.49685942036524,0.661,173.3,0.679,16.843,SGA2020 dropped
PGC2034649,dr9-north,255.56755046128197,33.56378161733564,0.628,51.6,0.660,17.242,SGA2020 dropped
PGC2036865,dr9-north,148.08859214791667,33.67721691533841,0.601,138.1,0.384,18.064,SGA2020 dropped
PGC2040298,dr9-north,265.07824569436275,33.87381048195253,0.637,131.4,0.331,17.470,SGA2020 dropped
PGC2040435,dr9-north,141.8761972512774,33.88313866181363,0.613,35.7,0.340,18.115,SGA2020 dropped
PGC2040700,dr9-north,276.810791198183,33.89932761055784,0.625,166.9,0.414,17.330,SGA2020 dropped
PGC2043279,dr9-north,275.2063189906612,34.06412896496194,0.603,89.1,0.542,17.280,SGA2020 dropped
PGC2043989,dr9-north,198.8911216730349,34.10926460638208,0.619,137.7,0.300,17.974,SGA2020 dropped
PGC2044388,dr9-north,170.97944408658083,34.13314115130216,0.626,154.3,0.344,17.935,SGA2020 dropped
PGC2044424,dr9-north,278.5668876540147,34.13546328964547,0.608,54.3,0.333,17.550,SGA2020 dropped
PGC2046768,dr9-north,276.2613255105466,34.28246543993704,0.602,45.5,0.604,17.280,SGA2020 dropped
PGC2048783,dr9-north,250.00116204279243,34.41182252893783,0.641,104.6,0.303,18.295,SGA2020 dropped
PGC2048876,dr9-north,117.80960645133865,34.41819077065509,0.647,156.3,0.668,16.851,SGA2020 dropped
PGC2049155,dr9-north,119.56226667411315,34.43501289034014,0.645,127.8,0.324,17.758,SGA2020 dropped
PGC2050273,dr9-north,150.35233372743573,34.506442247630204,0.621,123.7,0.607,17.318,SGA2020 dropped
PGC2050419,dr9-north,142.60351975633623,34.51590821766842,0.652,111.4,0.474,17.527,SGA2020 dropped
PGC2052123,dr9-north,242.20561876198036,34.62973252624691,0.601,86.9,0.371,17.717,SGA2020 dropped
PGC2052359,dr9-north,159.00537527225654,34.64451109967968,0.619,45.1,0.335,18.520,SGA2020 dropped
PGC2053761,dr9-north,203.07995591726691,34.73761719551677,0.653,58.0,0.273,18.060,SGA2020 dropped
PGC2053964,dr9-north,197.1616747667839,34.74832463461632,0.653,82.4,0.248,18.168,SGA2020 dropped
PGC2053990,dr9-north,264.93581087390913,34.75034572928777,0.628,106.7,0.294,18.220,SGA2020 dropped
PGC2055232,dr9-north,115.57130630674153,34.83136158255829,0.643,47.6,0.388,17.690,SGA2020 dropped
PGC057701,dr9-north,244.22804141156013,34.94569503700267,0.614,119.7,0.645,16.834,SGA2020 dropped
PGC2056907,dr9-north,162.12949278556437,34.93738367215057,0.605,16.8,0.530,17.389,SGA2020 dropped
PGC2057089,dr9-north,171.38940691059327,34.949501177694,0.616,101.3,0.251,18.379,SGA2020 dropped
PGC2057607,dr9-north,229.59677105356965,34.98353881531271,0.643,156.0,0.246,18.733,SGA2020 dropped
PGC2058625,dr9-north,215.09379175467285,35.050252478080075,0.603,47.0,0.257,18.317,SGA2020 dropped
PGC2059423,dr9-north,192.69891062561214,35.10108932274711,0.617,73.8,0.352,18.005,SGA2020 dropped
PGC2061150,dr9-north,251.1155541674256,35.21634134897977,0.602,104.3,0.428,17.730,SGA2020 dropped
PGC2061458,dr9-north,172.4394164540143,35.23577718885606,0.649,159.5,0.290,18.251,SGA2020 dropped
PGC2061561,dr9-north,228.8176554632931,35.24282829069032,0.629,67.5,0.339,17.738,SGA2020 dropped
PGC2061870,dr9-north,273.5310716342316,35.264849551974294,0.693,170.1,0.350,17.760,SGA2020 dropped
PGC2063017,dr9-north,167.68006584566763,35.33847606099477,0.654,28.6,0.266,18.223,SGA2020 dropped
PGC2063207,dr9-north,250.81178616867422,35.35321124277796,0.616,38.3,0.259,18.337,SGA2020 dropped
PGC2063959,dr9-north,231.63623012287738,35.401368758244885,0.612,171.8,0.223,18.866,SGA2020 dropped
PGC2064148,dr9-north,271.5353410112527,35.41417982825852,0.614,66.8,0.304,17.550,SGA2020 dropped
PGC2064199,dr9-north,205.12490479926737,35.416948282994525,0.660,124.8,0.315,17.575,SGA2020 dropped
