OBJNAME,REGION,RA,DEC,DIAM,PA,BA,MAG,REASON
PGC1654499,dr11-south,20.38866120232954,21.656192866024142,0.604,101.6,0.331,17.706,SGA2020 dropped
PGC1654673,dr11-south,241.20809144958312,21.6645903699298,0.627,73.4,0.307,18.167,SGA2020 dropped
PGC1655577,dr11-south,219.29216161520424,21.711257797777854,0.666,9.1,0.289,18.201,SGA2020 dropped
PGC1656412,dr11-south,156.9963546375413,21.74875558925797,0.621,170.2,0.399,18.445,SGA2020 dropped
PGC1656636,dr11-south,255.13544643095656,21.7586290765513,0.628,16.7,0.272,17.451,SGA2020 dropped
PGC1656777,dr11-south,146.4465290852088,21.76471373165853,0.622,52.4,0.282,17.452,SGA2020 dropped
PGC1658511,dr11-south,209.24831706070654,21.847866813210548,0.609,95.6,0.282,18.176,SGA2020 dropped
SDSSJ171610.77+215452.8,dr11-south,259.04487267734737,21.914671689598865,0.695,70.1,0.848,17.407,SGA2020 dropped
PGC1660519,dr11-south,150.78319804576074,21.949351410250994,0.616,0.2,0.389,17.011,SGA2020 dropped
PGC1663496,dr11-south,200.5747996630697,22.100317152916656,0.628,117.3,0.239,18.395,SGA2020 dropped
PGC1663542,dr11-south,226.38074190329073,22.102572173411534,0.613,147.3,0.423,18.016,SGA2020 dropped
PGC1664104,dr11-south,27.784214855640965,22.130118376731236,0.617,120.8,0.390,17.488,SGA2020 dropped
PGC1665765,dr11-south,163.9187727891843,22.216606808145773,0.655,156.7,0.267,18.121,SGA2020 dropped
PGC1666156,dr11-south,177.35476374019305,22.23681359585373,0.626,22.2,0.246,18.506,SGA2020 dropped
PGC1666533,dr11-south,219.32375713672616,22.25787502044531,0.608,63.7,0.207,19.279,SGA2020 dropped
PGC166791,dr11-south,13.355563163935168,-21.850438819385847,0.638,102.2,0.329,17.400,SGA2020 dropped
PGC1669342,dr11-south,10.262579071449922,22.408584209628376,0.623,118.8,0.312,18.121,SGA2020 dropped
PGC1670957,dr11-south,173.59007014238568,22.493274422995054,0.606,99.7,0.360,18.191,SGA2020 dropped
PGC1671087,dr11-south,257.6715187473263,22.49973745244402,0.604,83.6,0.419,17.524,SGA2020 dropped
PGC1671235,dr11-south,179.09075107522983,22.50748727773344,0.657,80.4,0.290,17.805,SGA2020 dropped
PGC1671642,dr11-south,158.638923805199,22.528973411439367,0.623,170.1,0.323,17.640,SGA2020 dropped
PGC1673883,dr11-south,228.07842423445027,22.65875078817876,0.619,151.3,0.230,18.575,SGA2020 dropped
PGC1673943,dr11-south,163.60876924870365,22.662471802547586,0.600,104.9,0.313,17.774,SGA2020 dropped
PGC1674960,dr11-south,191.44823461837382,22.721326815455228,0.646,146.6,0.235,17.790,SGA2020 dropped
PGC1675237,dr11-south,219.86033374266108,22.735781035743546,0.664,44.8,0.234,18.522,SGA2020 dropped
PGC1675304,dr11-south,173.22429964132445,22.73947256764564,0.646,31.5,0.288,18.027,SGA2020 dropped
PGC1675981,dr11-south,219.16708600869666,22.78017702862463,0.656,159.9,0.294,18.783,SGA2020 dropped
PGC1677018,dr11-south,37.30909445152274,22.839845347705246,0.638,45.6,0.952,17.270,SGA2020 dropped
PGC1677944,dr11-south,218.90758917600925,22.897545451612423,0.632,57.7,0.310,18.132,SGA2020 dropped
PGC1679648,dr11-south,347.3234109467461,22.99854733779507,0.633,148.0,0.280,18.438,SGA2020 dropped
PGC1680603,dr11-south,226.64186045151047,23.05438897183163,0.628,96.5,0.303,18.152,SGA2020 dropped
PGC1681771,dr11-south,163.69857362471552,23.11894990119184,0.602,102.4,0.531,17.513,SGA2020 dropped
PGC1683729,dr11-south,177.3149022957551,23.230435853990308,0.649,109.1,0.205,19.060,SGA2020 dropped
PGC1683755,dr11-south,219.26385977363194,23.23181008198171,0.643,38.3,0.224,19.075,SGA2020 dropped
PGC1686481,dr11-south,183.7626600324166,23.38519239566874,0.602,127.8,0.368,17.705,SGA2020 dropped
PGC1687612,dr11-south,110.73177210952076,23.452777881972242,0.613,105.2,0.304,18.010,SGA2020 dropped
PGC1688626,dr11-south,146.21431492397525,23.510474552731218,0.605,142.1,0.440,16.924,SGA2020 dropped
PGC1689835,dr11-south,212.56351833528865,23.578306546512973,0.646,83.4,0.306,17.684,SGA2020 dropped
PGC1690037,dr11-south,240.63462444367164,23.58940873644975,0.602,166.0,0.374,17.953,SGA2020 dropped
PGC1690167,dr11-south,223.8670371059219,23.597254340035615,0.606,84.5,0.265,18.256,SGA2020 dropped
PGC169047,dr11-south,184.778530916137,13.880100874653667,0.609,102.0,0.293,18.234,SGA2020 dropped
PGC1690813,dr11-south,235.47699165340723,23.63210473334751,0.635,126.6,0.300,18.216,SGA2020 dropped
PGC1691014,dr11-south,146.7897261726192,23.643336582918547,0.673,93.7,0.492,17.777,SGA2020 dropped
PGC1691265,dr11-south,243.99599798731376,23.657520271991174,0.640,173.4,0.429,18.642,SGA2020 dropped
PGC1691647,dr11-south,200.942247069922,23.676876159680617,0.651,130.7,0.263,18.501,SGA2020 dropped
PGC169233,dr11-south,186.20511788339448,12.493480113318787,0.601,147.2,0.556,17.323,SGA2020 dropped
PGC1692992,dr11-south,230.67302158112057,23.749198962431564,0.649,166.8,0.245,18.127,SGA2020 dropped
PGC169307,dr11-south,186.73403083774042,11.87973295089779,0.604,83.2,0.319,17.689,SGA2020 dropped
PGC169315,dr11-south,186.82167614556045,14.915808708694144,0.609,44.0,0.241,18.657,SGA2020 dropped
PGC169393,dr11-south,187.36667304520267,10.92796277176086,0.623,141.2,0.462,17.900,SGA2020 dropped
PGC1694086,dr11-south,213.3154685474071,23.806574162865495,0.662,10.6,0.221,18.182,SGA2020 dropped
PGC169563,dr11-south,188.70000427704827,13.65687619821963,0.607,115.9,0.501,17.658,SGA2020 dropped
PGC1695947,dr11-south,18.454478212592775,23.909439028016674,0.617,9.0,0.294,18.150,SGA2020 dropped
PGC1696217,dr11-south,227.92769202025445,23.92357910307781,0.651,114.8,0.273,18.145,SGA2020 dropped
PGC1696671,dr11-south,1.678837235791654,23.94659895010843,0.608,159.3,0.317,18.837,SGA2020 dropped
PGC1697577,dr11-south,354.8570302165711,23.992070206525575,0.618,160.2,0.342,17.558,SGA2020 dropped
PGC1697864,dr11-south,144.5687570934687,24.00830217592339,0.654,98.3,0.493,16.952,SGA2020 dropped
PGC1698168,dr11-south,217.19491154549155,24.02223206882839,0.601,103.3,0.356,17.948,SGA2020 dropped
PGC1700269,dr11-south,4.710819115946726,24.123104626004963,0.611,19.6,0.461,17.240,SGA2020 dropped
PGC1701855,dr11-south,220.71618041617654,24.196070574673048,0.616,167.9,0.249,17.935,SGA2020 dropped
PGC1702975,dr11-south,163.8104531049219,24.247814028808214,0.630,98.9,0.316,17.757,SGA2020 dropped
PGC1706417,dr11-south,354.3473297350395,24.397688829185785,0.604,29.9,0.318,18.220,SGA2020 dropped
PGC1707002,dr11-south,350.9176487100217,24.425047469560653,0.604,160.4,0.525,17.400,SGA2020 dropped
PGC1709252,dr11-south,350.4242274700674,24.51834092149972,0.622,147.2,0.348,18.240,SGA2020 dropped
PGC1710621,dr11-south,17.247050598111223,24.57117162011611,0.636,54.1,0.627,16.970,SGA2020 dropped
PGC1710946,dr11-south,256.1967449107278,24.58394740979974,0.645,95.6,0.272,17.772,SGA2020 dropped
PGC1711615,dr11-south,177.22508516946112,24.60842670570095,0.654,5.5,0.214,18.345,SGA2020 dropped
PGC1711982,dr11-south,229.56748320257742,24.62279436580842,0.667,76.7,0.226,18.640,SGA2020 dropped
PGC1713181,dr11-south,222.9970993628661,24.668568500474528,0.607,52.1,0.238,18.960,SGA2020 dropped
PGC1713253,dr11-south,166.85291799748381,24.67137192066607,0.657,39.1,0.331,17.849,SGA2020 dropped
PGC1714698,dr11-south,174.71667090993785,24.72463010231297,0.608,20.3,0.268,18.539,SGA2020 dropped
PGC1715624,dr11-south,350.4983276921692,24.75980691136014,0.624,170.3,0.402,18.030,SGA2020 dropped
PGC1715836,dr11-south,232.08313113892336,24.767156604006363,0.670,60.4,0.249,17.980,SGA2020 dropped
PGC1717383,dr11-south,200.68607145380258,24.821984563903385,0.628,17.0,0.307,18.069,SGA2020 dropped
PGC1717957,dr11-south,350.61510849289436,24.84369734004415,0.603,131.2,0.299,18.246,SGA2020 dropped
PGC1719117,dr11-south,268.5455416979541,24.884456912216393,0.603,44.3,0.443,17.360,SGA2020 dropped
PGC1719831,dr11-south,220.51257302967588,24.909420958370255,0.627,179.0,0.281,17.988,SGA2020 dropped
PGC1722527,dr11-south,230.8227146348966,25.00220260026284,0.635,162.7,0.332,17.828,SGA2020 dropped
PGC1722626,dr11-south,207.455095623971,25.005983307497637,0.653,105.3,0.242,18.306,SGA2020 dropped
PGC172360,dr11-south,8.785993418474792,-61.23043214166309,0.638,19.2,0.362,17.537,SGA2020 dropped
PGC1723947,dr11-south,207.50949808477117,25.04957198164888,0.630,141.2,0.391,17.470,SGA2020 dropped
PGC1725433,dr11-south,25.053493559090697,25.099571173711958,0.653,134.0,0.835,16.910,SGA2020 dropped
PGC1726041,dr11-south,220.44351527097692,25.119861057200755,0.638,71.4,0.256,18.444,SGA2020 dropped
PGC1727549,dr11-south,255.66290986975284,25.168515479871886,0.615,14.5,0.263,18.388,SGA2020 dropped
PGC1727969,dr11-south,6.625055795551075,25.182212643377273,0.624,175.2,0.357,17.691,SGA2020 dropped
PGC1728885,dr11-south,239.69458975016835,25.210364171409225,0.640,177.1,0.283,18.410,SGA2020 dropped
PGC1729367,dr11-south,10.480274612615109,25.224521666877234,0.698,155.4,0.713,18.163,SGA2020 dropped
PGC1729597,dr11-south,240.0876279738712,25.23214859250136,0.600,150.6,0.283,18.132,SGA2020 dropped
PGC1731892,dr11-south,113.12085217576838,25.302052094746255,0.614,4.0,0.439,17.785,SGA2020 dropped
PGC173200,dr11-south,14.417425694402592,-0.5912920125350329,0.602,167.3,0.964,16.217,SGA2020 dropped
PGC1739293,dr11-south,260.5342269706905,25.512482251557053,0.621,176.6,0.377,18.052,SGA2020 dropped
PGC1739389,dr11-south,160.3084378039809,25.515230850743894,0.609,70.9,0.320,17.500,SGA2020 dropped
PGC174203,dr11-south,27.417253945045235,-7.902132147665183,0.643,138.0,0.716,16.140,SGA2020 dropped
PGC1743133,dr11-south,117.89297476734959,25.618168011531225,0.639,87.4,0.310,18.156,SGA2020 dropped
PGC1744926,dr11-south,220.3018037641747,25.66522522924309,0.603,163.1,0.259,18.850,SGA2020 dropped
PGC174506,dr11-south,29.53776222973237,-59.84338705053412,0.602,127.6,0.345,17.230,SGA2020 dropped
PGC1747515,dr11-south,228.06029914086014,25.728964309317487,0.605,171.8,0.576,17.703,SGA2020 dropped
PGC175091,dr11-south,36.88646277284732,-3.426662252686047,0.635,152.8,0.529,16.540,SGA2020 dropped
PGC1752373,dr11-south,349.1706354109918,25.851673580965503,0.641,166.3,0.266,18.074,SGA2020 dropped
PGC022300,dr11-south,119.3400350032919,25.866010984558912,0.630,14.6,0.525,15.962,SGA2020 dropped
PGC1755702,dr11-south,259.42165865281316,25.931976074969693,0.611,23.5,0.503,17.577,SGA2020 dropped
PGC1760624,dr11-south,40.266449887801485,26.04908798501591,0.616,144.6,0.335,17.610,SGA2020 dropped
PGC1762547,dr11-south,233.16828838626253,26.099801490106756,0.659,60.1,0.277,18.257,SGA2020 dropped
PGC1765596,dr11-south,30.30325680360565,26.170055579189647,0.620,44.3,0.310,18.260,SGA2020 dropped
PGC1766394,dr11-south,26.03315655592365,26.18821454316568,0.612,52.3,0.346,18.489,SGA2020 dropped
PGC1766995,dr11-south,27.243579549692047,26.20222568337538,0.619,74.5,0.399,17.500,SGA2020 dropped
PGC1767220,dr11-south,214.21800661997315,26.208375301614232,0.607,162.9,0.414,17.741,SGA2020 dropped
PGC1769447,dr11-south,146.08814736441255,26.263261956147492,0.664,38.7,0.416,17.445,SGA2020 dropped
PGC1771403,dr11-south,153.25713070981664,26.313262268961875,0.617,92.6,0.363,18.118,SGA2020 dropped
PGC1773546,dr11-south,218.79817971275045,26.3678699934504,0.643,79.7,0.324,17.711,SGA2020 dropped
PGC1774619,dr11-south,350.78600000534266,26.39634045781621,0.626,61.2,0.517,17.210,SGA2020 dropped
PGC1775389,dr11-south,213.43974998071545,26.414250031295584,0.605,108.6,0.271,18.611,SGA2020 dropped
PGC1776210,dr11-south,234.89846560571945,26.436974132619035,0.651,73.3,0.272,17.995,SGA2020 dropped
PGC177812,dr11-south,71.24417190666561,-48.425081447837485,0.677,178.7,0.298,17.070,SGA2020 dropped
PGC1779857,dr11-south,181.17321017762006,26.536060165576327,0.618,98.6,0.426,17.510,SGA2020 dropped
PGC1780073,dr11-south,243.79436535579347,26.54379941519947,0.625,90.0,0.266,18.463,SGA2020 dropped
PGC1780585,dr11-south,213.3062789190854,26.555935281838696,0.616,56.0,0.288,17.690,SGA2020 dropped
PGC1780713,dr11-south,181.21315995082986,26.56044693947833,0.624,57.5,0.258,18.425,SGA2020 dropped
PGC1782554,dr11-south,168.9827043408932,26.614155789544043,0.612,78.6,0.236,18.390,SGA2020 dropped
PGC1787043,dr11-south,213.5327612511014,26.744844866637692,0.622,128.6,0.451,17.644,SGA2020 dropped
PGC1787675,dr11-south,355.31886438757084,26.765974209061017,0.624,100.5,0.929,16.230,SGA2020 dropped
PGC1788928,dr11-south,138.04721453731648,26.806780538480698,0.602,123.6,0.295,17.859,SGA2020 dropped
PGC1789866,dr11-south,135.92801154996695,26.83888199001742,0.659,146.2,0.908,17.003,SGA2020 dropped
PGC1789990,dr11-south,354.79310449775016,26.84516659931927,0.671,62.7,0.726,17.210,SGA2020 dropped
PGC179023,dr11-south,92.21684544042292,-40.826812396320065,0.622,130.7,0.584,16.570,SGA2020 dropped
PGC179059,dr11-south,92.67499388347336,-58.81652008054162,0.655,43.7,0.368,17.440,SGA2020 dropped
PGC1790789,dr11-south,168.89740884893735,26.869687233836583,0.613,178.3,0.329,17.522,SGA2020 dropped
PGC372880,dr11-south,98.67420227237344,-59.248333601285395,0.636,134.7,0.439,17.170,SGA2020 dropped
PGC1796524,dr11-south,354.67769898644036,27.057387306286888,0.620,11.0,0.961,17.590,SGA2020 dropped
PGC1798625,dr11-south,119.85418561505213,27.130237930081375,0.645,6.8,0.955,17.097,SGA2020 dropped
PGC1800147,dr11-south,120.25131754868859,27.179665158923452,0.606,169.7,0.323,18.165,SGA2020 dropped
PGC1800164,dr11-south,146.91178868205205,27.179882822214704,0.658,167.1,0.303,17.861,SGA2020 dropped
PGC1805100,dr11-south,268.65630730189287,27.34044272716046,0.618,2.5,0.379,17.510,SGA2020 dropped
PGC1805773,dr11-south,6.48617592481633,27.36249252885681,0.615,85.7,0.427,17.540,SGA2020 dropped
PGC1808731,dr11-south,163.2464959767802,27.456837935646444,0.616,141.7,0.334,18.118,SGA2020 dropped
PGC1809771,dr11-south,109.32133191255832,27.492941091233256,0.627,83.3,0.501,17.730,SGA2020 dropped
PGC1810539,dr11-south,228.18032573216993,27.520213515207008,0.616,35.4,0.302,17.986,SGA2020 dropped
PGC1810727,dr11-south,241.8834401045398,27.52634991335387,0.611,160.7,0.488,17.493,SGA2020 dropped
PGC1812600,dr11-south,195.40809419327863,27.591188496223523,0.686,80.3,0.496,17.734,SGA2020 dropped
PGC1813862,dr11-south,239.52965309328297,27.63551515938008,0.621,121.2,0.482,17.535,SGA2020 dropped
PGC1816484,dr11-south,201.95560180208955,27.730782898647927,0.642,23.2,0.253,17.749,SGA2020 dropped
PGC1818325,dr11-south,183.750101846814,27.8003307692168,0.649,31.7,0.223,18.607,SGA2020 dropped
PGC1820870,dr11-south,238.10694663676355,27.895398498144957,0.655,72.1,0.655,16.772,SGA2020 dropped
PGC1823543,dr11-south,218.0553033967889,27.999219545081047,0.642,79.7,0.283,18.183,SGA2020 dropped
PGC1827728,dr11-south,214.67035500986697,28.149881556995876,0.647,169.8,0.675,17.585,SGA2020 dropped
PGC1827747,dr11-south,244.199382990048,28.150610221594036,0.665,156.4,0.281,18.151,SGA2020 dropped
PGC1829562,dr11-south,194.1681558468321,28.21765798682762,0.612,165.7,0.372,17.792,SGA2020 dropped
PGC1830286,dr11-south,165.71820439152478,28.24374020195273,0.608,146.7,0.321,18.020,SGA2020 dropped
PGC1831185,dr11-south,163.20557705125404,28.275540862193477,0.617,165.9,0.325,17.867,SGA2020 dropped
PGC1832503,dr11-south,169.61029134802754,28.32202484291438,0.608,79.6,0.410,16.649,SGA2020 dropped
PGC1833817,dr11-south,39.91463888509719,28.36912403959555,0.612,48.4,0.380,18.720,SGA2020 dropped
PGC1836649,dr11-south,231.46455090916095,28.468671280631934,0.670,85.9,0.250,18.417,SGA2020 dropped
PGC1836612,dr11-south,187.15885314147704,28.46745280627871,0.637,35.5,0.263,18.259,SGA2020 dropped
PGC1838242,dr11-south,241.32058932623127,28.522187206409416,0.604,163.7,0.303,18.194,SGA2020 dropped
PGC1838764,dr11-south,226.4806429428774,28.540237146159882,0.607,48.8,0.289,17.811,SGA2020 dropped
PGC1839243,dr11-south,10.603591734359846,28.55551873148436,0.639,30.3,0.772,16.900,SGA2020 dropped
PGC1841406,dr11-south,259.3015976181378,28.63206383433444,0.651,179.3,0.290,18.101,SGA2020 dropped
PGC1842033,dr11-south,120.16370323328097,28.65389536851748,0.631,28.5,0.302,17.767,SGA2020 dropped
PGC1842707,dr11-south,119.90163224319927,28.676944348822584,0.627,158.7,0.286,17.779,SGA2020 dropped
PGC1843016,dr11-south,249.81041170682602,28.687974207878618,0.611,159.1,0.407,18.195,SGA2020 dropped
PGC1843435,dr11-south,168.80549840134287,28.70318714240649,0.614,19.4,0.307,17.793,SGA2020 dropped
PGC1844714,dr11-south,119.80933925859108,28.746038348785667,0.600,153.4,0.574,17.452,SGA2020 dropped
PGC1844997,dr11-south,230.1285866163593,28.755569036869993,0.629,37.4,0.377,17.516,SGA2020 dropped
PGC1845683,dr11-south,229.70528973493856,28.77909169831224,0.622,134.1,0.370,17.591,SGA2020 dropped
PGC1845820,dr11-south,241.71639401457696,28.783963139435908,0.635,179.5,0.340,17.864,SGA2020 dropped
PGC1176726,dr11-south,216.57539795133425,0.8331164073517812,0.617,113.6,0.762,17.618,SGA2020 dropped
PGC1846429,dr11-south,127.3592716355894,28.803306031751074,0.655,83.5,0.343,17.809,SGA2020 dropped
PGC1847260,dr11-south,351.41356774538303,28.829426425682872,0.689,86.7,0.267,18.220,SGA2020 dropped
PGC1847621,dr11-south,249.9195178028841,28.84028344796683,0.640,106.2,0.403,17.853,SGA2020 dropped
PGC1847740,dr11-south,217.88015070769137,28.844222579021814,0.637,47.2,0.419,17.879,SGA2020 dropped
PGC184940,dr11-south,229.09810785986897,-3.588354584464681,0.602,49.2,0.585,17.220,SGA2020 dropped
PGC1850102,dr11-south,244.06993700637474,28.919050925515972,0.609,21.5,0.365,17.835,SGA2020 dropped
PGC1853906,dr11-south,187.2219453875299,29.041758715686356,0.633,74.5,0.373,17.421,SGA2020 dropped
PGC1854605,dr11-south,253.93391678504136,29.06505762601385,0.647,103.1,0.310,17.850,SGA2020 dropped
PGC1855649,dr11-south,225.81459404528405,29.100076353698707,0.603,26.1,0.496,17.241,SGA2020 dropped
PGC1857662,dr11-south,347.0885989745915,29.16326203431988,0.633,75.0,0.321,17.790,SGA2020 dropped
PGC1858573,dr11-south,237.3723387952065,29.19232684601427,0.604,43.6,0.233,18.655,SGA2020 dropped
PGC1861602,dr11-south,205.23023959973372,29.287303391503485,0.632,137.1,0.245,18.255,SGA2020 dropped
PGC1866294,dr11-south,176.75388512060078,29.438696136538116,0.624,114.5,0.399,17.281,SGA2020 dropped
PGC1868097,dr11-south,169.42460146308963,29.493900437437823,0.639,66.4,0.256,18.167,SGA2020 dropped
PGC1870235,dr11-south,162.3235232911006,29.56048692011087,0.641,114.9,0.699,17.260,SGA2020 dropped
PGC1870644,dr11-south,359.56216226258954,29.572781300886383,0.602,114.5,0.840,18.208,SGA2020 dropped
PGC1870813,dr11-south,215.50737832019394,29.57818390788066,0.617,29.9,0.228,18.193,SGA2020 dropped
PGC1871048,dr11-south,117.82943948471858,29.585267408939917,0.607,92.3,0.339,17.603,SGA2020 dropped
PGC1871974,dr11-south,222.91458714408157,29.612554416436474,0.610,162.7,0.467,17.626,SGA2020 dropped
PGC1874136,dr11-south,166.88302089927362,29.676025929163814,0.632,121.5,0.271,18.354,SGA2020 dropped
PGC1874542,dr11-south,13.707965544507486,29.687271767085477,0.646,41.2,0.782,17.673,SGA2020 dropped
PGC1877026,dr11-south,231.993607376296,29.75634265486182,0.606,13.1,0.313,18.024,SGA2020 dropped
PGC1877510,dr11-south,255.48605723960452,29.76909075769121,0.603,140.5,0.499,17.373,SGA2020 dropped
PGC1878284,dr11-south,169.6073878978271,29.791310885718197,0.601,93.3,0.407,17.998,SGA2020 dropped
PGC187845,dr11-south,315.2242171097574,-5.177301801358397,0.637,52.3,0.411,17.070,SGA2020 dropped
PGC1878986,dr11-south,129.4204630783894,29.810273609237832,0.649,117.3,0.289,18.185,SGA2020 dropped
PGC1879734,dr11-south,353.33989542464855,29.830038572645364,0.604,64.5,0.295,18.073,SGA2020 dropped
PGC1880373,dr11-south,198.84619476256165,29.846811905128003,0.602,70.5,0.446,17.845,SGA2020 dropped
PGC1882323,dr11-south,205.7163928963598,29.899352496994155,0.602,93.2,0.439,17.890,SGA2020 dropped
PGC1882618,dr11-south,216.301952337556,29.906977983325426,0.612,30.9,0.215,18.323,SGA2020 dropped
PGC188262,dr11-south,319.1466357751967,-41.61131370556213,0.662,79.0,0.269,17.820,SGA2020 dropped
PGC1884531,dr11-south,243.46416073129762,29.95531918666453,0.634,38.8,0.327,18.333,SGA2020 dropped
PGC188707,dr11-south,322.1930266599753,-52.52880752922384,0.602,56.7,0.570,17.110,SGA2020 dropped
PGC1887863,dr11-south,246.14571939020928,30.041644381126268,0.609,168.3,0.302,17.744,SGA2020 dropped
PGC1888769,dr11-south,271.2906074958262,30.063457338190975,0.667,9.8,0.256,17.910,SGA2020 dropped
PGC1889859,dr11-south,167.26290233199433,30.09005575337607,0.636,101.1,0.262,18.165,SGA2020 dropped
PGC188992,dr11-south,323.0674216039713,-53.14226627835172,0.612,176.4,0.360,17.570,SGA2020 dropped
PGC1890079,dr11-south,171.14238825238886,30.095848067661272,0.698,130.4,0.530,16.845,SGA2020 dropped
PGC1891229,dr11-south,258.7115017467964,30.12493468627756,0.609,163.2,0.587,17.896,SGA2020 dropped
PGC1891833,dr11-south,241.70014606795178,30.141200630343985,0.630,96.3,0.252,18.402,SGA2020 dropped
PGC1894371,dr11-south,214.7784443209803,30.20411437649286,0.609,92.9,0.516,17.426,SGA2020 dropped
PGC189483,dr11-south,325.05372797757656,-44.424926700584635,0.636,138.1,0.340,17.470,SGA2020 dropped
PGC1895357,dr11-south,198.7721212994177,30.22749132170331,0.652,100.3,0.861,16.904,SGA2020 dropped
PGC1898831,dr11-south,258.98258993943887,30.3141899821514,0.678,172.8,0.445,17.279,SGA2020 dropped
PGC1898930,dr11-south,173.83838395857444,30.31648149613431,0.631,38.3,0.366,16.910,SGA2020 dropped
PGC1900841,dr11-south,197.2582562579432,30.363467956240694,0.640,10.2,0.397,17.784,SGA2020 dropped
PGC1901380,dr11-south,246.58509543563935,30.378441425067177,0.607,27.8,0.292,18.754,SGA2020 dropped
PGC1902374,dr11-south,19.110297486699345,30.403489840236052,0.602,86.2,0.419,17.970,SGA2020 dropped
PGC1902829,dr11-south,258.1745559354336,30.414358955671744,0.615,163.1,0.289,18.298,SGA2020 dropped
PGC1904977,dr11-south,215.01022520070185,30.46684825797815,0.640,72.5,0.550,17.555,SGA2020 dropped
PGC1905769,dr11-south,242.61120056187372,30.487903270555513,0.682,135.2,0.822,17.263,SGA2020 dropped
PGC1910149,dr11-south,272.22287474772406,30.599178293967316,0.609,171.8,0.290,17.920,SGA2020 dropped
PGC1910374,dr11-south,234.43298669228972,30.604544681977604,0.633,20.0,0.323,18.033,SGA2020 dropped
PGC1911401,dr11-south,276.1955390469253,30.63116526617386,0.617,141.4,0.552,17.340,SGA2020 dropped
PGC1913086,dr11-south,16.236680515865395,30.67145717779877,0.618,26.5,0.349,18.210,SGA2020 dropped
PGC1914220,dr11-south,138.98925638201118,30.698297851337735,0.666,140.7,0.232,18.598,SGA2020 dropped
PGC1914878,dr11-south,193.3297223658823,30.7128977773136,0.632,106.1,0.249,18.536,SGA2020 dropped
PGC1915203,dr11-south,199.5664198356028,30.720475962437348,0.609,28.6,0.455,17.507,SGA2020 dropped
PGC1916580,dr11-south,253.91001438926148,30.75528022944898,0.632,17.3,0.310,17.298,SGA2020 dropped
PGC1917049,dr11-south,234.37321244178864,30.765374267314748,0.608,33.0,0.302,17.796,SGA2020 dropped
PGC1917921,dr11-south,234.3938328513811,30.785798647676092,0.639,144.3,0.300,17.897,SGA2020 dropped
PGC191905,dr11-south,334.6328867212435,-3.458214378955726,0.653,110.0,0.320,16.890,SGA2020 dropped
PGC1920925,dr11-south,168.57942234068685,30.855734792874433,0.636,26.7,0.291,18.130,SGA2020 dropped
PGC1925214,dr11-south,231.09988394201216,30.953426664880556,0.659,9.6,0.238,18.425,SGA2020 dropped
PGC1929090,dr11-south,251.5313429554729,31.042898420331056,0.612,9.8,0.280,17.789,SGA2020 dropped
PGC1929174,dr11-south,200.98315535066973,31.045046390972132,0.612,178.4,0.298,18.810,SGA2020 dropped
PGC1932753,dr11-south,133.86576745793934,31.123613810338814,0.625,55.1,0.407,17.763,SGA2020 dropped
PGC1932762,dr11-south,195.7570669551237,31.123176619124095,0.611,55.0,0.299,18.021,SGA2020 dropped
PGC1932778,dr11-south,257.6280461446092,31.12420659182509,0.632,18.5,0.290,18.289,SGA2020 dropped
PGC1933803,dr11-south,7.836480162549615,31.147090849922325,0.608,85.3,0.403,18.086,SGA2020 dropped
PGC1934952,dr11-south,234.6973709548302,31.173278899117896,0.607,51.9,0.306,17.813,SGA2020 dropped
PGC1935539,dr11-south,205.43874567805162,31.18625295134248,0.617,83.0,0.265,18.532,SGA2020 dropped
PGC1938284,dr11-south,153.94216052407944,31.24476827673627,0.613,125.6,0.804,17.395,SGA2020 dropped
PGC1940446,dr11-south,186.70649194711527,31.293424066907313,0.608,141.4,0.428,17.394,SGA2020 dropped
PGC1941895,dr11-south,166.88512192085085,31.32490831705342,0.604,126.9,0.278,18.018,SGA2020 dropped
PGC1943972,dr11-south,165.0267974314627,31.371052895140526,0.654,19.0,0.237,18.375,SGA2020 dropped
PGC1946726,dr11-south,236.29527869765516,31.4287049158893,0.605,101.4,0.280,17.795,SGA2020 dropped
PGC1949877,dr11-south,234.06823642007637,31.494246450891183,0.618,113.4,0.392,17.764,SGA2020 dropped
PGC1951695,dr11-south,161.26027207809463,31.530863442711198,0.601,134.2,0.573,17.526,SGA2020 dropped
PGC1952889,dr11-south,236.47210337653956,31.556045308781524,0.615,160.3,0.427,17.365,SGA2020 dropped
PGC1955537,dr11-south,146.38053175713156,31.61111146139301,0.605,40.8,0.369,17.718,SGA2020 dropped
PGC1956202,dr11-south,126.04783106590186,31.623815508476426,0.632,58.3,0.268,18.176,SGA2020 dropped
PGC1957120,dr11-south,123.63362523520487,31.64245823297422,0.642,82.7,0.326,18.563,SGA2020 dropped
PGC1958224,dr11-south,171.3978994854462,31.66621101837818,0.601,7.2,0.739,17.125,SGA2020 dropped
PGC196103,dr11-south,354.88933316286295,-54.9696808433545,0.626,99.7,0.306,17.100,SGA2020 dropped
PGC1963303,dr11-south,162.0574539454962,31.76575340122616,0.636,115.4,0.297,18.396,SGA2020 dropped
PGC1963544,dr11-south,255.25255696316452,31.769971807868366,0.630,31.6,0.206,18.583,SGA2020 dropped
