# Custom external galaxy catalog, containing objects missing from HyperLeda, NED-LVS, and LVD.
# diameter is in arcmin
#
# LVD's Dw1245+6158:
#   ,SMDG J1245495+615810,191.45623,61.96947,0.4593333333333333,0.4,67.79,17.71,r,Row 4871 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 166:
#   ,SMDG J1249122+353645,192.30065,35.61258,0.399,0.84,67.09,18.58,r,Row 4952 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 193:
#  ,SMDG J1315298+413008,198.87417,41.50223,0.39866666666666667,0.77,299.17,18.14,r,Row 5316 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's NGC 4631-dw3:
#  ,SMDG J1242530+322721,190.72097,32.45592,0.4233333333333333,0.9,81.86,19.28,r,Row 4788 in 'SMUDGes_catalog.6_23.ascii'
#
# Super-faint!
#   ,SMDG J0130373-195118,22.65546,-19.85495,2.2623333333333333,0.48,89.53,17.63,r,Row 617 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0151087-141129,27.7863,-14.19137,1.3086666666666666,0.78,333.63,17.1,r,Row 746 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0441370-014216,70.40414,-1.70431,1.3286666666666667,0.66,332.62,17.72,r,Row 1933 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1225544+140829,186.47664,14.14138,1.29,0.6,59.07,17.61,r,Row 4106 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1230495+133018,187.70627,13.50494,0.44033333333333335,0.81,309.33,18.42,r,Row 4370 in 'SMUDGes_catalog.6_23.ascii'
#
# Shreds of UGC 05706:
# ,SMDG J1031105+343018,157.79394,34.50495,0.7579999999999999,0.74,280.3,16.43,r,Row 2806 in 'SMUDGes_catalog.6_23.ascii'
# ,SMDG J1031120+343013,157.79989,34.50348,0.6716666666666666,0.89,286.53,16.25,r,Row 2807 in 'SMUDGes_catalog.6_23.ascii'
#
objname,objname_ned,ra,dec,diam,ba,pa,mag,mag_band,essential_note
,SMDG J1410491+181007,212.70467,18.16863,0.369,0.71,307.56,19.73,r,Row 5663 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1411053-051319,212.77225,-5.22182,0.628,0.63,14.83,18.1,r,Row 5668 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1411177+481142,212.82374,48.19507,0.26,0.82,344.12,20.03,r,Row 5672 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1413560+152729,213.48317,15.45811,0.2866666666666667,0.59,291.49,18.66,r,Row 5683 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1414369-065258,213.65388,-6.88265,0.34199999999999997,0.51,25.41,18.23,r,Row 5689 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1415154+360856,213.81405,36.1489,0.29733333333333334,0.62,42.7,19.64,r,Row 5690 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1416592+575441,214.2465,57.9115,0.26666666666666666,0.72,296.18,18.96,r,Row 5700 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1417304+393250,214.37665,39.54708,0.3426666666666666,0.53,309.46,18.53,r,Row 5702 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1417364+562530,214.4018,56.42511,0.35500000000000004,0.49,276.34000000000003,17.91,r,Row 5706 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1417463+452706,214.44274,45.45178,0.36966666666666664,0.47,315.15999999999997,19.13,r,Row 5709 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1417520+230432,214.46659,23.07563,0.4693333333333333,0.4,80.32,17.3,r,Row 5711 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1418536+244655,214.72343,24.78188,0.25233333333333335,0.61,322.11,18.56,r,Row 5717 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1418561+362900,214.73357,36.48307,0.27366666666666667,0.78,83.5,18.78,r,Row 5720 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1419149+030728,214.81228,3.12436,0.7899999999999999,0.83,5.07,16.16,r,Row 5723 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1419398+661416,214.91585,66.23779,0.368,0.71,89.23,17.5,r,Row 5724 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1419418+030439,214.92404,3.07738,0.256,0.54,358.33,19.92,r,Row 5725 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1420004+025537,215.00158,2.92691,0.3396666666666667,0.8,13.49,19.25,r,Row 5728 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1420522+174108,215.21755,17.68544,0.28099999999999997,0.82,28.13,18.74,r,Row 5732 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1421517+030423,215.46541,3.0731,0.26666666666666666,0.55,40.34,17.79,r,Row 5741 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1422044+033512,215.51822,3.58657,0.3283333333333333,0.83,321.0,18.6,r,Row 5742 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1426150+031756,216.56267,3.29878,0.28300000000000003,0.71,276.5,20.47,r,Row 5766 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1426398+255226,216.66566,25.87395,0.30233333333333334,0.46,10.75,19.2,r,Row 5768 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1427317+332024,216.88207,33.33998,0.25266666666666665,0.66,85.97,20.62,r,Row 5775 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1427478+785346,216.94903,78.89608,0.38533333333333336,0.52,89.7,18.86,r,Row 5780 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1427506+030521,216.9607,3.08924,0.261,0.76,79.95,19.82,r,Row 5782 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1428070+031111,217.02928,3.18648,0.5163333333333333,0.86,82.23,17.8,r,Row 5785 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1428487+254337,217.2029,25.72708,0.3026666666666667,0.74,340.26,18.78,r,Row 5793 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1428542+023109,217.22578,2.51928,0.25266666666666665,0.73,334.2,18.82,r,Row 5794 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1428561+030409,217.23356,3.06909,0.27799999999999997,0.66,329.49,18.45,r,Row 5796 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1429337+563125,217.39048,56.52358,0.2806666666666667,0.84,25.71,19.21,r,Row 5804 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1429374+273143,217.40568,27.52862,0.33,0.39,335.62,19.06,r,Row 5806 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1430229+120109,217.59551,12.01929,0.3463333333333333,0.58,359.89,19.89,r,Row 5811 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1430509+031224,217.71222,3.20656,0.4013333333333333,0.47,311.78,17.74,r,Row 5815 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1430569+253720,217.73723,25.62229,0.3283333333333333,0.65,286.04,19.32,r,Row 5818 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1431122-052457,217.80102,-5.41571,0.294,0.84,354.89,18.47,r,Row 5819 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1431128-021311,217.80351,-2.21982,0.37266666666666665,0.55,351.13,17.5,r,Row 5820 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1433533+012902,218.4719,1.48402,0.949,0.39,4.55,16.43,r,Row 5836 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1434270+605246,218.61235,60.87939,0.33766666666666667,0.54,350.45,17.78,r,Row 5839 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1434366+033023,218.65267,3.50629,0.29133333333333333,0.54,352.03,18.22,r,Row 5840 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1434414+543405,218.67267,54.56806,0.26666666666666666,0.52,342.81,19.72,r,Row 5842 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1436216+584612,219.09011,58.77007,0.27599999999999997,0.38,277.23,20.85,r,Row 5853 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1438100+031647,219.5418,3.27978,0.32466666666666666,0.66,321.94,18.25,r,Row 5860 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1438510+032554,219.71256,3.4318,0.3403333333333334,0.76,47.23,19.11,r,Row 5865 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1439425+052604,219.92701,5.43444,0.33166666666666667,0.85,70.78,17.54,r,Row 5866 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1440497+311836,220.20723,31.30987,0.25066666666666665,0.59,45.46,19.24,r,Row 5870 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1442084-004603,220.53519,-0.76744,0.44033333333333335,0.44,74.67,20.17,r,Row 5875 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1442569+001650,220.73705,0.28045,0.439,0.5,321.58,19.24,r,Row 5878 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1443070+031742,220.77926,3.29502,0.2773333333333333,0.48,281.15,18.77,r,Row 5879 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1444067+103542,221.02787,10.59504,0.3813333333333333,0.41,294.90999999999997,18.83,r,Row 5881 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1445073+240039,221.28035,24.01071,0.2643333333333333,0.7,68.46,18.13,r,Row 5886 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1445276+014923,221.36499,1.82297,0.33266666666666667,0.9,289.57,18.85,r,Row 5888 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1446012+583406,221.5048,58.56835,0.31766666666666665,0.57,54.62,18.1,r,Row 5890 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1448444+133017,222.18484,13.50474,0.2826666666666667,0.63,54.67,19.77,r,Row 5901 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1449151-004207,222.31291,-0.70204,0.4876666666666667,0.38,82.98,19.18,r,Row 5904 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1450369+534438,222.65366,53.74381,0.302,0.55,285.93,19.03,r,Row 5909 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1451270+082923,222.86259,8.48976,0.43466666666666665,0.42,59.79,18.79,r,Row 5915 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1451531+532551,222.97136,53.43095,0.27466666666666667,0.57,297.54,19.78,r,Row 5918 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1453127+251753,223.30294,25.29818,0.26666666666666666,0.76,310.98,18.71,r,Row 5923 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1453258+413848,223.3574,41.64658,0.28633333333333333,0.48,37.93,19.15,r,Row 5924 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1454273+020552,223.61355,2.09775,0.26366666666666666,0.78,16.36,19.78,r,Row 5927 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1456286+541702,224.11932,54.28392,0.2773333333333333,0.47,4.37,19.03,r,Row 5934 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1456349+025032,224.14526,2.84214,0.4066666666666666,0.61,75.48,17.14,r,Row 5935 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1457466+015345,224.44429,1.89591,0.456,0.5,356.85,20.41,r,Row 5939 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1458125+015939,224.55209,1.99426,0.27599999999999997,0.66,308.7,19.11,r,Row 5942 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1458241+020510,224.60032,2.08613,0.3626666666666667,0.54,343.33,17.84,r,Row 5947 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1459594+011001,224.99761,1.16692,0.265,0.82,327.34000000000003,18.31,r,Row 5952 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1502466+012557,225.69404,1.43252,0.335,0.85,351.22,19.97,r,Row 5967 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1502523+110642,225.71788,11.11166,0.45266666666666666,0.38,23.49,19.36,r,Row 5969 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1502566+015447,225.73598,1.91308,0.26799999999999996,0.7,324.17,19.71,r,Row 5970 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1503214+012551,225.83901,1.43081,0.33566666666666667,0.93,285.26,18.59,r,Row 5973 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1503236+021222,225.84844,2.20603,1.1063333333333332,0.72,293.0,16.38,r,Row 5974 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1504026+012202,226.01064,1.36717,0.6376666666666666,0.75,43.05,17.81,r,Row 5977 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1504190+014519,226.07919,1.75537,0.39666666666666667,0.7,9.74,17.41,r,Row 5978 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1504329+042554,226.13707,4.43179,0.31633333333333336,0.65,7.97,18.32,r,Row 5979 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1504372+011455,226.15496,1.24854,0.305,0.96,19.31,19.15,r,Row 5981 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1504500+553842,226.20818,55.64511,0.3143333333333333,0.83,270.55,17.68,r,Row 5982 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1504561+403528,226.23388,40.59119,0.26233333333333336,0.53,286.86,18.88,r,Row 5984 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1505217+021021,226.34029,2.17259,0.4796666666666667,0.82,33.39,19.48,r,Row 5987 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1505306+555200,226.37759,55.86655,0.497,0.49,58.3,18.64,r,Row 5988 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1506508+023220,226.7115,2.53898,0.365,0.55,43.04,18.07,r,Row 5999 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1506594+094030,226.74742,9.67494,0.286,0.61,273.97,19.66,r,Row 6001 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1507475+010213,226.94777,1.03694,0.3443333333333333,0.57,11.21,17.88,r,Row 6008 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1508029+021407,227.01189,2.2353,0.284,0.57,45.25,18.66,r,Row 6010 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1508052+561533,227.02152,56.25906,0.402,0.69,61.68,17.38,r,Row 6012 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1508238+021044,227.09904,2.17883,0.302,0.86,0.23,18.38,r,Row 6014 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1508282+254447,227.11766,25.74638,0.27799999999999997,0.39,46.91,19.86,r,Row 6015 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1508383+020048,227.15979,2.01321,0.308,0.53,272.02,18.75,r,Row 6016 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1508482+022309,227.20103,2.3859,0.30533333333333335,0.44,298.35,19.36,r,Row 6018 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1509118+013050,227.29914,1.51389,0.305,0.7,287.73,18.98,r,Row 6020 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1509166+012334,227.31933,1.39291,0.3126666666666667,0.88,66.84,19.31,r,Row 6022 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1509524+071158,227.46836,7.19945,0.293,0.43,41.24,20.2,r,Row 6024 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1510244+024515,227.60179,2.75412,0.3843333333333333,0.63,319.48,19.03,r,Row 6027 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1510263+040520,227.60947,4.08884,0.6436666666666666,0.56,37.36,17.29,r,Row 6028 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1511068+460048,227.77836,46.01337,0.284,0.81,55.55,19.36,r,Row 6031 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1513343+552048,228.39304,55.34678,0.31466666666666665,0.71,83.39,18.57,r,Row 6036 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1513528+565433,228.46991,56.90907,0.26633333333333337,0.57,324.85,18.53,r,Row 6038 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1514221+061137,228.59216,6.1936,0.4023333333333333,0.8,8.15,17.71,r,Row 6040 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1514540+353433,228.72506,35.57575,0.25666666666666665,0.7,355.53,19.07,r,Row 6045 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1515139+120923,228.80793,12.15628,0.25633333333333336,0.68,88.31,20.45,r,Row 6046 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1516043+063159,229.0181,6.53298,0.2763333333333333,0.74,43.02,20.16,r,Row 6049 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1518533+490055,229.722,49.01516,0.28633333333333333,0.75,275.02,18.74,r,Row 6066 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1519064+072449,229.77687,7.41368,0.2643333333333333,0.61,45.97,18.46,r,Row 6067 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1519565+034542,229.9855,3.7618,0.2693333333333333,0.45,329.23,19.54,r,Row 6074 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1520096+815733,230.04021,81.95905,0.309,0.4,285.82,18.47,r,Row 6075 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1520351+264026,230.14634,26.67401,0.35233333333333333,0.48,45.96,20.38,r,Row 6077 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1521591+571832,230.49626,57.30896,0.33266666666666667,0.87,15.34,18.3,r,Row 6084 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1523170+084648,230.82066,8.78012,0.256,0.71,347.28,20.26,r,Row 6092 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1524411+293745,231.17112,29.62915,0.2903333333333334,0.68,288.28,20.24,r,Row 6093 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1530250+271608,232.60421,27.26896,0.3623333333333333,0.53,48.33,18.02,r,Row 6104 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1530279+552502,232.61619,55.41727,0.2936666666666667,0.69,329.7,18.71,r,Row 6105 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1532396+563056,233.1652,56.51549,0.27599999999999997,0.71,72.56,19.34,r,Row 6113 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1533527+701539,233.46977,70.26077,0.3063333333333333,0.82,68.75,18.43,r,Row 6118 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1534212+241028,233.58828,24.17454,0.33166666666666667,0.4,60.8,20.0,r,Row 6124 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1534593+595700,233.74716,59.94991,0.29566666666666663,0.77,53.42,17.93,r,Row 6127 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1535318+394009,233.8824,39.66931,0.3686666666666667,0.51,23.63,17.85,r,Row 6130 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1535347+333043,233.89448,33.51184,0.2803333333333333,0.48,44.41,20.06,r,Row 6131 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1537494+401556,234.45592,40.26545,0.26333333333333336,0.44,348.77,19.42,r,Row 6139 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1538383+101211,234.65963,10.20312,0.353,0.58,277.57,19.78,r,Row 6143 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1539051+580040,234.77124,58.01109,0.3026666666666667,0.6,11.96,19.24,r,Row 6144 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1539412+213509,234.92165,21.58587,0.35533333333333333,0.59,357.35,19.93,r,Row 6148 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1542099+234517,235.5413,23.75481,0.251,0.49,25.41,20.52,r,Row 6158 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1542136+063736,235.55672,6.62654,0.252,0.58,319.9,19.91,r,Row 6159 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1542483+314821,235.70112,31.80593,0.2856666666666667,0.38,352.14,19.39,r,Row 6161 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1543546+534947,235.97741,53.82978,0.284,0.81,282.12,18.2,r,Row 6163 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1546530+134315,236.72086,13.72077,0.32933333333333337,0.49,301.3,18.52,r,Row 6170 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1546579+423550,236.74115,42.59723,0.261,0.65,275.85,18.64,r,Row 6171 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1547391+614407,236.91282,61.7353,0.28300000000000003,0.66,19.77,18.93,r,Row 6172 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1550125+184045,237.552,18.67905,0.3373333333333333,0.86,86.22,18.18,r,Row 6180 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1553324+131406,238.38503,13.23493,0.2866666666666667,0.47,302.92,18.35,r,Row 6188 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1554583+475953,238.74292,47.99797,0.289,0.9,346.03,19.3,r,Row 6194 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1556201+061117,239.08371,6.18812,0.4533333333333333,0.74,270.39,17.7,r,Row 6201 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1600027+190431,240.01133,19.07537,0.31799999999999995,0.88,347.77,17.94,r,Row 6212 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1601060+163454,240.27495,16.58175,0.28933333333333333,0.73,57.41,19.85,r,Row 6216 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1602392+122316,240.66343,12.38786,0.48200000000000004,0.45,350.0,17.82,r,Row 6220 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1603309+162902,240.87879,16.48392,0.25666666666666665,0.44,35.95,19.04,r,Row 6222 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1603545+161231,240.97722,16.20854,0.2643333333333333,0.44,5.73,19.36,r,Row 6224 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1604007+144646,241.00274,14.77937,0.27299999999999996,0.64,274.83,18.33,r,Row 6225 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1604394+165746,241.16407,16.96292,0.5890000000000001,0.48,37.92,19.23,r,Row 6230 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1607275+100820,241.86451,10.13897,0.2816666666666666,0.47,81.57,18.12,r,Row 6237 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1608193+405810,242.08032,40.96936,0.28500000000000003,0.85,13.47,18.38,r,Row 6240 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1610035+130549,242.51475,13.09705,0.31833333333333336,0.87,67.65,17.35,r,Row 6243 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1612316+292448,243.13167,29.41344,0.33066666666666666,0.91,359.13,20.08,r,Row 6251 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1615425+542204,243.92689,54.36791,0.34833333333333333,0.4,83.69,17.91,r,Row 6256 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1618076+580553,244.53156,58.09808,0.252,0.62,15.47,19.37,r,Row 6262 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1619188+574957,244.82817,57.83252,0.253,0.79,25.07,19.24,r,Row 6267 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1620106+480610,245.0441,48.10289,0.317,0.43,353.55,18.94,r,Row 6271 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1626198+400549,246.58237,40.09683,0.25666666666666665,0.43,328.71,20.97,r,Row 6287 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1626491+513547,246.70455,51.59639,0.35833333333333334,0.39,346.77,19.86,r,Row 6290 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1639392+212027,249.91334,21.34074,0.27266666666666667,0.62,275.04,20.0,r,Row 6315 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1639462+674748,249.94231,67.79668,0.257,0.66,84.14,19.18,r,Row 6316 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1640282+654329,250.1175,65.72467,0.26633333333333337,0.55,59.14,19.79,r,Row 6321 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1644209+551817,251.08711,55.3047,0.27266666666666667,0.62,291.3,19.11,r,Row 6326 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1645179+461524,251.32477,46.25665,0.292,0.52,87.03,19.05,r,Row 6327 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1646398+225415,251.66569,22.90418,0.3156666666666667,0.46,58.02,19.75,r,Row 6332 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1650105+234257,252.5436,23.71584,0.25166666666666665,0.74,308.02,20.25,r,Row 6337 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1652567+545004,253.23623,54.83454,0.36166666666666664,0.44,76.01,17.93,r,Row 6343 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1654084+720110,253.53503,72.01955,0.25233333333333335,0.53,87.89,19.6,r,Row 6345 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1654322+551715,253.63414,55.28763,0.3423333333333333,0.74,78.02,17.47,r,Row 6346 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1700056+283807,255.02334,28.63518,0.25166666666666665,0.41,276.51,18.92,r,Row 6357 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1700256+701726,255.10657,70.29048,0.48533333333333334,0.63,43.5,16.93,r,Row 6358 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1704143+240451,256.0596,24.08072,0.253,0.79,334.99,19.84,r,Row 6366 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1704226+595824,256.09422,59.97341,0.33666666666666667,0.57,287.48,18.62,r,Row 6367 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1710341+720230,257.64201,72.04172,0.29766666666666663,0.84,329.53,18.61,r,Row 6374 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1712128+721053,258.05315,72.18152,0.258,0.92,304.75,18.89,r,Row 6378 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1714308+453144,258.62832,45.529,0.28300000000000003,0.68,350.53,19.84,r,Row 6385 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1715465+715028,258.94391,71.84123,0.3413333333333333,0.6,308.44,19.56,r,Row 6389 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1716443+491945,259.18456,49.32914,0.2856666666666667,0.93,355.4,17.82,r,Row 6395 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1717263+604514,259.35971,60.75379,0.26266666666666666,0.4,60.22,19.95,r,Row 6396 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1717331+272331,259.38797,27.39187,0.2966666666666667,0.79,356.83,19.99,r,Row 6398 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1723225+624713,260.84359,62.78694,0.2916666666666667,0.64,73.59,17.77,r,Row 6410 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1725159+581727,261.31609,58.29073,0.3436666666666667,0.54,280.81,18.77,r,Row 6414 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1726589+583622,261.74535,58.60607,0.274,0.55,1.15,19.19,r,Row 6417 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1727342+730150,261.89271,73.03051,0.27799999999999997,0.54,72.67,19.68,r,Row 6419 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1734509+695504,263.71221,69.91782,0.2603333333333333,0.67,275.27,20.27,r,Row 6425 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1735240+610338,263.85012,61.06062,0.257,0.96,19.49,17.74,r,Row 6427 in 'SMUDGes_catalog.6_23.ascii'
