# Additional sources to be added to the final parent catalog based on VI.
#
OBJNAME,SREGION,RA,DEC,DIAM_LIT,PA_LIT,BA_LIT,MAG_LIT,COMMENT
WISEA J004415.65-042604.6,dr11-south,11.06495833333333,-4.43525,0.801,9.437,0.195,18.240,SGA2020 in nocuts
PGC 017771,dr11-south,86.472270,-25.889477,0.801,154.676,0.249,14.000,SGA2020 in nocuts
WISEA J123159.56+085206.2,dr11-south,187.99816666666663,8.868388888888889,0.800,147.918,0.258,17.288,SGA2020 in nocuts
ZwCl 0054.6-0127 05,dr11-south,13.855291666666664,-1.3089166666666667,0.800,44.915,0.937,11.947,SGA2020 in nocuts
WISEA J012349.20-360159.9,dr11-south,20.955041666666666,-36.03330555555556,0.800,173.639,0.231,13.640,SGA2020 in nocuts
WISEA J031035.96-255728.1,dr11-south,47.650208333333325,-25.957805555555556,0.799,83.258,0.391,12.938,SGA2020 in nocuts
WISEA J121706.04+021109.3,dr11-south,184.27512499999997,2.1859166666666665,0.799,134.523,0.202,17.306,SGA2020 in nocuts
CGPG 0147.7+1728 NED02,dr11-south,27.605416666666667,17.72583333333333,0.799,70.042,0.807,17.800,SGA2020 in nocuts
WISEA J031616.31-370133.1,dr11-south,49.06824999999999,-37.025638888888885,0.799,162.955,0.979,17.040,SGA2020 in nocuts
WISEA J053338.72-362753.2,dr11-south,83.41141666666665,-36.46475,0.798,150.054,0.265,13.680,SGA2020 in nocuts
WISEA J013411.76-571420.9,dr11-south,23.54908333333333,-57.23916666666667,0.798,132.133,0.304,12.933,SGA2020 in nocuts
PGC333411,dr11-south,5.120895,-63.333951,0.6,54.802,0.705,-99.000,SGA2020 in nocuts
LEDA 1447879,dr11-south,154.884739,14.050506,0.797,59.311,0.694,-99.000,SGA2020 in nocuts
WISEA J013250.79-123447.8,dr11-south,23.21141666666666,-12.58,0.796,102.848,0.260,18.080,SGA2020 in nocuts
2MASS J09202937-0312511,dr11-south,140.123829,-3.214677,0.796,88.680,0.251,-99.000,SGA2020 in nocuts
2MASX J13122851+1403490,dr11-south,198.11879166666665,14.063861111111112,0.796,148.413,0.313,14.101,SGA2020 in nocuts
GALEXASC J023222.91-521654.0,dr11-south,38.09562499999999,-52.281416666666665,0.795,141.489,0.218,17.980,SGA2020 in nocuts
WISEA J034837.39-314604.8,dr11-south,57.15587499999999,-31.768083333333333,0.795,146.777,0.478,13.816,SGA2020 in nocuts
WISEA J032730.44-023711.5,dr11-south,51.87683333333333,-2.619638888888889,0.794,176.895,0.232,12.894,SGA2020 in nocuts
WISEA J145923.04+240853.3,dr11-south,224.84604166666662,24.148194444444442,0.794,130.160,0.302,-99.000,SGA2020 in nocuts
WISEA J154141.04+160035.4,dr11-south,235.42104166666667,16.00997222222222,0.794,57.479,0.340,13.661,SGA2020 in nocuts
WISEA J074850.66+295424.5,dr11-south,117.21095833333332,29.906666666666666,0.794,123.375,0.625,12.556,SGA2020 in nocuts
WISEA J000446.27-424526.6,dr11-south,1.1927499999999998,-42.75791666666667,0.794,6.570,0.183,18.190,SGA2020 in nocuts
WISEA J033757.23-135709.8,dr11-south,54.48845833333333,-13.952666666666666,0.794,144.739,0.303,13.800,SGA2020 in nocuts
WISEA J052511.17-312007.0,dr11-south,81.29666666666667,-31.334833333333332,0.794,0.546,0.307,17.000,SGA2020 in nocuts
WISEA J051125.26-285044.1,dr11-south,77.85554166666665,-28.845583333333334,0.794,39.194,0.300,18.160,SGA2020 in nocuts
PGC345813,dr11-south,82.5609,-62.3559,0.793,169.770,0.173,-99.000,SGA2020 in nocuts
PGC791728,dr11-south,89.542129,-24.274394,0.95,41.468,0.899,-99.000,SGA2020 in nocuts
WISEA J205824.84-391706.0,dr11-south,314.60349999999994,-39.285,0.793,17.893,0.190,13.559,SGA2020 in nocuts
WISEA J015119.83+174508.2,dr11-south,27.832624999999997,17.75261111111111,0.792,169.766,0.262,13.297,SGA2020 in nocuts
AM 0523-251,dr11-south,81.498468,-25.260384,0.792,12.617,0.489,13.756,SGA2020 in nocuts
WISEA J212728.85+003331.6,dr11-south,321.8701666666666,0.5587777777777778,0.792,175.531,0.241,17.478,SGA2020 in nocuts
WISEA J205201.13-584532.3,dr11-south,313.00508333333335,-58.759388888888886,0.790,150.254,0.184,18.790,SGA2020 in nocuts
WISEA J235506.73-060424.3,dr11-south,358.77804166666664,-6.073444444444444,0.790,110.262,0.225,-99.000,SGA2020 in nocuts
WISEA J214925.38-540356.3,dr11-south,327.3554583333333,-54.065666666666665,0.789,114.774,0.166,19.030,SGA2020 in nocuts
WISEA J031557.78-590457.7,dr11-south,48.99079166666666,-59.082638888888894,0.789,29.101,0.165,18.820,SGA2020 in nocuts
SDSS J165422.60+253428.4,dr11-south,253.59416666666664,25.574583333333333,0.789,19.436,0.386,17.500,SGA2020 in nocuts
2MASS J10350420+0033413,dr11-south,158.76754166666666,0.7,0.789,101.214,0.721,-99.000,SGA2020 in nocuts
WISEA J104505.88-094330.7,dr11-south,161.27412499999997,-9.725361111111111,0.788,44.182,0.734,14.078,SGA2020 in nocuts
WISEA J234301.29-615820.8,dr11-south,355.75616666666656,-61.972055555555556,0.788,42.058,0.233,16.800,SGA2020 in nocuts
WISEA J043753.43-333327.9,dr11-south,69.47266666666667,-33.558,0.788,67.225,0.165,19.410,SGA2020 in nocuts
SDSS J092648.32+104558.9,dr11-south,141.7013333333333,10.766388888888889,0.788,134.052,0.318,17.900,SGA2020 in nocuts
WISEA J043902.90-220610.1,dr11-south,69.762,-22.10288888888889,0.787,63.891,0.344,13.011,SGA2020 in nocuts
WISEA J014923.14-333244.6,dr11-south,27.34633333333333,-33.54561111111111,0.787,137.481,0.292,17.100,SGA2020 in nocuts
FGCE 1544,dr11-south,315.24024999999995,-42.81622222222222,0.787,15.911,0.114,12.380,SGA2020 in nocuts
WISEA J033106.19-243416.0,dr11-south,52.77595833333333,-24.570916666666665,0.787,32.166,0.278,13.257,SGA2020 in nocuts
WISEA J032838.34-131306.2,dr11-south,52.15970833333333,-13.218333333333334,0.786,144.103,0.542,13.819,SGA2020 in nocuts
WISEA J022957.53-010021.4,dr11-south,37.489749999999994,-1.0059166666666666,0.785,21.089,0.217,16.523,SGA2020 in nocuts
2MASX J12504357+0020550,dr11-south,192.68158333333332,0.3485,0.785,60.710,0.251,13.816,SGA2020 in nocuts
WISEA J042915.80-323335.9,dr11-south,67.315576,-32.560024,0.784,63.929,0.172,18.910,SGA2020 in nocuts
LEDA 075467,dr11-south,87.425480,-25.526292,0.783,78.691,0.503,15.000,SGA2020 in nocuts
PGC1035296,dr11-south,191.328583,-6.230742,0.783,47.441,0.289,-99.000,SGA2020 in nocuts
WISEA J150709.70+111341.4,dr11-south,226.79041666666663,11.228250000000001,0.783,153.634,0.176,17.618,SGA2020 in nocuts
SDSS J152151.59+043004.9,dr11-south,230.46499999999997,4.501361111111111,0.783,93.265,0.209,-99.000,SGA2020 in nocuts
WISEA J175012.48+180134.5,dr11-south,267.55208333333326,18.026555555555554,0.783,6.130,0.475,13.129,SGA2020 in nocuts
WISEA J234525.76-474834.2,dr11-south,356.357625,-47.80947222222222,0.782,99.464,0.189,18.500,SGA2020 in nocuts
WISEA J110917.96+132014.8,dr11-south,167.325,13.337250000000001,0.782,159.548,0.250,14.048,SGA2020 in nocuts
WISEA J060212.63-270658.3,dr11-south,90.553125,-27.116111111111113,0.781,69.327,0.239,13.258,SGA2020 in nocuts
NPM1G +15.0590,dr11-south,341.8755833333333,15.469305555555556,0.781,75.250,0.787,17.930,SGA2020 in nocuts
WISEA J141239.55+262652.6,dr11-south,213.1650833333333,26.447833333333335,0.781,123.983,0.285,12.412,SGA2020 in nocuts
PGC1064292,dr11-south,179.16766800000002,-3.9962824,0.780,112.638,0.256,-99.000,SGA2020 in nocuts
WISEA J231744.37+140548.5,dr11-south,349.4350833333333,14.096666666666668,0.780,1.123,0.498,-99.000,SGA2020 in nocuts
2MASS J04091728-6136153,dr11-south,62.322,-61.60427777777778,0.780,95.585,0.606,16.500,SGA2020 in nocuts
WISEA J142003.42+182305.6,dr11-south,215.01424999999998,18.384888888888888,0.779,144.461,0.411,-99.000,SGA2020 in nocuts
WISEA J031613.18+002617.5,dr11-south,49.05504166666666,0.43819444444444444,0.779,44.513,0.381,17.900,SGA2020 in nocuts
DUKST 354-031,dr11-south,28.01258333333333,-36.04752777777777,0.778,152.661,0.582,16.670,SGA2020 in nocuts
WISEA J044900.98-001712.5,dr11-south,72.25416666666665,-0.28675,0.777,44.580,0.336,13.611,SGA2020 in nocuts
PGC127469,dr11-south,19.366765,-62.973786,0.777,138.304,0.591,-99.000,SGA2020 in nocuts
WISEA J110542.80+085455.8,dr11-south,166.42829166666667,8.9155,0.777,26.715,0.248,17.367,SGA2020 in nocuts
WISEA J032340.46-063605.8,dr11-south,50.91866666666666,-6.6017777777777775,0.776,174.418,0.206,17.091,SGA2020 in nocuts
SDSS J113709.26+103048.8,dr11-south,174.288625,10.513555555555556,0.776,96.671,0.193,18.200,SGA2020 in nocuts
PGC613795,dr11-south,71.783695,-38.050724,0.776,21.749,0.343,-99.000,SGA2020 in nocuts
WISEA J125200.09+105628.7,dr11-south,193.0004583333333,10.941277777777778,0.775,85.513,0.254,-99.000,SGA2020 in nocuts
WISEA J093618.43+180814.5,dr11-south,144.07679166666665,18.13736111111111,0.775,96.375,0.299,13.688,SGA2020 in nocuts
WISEA J213413.71-153610.0,dr11-south,323.55716666666666,-15.602777777777778,0.774,29.017,0.187,19.140,SGA2020 in nocuts
WISEA J104244.36-291837.4,dr11-south,160.6848333333333,-29.31038888888889,0.774,86.079,0.594,-99.000,SGA2020 in nocuts
WISEA J000244.17-385808.2,dr11-south,0.6837916666666666,-38.969,0.774,131.497,0.205,18.650,SGA2020 in nocuts
WISEA J055037.98-354842.0,dr11-south,87.65866666666665,-35.81166666666666,0.773,110.337,0.503,16.100,SGA2020 in nocuts
WISEA J090551.22+155930.3,dr11-south,136.4634583333333,15.991805555555555,0.772,124.646,0.193,17.700,SGA2020 in nocuts
WISEA J110646.73+270442.1,dr11-south,166.69479166666665,27.07836111111111,0.772,143.797,0.326,18.300,SGA2020 in nocuts
WISEA J155355.43+073817.0,dr11-south,238.48099999999997,7.638138888888888,0.771,114.756,0.175,17.550,SGA2020 in nocuts
WISEA J002751.91-363823.1,dr11-south,6.966083333333333,-36.639694444444444,0.771,131.578,0.192,19.030,SGA2020 in nocuts
SDSS J151421.55+005114.4,dr11-south,228.58979166666663,0.8540555555555556,0.771,6.631,0.307,17.414,SGA2020 in nocuts
WISEA J003740.53-572622.1,dr11-south,9.41875,-57.43963888888889,0.770,35.149,0.155,19.100,SGA2020 in nocuts
ESO 197-IG 015,dr11-south,29.760765,-52.162118,0.770,58.944,0.483,-99.000,SGA2020 in nocuts
WISEA J041250.01-523409.7,dr11-south,63.20862499999999,-52.569472222222224,0.770,60.895,0.170,19.040,SGA2020 in nocuts
WISEA J205755.51-122756.6,dr11-south,314.4813333333333,-12.46575,0.770,127.306,0.320,-99.000,SGA2020 in nocuts
WISEA J034350.68-602548.7,dr11-south,55.96116666666666,-60.43019444444444,0.769,92.855,0.179,-99.000,SGA2020 in nocuts
2MASS J15320665+0941481,dr11-south,233.02770833333332,9.696694444444445,0.769,31.348,0.202,17.571,SGA2020 in nocuts
WISEA J143303.29+022714.7,dr11-south,218.26379166666663,2.454111111111111,0.768,42.273,0.423,16.911,SGA2020 in nocuts
WISEA J021104.15-654451.6,dr11-south,32.767624999999995,-65.74780555555556,0.768,70.404,0.175,18.890,SGA2020 in nocuts
WISEA J020938.96-265440.0,dr11-south,32.41245833333333,-26.91113888888889,0.768,6.544,0.622,12.824,SGA2020 in nocuts
WISEA J035838.34-321131.6,dr11-south,59.659791666666656,-32.192138888888884,0.768,131.182,0.511,12.751,SGA2020 in nocuts
GALEXASC J040112.50-433051.5,dr11-south,60.301999999999985,-43.514472222222224,0.768,64.105,0.176,18.410,SGA2020 in nocuts
WISEA J230220.61-092207.7,dr11-south,345.585875,-9.36875,0.768,60.829,0.227,13.664,SGA2020 in nocuts
PGC674453,dr11-south,6.059468,-33.580831,0.768,134.734,0.378,-99.000,SGA2020 in nocuts
WISEA J023106.33+101118.0,dr11-south,37.776374999999994,10.188222222222223,0.767,80.672,0.347,-99.000,SGA2020 in nocuts
DUKST 354-070,dr11-south,30.622749999999993,-36.171166666666664,0.767,25.926,0.551,17.270,SGA2020 in nocuts
WISEA J141721.61-011806.7,dr11-south,214.34012499999997,-1.30175,0.766,166.291,0.202,18.046,SGA2020 in nocuts
WISEA J025429.96-610916.8,dr11-south,43.62445833333333,-61.154944444444446,0.766,73.273,0.238,18.190,SGA2020 in nocuts
2MASXi J1322127+293929,dr11-south,200.553,29.65833333333333,0.766,30.914,0.470,-99.000,SGA2020 in nocuts
GALEXASC J055330.98-262243.7,dr11-south,88.379022,-26.378972,0.765,34.927,0.301,14.200,SGA2020 in nocuts
WISEA J014150.41-275126.9,dr11-south,25.46033333333333,-27.857722222222225,0.765,15.990,0.167,19.000,SGA2020 in nocuts
WISEA J123940.69+062746.8,dr11-south,189.91954166666665,6.463,0.765,47.929,0.286,17.543,SGA2020 in nocuts
WISEA J021451.85-625403.0,dr11-south,33.71583333333333,-62.90105555555555,0.765,124.780,0.231,18.910,SGA2020 in nocuts
WISEA J023100.63-010230.3,dr11-south,37.75258333333333,-1.041888888888889,0.764,28.840,0.190,18.650,SGA2020 in nocuts
2MASX J13165975+2957096,dr11-south,199.249,29.952583333333333,0.764,38.520,0.268,13.074,SGA2020 in nocuts
WISEA J121906.60+052002.1,dr11-south,184.77749999999997,5.333916666666666,0.764,32.091,0.776,-99.000,SGA2020 in nocuts
2MASS J21201809+1107550,dr11-south,320.07562499999995,11.13163888888889,0.764,150.705,0.325,17.187,SGA2020 in nocuts
WISEA J160113.00+104125.0,dr11-south,240.30424999999994,10.690305555555556,0.764,46.874,0.421,13.964,SGA2020 in nocuts
WISEA J045023.86-454347.3,dr11-south,72.59904166666666,-45.72969444444445,0.763,134.357,0.211,18.850,SGA2020 in nocuts
WISEA J011140.95-511432.9,dr11-south,17.919749999999997,-51.24219444444444,0.763,128.012,0.193,18.630,SGA2020 in nocuts
WISEA J233236.93-625818.8,dr11-south,353.15366666666665,-62.971694444444445,0.763,160.411,0.211,17.100,SGA2020 in nocuts
2MASX J22303398-0059237,dr11-south,337.641625,-0.9898055555555555,0.763,60.611,0.197,13.508,SGA2020 in nocuts
LCRS B020853.6-392232,dr11-south,32.742374999999996,-39.14022222222222,0.762,9.743,0.486,16.650,SGA2020 in nocuts
LCRS B123245.7-063443,dr11-south,188.83629166666665,-6.853944444444444,0.762,21.959,0.461,16.620,SGA2020 in nocuts
WISEA J014054.83-580024.2,dr11-south,25.228666666666662,-58.00675,0.762,50.874,0.241,13.788,SGA2020 in nocuts
WISEA J050948.11-411029.8,dr11-south,77.45025,-41.175,0.762,127.365,0.143,19.050,SGA2020 in nocuts
WISEA J004649.42-564505.7,dr11-south,11.705708333333334,-56.7515,0.761,79.833,0.238,19.200,SGA2020 in nocuts
WISEA J113505.06+182556.9,dr11-south,173.77116666666666,18.43252777777778,0.761,108.326,0.197,17.665,SGA2020 in nocuts
CGCG 004-018,dr11-south,126.198928,-2.851282,0.761,105.831,0.919,-99.000,SGA2020 in nocuts
WISEA J032345.27-531625.2,dr11-south,50.938874999999996,-53.273694444444445,0.761,25.478,0.207,18.410,SGA2020 in nocuts
WISEA J045942.29-562755.9,dr11-south,74.926011,-56.465551,0.761,121.239,0.187,-99.000,SGA2020 in nocuts
WISEA J014347.56-554812.6,dr11-south,25.94820833333333,-55.80336111111111,0.761,106.516,0.256,18.350,SGA2020 in nocuts
WISEA J223353.18+011200.3,dr11-south,338.4717083333333,1.200222222222222,0.761,66.399,0.487,13.780,SGA2020 in nocuts
WISEA J003823.39-614000.9,dr11-south,9.597874999999998,-61.66727777777778,0.761,18.771,0.366,17.950,SGA2020 in nocuts
WISEA J014744.39-364246.2,dr11-south,26.93466666666666,-36.712694444444445,0.760,102.136,0.221,18.040,SGA2020 in nocuts
WISEA J210223.80-074454.7,dr11-south,315.59912499999996,-7.748555555555556,0.760,48.350,0.179,17.764,SGA2020 in nocuts
LCRS B034800.2-442622,dr11-south,57.41299999999999,-44.289027777777775,0.760,138.242,0.182,17.920,SGA2020 in nocuts
WISEA J010822.00-130538.4,dr11-south,17.092041666666663,-13.094333333333333,0.759,141.267,0.202,13.646,SGA2020 in nocuts
CGCG 049-156,dr11-south,231.0692083333333,3.644888888888889,0.8,161.8,0.73,12.576,SGA2020 in nocuts
WISEA J001502.96-491916.5,dr11-south,3.761625,-49.321361111111116,0.759,88.887,0.233,18.360,SGA2020 in nocuts
SDSS J104417.35+250205.2,dr11-south,161.07229166666664,25.034805555555558,0.759,32.340,0.659,16.912,SGA2020 in nocuts
WISEA J095300.24+041956.9,dr11-south,148.25104166666662,4.332388888888889,0.759,109.190,0.267,17.813,SGA2020 in nocuts
WISEA J092016.46-053143.3,dr11-south,140.06891666666667,-5.528388888888889,0.758,30.985,0.385,-99.000,SGA2020 in nocuts
WISEA J042300.81-602944.3,dr11-south,65.75316666666666,-60.49627777777778,0.758,15.662,0.207,13.500,SGA2020 in nocuts
WISEA J100319.90-014654.1,dr11-south,150.83295833333332,-1.7817222222222222,0.757,61.400,0.454,17.179,SGA2020 in nocuts
WISEA J233739.93-605449.1,dr11-south,354.41587499999997,-60.91363888888889,0.757,146.442,0.159,18.510,SGA2020 in nocuts
WISEA J003224.55-053448.3,dr11-south,8.102125,-5.580166666666666,0.757,64.329,0.230,18.180,SGA2020 in nocuts
WISEA J031437.35-475648.9,dr11-south,48.65566666666666,-47.94691666666667,0.757,126.806,0.194,-99.000,SGA2020 in nocuts
WISEA J152629.76+033233.2,dr11-south,231.62404166666664,3.5426666666666664,0.757,18.403,0.337,16.943,SGA2020 in nocuts
SDSSJ151755.01+272617.9,dr11-south,229.480607,27.436836,0.756,31.207,0.270,-99.000,SGA2020 in nocuts
WISEA J153529.72+083438.3,dr11-south,233.874,8.577277777777777,0.756,143.359,0.317,17.687,SGA2020 in nocuts
ESO 112- GA008,dr11-south,8.961833333333333,-59.69383333333333,0.756,94.383,0.726,10.200,SGA2020 in nocuts
2MASS J01305899+0114533,dr11-south,22.74583333333333,1.2481666666666666,0.756,130.458,0.216,17.334,SGA2020 in nocuts
WISEA J132231.60+260457.5,dr11-south,200.63166666666666,26.082638888888887,0.756,53.615,0.465,14.227,SGA2020 in nocuts
WISEA J232643.00+135408.0,dr11-south,351.67908333333327,13.902083333333334,0.756,53.889,0.194,17.792,SGA2020 in nocuts
WISEA J133700.30+293406.8,dr11-south,204.25129166666665,29.568583333333333,0.756,86.304,0.171,17.634,SGA2020 in nocuts
WISEA J005636.03-045521.7,dr11-south,14.1505,-4.9222222222222225,0.756,28.171,0.265,13.521,SGA2020 in nocuts
WISEA J060529.32-614340.5,dr11-south,91.37212499999998,-61.72794444444445,0.755,79.938,0.539,13.382,SGA2020 in nocuts
SDSS J121041.46+005314.3,dr11-south,182.67279166666663,0.887361111111111,0.755,69.979,0.181,17.717,SGA2020 in nocuts
2MASS J09020987+2830428,dr11-south,135.541125,28.51188888888889,0.755,110.466,0.599,-99.000,SGA2020 in nocuts
WISEA J205250.92-425722.5,dr11-south,313.2124166666666,-42.95666666666667,0.755,160.769,0.252,13.409,SGA2020 in nocuts
WISEA J012104.20-641416.4,dr11-south,20.268708333333333,-64.23813888888888,0.755,102.565,0.249,17.830,SGA2020 in nocuts
WISEA J210409.60-404340.5,dr11-south,316.040625,-40.72763888888889,0.755,50.468,0.253,13.860,SGA2020 in nocuts
PGC814422,dr11-south,51.267837,-22.4252224,0.755,15.841,0.208,-99.000,SGA2020 in nocuts
WISEA J131231.65+020909.7,dr11-south,198.13179166666663,2.1527499999999997,0.754,166.607,0.177,18.110,SGA2020 in nocuts
SDSS J105403.68+085756.1,dr11-south,163.51537499999998,8.96561111111111,0.754,53.528,0.291,-99.000,SGA2020 in nocuts
WISEA J222612.28-432343.8,dr11-south,336.55104166666666,-43.39552777777778,0.754,103.000,0.167,18.590,SGA2020 in nocuts
WISEA J044028.68-191150.2,dr11-south,70.11970833333332,-19.197305555555555,0.753,121.698,0.267,17.990,SGA2020 in nocuts
WISEA J041300.24-631509.5,dr11-south,63.253398,-63.251627,0.753,43.021,0.658,16.000,SGA2020 in nocuts
WISEA J001332.76-391807.7,dr11-south,3.3865,-39.302138888888884,0.753,78.867,0.191,-99.000,SGA2020 in nocuts
WISEA J015015.99-610003.5,dr11-south,27.567041666666665,-61.00080555555556,0.753,75.470,0.294,17.000,SGA2020 in nocuts
WISEA J201732.85-524604.6,dr11-south,304.38691666666665,-52.767916666666665,0.753,35.532,0.678,13.359,SGA2020 in nocuts
2MFGC 00169,dr11-south,3.4847499999999996,17.886166666666668,0.753,115.997,0.242,13.715,SGA2020 in nocuts
WISEA J054647.32-254238.7,dr11-south,86.69733333333332,-25.71113888888889,0.753,69.634,0.182,-99.000,SGA2020 in nocuts
2MASS J09141175+1726408,dr11-south,138.54866666666663,17.44461111111111,0.753,102.114,0.192,17.692,SGA2020 in nocuts
6dF J0035369-292906,dr11-south,8.903958333333332,-29.485055555555558,0.753,89.552,0.856,15.600,SGA2020 in nocuts
WISEA J042230.69-624723.3,dr11-south,65.62787499999997,-62.789833333333334,0.752,12.806,0.475,-99.000,SGA2020 in nocuts
6dF J0230073-333633,dr11-south,37.53054166666666,-33.60905555555556,0.752,4.583,0.853,15.000,SGA2020 in nocuts
WISEA J025933.22-613417.8,dr11-south,44.88833333333333,-61.571111111111115,0.752,0.015,0.196,18.450,SGA2020 in nocuts
WISEA J052442.51-333334.1,dr11-south,81.17699999999999,-33.559194444444444,0.752,166.631,0.217,17.560,SGA2020 in nocuts
WISEA J133504.65-100953.0,dr11-south,203.769375,-10.164777777777779,0.752,80.780,0.319,13.768,SGA2020 in nocuts
WISEA J045155.63-532040.6,dr11-south,72.982125,-53.34430555555556,0.751,7.176,0.240,-99.000,SGA2020 in nocuts
WISEA J032342.24-455533.5,dr11-south,50.925749999999994,-45.926361111111106,0.751,157.045,0.209,18.300,SGA2020 in nocuts
WISEA J104341.40-012241.9,dr11-south,160.92249999999999,-1.3782222222222222,0.751,147.124,0.186,17.697,SGA2020 in nocuts
WISEA J040106.70-662856.7,dr11-south,60.27791666666666,-66.48241666666667,0.751,127.603,0.269,-99.000,SGA2020 in nocuts
WISEA J204229.61-400312.0,dr11-south,310.6232083333333,-40.053416666666664,0.750,109.132,0.183,17.800,SGA2020 in nocuts
WISEA J105900.27+094039.5,dr11-south,164.75116666666662,9.677666666666665,0.750,83.842,0.304,18.000,SGA2020 in nocuts
WISEA J045129.75-371318.4,dr11-south,72.87454166666666,-37.22188888888889,0.750,95.237,0.226,18.440,SGA2020 in nocuts
WISEA J214004.24-630423.7,dr11-south,325.017875,-63.07316666666667,0.749,134.015,0.329,16.800,SGA2020 in nocuts
WISEA J043217.79-571126.0,dr11-south,68.07424999999999,-57.190666666666665,0.749,42.061,0.205,18.470,SGA2020 in nocuts
WISEA J211510.55+020314.8,dr11-south,318.7940833333333,2.0545,0.748,15.866,0.261,13.591,SGA2020 in nocuts
SDSS J105508.46+180538.9,dr11-south,163.78529166666664,18.094166666666666,0.748,22.506,0.251,17.647,SGA2020 in nocuts
CGCG 039-157,dr11-south,170.79429166666662,5.561083333333333,0.748,61.280,0.593,15.400,SGA2020 in nocuts
WISEA J034510.52-002120.2,dr11-south,56.293833333333325,-0.3556388888888889,0.748,98.973,0.382,17.350,SGA2020 in nocuts
WISEA J021010.48+233359.3,dr11-south,32.54370833333333,23.566555555555556,0.748,25.055,0.219,13.995,SGA2020 in nocuts
WISEA J232238.81-605646.5,dr11-south,350.6619166666666,-60.94638888888888,0.748,121.000,0.488,13.432,SGA2020 in nocuts
WISEA J130402.90-071008.5,dr11-south,196.01212499999997,-7.1690555555555555,0.747,159.559,0.339,13.474,SGA2020 in nocuts
2MASS J21252234-5055367,dr11-south,321.34304166666664,-50.92675,0.747,19.925,0.339,-99.000,SGA2020 in nocuts
FAIRALL 1089,dr11-south,37.14225,-36.23675,0.747,104.084,0.674,15.740,SGA2020 in nocuts
IC 4462,dr11-south,218.75791666666666,26.543916666666668,0.747,43.765,0.716,12.096,SGA2020 in nocuts
WISEA J132822.33+003721.1,dr11-south,202.0930833333333,0.6225833333333334,0.747,120.863,0.214,18.600,SGA2020 in nocuts
2MASX J01043349+0057378,dr11-south,16.139416666666666,0.9606388888888888,0.746,127.858,0.252,13.376,SGA2020 in nocuts
WISEA J021735.21-504722.8,dr11-south,34.39670833333333,-50.78969444444444,0.746,83.451,0.161,18.720,SGA2020 in nocuts
WISEA J030932.72-324002.6,dr11-south,47.38641666666666,-32.66738888888889,0.746,160.183,0.179,18.590,SGA2020 in nocuts
SDSS J123803.57+102701.6,dr11-south,189.51491666666664,10.450444444444443,0.746,179.495,0.327,17.800,SGA2020 in nocuts
2MASS J11044178+0515277,dr11-south,166.17429166666665,5.257694444444445,0.746,73.748,0.211,17.308,SGA2020 in nocuts
CGCG 166-045,dr11-south,236.008021,27.699294,0.746,149.383,0.555,-99.000,SGA2020 in nocuts
WISEA J014727.47-053953.4,dr11-south,26.864458333333328,-5.664944444444445,0.745,137.064,0.245,13.910,SGA2020 in nocuts
PGC129832,dr11-south,324.650168,-51.403425,0.5,79.480,0.947,-99.000,SGA2020 in nocuts
WISEA J224812.01-500653.9,dr11-south,342.04995833333334,-50.114666666666665,0.745,157.001,0.212,17.100,SGA2020 in nocuts
6dF J1047131-043230,dr11-south,161.804625,-4.541722222222222,0.745,110.240,0.986,16.400,SGA2020 in nocuts
WISEA J203841.83+005201.9,dr11-south,309.67429166666665,0.8672222222222222,0.745,127.653,0.333,17.196,SGA2020 in nocuts
WISEA J014558.81-583129.7,dr11-south,26.495124999999998,-58.52494444444444,0.745,153.099,0.227,14.038,SGA2020 in nocuts
WISEA J024028.20-583341.9,dr11-south,40.11720833333332,-58.561416666666666,0.745,134.436,0.361,13.690,SGA2020 in nocuts
WISEA J215947.43-615827.4,dr11-south,329.94791666666663,-61.974333333333334,0.744,156.583,0.180,19.250,SGA2020 in nocuts
2MASX J05052031-3910567,dr11-south,76.33466666666665,-39.18241666666666,0.744,91.686,0.283,12.999,SGA2020 in nocuts
PGC1837338,dr11-south,229.940619,28.4921259,0.744,143.353,0.669,-99.000,SGA2020 in nocuts
2MASS J09414474+1457168,dr11-south,145.43645833333332,14.954694444444444,0.744,39.526,0.566,16.780,SGA2020 in nocuts
WISEA J004824.89-494017.9,dr11-south,12.103541666666667,-49.67158333333333,0.743,79.126,0.377,14.094,SGA2020 in nocuts
WISEA J163155.74+295553.4,dr11-south,247.98229166666664,29.931472222222222,0.743,70.363,0.273,14.032,SGA2020 in nocuts
WISEA J140517.40+263849.6,dr11-south,211.3225,26.647111111111112,0.743,33.932,0.217,18.300,SGA2020 in nocuts
LCRS B133436.0-060708,dr11-south,204.30287499999997,-6.373555555555555,0.742,28.946,0.297,17.200,SGA2020 in nocuts
WISEA J222456.23-515010.0,dr11-south,336.23441666666656,-51.836083333333335,0.742,162.271,0.437,16.600,SGA2020 in nocuts
WISEA J151221.32+010231.9,dr11-south,228.08879166666662,1.0420277777777778,0.742,13.288,0.383,15.904,SGA2020 in nocuts
SDSS J152833.62+130044.7,dr11-south,232.14012499999995,13.012444444444444,0.742,19.874,0.616,-99.000,SGA2020 in nocuts
WISEA J095421.58+041522.9,dr11-south,148.59008333333333,4.2563611111111115,0.741,18.647,0.204,18.200,SGA2020 in nocuts
WISEA J171521.96+271240.1,dr11-south,258.8415416666666,27.21108333333333,0.741,57.398,0.216,17.474,SGA2020 in nocuts
