# Object-level actions based on VI (visual inspections).
objname,action,reason,comment
2MASS J09205437+5435286,drop,faint shred or compact,
SDSS J092008.92+333935.4,drop,faint shred or compact,
WISEA J091928.81+491057.5,drop,faint shred or compact,
SDSS J092111.58+455315.9,drop,faint shred or compact,
SDSS J092219.96+490933.1,drop,faint shred or compact,
SMDG J0922262+754602,drop,faint shred or compact,
SDSS J092254.16+463203.9,drop,faint shred or compact,
WISEA J092511.84+532515.4,drop,faint shred or compact,
2MASS J09250117+6433425,drop,faint shred or compact,
SDSS J092456.35+555345.0,drop,faint shred or compact,
2MASS J09244970+5640427,drop,faint shred or compact,
SDSS J0926+3343,drop,faint shred or compact,
WISEA J092728.08+552049.7,drop,faint shred or compact,
SDSS J092752.51+483128.6,drop,faint shred or compact,
SDSS J092753.20+483130.0,drop,faint shred or compact,
SDSS J092808.92+444002.8,drop,faint shred or compact,
2MASS J09281716+4830525,drop,faint shred or compact,
WISEA J093150.07+294657.7,drop,faint shred or compact,
WISEA J093149.64+294700.0,drop,faint shred or compact,
SDSS J093112.28+523809.9,drop,faint shred or compact,
SDSS J093008.25+555056.5,drop,faint shred or compact,
2MASS J09293134+4425192,drop,faint shred or compact,
SDSS J092905.26+662705.4,drop,faint shred or compact,
SDSS J092901.91+662730.5,drop,faint shred or compact,
WISEA J093152.02+353311.0,drop,faint shred or compact,
SDSS J093222.78+572906.1,drop,faint shred or compact,
WISEA J093237.90+375325.8,drop,faint shred or compact,
SDSS J093352.78+465140.5,drop,faint shred or compact,
SDSS J093725.03+483104.6,drop,faint shred or compact,
2MASS J09372274+4905101,drop,faint shred or compact,
SDSS J093552.47+612120.8,drop,faint shred or compact,
WISEA J093434.52+495429.5,drop,faint shred or compact,
2MASX J09340101+5001268,drop,faint shred or compact,
SDSS J094114.61+610348.2,drop,faint shred or compact,
WISEA J094145.26+465825.3,drop,faint shred or compact,
SDSS J094218.28+682355.4,drop,faint shred or compact,
SDSS J094247.37+652643.0,drop,faint shred or compact,
WISEA J094545.76+335154.6,drop,faint shred or compact,
SDSS J094544.28+335208.4,drop,faint shred or compact,
2MASS J09452791+5632583,drop,faint shred or compact,
SDSS J094435.36+554557.3,drop,faint shred or compact,
SDSS J094432.50+554547.8,drop,faint shred or compact,
2MASS J09433650+5016388,drop,faint shred or compact,
2MASX J09433209+3322564,drop,faint shred or compact,
WISEA J094555.90+430242.7,drop,faint shred or compact,
SDSS J094608.51+543635.9,drop,faint shred or compact,
SDSS J094613.36+470805.0,drop,faint shred or compact,
SDSS J094632.52+352001.1,drop,faint shred or compact,
SDSS J094706.06+423129.3,drop,faint shred or compact,
SDSS J094705.23+005742.6,drop,faint shred or compact,
SDSS J094707.32+344553.4,drop,faint shred or compact,
SDSS J094858.50+412657.8,drop,faint shred or compact,
SDSS J094916.46+453617.7,drop,faint shred or compact,
2MASS J09495850+4620250,drop,faint shred or compact,
PGC 1199114,drop,faint shred or compact,
SDSS J095041.57+303012.6,drop,faint shred or compact,
SDSS J095526.36+331555.0,drop,faint shred or compact,
2MASS J09545868+3237218,drop,faint shred or compact,
SDSS J095456.55+323722.8,drop,faint shred or compact,
SDSS J095142.05+012716.3,drop,faint shred or compact,
SDSS J095138.23+382923.6,drop,faint shred or compact,
SDSS J095139.20+382909.8,drop,faint shred or compact,
SDSS J095058.02+333319.3,drop,faint shred or compact,
SDSS J095058.55+333318.3,drop,faint shred or compact,
WISEA J095541.05+355925.5,drop,faint shred or compact,
WISEA J095542.10+355931.9,drop,faint shred or compact,
2MASX J09555567+5341418,drop,faint shred or compact,
SDSS J095623.46+390216.2,drop,faint shred or compact,
SDSS J095733.88+360406.8,drop,faint shred or compact,
WISEA J095711.43+485839.1,drop,faint shred or compact,
SDSS J095625.19+461023.0,drop,faint shred or compact,
SDSS J095758.54+471940.9,drop,faint shred or compact,
SDSS J100006.17+453109.6,drop,faint shred or compact,
2MASS J10023575+3242320,drop,faint shred or compact,
SDSS J100155.64+531530.7,drop,faint shred or compact,
SDSS J100116.74+563952.2,drop,faint shred or compact,
SDSS J100303.81+453603.9,drop,faint shred or compact,
SDSS J100323.84+482201.7,drop,faint shred or compact,
SDSS J100422.17+614428.0,drop,faint shred or compact,
SDSS J100331.02+334523.8,drop,faint shred or compact,
SDSS J100452.98+372139.7,drop,faint shred or compact,
SDSS J100455.54+372137.6,drop,faint shred or compact,
SDSS J100351.37+502101.1,drop,faint shred or compact,
SDSS J100352.23+502107.2,drop,faint shred or compact,
SDSS J100358.86+390903.2,drop,faint shred or compact,
SDSS J100513.65+463911.9,drop,faint shred or compact,
SDSS J100606.82+521013.8,drop,faint shred or compact,
SDSS J100744.16+554926.6,drop,faint shred or compact,
SDSS J100750.97+341913.4,drop,faint shred or compact,
SDSS J100708.77+345931.6,drop,faint shred or compact,
SDSS J100759.77+303227.0,drop,faint shred or compact,
SDSS J100901.17+322955.0,drop,faint shred or compact,
SDSS J100720.14+463252.4,drop,faint shred or compact,
SDSS J100910.92+551634.3,drop,faint shred or compact,
SDSS J101157.27+585203.4,drop,faint shred or compact,
SDSS J101557.82+485745.4,drop,faint shred or compact,
SDSS J101120.32+651642.9,drop,faint shred or compact,
SDSS J101543.75+492647.0,drop,faint shred or compact,
WISEA J101517.31+343206.9,drop,faint shred or compact,
WISEA J101517.83+343203.5,drop,faint shred or compact,
SDSS J101013.65+582918.4,drop,faint shred or compact,
SDSS J101010.12+465724.9,drop,faint shred or compact,
WISEA J101945.29+405926.9,drop,faint shred or compact,
WISEA J101657.22+582356.7,drop,faint shred or compact,
SDSS J101653.11+582340.3,drop,faint shred or compact,
2MASS J10191728+2802132,drop,faint shred or compact,
SDSS J102129.05+362712.6,drop,faint shred or compact,
GALEXASC J102137.02+521407.6,drop,faint shred or compact,
WISEA J101923.28+490250.8,drop,faint shred or compact,
2MASS J10215033+5235278,drop,faint shred or compact,
2MASX J10234074+4908409,drop,faint shred or compact,
SDSS J102341.72+334603.3,drop,faint shred or compact,
2MASXi J1022094+383135,drop,faint shred or compact,
WISEA J102212.44+383105.0,drop,faint shred or compact,
WISEA J102212.47+315700.7,drop,faint shred or compact,
2MASS J10222899+5006138,drop,faint shred or compact,
WISEA J102226.06+500657.9,drop,faint shred or compact,
WISEA J102227.21+500658.4,drop,faint shred or compact,
WISEA J102223.71+500606.8,drop,faint shred or compact,
2MASS J10222996+3835436,drop,faint shred or compact,
SDSS J102238.12+383509.9,drop,faint shred or compact,
SDSS J102236.09+383431.9,drop,faint shred or compact,
SDSS J102237.07+383456.7,drop,faint shred or compact,
SDSS J102802.33+324547.6,drop,faint shred or compact,
SDSS J102753.01+460021.2,drop,faint shred or compact,
2MASS J10292322+5511259,drop,faint shred or compact,
SDSS J102908.98+410043.3,drop,faint shred or compact,
SDSS J102829.55+535208.2,drop,faint shred or compact,
SDSS J102613.90+372728.6,drop,faint shred or compact,
WISEA J102537.71+510546.4,drop,faint shred or compact,
WISEA J102826.90+794911.0,drop,faint shred or compact,
WISEA J103009.60+385255.1,drop,faint shred or compact,
WISEA J102925.12+373747.7,drop,faint shred or compact,
SDSS J103145.36+464011.4,drop,faint shred or compact,
2MASS J10315674+5807089,drop,faint shred or compact,
2MASS J10301061+4321240,drop,faint shred or compact,
WISEA J103012.75+432135.8,drop,faint shred or compact,
SDSS J103056.63+381054.5,drop,faint shred or compact,
2MASS J10320552+4019003,drop,faint shred or compact,
2MASS J10323286+4006455,drop,faint shred or compact,
2MASS J10310160+5325435,drop,faint shred or compact,
WISEA J103239.73+435923.6,drop,faint shred or compact,
WISEA J103133.46+565510.4,drop,faint shred or compact,
SDSS J103513.12+443547.1,drop,faint shred or compact,
2MASS J10352005+4450172,drop,faint shred or compact,
SDSS J103325.32+504141.6,drop,faint shred or compact,
WISEA J103349.64+522201.6,drop,faint shred or compact,
WISEA J103637.01+382615.8,drop,faint shred or compact,
SDSSCGB 38887.01,drop,faint shred or compact,
WISEA J103352.61+570325.3,drop,faint shred or compact,
2MASS J10344078+4525362,drop,faint shred or compact,
SDSS J104100.85+581800.7,drop,faint shred or compact,
WISEA J104059.17+581757.9,drop,faint shred or compact,
WISEA J104043.49+395705.9,drop,faint shred or compact,
SDSS J103807.91+391046.2,drop,faint shred or compact,
SDSS J104044.64+654644.6,drop,faint shred or compact,
SDSS J104037.44+372012.3,drop,faint shred or compact,
SDSS J104036.18+305209.2,drop,faint shred or compact,
WISEA J103744.27+460219.2,drop,faint shred or compact,
SDSS J103741.10+460234.2,drop,faint shred or compact,
SDSS J103936.65+485517.3,drop,faint shred or compact,
SDSS J104110.64+362227.3,drop,faint shred or compact,
SDSS J104439.14+384543.4,drop,faint shred or compact,
SDSS J104438.89+384527.9,drop,faint shred or compact,
B3 1039+397,drop,faint shred or compact,
WISEA J104159.09+392651.9,drop,faint shred or compact,
2MASX J10415932+3926434,drop,faint shred or compact,
CG 0065,drop,faint shred or compact,
2MASS J10433469+5806162,drop,faint shred or compact,
SDSS J104553.40+384247.0,drop,faint shred or compact,
2MASS J10440498+6031283,drop,faint shred or compact,
SDSS J104616.83+372028.2,drop,faint shred or compact,
2MASS J10471113+3043349,drop,faint shred or compact,
SDSS J104801.53+431059.4,drop,faint shred or compact,
SDSS J104801.97+431106.1,drop,faint shred or compact,
SDSSCGB 43182.02,drop,faint shred or compact,
SDSS J104718.84+472526.8,drop,faint shred or compact,
WISEA J104816.42+451220.9,drop,faint shred or compact,
SDSS J104851.79+480326.7,drop,faint shred or compact,
SDSS J104719.30+540215.8,drop,faint shred or compact,
SDSS J104852.92+464330.2,drop,faint shred or compact,
SDSS J105009.09+362009.9,drop,faint shred or compact,
VII Zw 349 NOTES03,drop,faint shred or compact,
WISEA J104955.75+315451.4,drop,faint shred or compact,
WISEA J104956.47+315407.5,drop,faint shred or compact,
SDSS J104942.62+563821.9,drop,faint shred or compact,
2MASX J10494038+5638498,drop,faint shred or compact,
WISEA J104914.24+575007.1,drop,faint shred or compact,
SDSS J105133.23+552807.7,drop,faint shred or compact,
SDSS J105014.19+324617.1,drop,faint shred or compact,
SDSS J105011.82+380953.5,drop,faint shred or compact,
WISEA J105202.38+553537.9,drop,faint shred or compact,
2MASS J10533765+5452018,drop,faint shred or compact,
SDSS J105343.10+295816.4,drop,faint shred or compact,
2MASS J10520534+5835545,drop,faint shred or compact,
SDSS J105402.90+460123.0,drop,faint shred or compact,
SDSS J105432.55+504640.7,drop,faint shred or compact,
2MASS J10521333+5826161,drop,faint shred or compact,
WISEA J105321.96+312836.6,drop,faint shred or compact,
WISEA J105322.10+561827.4,drop,faint shred or compact,
SDSS J105502.67+494340.1,drop,faint shred or compact,
SDSS J105610.96+472332.8,drop,faint shred or compact,
SDSS J105608.83+472313.9,drop,faint shred or compact,
2MASS J10573658+4404081,drop,faint shred or compact,
SDSS J110051.72+380613.3,drop,faint shred or compact,
SDSS J110136.51+504959.4,drop,faint shred or compact,
SDSS J105808.18+401145.5,drop,faint shred or compact,
WISEA J105806.10+401125.6,drop,faint shred or compact,
2MASS J10582417+5647524,drop,faint shred or compact,
WISEA J110148.66+502333.1,drop,faint shred or compact,
2MASS J11015972+4513412,drop,faint shred or compact,
SDSS J105946.05+332336.7,drop,faint shred or compact,
SDSS J105946.76+332340.9,drop,faint shred or compact,
WISEA J105956.82+500113.1,drop,faint shred or compact,
WISEA J110232.43+513122.0,drop,faint shred or compact,
2MASS J11052879+4649049,drop,faint shred or compact,
2MASS J11051183+3004383,drop,faint shred or compact,
SDSS J110402.50+494924.3,drop,faint shred or compact,
SDSS J110308.99+501246.1,drop,faint shred or compact,
SDSS J110509.38+380408.0,drop,faint shred or compact,
SDSS J110508.28+444459.8,drop,faint shred or compact,
WISEA J110301.79+644641.4,drop,faint shred or compact,
WISEA J110301.90+315759.3,drop,faint shred or compact,
WISEA J110236.72+511036.7,drop,faint shred or compact,
SDSS J110541.96+350711.8,drop,faint shred or compact,
SDSS J110622.02+422405.0,drop,faint shred or compact,
2MASX J11080199+5337069,drop,faint shred or compact,
SDSS J110808.29+455839.2,drop,faint shred or compact,
WISEA J110643.61+733734.2,drop,faint shred or compact,
WISEA J110659.74+353311.7,drop,faint shred or compact,
SDSS J084604.28+523212.5,drop,faint shred or compact,
SDSS J084604.41+602946.8,drop,faint shred or compact,
SDSS J084652.83+392955.6,drop,faint shred or compact,
2MASS J08474575+3001261,drop,faint shred or compact,
2MASX J08475836+4030354,drop,faint shred or compact,
WISEA J084750.20+535247.5,drop,faint shred or compact,
2MASX J08475007+5352403,drop,faint shred or compact,
2MASS J08475331+5401196,drop,faint shred or compact,
SDSS J084926.23+414629.3,drop,faint shred or compact,
SDSS J084929.91+391243.0,drop,faint shred or compact,
SDSS J084933.40+394452.6,drop,faint shred or compact,
WISEA J085009.37+293236.0,drop,faint shred or compact,
WISEA J085007.55+293226.1,drop,faint shred or compact,
2MASX J08500763+2932572,drop,faint shred or compact,
SDSS J085005.82+491446.3,drop,faint shred or compact,
SDSS J085325.07+434857.1,drop,faint shred or compact,
WISEA J085252.16+512333.0,drop,faint shred or compact,
SDSS J085216.86+525324.4,drop,faint shred or compact,
WISEA J085401.85+401337.1,drop,faint shred or compact,
SDSS J085429.51+362721.0,drop,faint shred or compact,
SDSS J085447.71+393203.8,drop,faint shred or compact,
2MASS J08575820+3020314,drop,faint shred or compact,
SDSS J090017.90+344026.6,drop,faint shred or compact,
SDSS J085843.17+393049.7,drop,faint shred or compact,
SDSS J085832.66+511239.5,drop,faint shred or compact,
2MASS J09003849+5112237,drop,faint shred or compact,
WISEA J090058.09+545650.7,drop,faint shred or compact,
WISEA J090117.44+581630.2,drop,faint shred or compact,
SDSS J090432.68+513646.1,drop,faint shred or compact,
SDSS J090409.04+294810.2,drop,faint shred or compact,
2MASS J09040134+5128134,drop,faint shred or compact,
WISEA J090128.84+491934.2,drop,faint shred or compact,
2MASS J09044350+3306479,drop,faint shred or compact,
SDSS J090509.76+354114.6,drop,faint shred or compact,
SDSS J090616.90+500549.2,drop,faint shred or compact,
SDSS J090645.61+441543.9,drop,faint shred or compact,
SDSS J090652.92+412415.2,drop,faint shred or compact,
SDSS J090742.21+511037.5,drop,faint shred or compact,
WISEA J090714.29+373036.7,drop,faint shred or compact,
SDSS J090714.85+385703.9,drop,faint shred or compact,
WISEA J090710.12+504200.0,drop,faint shred or compact,
2MASS J09065998+5518060,drop,faint shred or compact,
SDSS J090757.22+414230.7,drop,faint shred or compact,
2MASS J09075946+4142270,drop,faint shred or compact,
WISEA J090823.55+590409.5,drop,faint shred or compact,
SDSS J090932.32+455714.4,drop,faint shred or compact,
WISEA J090951.71+431756.1,drop,faint shred or compact,
SDSS J091003.59+543502.6,drop,faint shred or compact,
2MASX J09111397+5007365,drop,faint shred or compact,
SDSS J091113.68+500742.4,drop,faint shred or compact,
SDSS J091320.48+543749.9,drop,faint shred or compact,
2MASS J09130753+4742152,drop,faint shred or compact,
2MASS J09135397+4925362,drop,faint shred or compact,
SDSS J091354.50+521729.9,drop,faint shred or compact,
SDSS J091444.41+525637.0,drop,faint shred or compact,
2MASS J09145879+5121583,drop,faint shred or compact,
WISEA J091525.24+312356.0,drop,faint shred or compact,
WISEA J081258.70+361146.8,drop,faint shred or compact,
GALEXASC J081339.55+542216.4,drop,faint shred or compact,
SDSS J081439.89+580137.5,drop,faint shred or compact,
SDSS J081825.45+560506.2,drop,faint shred or compact,
SDSS J081811.76+491501.0,drop,faint shred or compact,
SDSS J081633.31+460352.8,drop,faint shred or compact,
SDSS J081601.90+581951.0,drop,faint shred or compact,
CGCG 287-059 NED01,drop,faint shred or compact,
2MASS J08190577+5607268,drop,faint shred or compact,
WISEA J082029.64+485348.1,drop,faint shred or compact,
SDSS J082041.50+540741.1,drop,faint shred or compact,
WISEA J082112.44+354747.8,drop,faint shred or compact,
SDSS J082108.95+394146.7,drop,faint shred or compact,
WISEA J082106.41+353729.1,drop,faint shred or compact,
SDSS J082203.05+571838.0,drop,faint shred or compact,
SDSS J082203.54+571821.4,drop,faint shred or compact,
SDSS J082202.63+571847.6,drop,faint shred or compact,
WISEA J082342.52+621548.9,drop,faint shred or compact,
SDSS J082429.73+545105.2,drop,faint shred or compact,
SDSS J082431.86+545129.5,drop,faint shred or compact,
SDSS J082432.09+545134.7,drop,faint shred or compact,
SDSS J082459.14+530201.8,drop,faint shred or compact,
SDSS J082713.86+535640.9,drop,faint shred or compact,
SDSS J082644.45+484839.4,drop,faint shred or compact,
SDSS J082547.21+493430.5,drop,faint shred or compact,
ABELL 0655:KYDISC 00002,drop,faint shred or compact,
ABELL 0655:KYDISC 00275,drop,faint shred or compact,
ABELL 0655:KYDISC 00393,drop,faint shred or compact,
2MASS J08250942+3615204,drop,faint shred or compact,
SDSS J082752.22+301920.0,drop,faint shred or compact,
SDSS J082754.06+550939.3,drop,faint shred or compact,
SDSS J082801.46+542627.5,drop,faint shred or compact,
SDSS J082802.55+542627.5,drop,faint shred or compact,
SDSS J082822.39+325243.4,drop,faint shred or compact,
SDSS J083000.76+524201.5,drop,faint shred or compact,
SDSS J082928.48+550101.9,drop,faint shred or compact,
SDSS J082854.77+343856.4,drop,faint shred or compact,
2MASS J08284466+3024039,drop,faint shred or compact,
SDSS J083002.85+494101.3,drop,faint shred or compact,
WISEA J083031.61+194404.9,drop,faint shred or compact,
SDSS J083042.98+521816.1,drop,faint shred or compact,
SDSS J083042.35+521746.5,drop,faint shred or compact,
2MASS J08311921+3626242,drop,faint shred or compact,
WISEA J083122.14+362604.6,drop,faint shred or compact,
SDSS J083354.75+470755.9,drop,faint shred or compact,
SDSS J083344.83+564912.6,drop,faint shred or compact,
SDSS J083340.89+383859.2,drop,faint shred or compact,
SDSS J083336.32+293007.1,drop,faint shred or compact,
SDSS J083408.98+553803.9,drop,faint shred or compact,
WISEA J083405.90+553813.1,drop,faint shred or compact,
SDSS J083511.16+371555.6,drop,faint shred or compact,
WISEA J083727.26+400137.5,drop,faint shred or compact,
SDSS J083706.60+412714.2,drop,faint shred or compact,
WISEA J083647.02+484152.0,drop,faint shred or compact,
2MASS J08375712+3953466,drop,faint shred or compact,
2MASS J08381161+4448420,drop,faint shred or compact,
SDSS J083909.32+450755.2,drop,faint shred or compact,
SDSS J083911.30+533732.9,drop,faint shred or compact,
SDSS J083914.23+533716.4,drop,faint shred or compact,
SDSS J083942.39+605758.4,drop,faint shred or compact,
SDSS J083937.75+605813.4,drop,faint shred or compact,
SDSS J083943.17+605812.3,drop,faint shred or compact,
SDSS J084120.39+535606.7,drop,faint shred or compact,
2MASS J08411281+3224554,drop,faint shred or compact,
2MASS J08411365+3224491,drop,faint shred or compact,
SDSS J084043.27+571445.2,drop,faint shred or compact,
2MASS J08403749+3009567,drop,faint shred or compact,
SDSS J084015.55+560248.8,drop,faint shred or compact,
SDSS J084131.86+511436.3,drop,faint shred or compact,
SDSS J084133.27+511452.4,drop,faint shred or compact,
SDSS J084158.33+573511.7,drop,faint shred or compact,
2MASS J08424791+4538261,drop,faint shred or compact,
WISEA J084258.25+624220.4,drop,faint shred or compact,
SDSS J084424.06+585031.4,drop,faint shred or compact,
2MASS J08441582+4143074,drop,faint shred or compact,
WISEA J084359.87+653356.1,drop,faint shred or compact,
SDSS J084402.43+551403.0,drop,faint shred or compact,
WISEA J084324.72+361137.5,drop,faint shred or compact,
WISEA J084426.79+553723.2,drop,faint shred or compact,
WISEA J084452.67+430242.6,drop,faint shred or compact,
SDSS J084452.55+474455.0,drop,faint shred or compact,
SDSS J084454.10+474441.4,drop,faint shred or compact,
2MASS J08445708+4258457,drop,faint shred or compact,
SDSS J084523.33+455717.7,drop,faint shred or compact,
WISEA J084521.86+443105.8,drop,faint shred or compact,
PGC 1182550,drop,faint shred or compact,
2MASS J00073053-0048279,drop,faint shred or compact,
SDSS J001233.29+000305.7,drop,faint shred or compact,
SDSS J002026.12-000322.9,drop,faint shred or compact,
SDSS J001754.59+001954.6,drop,faint shred or compact,
SDSS J001642.00-002630.7,drop,faint shred or compact,
2MASS J00202670-0103313,drop,faint shred or compact,
2MASX J00233963-0007289,drop,faint shred or compact,
SDSS J002923.40+001900.7,drop,faint shred or compact,
2MASS J00290050-0113427,drop,faint shred or compact,
2MASS J00290142-0113544,drop,faint shred or compact,
SDSS J002820.10-001304.1,drop,faint shred or compact,
SDSS J002625.59+010108.0,drop,faint shred or compact,
SDSS J002624.25+010102.1,drop,faint shred or compact,
2MASS J00292910-0012434,drop,faint shred or compact,
SDSS J002933.06-010601.3,drop,faint shred or compact,
2MASS J00344365-0002316,drop,faint shred or compact,
SDSS J003508.91-000752.4,drop,faint shred or compact,
SDSS J003546.74+010813.0,drop,faint shred or compact,
SDSS J003737.25+001649.8,drop,faint shred or compact,
UM 420,drop,faint shred or compact,
SDSS J004037.56-001940.7,drop,faint shred or compact,
SDSS J004038.17-001954.1,drop,faint shred or compact,
SDSS J004038.35-001935.4,drop,faint shred or compact,
SDSS J003827.33+000714.0,drop,faint shred or compact,
SDSS J003829.36+000717.2,drop,faint shred or compact,
SDSS J022821.15+004104.5,drop,faint shred or compact,
SDSS J022856.21+002213.8,drop,faint shred or compact,
SDSS J023159.61+005425.5,drop,faint shred or compact,
SDSS J023301.12+002456.9,drop,faint shred or compact,
2MASS J02435190+0009119,drop,faint shred or compact,
2MASS J02435291+0009087,drop,faint shred or compact,
SDSS J024206.91-005328.0,drop,faint shred or compact,
2MASS J02420583-0053406,drop,faint shred or compact,
SDSS J024157.30+011404.2,drop,faint shred or compact,
SDSS J024135.12+011347.2,drop,faint shred or compact,
SDSS J024010.27-005650.2,drop,faint shred or compact,
WISEA J024421.37+004050.6,drop,faint shred or compact,
SDSS J024420.97+004025.7,drop,faint shred or compact,
SDSS J024500.52+010316.6,drop,faint shred or compact,
WISEA J024505.69+011709.6,drop,faint shred or compact,
2MASS J02474464+0024429,drop,faint shred or compact,
SDSS J024745.35+002507.7,drop,faint shred or compact,
2MASS J06100636+6756541,drop,faint shred or compact,
SDSS J024926.80-005226.7,drop,faint shred or compact,
SDSS J024927.72-005257.1,drop,faint shred or compact,
SDSS J024854.08-002041.9,drop,faint shred or compact,
SDSS J024836.44-001638.1,drop,faint shred or compact,
PGC2401910,drop,faint shred or compact,
2MASS J07031550+5242428,drop,faint shred or compact,
2MASX J07031566+5242295,drop,faint shred or compact,
WISEA J070226.09+421457.1,drop,faint shred or compact,
WISEA J070656.32+714102.0,drop,faint shred or compact,
WISEA J070659.34+714059.3,drop,faint shred or compact,
2MASX J07153380+6455118,drop,faint shred or compact,
WISEA J071637.44+364248.4,drop,faint shred or compact,
WISEA J071634.96+364243.9,drop,faint shred or compact,
WISEA J071727.16+814657.4,drop,faint shred or compact,
WISEA J071751.82+452603.3,drop,faint shred or compact,
2MASX J07244240+4852563,drop,faint shred or compact,
2MASX J07281755+4005195,drop,faint shred or compact,
WISEA J072907.26+335151.1,drop,faint shred or compact,
WISEA J073143.97+631507.5,drop,faint shred or compact,
2MASS J07291121+5531227,drop,faint shred or compact,
2MASS J07323213+3612118,drop,faint shred or compact,
SDSS J073302.01+392502.3,drop,faint shred or compact,
2MASS J07343413+4112576,drop,faint shred or compact,
SDSS J073736.79+415635.1,drop,faint shred or compact,
SDSS J074118.53+341347.6,drop,faint shred or compact,
SDSS J074118.17+341408.3,drop,faint shred or compact,
SDSS J074032.86+341412.5,drop,faint shred or compact,
SDSS J073749.38+462329.6,drop,faint shred or compact,
SDSS J073749.97+462422.7,drop,faint shred or compact,
SDSS J074126.41+400659.1,drop,faint shred or compact,
WISEA J074142.12+644352.1,drop,faint shred or compact,
SDSS J074246.45+472448.7,drop,faint shred or compact,
LEDA 2486032,drop,faint shred or compact,
SDSS J074423.83+402031.7,drop,faint shred or compact,
SDSS J074859.14+434721.3,drop,faint shred or compact,
2MASX J07485257+2954211,drop,faint shred or compact,
WISEA J074850.66+295424.5,drop,faint shred or compact,
WISEA J074648.76+481321.6,drop,faint shred or compact,
WISEA J074631.69+302913.5,drop,faint shred or compact,
2MASS J07502323+3159369,drop,faint shred or compact,
SDSS J075402.43+383042.3,drop,faint shred or compact,
WISEA J075433.18+294234.5,drop,faint shred or compact,
2MASS J07545066+4542117,drop,faint shred or compact,
SDSS J075517.74+531944.3,drop,faint shred or compact,
2MASS J07570628+4059150,drop,faint shred or compact,
SDSS J075911.00+314820.8,drop,faint shred or compact,
2MASS J07591532+4538254,drop,faint shred or compact,
SDSS J080301.57+560617.2,drop,faint shred or compact,
SDSS J080300.28+350945.9,drop,faint shred or compact,
SDSS J080218.92+555409.6,drop,faint shred or compact,
WISEA J080313.46+395308.8,drop,faint shred or compact,
SDSS J080314.93+304754.7,drop,faint shred or compact,
PGC 213446,drop,faint shred or compact,
SDSS J080414.08+552334.2,drop,faint shred or compact,
2MASS J08044225+3316303,drop,faint shred or compact,
SDSS J080603.32+455059.0,drop,faint shred or compact,
SDSS J081007.94+351632.3,drop,faint shred or compact,
SDSS J081005.73+461141.8,drop,faint shred or compact,
SDSS J080937.64+413529.5,drop,faint shred or compact,
SDSS J080842.86+563532.0,drop,faint shred or compact,
WISEA J080631.32+505658.3,drop,faint shred or compact,
SDSS J081042.32+571355.0,drop,faint shred or compact,
SDSS J081045.70+465455.1,drop,faint shred or compact,
SDSS J081048.32+465434.9,drop,faint shred or compact,
SDSS J081056.60+364942.6,drop,faint shred or compact,
WISEA J081104.35+355850.9,drop,faint shred or compact,
SDSS J081247.61+540830.2,drop,faint shred or compact,
WISEA J081255.03+541430.0,drop,faint shred or compact,
2MASS J07301863+3606408,drop,faint shred or compact,
SDSS J013800.83+145857.6,drop,faint shred or compact,
WISEA J112015.95+133240.6,drop,faint shred or compact,
WISEA J121915.54+061803.9,drop,faint shred or compact,
WISEA J123355.38-104047.5,drop,faint shred or compact,
APMUKS(BJ) B122514.11+015226.2,drop,faint shred or compact,
ESO 421-IG 002 NED01,drop,faint shred or compact,
PGC 320426,drop,faint shred or compact,
LEDA 166124,drop,faint shred or compact,
2MASS J07401575+6743225,drop,faint shred or compact,
kkh 063,drop,faint shred or compact,
CGCG 191-061,drop,faint shred or compact,
WISEA J115009.48+410743.7,drop,faint shred or compact,
kkh 041,drop,faint shred or compact,
SDSS J083025.00+540801.9,drop,faint shred or compact,
SDSS J101452.43+305904.6,drop,faint shred or compact,
SDSS J101735.41+281857.1,drop,faint shred or compact,
SDSS J102225.12+384444.4,drop,faint shred or compact,
SDSS J111537.09+331318.5,drop,faint shred or compact,
SDSS J123910.44+665745.1,drop,faint shred or compact,
SDSS J124127.06+382253.1,drop,faint shred or compact,
WISEA J141429.63+391437.9,drop,faint shred or compact,
SDSS J141837.94+520420.1,drop,faint shred or compact,
SDSS J142154.94+401813.8,drop,faint shred or compact,
SDSS J142506.74+514937.4,drop,faint shred or compact,
SDSS J143253.24+312753.0,drop,faint shred or compact,
WISEA J150303.17+735436.0,drop,faint shred or compact,
WISEA J152044.19+564732.8,drop,faint shred or compact,
SDSS J152231.39+393306.0,drop,faint shred or compact,
NVSS J154007+663542,drop,faint shred or compact,
SDSS J162429.33+552101.0,drop,faint shred or compact,
SDSS J171155.41+763216.3,drop,faint shred or compact,
SDSS J095850.35+015149.0,drop,faint shred or compact,
CGCG 312-032,drop,faint shred or compact,
WISEA J075654.37+461250.2,drop,faint shred or compact,
WISEA J131817.92+565049.9,drop,faint shred or compact,
WISEA J083906.02+524407.4,drop,faint shred or compact,
2MASS J08595950+5346161,drop,faint shred or compact,
WISEA J023812.22-010249.7,drop,faint shred or compact,
WISEA J073710.90+455042.3,drop,faint shred or compact,
WISEA J073840.71+444419.3,drop,faint shred or compact,
WISEA J075935.21+501916.6,drop,faint shred or compact,
SDSS J080607.42+525701.4,drop,faint shred or compact,
WISEA J080821.86+324716.0,drop,faint shred or compact,
