# Objects to drop in the parent-building step based on VI.
#
# NB: If "region" is blank, then drop from all/both regions.
#
# NB: The comment "very poor initial positions" means the source is
# real but it just needs more work.
#
objname,region,comment
PGC 1183182,dr9-north,no Tractor source
PGC 1220595,dr9-north,no Tractor source
PGC 1220969,dr9-north,no Tractor source
PGC 1221192,dr9-north,no Tractor source
PGC 1181309,dr9-north,no Tractor source
PGC 1188926,dr9-north,no Tractor source
PGC 1196206,dr9-north,no Tractor source
GALEXASC J223613.86+335824.1,dr9-north,no Tractor source
DESI J341.4172+29.7922,dr9-north,no Tractor source
CGCG 495-040,dr9-north,no Tractor source
WISEA J225424.77+292237.9,dr9-north,no Tractor source
DESI J348.3759+29.6304,dr9-north,no Tractor source
DESI J348.3809+29.5066,dr9-north,no Tractor source
DESI J348.3945+29.6347,dr9-north,no Tractor source
DESI J348.4320+29.6730,dr9-north,no Tractor source
DESI J348.5284+29.0771,dr9-north,no Tractor source
DESI J348.5788+29.0736,dr9-north,no Tractor source
WISEA J231526.00+290838.6,dr9-north,no Tractor source
DESI J348.9242+29.5541,dr9-north,no Tractor source
DESI J348.9741+29.3033,dr9-north,no Tractor source
DESI J348.9955+29.5639,dr9-north,no Tractor source
DESI J349.0743+29.5444,dr9-north,no Tractor source
DESI J349.5894+29.6649,dr9-north,no Tractor source
WISEA J231856.69-022953.5,dr9-north,no Tractor source
DESI J349.7318+28.9077,dr9-north,no Tractor source
DESI J349.7994+29.9268,dr9-north,no Tractor source
DESI J349.9180+29.7812,dr9-north,no Tractor source
PGC 1198761,dr9-north,no Tractor source
PGC 1106217,dr9-north,no Tractor source
DESI J350.5259+29.4836,dr9-north,no Tractor source
PGC 1110548,dr9-north,no Tractor source
DESI J351.5981+01.2500,dr9-north,no Tractor source
PGC 1126719,dr9-north,no Tractor source
WISEA J232800.36-022655.0,dr9-north,no Tractor source
WISEA J232817.61-022655.7,dr9-north,no Tractor source
PGC 1133854,dr9-north,no Tractor source
PGC 1109114,dr9-north,no Tractor source
SDSS J233005.49+004332.3,dr9-north,no Tractor source
PGC 1103981,dr9-north,no Tractor source
WISEA J233044.14-000920.9,dr9-north,no Tractor source
SDSS J233241.67+001343.4,dr9-north,no Tractor source
PGC 1233941,dr9-north,no Tractor source
DESI J353.3711+29.1981,dr9-north,no Tractor source
DESI J353.4139+29.0450,dr9-north,no Tractor source
PGC 1168969,dr9-north,no Tractor source
DESI J353.8178+29.0905,dr9-north,no Tractor source
DESI J353.8424+29.2368,dr9-north,no Tractor source
WISEA J233541.73-023119.0,dr9-north,no Tractor source
DESI J353.9641+29.2167,dr9-north,no Tractor source
LSBC F894-02,dr9-north,no Tractor source
WISEA J233909.24-023116.0,dr9-north,no Tractor source
SDSS J234023.08-000934.4,dr9-north,no Tractor source
PGC 1175612,dr9-north,no Tractor source
PGC 1226660,dr9-north,no Tractor source
PGC 1225016,dr9-north,no Tractor source
PGC 1113182,dr9-north,no Tractor source
WISEA J234407.29+024550.4,dr9-north,no Tractor source
SMDG J2344266+004652,dr9-north,no Tractor source
SDSS J234623.49+004500.4,dr9-north,no Tractor source
PGC 1116616,dr9-north,no Tractor source
PGC 1116670,dr9-north,no Tractor source
DESI J358.3698+00.5951,dr9-north,no Tractor source
DESI J359.2029+00.7213,dr9-north,no Tractor source
DESI J359.2590+01.4465,dr9-north,no Tractor source
2MFGC 18001,dr9-north,no Tractor source
PGC 636605,dr11-south,no Tractor source
PGC 619609,dr11-south,no Tractor source
2MASX J00202490+2152336,dr11-south,no Tractor source
WISEA J002933.18-140019.5,dr11-south,no Tractor source
2dFGRS S557Z102,dr11-south,no Tractor source
SARS 009.03298-25.52848,dr11-south,no Tractor source
WISEA J011003.15+135841.4,dr11-south,no Tractor source
2MASS J01100297+1358303,dr11-south,no Tractor source
WISEA J011344.02-313112.3,dr11-south,no Tractor source
WISEA J011520.24-740421.0,dr11-south,no Tractor source
2MASX J01171015+1615024,dr11-south,no Tractor source
2dFGRS S505Z015,dr11-south,no Tractor source
WISEA J011803.67-363832.3,dr11-south,no Tractor source
WISEA J012141.06+200533.6,dr11-south,no Tractor source
WISEA J012141.68+200602.6,dr11-south,no Tractor source
WISEA J012141.44+200538.9,dr11-south,no Tractor source
WISEA J012455.75-683734.9,dr11-south,no Tractor source
WISEA J012448.60-683659.2,dr11-south,no Tractor source
WISEA J013925.11-790705.7,dr11-south,no Tractor source
PGC 498592,dr11-south,no Tractor source
WISEA J014341.91+340418.2,dr11-south,no Tractor source
2dFGRS S154Z229,dr11-south,no Tractor source
2MASS J02221146-2933270,dr11-south,no Tractor source
PGC 778624,dr11-south,no Tractor source
KUG 0216+358,dr11-south,no Tractor source
IRAS 02199-4909,dr11-south,no Tractor source
2dFGRS S389Z062,dr11-south,no Tractor source
IRAS F02364-3410,dr11-south,no Tractor source
IRAS F02391-3522,dr11-south,no Tractor source
PGC 423004,dr11-south,no Tractor source
2MASX J02501835+1615304,dr11-south,no Tractor source
WISEA J030039.29+155628.8,dr11-south,no Tractor source
LCRS B030418.0-385827,dr11-south,no Tractor source
2MASX J03124775+1853350,dr11-south,no Tractor source
WISEA J031352.98+150936.4,dr11-south,no Tractor source
AM 0324-362,dr11-south,no Tractor source
LEDA 751699,dr11-south,no Tractor source
WISEA J034334.46-533323.3,dr11-south,no Tractor source
WISEA J033704.16+182221.9,dr11-south,no Tractor source
PGC074912,dr11-south,no Tractor source
SDSS J034501.29-060219.2,dr11-south,no Tractor source
WISEA J035010.01+230325.7,dr11-south,no Tractor source
GALEXASC J035030.32-304915.7,dr11-south,no Tractor source
UGC 02892,dr11-south,no Tractor source
PGC 905115,dr11-south,no Tractor source
2MASX J04103395-4544379,dr11-south,no Tractor source
WISEA J041127.93+170359.6,dr11-south,no Tractor source
PGC 235797,dr11-south,no Tractor source
PGC 217099,dr11-south,no Tractor source
WISEA J043050.72+072231.8,dr11-south,no Tractor source
2MFGC 03630,dr11-south,no Tractor source
WISEA J043123.21+153318.7,dr11-south,no Tractor source
ADF-S 280,dr11-south,no Tractor source
WISEA J045349.14+004102.4,dr11-south,no Tractor source
4C +00.16 NED01,dr11-south,no Tractor source
PGC 584904,dr11-south,no Tractor source
PGC 920681,dr11-south,no Tractor source
2MASS J05095797+0000316,dr11-south,no Tractor source
PGC 920625,dr11-south,no Tractor source
WISEA J050955.87-000013.9,dr11-south,no Tractor source
WISEA J051354.66+154035.4,dr11-south,no Tractor source
WISEA J051647.01+062953.9,dr11-south,no Tractor source
PGC 438108,dr11-south,no Tractor source
PGC 806167,dr11-south,no Tractor source
WISEA J055340.71-742338.2,dr11-south,no Tractor source
PGC 840897,dr11-south,no Tractor source
2MASX J05580294-6513445,dr11-south,no Tractor source
2MASS J06115209-6507488,dr11-south,no Tractor source
PGC 521208,dr11-south,no Tractor source
WISEA J062030.48-525809.9,dr11-south,no Tractor source
CGMW 1-0180,dr11-south,no Tractor source
GALEXASC J063511.41-705149.9,dr11-south,no Tractor source
2MFGC 05321,dr11-south,no Tractor source
PGC 282918,dr11-south,no Tractor source
CGCG 176-007,dr11-south,no Tractor source
WISEA J070232.02+335512.3,dr11-south,no Tractor source
WISEA J071043.66-360531.0,dr11-south,no Tractor source
2MASX J07123650-7156277,dr11-south,no Tractor source
WISEA J071233.75-715622.3,dr11-south,no Tractor source
WISEA J072458.14-504051.5,dr11-south,no Tractor source
PGC 566766,dr11-south,no Tractor source
2MASS J07410135-0157501,dr11-south,no Tractor source
WISEA J073946.51-000855.5,dr11-south,no Tractor source
WISEA J074143.09-684211.1,dr11-south,no Tractor source
WISEA J074212.23+073443.8,dr11-south,no Tractor source
SDSS J074634.52+313647.3,,no Tractor source
2MASS J07552005-0108438,dr11-south,no Tractor source
WISEA J075519.49-010847.2,dr11-south,no Tractor source
WISEA J075717.41-063109.6,dr11-south,no Tractor source
WISEA J075956.57-003447.7,dr11-south,no Tractor source
WISEA J080533.29-095633.8,dr11-south,no Tractor source
PGC 386374,dr11-south,no Tractor source
PGC 416517,dr11-south,no Tractor source
ESO 036-IG 003 NED02,dr11-south,no Tractor source
WISEA J082618.00-084741.7,dr11-south,no Tractor source
PGC 855757,dr11-south,no Tractor source
WISEA J082727.30+004944.0,dr11-south,no Tractor source
WISEA J082905.67-094454.9,dr11-south,no Tractor source
WISEA J083751.85-565921.5,dr11-south,no Tractor source
PGC 870351,dr11-south,no Tractor source
SDSS J084028.29+210655.7,dr11-south,no Tractor source
PGC 844088,dr11-south,no Tractor source
PGC 884900,dr11-south,no Tractor source
WISEA J091951.72-672343.5,dr11-south,no Tractor source
PGC 268970,dr11-south,no Tractor source
2MASX J09225606-2543287,dr11-south,no Tractor source
MCG +06-21-038,dr11-south,no Tractor source
WISEA J093454.20+114734.5,dr11-south,no Tractor source
WISEA J093455.27+114719.0,dr11-south,no Tractor source
PGC 594111,dr11-south,no Tractor source
PGC 1076375,dr11-south,no Tractor source
WISEA J100148.07-262747.7,dr11-south,no Tractor source
WISEA J100300.04-175359.6,dr11-south,no Tractor source
PGC 977635,dr11-south,no Tractor source
PGC 711343,dr11-south,no Tractor source
WISEA J101256.92-002801.4,dr11-south,no Tractor source
WISEA J103234.04-261304.0,dr11-south,no Tractor source
PGC 257445,dr11-south,no Tractor source
SDSS J110104.47+164537.4,dr11-south,no Tractor source
WISEA J110233.01-492337.7,dr11-south,no Tractor source
AM 1105-700 NED01,dr11-south,no Tractor source
WISEA J112733.09-711418.9,dr11-south,no Tractor source
LCRS B113629.2-112523,dr11-south,no Tractor source
WISEA J113931.18-312448.9,dr11-south,no Tractor source
2MASS J11404370+2225516,dr11-south,no Tractor source
SDSS J114211.79+001956.5,dr11-south,no Tractor source
WISEA J114536.80-181920.7,dr11-south,no Tractor source
WISEA J115102.55-141538.1,dr11-south,no Tractor source
SDSS J115457.93+261159.6,dr11-south,no Tractor source
WISEA J120225.51-501846.9,dr11-south,no Tractor source
2MASS J12060375+2036202,dr11-south,no Tractor source
WISEA J120849.80-153227.6,dr11-south,no Tractor source
WISEA J121853.88-511945.4,dr11-south,no Tractor source
2MASX J12282110-3041449,dr11-south,no Tractor source
PGC 714123,dr11-south,no Tractor source
WISEA J122821.10-304144.7,dr11-south,no Tractor source
2MASX J12435342-3223453,dr11-south,no Tractor source
2MASS J12445749-5146131,dr11-south,no Tractor source
PGC 158151,dr11-south,no Tractor source
SDSS J125214.45+292548.2,dr11-south,no Tractor source
LCRS B125203.7-122009,dr11-south,no Tractor source
PGC 251861,dr11-south,no Tractor source
WISEA J130640.97-093420.4,dr11-south,no Tractor source
PGC 653842,dr11-south,no Tractor source
PGC 989357,dr11-south,no Tractor source
2MASS J13152591-0240284,dr11-south,no Tractor source
2MASX J13285553-2756191,dr11-south,no Tractor source
WISEA J133049.42-293534.1,dr11-south,no Tractor source
VIII Zw 319 NOTES03,dr11-south,no Tractor source
IRAS 13438-0037,dr11-south,no Tractor source
PGC1554082,dr11-south,no Tractor source
2MASS J14033440-0208002,dr11-south,no Tractor source
PGC 219753,dr11-south,no Tractor source
WISEA J142127.80-372258.3,dr11-south,no Tractor source
PGC 604681,dr11-south,no Tractor source
WISEA J144135.88+243218.1,dr11-south,no Tractor source
SDSS J144355.81+013616.9,dr11-south,no Tractor source
WISEA J144947.15+283656.3,dr11-south,no Tractor source
WISEA J151257.06-390757.9,dr11-south,no Tractor source
WISEA J151445.70-453238.5,dr11-south,no Tractor source
PGC 523308,dr11-south,no Tractor source
WISEA J152010.95-404714.1,dr11-south,no Tractor source
WISEA J153511.24+340242.3,dr11-south,no Tractor source
SDSS J155026.46+231655.3,dr11-south,no Tractor source
2MASX J15582968-2513296,dr11-south,no Tractor source
2MASX J16055093-2044256,dr11-south,no Tractor source
WISEA J161709.78-341311.7,dr11-south,no Tractor source
WISEA J161722.37-322845.5,dr11-south,no Tractor source
WKK 6722,dr11-south,no Tractor source
WISEA J162955.07-182116.9,dr11-south,no Tractor source
IRAS 16295-2950,dr11-south,no Tractor source
WISEA J163958.43+082659.1,dr11-south,no Tractor source
2MASX J16401233+1228304,dr11-south,no Tractor source
LCSB S2269N,dr11-south,no Tractor source
WISEA J164452.76+060511.8,dr11-south,no Tractor source
2MASS J16521779-7130108,dr11-south,no Tractor source
WKK 7654,dr11-south,no Tractor source
PGC 1231618,dr11-south,no Tractor source
WISEA J165605.11+340300.2,dr11-south,no Tractor source
PGC 370929,dr11-south,no Tractor source
WKK 7900,dr11-south,no Tractor source
WKK 7899,dr11-south,no Tractor source
2MASX J17114506+2826151,dr11-south,no Tractor source
PGC 907212,dr11-south,no Tractor source
PGC 1233952,dr11-south,no Tractor source
WISEA J174316.89+023902.0,dr11-south,no Tractor source
WISEA J175506.17+095600.8,dr11-south,no Tractor source
WISEA J175640.47+104932.5,dr11-south,no Tractor source
UGC 11067,dr11-south,no Tractor source
GALEXASC J180150.90+074047.6,dr11-south,no Tractor source
2MASX J18034854+0721574,dr11-south,no Tractor source
WISEA J180430.97+100321.7,dr11-south,no Tractor source
2MASS J18075280+3211294,dr11-south,no Tractor source
WISEA J180753.46+321138.3,dr11-south,no Tractor source
WISEA J181125.53+051904.2,dr11-south,no Tractor source
CGMW 5-03507,dr11-south,no Tractor source
CGMW 5-03501,dr11-south,no Tractor source
2MASX J18253301+1748173,dr11-south,no Tractor source
WISEA J182534.17+174804.8,dr11-south,no Tractor source
PGC 369503,dr11-south,no Tractor source
CGMW 4-2539,dr11-south,no Tractor source
ESO 103-IG 044 NED02,dr11-south,no Tractor source
WISEA J184156.66-640705.0,dr11-south,no Tractor source
WISEA J184200.46+203856.7,dr11-south,no Tractor source
WISEA J184608.80-655739.0,dr11-south,no Tractor source
2MASS J18461210-6550262,dr11-south,no Tractor source
WISEA J184610.13-655029.1,dr11-south,no Tractor source
WISEA J184610.19-655046.1,dr11-south,no Tractor source
WISEA J184611.97-655035.4,dr11-south,no Tractor source
LEDA 392421,dr11-south,no Tractor source
WISEA J185824.40-673314.6,dr11-south,no Tractor source
WISEA J191601.11-221034.9,dr11-south,no Tractor source
PGC 664237,dr11-south,no Tractor source
WISEA J193147.16-364837.6,dr11-south,no Tractor source
2MASX J19314836-3648217,dr11-south,no Tractor source
2MASX J19524964-2815468,dr11-south,no Tractor source
WISEA J195842.24-362745.4,dr11-south,no Tractor source
PGC 867964,dr11-south,no Tractor source
PGC 063919,dr11-south,no Tractor source
PGC 900033,dr11-south,no Tractor source
PGC 1210576,dr11-south,no Tractor source
2MASS J20344924+0155066,dr11-south,no Tractor source
WISEA J203448.98+015455.1,dr11-south,no Tractor source
PGC 1312845,dr11-south,no Tractor source
PGC 629339,dr11-south,no Tractor source
GALEXASC J203738.04-371004.9,dr11-south,no Tractor source
2MASX J20463805-5304152,dr11-south,no Tractor source
IRAS 20476-3105,dr11-south,no Tractor source
PGC 834612,dr11-south,no Tractor source
PGC 834615,dr11-south,no Tractor source
2dFGRS S861Z659,dr11-south,no Tractor source
PGC 1637656,dr11-south,no Tractor source
2MASS J21151417+0211448,dr11-south,no Tractor source
2MASX J21293986-4153108,dr11-south,no Tractor source
2MASS J21165191-3624076,dr11-south,no Tractor source
2MASX J21205936-5110258,dr11-south,no Tractor source
2MASS J21254686-3404349,dr11-south,no Tractor source
SARS 320.70736-34.92418,dr11-south,no Tractor source
WISEA J214340.47-435054.5,dr11-south,no Tractor source
WISEA J215903.83-042231.8,dr11-south,no Tractor source
PGC 238485,dr11-south,no Tractor source
2dFGRS S408Z175,dr11-south,no Tractor source
WISEA J220638.42-563246.9,dr11-south,no Tractor source
PGC 1067416,dr11-south,no Tractor source
WISEA J221338.19-222925.4,dr11-south,no Tractor source
WISEA J221338.45-222937.1,dr11-south,no Tractor source
2MASX J22133820-2229251,dr11-south,no Tractor source
2dFGRS S589Z348,dr11-south,no Tractor source
2MASX J22185011-0143382,dr11-south,no Tractor source
WISEA J222103.09-320257.4,dr11-south,no Tractor source
PGC 483664,dr11-south,no Tractor source
SDSS J223040.87+135845.7,dr11-south,no Tractor source
PGC 249237,dr11-south,no Tractor source
WISEA J223602.35+162930.9,dr11-south,no Tractor source
2dFGRS S184Z015,dr11-south,no Tractor source
PGC 236558,dr11-south,no Tractor source
APMBGC 076-113-015,dr11-south,no Tractor source
GALEXASC J231249.20-290612.0,dr11-south,no Tractor source
2MASX J23150265+2402060,dr11-south,no Tractor source
2MASX J23151735-6713269,dr11-south,no Tractor source
PGC 351706,dr11-south,no Tractor source
RK 108,dr11-south,no Tractor source
2dFGRS S545Z032,dr11-south,no Tractor source
2MASX J11214338+2054183,dr11-south,asterism
PGC881165,dr11-south,shred
SDSS J024710.83-010233.2,,shred
2MASS J02032928-0404346,,
SDSSJ155929.21+201253.5,,
WISEA J000143.72-334616.7,,
PGC2238689,,
WISEA J065005.45+441122.2,,
2MASS J15165707+0853182,,
SDSS J151657.56+085331.0,,
SDSS J095554.54+195757.1,,
SDSS J080448.82+473414.9,,
WISEA J120916.51+245749.3,,
DESI J035.3612-38.8011,,
DESI J000.2449-25.0141,,
DESI J000.8100+02.1560,,
WISEA J000340.70+102045.6,,
DESI J000.2308+27.7646,,
ABELL 2104_03:[PSE2006] 1132,,
LEDA 089098,,
APMUKS(BJ) B203835.19-352653.7,,
2MASX J22173673-3542473,,
WISEA J203440.27-340313.8,,
WISEA J203442.31-340425.3,,
[GSB2009] J201451.45-243028.1,,
WISEA J163248.87+053441.1,,
WISEA J154016.84+175247.6,,
APMBGC 419-047+019,,
SDSS J073848.53+164747.5,,
2MASS J07382195-4228423,,
2MASS J07364187+0050230,,
2MASS J07364228+0050118,,
WISEA J073704.06+174409.4,,
WISEA J073632.52+185312.0,,
WISEA J073632.11+185314.1,,
SDSS J073601.77+184340.8,,
WISEA J073609.79-704157.7,,
WISEA J073533.81+151415.7,,
VCC 1482,,star
