# Objects to drop in the parent-building step based on VI.
#
# NB: If "region" is blank, then drop from all/both regions.
#
# NB: The comment "very poor initial positions" means the source is
# real but it just needs more work.
#
objname,region,comment
WISEA J115816.06+294906.3,dr9-north,no Tractor source
WISEA J115851.89+311921.2,dr9-north,no Tractor source
SDSS J120001.64+540731.4,dr9-north,no Tractor source
SDSS J120201.44+432353.6,dr9-north,no Tractor source
SDSS J120431.74+482801.7,dr9-north,no Tractor source
SDSS J120518.61+393349.4,dr9-north,no Tractor source
SDSS J120526.93+512011.0,dr9-north,no Tractor source
SDSS J120550.52+351049.1,dr9-north,no Tractor source
2MASX J12091771+7113061,dr9-north,no Tractor source
WISEA J120957.63+293831.8,dr9-north,no Tractor source
PGC 1930437,dr9-north,no Tractor source
SDSS J121045.31+364809.8,dr9-north,no Tractor source
DESI J182.7295+77.5655,dr9-north,no Tractor source
SDSS J121056.74+464309.4,dr9-north,no Tractor source
PGC 2617629,dr9-north,no Tractor source
SMDG J1213249+311057,dr9-north,no Tractor source
SMDG J1214429+291508,dr9-north,no Tractor source
SDSS J121536.77+333145.3,dr9-north,no Tractor source
SDSS J121549.42+294759.0,dr9-north,no Tractor source
SDSS J121629.68+331100.5,dr9-north,no Tractor source
PGC 2291779,dr9-north,no Tractor source
SDSS J121805.34+301724.6,dr9-north,no Tractor source
PGC 2327268,dr9-north,no Tractor source
SDSS J121912.32+352955.2,dr9-north,no Tractor source
WISEA J122025.14+303116.5,dr9-north,no Tractor source
WISEA J122143.58+554840.0,dr9-north,no Tractor source
MAILYAN 069,dr9-north,no Tractor source
SDSS J122256.87+674544.3,dr9-north,no Tractor source
WISEA J122345.77+341419.3,dr9-north,no Tractor source
2MFGC 09754,dr9-north,no Tractor source
WISEA J122456.81+295729.5,dr9-north,no Tractor source
SDSS J122517.54+393639.8,dr9-north,no Tractor source
SDSS J122521.00+400334.0,dr9-north,no Tractor source
SDSS J122731.21+474523.0,dr9-north,no Tractor source
PGC 1978860,dr9-north,no Tractor source
SMDG J1228553+300223,dr9-north,no Tractor source
SDSS J122916.91+633241.6,dr9-north,no Tractor source
DESI J187.6257+58.4357,dr9-north,no Tractor source
SDSS J123606.35+480255.2,dr9-north,no Tractor source
SDSS J123651.99+612119.3,dr9-north,no Tractor source
DESI J189.7156+79.3260,dr9-north,no Tractor source
dw1239+3251,dr9-north,no Tractor source
SDSS J123937.53+440940.4,dr9-north,no Tractor source
2MASX J12394922+3209053,dr9-north,no Tractor source
PGC 2292081,dr9-north,no Tractor source
SDSS J124321.68+404216.6,dr9-north,no Tractor source
2MASX J12450856+4518091,dr9-north,no Tractor source
2MASX J12462383+5040237,dr9-north,no Tractor source
SDSS J124718.72+412750.6,dr9-north,no Tractor source
PGC2270039,dr9-north,no Tractor source
MAILYAN 079B,dr9-north,no Tractor source
SDSS J125056.48+401108.3,dr9-north,no Tractor source
WISEA J125507.39+303045.8,dr9-north,no Tractor source
WISEA J125515.47+651807.3,dr9-north,no Tractor source
DESI J193.8463+38.3072,dr9-north,no Tractor source
SDSS J125613.18+402632.6,dr9-north,no Tractor source
WISEA J125714.30+311135.5,dr9-north,no Tractor source
SDSS J125823.92+334411.2,dr9-north,no Tractor source
2MASS J12583822+3716451,dr9-north,no Tractor source
VII Zw 492,dr9-north,no Tractor source
WISEA J130047.27+294537.0,dr9-north,no Tractor source
2MASX J13011967+6030533,dr9-north,no Tractor source
SDSS J130204.76+375850.6,dr9-north,no Tractor source
SDSSJ130222.63+315753.3,dr9-north,no Tractor source
PGC 1995497,dr9-north,no Tractor source
PGC2688976,dr9-north,no Tractor source
SDSS J130317.77+635001.1,dr9-north,no Tractor source
2MASS J13052920+3708100,dr9-north,no Tractor source
CGCG 160-136,dr9-north,no Tractor source
CS 1290,dr9-north,no Tractor source
WISEA J130820.25+294403.6,dr9-north,no Tractor source
SDSS J130829.89+495301.7,dr9-north,no Tractor source
SDSS J130833.92+292051.2,dr9-north,no Tractor source
ECO 01226,dr9-north,no Tractor source
SDSS J131212.22+570122.7,dr9-north,no Tractor source
SMDG J1313152+362730,dr9-north,no Tractor source
WISEA J131543.22+304512.8,dr9-north,no Tractor source
2MASX J13160992+7751213,dr9-north,no Tractor source
NGC 5057,dr9-north,no Tractor source
SDSS J131726.64+445645.3,dr9-north,no Tractor source
SMDG J1317434+411951,dr9-north,no Tractor source
PGC 1889332,dr9-north,no Tractor source
SDSS J131924.35+555113.9,dr9-north,no Tractor source
PGC 2234230,dr9-north,no Tractor source
2MFGC 10661,dr9-north,no Tractor source
SDSS J131953.86+313901.5,dr9-north,no Tractor source
SMDG J1320091+330714,dr9-north,no Tractor source
DESI J200.0587+33.0648,dr9-north,no Tractor source
DESI J200.1280+54.7228,dr9-north,no Tractor source
SDSS J132040.20+453408.7,dr9-north,no Tractor source
PGC 2226217,dr9-north,no Tractor source
SDSS J132455.80+533858.7,dr9-north,no Tractor source
PGC 2062288,dr9-north,no Tractor source
SDSS J132524.03+403047.7,dr9-north,no Tractor source
PGC 2144958,dr9-north,no Tractor source
DESI J202.2981+47.3465,dr9-north,no Tractor source
SDSS J132915.01+432216.3,dr9-north,no Tractor source
DESI J202.3803+47.0148,dr9-north,no Tractor source
WISEA J132940.39+294058.3,dr9-north,no Tractor source
DESI J202.5248+47.0281,dr9-north,no Tractor source
PGC 2241129,dr9-north,no Tractor source
DESI J202.6127+47.3370,dr9-north,no Tractor source
DESI J202.6732+47.1878,dr9-north,no Tractor source
WISEA J133301.58+581816.9,dr9-north,no Tractor source
PGC 2026792,dr9-north,no Tractor source
PGC2595070,dr9-north,no Tractor source
WISEA J133628.58+293044.8,dr9-north,no Tractor source
KUG 1334+296,dr9-north,no Tractor source
WISEA J133629.98+295546.6,dr9-north,no Tractor source
SDSS J133636.11+432230.6,dr9-north,no Tractor source
WISEA J133643.18+294452.8,dr9-north,no Tractor source
PGC 2001036,dr9-north,no Tractor source
SDSS J133721.99+530640.6,dr9-north,no Tractor source
DESI J204.3994+36.2077,dr9-north,no Tractor source
WISEA J133830.56+301617.3,dr9-north,no Tractor source
WISEA J133838.27+571844.3,dr9-north,no Tractor source
UGC 08653,dr9-north,no Tractor source
PGC 2347963,dr9-north,no Tractor source
PGC 2096813,dr9-north,no Tractor source
SMDG J1342047+295238,dr9-north,no Tractor source
WISEA J134234.83+301603.2,dr9-north,no Tractor source
WISEA J134301.26+294533.1,dr9-north,no Tractor source
WISEA J134332.19+292500.5,dr9-north,no Tractor source
2MASX J13433319+3016003,dr9-north,no Tractor source
WISEA J134401.08+553411.3,dr9-north,no Tractor source
MAPS-NGP O_324_0342384,dr9-north,no Tractor source
2MASX J13460531+5552369,dr9-north,no Tractor source
WISEA J134651.23+485921.1,dr9-north,no Tractor source
WISEA J134722.57+424740.8,dr9-north,no Tractor source
SDSS J134939.33+434408.3,dr9-north,no Tractor source
WISEA J135151.19+300029.0,dr9-north,no Tractor source
DESI J208.5193+78.4242,dr9-north,no Tractor source
WISEA J135437.64+311401.2,dr9-north,no Tractor source
WISEA J135536.88+311337.2,dr9-north,no Tractor source
WISEA J135905.81+294402.6,dr9-north,no Tractor source
SDSS J140126.28+303511.7,dr9-north,no Tractor source
SDSS J140150.32+304127.7,dr9-north,no Tractor source
WISEA J140227.02+304414.5,dr9-north,no Tractor source
WISEA J140230.15+292209.5,dr9-north,no Tractor source
SDSS J140400.73+575045.9,dr9-north,no Tractor source
CGCG 162-059,dr9-north,no Tractor source
2MASX J14062518+6354361,dr9-north,no Tractor source
SDSS J140743.92+585431.2,dr9-north,no Tractor source
2MASX J14075111+4923222,dr9-north,no Tractor source
DESI J212.2893+30.7616,dr9-north,no Tractor source
SDSS J140907.23+431522.4,dr9-north,no Tractor source
PGC 2083041,dr9-north,no Tractor source
PGC 1987504,dr9-north,no Tractor source
SDSS J141457.83+463053.3,dr9-north,no Tractor source
MAPS-NGP O_326_0525397,dr9-north,no Tractor source
SDSS J141537.84+362222.0,dr9-north,no Tractor source
SDSS J141552.36+520302.4,dr9-north,no Tractor source
WISEA J141633.15+374504.3,dr9-north,no Tractor source
SDSS J141629.36+521750.5,dr9-north,no Tractor source
WISEA J141822.19+634652.5,dr9-north,no Tractor source
PGC 2155596,dr9-north,no Tractor source
SDSS J142035.74+530837.0,dr9-north,no Tractor source
SDSS J142037.08+530840.9,dr9-north,no Tractor source
PGC 2037340,dr9-north,no Tractor source
SDSS J142244.60+520707.6,dr9-north,no Tractor source
SDSS J142314.21+484336.2,dr9-north,no Tractor source
SDSS J142515.05+485745.5,dr9-north,no Tractor source
SDSS J142531.65+351103.1,dr9-north,no Tractor source
PGC 2136711,dr9-north,no Tractor source
WISEA J142639.34+345533.3,dr9-north,no Tractor source
SDSS J142744.41+331220.2,dr9-north,no Tractor source
PGC 2067002,dr9-north,no Tractor source
PGC 2456575,dr9-north,no Tractor source
WISEA J142906.89+291419.5,dr9-north,no Tractor source
WISEA J143006.43+304525.2,dr9-north,no Tractor source
PGC 1963406,dr9-north,no Tractor source
SDSSCGB 72520.03,dr9-north,no Tractor source
SDSS J143123.18+631057.1,dr9-north,no Tractor source
FGC 205A,dr9-north,no Tractor source
WISEA J143528.71+301331.0,dr9-north,no Tractor source
PGC 1919050,dr9-north,no Tractor source
WISEA J144039.81+311834.4,dr9-north,no Tractor source
PGC 2187093,dr9-north,no Tractor source
WISEA J144051.96+331307.9,dr9-north,no Tractor source
2MASX J14410437+5320088,dr9-north,no Tractor source
WISEA J144230.73+294522.3,dr9-north,no Tractor source
WISEA J144237.02+294443.5,dr9-north,no Tractor source
WISEA J144404.97+304426.5,dr9-north,no Tractor source
PGC 2032146,dr9-north,no Tractor source
PGC 1955929,dr9-north,no Tractor source
PGC 2013667,dr9-north,no Tractor source
WISEA J144724.77+353945.1,dr9-north,no Tractor source
PGC 1907261,dr9-north,no Tractor source
SDSS J144735.23+312015.4,dr9-north,no Tractor source
WISEA J144759.68+294525.4,dr9-north,no Tractor source
WISEA J144835.31+304034.3,dr9-north,no Tractor source
WISEA J144903.14+460650.1,dr9-north,no Tractor source
PGC 2174406,dr9-north,no Tractor source
PGC 2199035,dr9-north,no Tractor source
SDSS J145721.07+465741.5,dr9-north,no Tractor source
SDSS J145719.80+465740.5,dr9-north,no Tractor source
PGC 1907918,dr9-north,no Tractor source
SDSS J145928.13+450204.4,dr9-north,no Tractor source
DESI J224.8885+53.8057,dr9-north,no Tractor source
WISEA J150157.03+311849.6,dr9-north,no Tractor source
SDSS J150209.30+310803.8,dr9-north,no Tractor source
WISEA J150332.10+295023.8,dr9-north,no Tractor source
PGC 2720360,dr9-north,no Tractor source
PGC 1918041,dr9-north,no Tractor source
[KK98] 236,dr9-north,no Tractor source
PGC 2276779,dr9-north,no Tractor source
SDSS J150602.03+601830.3,dr9-north,no Tractor source
PGC 1865297,dr9-north,no Tractor source
2MASX J15073888+6551399,dr9-north,no Tractor source
2MASX J15080535+5315438,dr9-north,no Tractor source
SDSS J150848.36+294526.1,dr9-north,no Tractor source
PGC 2709416,dr9-north,no Tractor source
PGC 1913613,dr9-north,no Tractor source
DESI J227.3247+69.7061,dr9-north,no Tractor source
SDSS J150955.77+445932.7,dr9-north,no Tractor source
DESI J227.5542+67.8180,dr9-north,no Tractor source
PGC 2037819,dr9-north,no Tractor source
CGCG 165-029,dr9-north,no Tractor source
WISEA J151217.67+305355.3,dr9-north,no Tractor source
WISEA J151446.11+294415.0,dr9-north,no Tractor source
WISEA J151545.37+662604.4,dr9-north,no Tractor source
SDSS J151943.35+483954.9,dr9-north,no Tractor source
MAPS-NGP O_328_0045098,dr9-north,no Tractor source
2MASX J15213123+3045334,dr9-north,no Tractor source
2MASX J15213651+2944359,dr9-north,no Tractor source
ABELL 2061:KYDISC 00032,dr9-north,no Tractor source
PGC1 2801022 NED001,dr9-north,no Tractor source
PGC 2051929,dr9-north,no Tractor source
SDSS J152221.29+330416.4,dr9-north,no Tractor source
PGC 1907667,dr9-north,no Tractor source
SDSS J152249.51+321440.0,dr9-north,no Tractor source
FGC 226A,dr9-north,no Tractor source
WISEA J152328.13+353933.7,dr9-north,no Tractor source
2MASS J15240294+2957380,dr9-north,no Tractor source
PGC 2033442,dr9-north,no Tractor source
SMDG J1524411+293745,dr9-north,no Tractor source
2MASS J15244833+2934255,dr9-north,no Tractor source
WISEA J152553.67+311705.9,dr9-north,no Tractor source
WISEA J152553.39+311713.3,dr9-north,no Tractor source
PGC 2399038,dr9-north,no Tractor source
PGC 1936054,dr9-north,no Tractor source
WISEA J152758.46+294522.8,dr9-north,no Tractor source
PGC 2173848,dr9-north,no Tractor source
WISEA J153115.37+304949.6,dr9-north,no Tractor source
SDSS J153348.42+310939.3,dr9-north,no Tractor source
WISEA J153612.21+305802.1,dr9-north,no Tractor source
KHG 1-C07,dr9-north,no Tractor source
SDSS J153700.05+514002.9,dr9-north,no Tractor source
PGC 2486280,dr9-north,no Tractor source
CGCG 166-023,dr9-north,no Tractor source
PGC 2260375,dr9-north,no Tractor source
SDSS J153936.18+455846.6,dr9-north,no Tractor source
2MASX J15400872+7153417,dr9-north,no Tractor source
SDSS J154016.88+430025.8,dr9-north,no Tractor source
WISEA J154026.31+312817.7,dr9-north,no Tractor source
2MASX J15411484+4351159,dr9-north,no Tractor source
WISEA J154121.48+302909.2,dr9-north,no Tractor source
PGC 2416284,dr9-north,no Tractor source
PGC 2178655,dr9-north,no Tractor source
PGC 2566517,dr9-north,no Tractor source
SDSS J154444.04+355746.0,dr9-north,no Tractor source
SDSS J154448.92+360838.0,dr9-north,no Tractor source
SDSS J154512.28+361553.1,dr9-north,no Tractor source
WISEA J154624.64+304720.4,dr9-north,no Tractor source
PGC 2444843,dr9-north,no Tractor source
2MASX J15463538+4830212,dr9-north,no Tractor source
PGC 2114104,dr9-north,no Tractor source
PGC 2157194,dr9-north,no Tractor source
PGC 2135986,dr9-north,no Tractor source
PGC 2304092,dr9-north,no Tractor source
PGC 2116047,dr9-north,no Tractor source
PGC 2097727,dr9-north,no Tractor source
SDSS J155041.74+553631.3,dr9-north,no Tractor source
PGC 2065421,dr9-north,no Tractor source
PGC 2065456,dr9-north,no Tractor source
PGC 2377750,dr9-north,no Tractor source
SDSS J155301.07+551704.8,dr9-north,no Tractor source
WISEA J155329.54+301820.4,dr9-north,no Tractor source
PGC 1975882,dr9-north,no Tractor source
SDSS J155508.07+612935.6,dr9-north,no Tractor source
PGC 1908557,dr9-north,no Tractor source
PGC 1901178,dr9-north,no Tractor source
PGC 1966038,dr9-north,no Tractor source
PGC 1942451,dr9-north,no Tractor source
PGC 1942434,dr9-north,no Tractor source
DESI J239.1532+73.2241,dr9-north,no Tractor source
2MASX J15583103+3557086,dr9-north,no Tractor source
PGC 1943587,dr9-north,no Tractor source
WISEA J155903.02+314552.2,dr9-north,no Tractor source
WISEA J155953.38+302710.8,dr9-north,no Tractor source
PGC 2410498,dr9-north,no Tractor source
2MASX J16014234+4714184,dr9-north,no Tractor source
FGC 236A,dr9-north,no Tractor source
PGC 2438017,dr9-north,no Tractor source
2MASX J16021314+4718399,dr9-north,no Tractor source
WISEA J160354.64+715001.5,dr9-north,no Tractor source
UGC 10175,dr9-north,no Tractor source
SDSS J160528.60+354922.5,dr9-north,no Tractor source
SDSS J160751.56+480757.5,dr9-north,no Tractor source
2MASS J16082424+4820549,dr9-north,no Tractor source
PGC 1948963,dr9-north,no Tractor source
PGC 2192048,dr9-north,no Tractor source
WISEA J160923.33+310951.7,dr9-north,no Tractor source
PGC 1950429,dr9-north,no Tractor source
PGC 2120634,dr9-north,no Tractor source
PGC 2070717,dr9-north,no Tractor source
SDSS J161042.58+534255.6,dr9-north,no Tractor source
PGC 2390026,dr9-north,no Tractor source
PGC 2077410,dr9-north,no Tractor source
PGC 2077454,dr9-north,no Tractor source
PGC 2273859,dr9-north,no Tractor source
SMDG J1612316+292448,dr9-north,no Tractor source
SDSS J161258.66+304838.6,dr9-north,no Tractor source
PGC 3097970,dr9-north,no Tractor source
PGC 3097969,dr9-north,no Tractor source
WISEA J161354.27+305323.5,dr9-north,no Tractor source
PGC 2599872,dr9-north,no Tractor source
WISEA J161407.48+304709.9,dr9-north,no Tractor source
PGC 2085041,dr9-north,no Tractor source
WISEA J161456.99+304514.5,dr9-north,no Tractor source
DESI J243.8472+73.4150,dr9-north,no Tractor source
WISEA J161534.83+305046.6,dr9-north,no Tractor source
SDSS J161548.12+382625.6,dr9-north,no Tractor source
2MASX J16155415+4033569,dr9-north,no Tractor source
WISEA J161615.12+293051.4,dr9-north,no Tractor source
PGC 2154868,dr9-north,no Tractor source
PGC 1962479,dr9-north,no Tractor source
PGC 1962533,dr9-north,no Tractor source
PGC 2346098,dr9-north,no Tractor source
PGC 2366686,dr9-north,no Tractor source
PGC 2181575,dr9-north,no Tractor source
SDSS J161710.10+570305.6,dr9-north,no Tractor source
PGC 2103747,dr9-north,no Tractor source
PGC 2125094,dr9-north,no Tractor source
PGC 2210610,dr9-north,no Tractor source
PGC 2240778,dr9-north,no Tractor source
PGC 2240744,dr9-north,no Tractor source
PGC 2171458,dr9-north,no Tractor source
PGC 2251671,dr9-north,no Tractor source
PGC 2405445,dr9-north,no Tractor source
PGC 2008364,dr9-north,no Tractor source
PGC 1960243,dr9-north,no Tractor source
PGC 2224690,dr9-north,no Tractor source
WISEA J162157.80+513512.2,dr9-north,no Tractor source
PGC 2177609,dr9-north,no Tractor source
PGC 2656853,dr9-north,no Tractor source
SDSS J162300.19+320055.7,dr9-north,no Tractor source
SDSS J162336.48+465118.1,dr9-north,no Tractor source
SDSS J162345.67+410447.9,dr9-north,no Tractor source
WISEA J162448.28+304425.9,dr9-north,no Tractor source
2MASS J16252434+2924147,dr9-north,no Tractor source
WISEA J162620.87+393314.1,dr9-north,no Tractor source
FGC 242A,dr9-north,no Tractor source
SDSS J162804.85+352327.4,dr9-north,no Tractor source
WISEA J162819.24+302859.2,dr9-north,no Tractor source
PGC 2028242,dr9-north,no Tractor source
PGC 2165355,dr9-north,no Tractor source
WISEA J162948.39+803633.4,dr9-north,no Tractor source
SDSS J162952.69+304520.0,dr9-north,no Tractor source
PGC 2177916,dr9-north,no Tractor source
PGC 2203279,dr9-north,no Tractor source
2MASX J16312768+5259289,dr9-north,no Tractor source
SDSS J163152.43+345323.9,dr9-north,no Tractor source
PGC 2070052,dr9-north,no Tractor source
DESI J247.9764+60.7852,dr9-north,no Tractor source
WISEA J163256.49+311548.8,dr9-north,no Tractor source
SDSS J163305.17+350602.3,dr9-north,no Tractor source
PGC 1983959,dr9-north,no Tractor source
WISEA J163511.32+301353.2,dr9-north,no Tractor source
WISEA J163510.08+301404.9,dr9-north,no Tractor source
2MASX J16370182+3112552,dr9-north,no Tractor source
SDSS J163739.61+332728.8,dr9-north,no Tractor source
2MASS J16380894+3044341,dr9-north,no Tractor source
PGC 1953957,dr9-north,no Tractor source
PGC 2647481,dr9-north,no Tractor source
PGC 2255493,dr9-north,no Tractor source
PGC 1983715,dr9-north,no Tractor source
PGC 1912237,dr9-north,no Tractor source
PGC 1913859,dr9-north,no Tractor source
PGC 2268737,dr9-north,no Tractor source
PGC 2240340,dr9-north,no Tractor source
PGC 2101461,dr9-north,no Tractor source
2MASX J16422626+5450086,dr9-north,no Tractor source
SDSS J164240.31+465349.0,dr9-north,no Tractor source
PGC 2089302,dr9-north,no Tractor source
2MASX J16444860+3733417,dr9-north,no Tractor source
PGC 2177509,dr9-north,no Tractor source
SDSS J164456.02+313738.0,dr9-north,no Tractor source
SDSS J164522.07+315555.0,dr9-north,no Tractor source
PGC 2373531,dr9-north,no Tractor source
PGC 2186448,dr9-north,no Tractor source
PGC 1954758,dr9-north,no Tractor source
PGC 2294016,dr9-north,no Tractor source
SDSS J164723.77+322114.7,dr9-north,no Tractor source
PGC 2266607,dr9-north,no Tractor source
PGC 1969283,dr9-north,no Tractor source
PGC 2224846,dr9-north,no Tractor source
SDSS J164843.47+393550.5,dr9-north,no Tractor source
PGC 2359270,dr9-north,no Tractor source
DESI J252.4436+45.9675,dr9-north,no Tractor source
2MASS J16495266+4312552,dr9-north,no Tractor source
PGC 1943081,dr9-north,no Tractor source
PGC 2292658,dr9-north,no Tractor source
PGC 2234607,dr9-north,no Tractor source
PGC 2382737,dr9-north,no Tractor source
PGC 2225415,dr9-north,no Tractor source
SDSS J165627.75+332946.1,dr9-north,no Tractor source
PGC 2108802,dr9-north,no Tractor source
PGC 2227819,dr9-north,no Tractor source
PGC 2156047,dr9-north,no Tractor source
PGC 2190385,dr9-north,no Tractor source
PGC 2380791,dr9-north,no Tractor source
SDSS J165858.57+380741.8,dr9-north,no Tractor source
SDSS J170141.78+422421.4,dr9-north,no Tractor source
WISEA J170159.48+354356.9,dr9-north,no Tractor source
WISEA J170201.82+315301.4,dr9-north,no Tractor source
DESI J255.5915+62.9880,dr9-north,no Tractor source
SDSS J170347.47+344336.5,dr9-north,no Tractor source
2MASS J17035461+3359246,dr9-north,no Tractor source
SDSS J170457.71+785003.8,dr9-north,no Tractor source
PGC 2315499,dr9-north,no Tractor source
SDSS J170658.37+784110.6,dr9-north,no Tractor source
SDSSJ170705.60+381420.0,dr9-north,no Tractor source
PGC 2321605,dr9-north,no Tractor source
PGC 2105856,dr9-north,no Tractor source
SDSS J171036.70+413126.2,dr9-north,no Tractor source
DESI J257.8062+49.7509,dr9-north,no Tractor source
PGC 2346274,dr9-north,no Tractor source
ABELL 2249:KYDISC 00033,dr9-north,no Tractor source
PGC 2261888,dr9-north,no Tractor source
PGC 2261849,dr9-north,no Tractor source
WISEA J171225.96+311344.1,dr9-north,no Tractor source
PGC 2263128,dr9-north,no Tractor source
2MASX J17130843+5338179,dr9-north,no Tractor source
PGC 2631357,dr9-north,no Tractor source
SMDG J1714308+453144,dr9-north,no Tractor source
SDSS J171456.15+385921.3,dr9-north,no Tractor source
PGC 1980719,dr9-north,no Tractor source
PGC 2273407,dr9-north,no Tractor source
SDSS J171538.32+312110.8,dr9-north,no Tractor source
2MASX J17153969+6446261,dr9-north,no Tractor source
PGC 2167799,dr9-north,no Tractor source
PGC 2239080,dr9-north,no Tractor source
PGC 2101438,dr9-north,no Tractor source
PGC 2363936,dr9-north,no Tractor source
PGC 2368678,dr9-north,no Tractor source
PGC 2512060,dr9-north,no Tractor source
PGC 2286685,dr9-north,no Tractor source
PGC 2267694,dr9-north,no Tractor source
PGC 2684949,dr9-north,no Tractor source
PGC 2081654,dr9-north,no Tractor source
PGC 2123408,dr9-north,no Tractor source
PGC 2346619,dr9-north,no Tractor source
PGC 2338356,dr9-north,no Tractor source
GALEXMSC J172145.41+591934.0,dr9-north,no Tractor source
PGC 2113474,dr9-north,no Tractor source
WISEA J172325.00+504952.3,dr9-north,no Tractor source
2MASX J17235000+6616557,dr9-north,no Tractor source
PGC 2313350,dr9-north,no Tractor source
PGC 2519168,dr9-north,no Tractor source
PGC 2128593,dr9-north,no Tractor source
PGC 1990648,dr9-north,no Tractor source
DESI J262.0313+31.3078,dr9-north,no Tractor source
PGC 2394604,dr9-north,no Tractor source
WISEA J172904.70+313904.0,dr9-north,no Tractor source
PGC 2298270,dr9-north,no Tractor source
PGC 1967808,dr9-north,no Tractor source
PGC 2139217,dr9-north,no Tractor source
PGC 2139273,dr9-north,no Tractor source
PGC 2234319,dr9-north,no Tractor source
PGC 2115499,dr9-north,no Tractor source
PGC 2086675,dr9-north,no Tractor source
PGC 2037248,dr9-north,no Tractor source
PGC 2025616,dr9-north,no Tractor source
PGC 2038489,dr9-north,no Tractor source
PGC 2037402,dr9-north,no Tractor source
PGC 2025105,dr9-north,no Tractor source
PGC 1985213,dr9-north,no Tractor source
PGC 2035496,dr9-north,no Tractor source
PGC 2244556,dr9-north,no Tractor source
PGC 2006326,dr9-north,no Tractor source
PGC 2012853,dr9-north,no Tractor source
SDSS J173945.37+592810.0,dr9-north,no Tractor source
PGC 2086060,dr9-north,no Tractor source
PGC 2053819,dr9-north,no Tractor source
PGC 2116681,dr9-north,no Tractor source
PGC 2112306,dr9-north,no Tractor source
WISEA J174330.17+375400.7,dr9-north,no Tractor source
PGC 2368688,dr9-north,no Tractor source
2MASS J17440835+3827425,dr9-north,no Tractor source
PGC 2394438,dr9-north,no Tractor source
PGC 1960883,dr9-north,no Tractor source
PGC 1960035,dr9-north,no Tractor source
WISEA J174505.15+374527.6,dr9-north,no Tractor source
PGC 2689432,dr9-north,no Tractor source
PGC 2059895,dr9-north,no Tractor source
PGC 2265530,dr9-north,no Tractor source
PGC 2265575,dr9-north,no Tractor source
PGC 2187720,dr9-north,no Tractor source
PGC 2055059,dr9-north,no Tractor source
PGC 2186247,dr9-north,no Tractor source
PGC 2128510,dr9-north,no Tractor source
PGC 2109954,dr9-north,no Tractor source
WISEA J174805.87+381417.8,dr9-north,no Tractor source
PGC 2116865,dr9-north,no Tractor source
PGC 2128210,dr9-north,no Tractor source
PGC 2129401,dr9-north,no Tractor source
PGC 2079252,dr9-north,no Tractor source
PGC 2455963,dr9-north,no Tractor source
PGC 2166525,dr9-north,no Tractor source
WISEA J174939.78+432832.8,dr9-north,no Tractor source
DESI J267.5266+48.4430,dr9-north,no Tractor source
PGC 2120523,dr9-north,no Tractor source
PGC 2082354,dr9-north,no Tractor source
PGC 2126713,dr9-north,no Tractor source
PGC 2190386,dr9-north,no Tractor source
PGC 1956190,dr9-north,no Tractor source
PGC 2154895,dr9-north,no Tractor source
PGC 2156796,dr9-north,no Tractor source
PGC 2124532,dr9-north,no Tractor source
PGC 2598644,dr9-north,no Tractor source
PGC 2043672,dr9-north,no Tractor source
PGC 2163363,dr9-north,no Tractor source
SDSS J175338.47+502117.1,dr9-north,no Tractor source
WISEA J175345.68+513003.1,dr9-north,no Tractor source
2MASX J17535327+5130041,dr9-north,no Tractor source
PGC 2017765,dr9-north,no Tractor source
PGC 2027199,dr9-north,no Tractor source
PGC 2150464,dr9-north,no Tractor source
PGC 2163126,dr9-north,no Tractor source
FGC 2169,dr9-north,no Tractor source
PGC 2278808,dr9-north,no Tractor source
WISEA J175455.60+382752.1,dr9-north,no Tractor source
PGC 2011165,dr9-north,no Tractor source
PGC 2178605,dr9-north,no Tractor source
PGC 2214192,dr9-north,no Tractor source
PGC 2663627,dr9-north,no Tractor source
PGC 2264599,dr9-north,no Tractor source
PGC 2728085,dr9-north,no Tractor source
PGC 2025499,dr9-north,no Tractor source
PGC 2381806,dr9-north,no Tractor source
PGC 2014972,dr9-north,no Tractor source
PGC 2255168,dr9-north,no Tractor source
PGC 2122676,dr9-north,no Tractor source
PGC 2229919,dr9-north,no Tractor source
2MASX J17593220+4525569,dr9-north,no Tractor source
PGC 2009843,dr9-north,no Tractor source
WISEA J180004.95+334229.0,dr9-north,no Tractor source
PGC 1901807,dr9-north,no Tractor source
PGC 2262228,dr9-north,no Tractor source
PGC 2708617,dr9-north,no Tractor source
PGC 2019573,dr9-north,no Tractor source
PGC 2304628,dr9-north,no Tractor source
PGC 2092023,dr9-north,no Tractor source
PGC 2022233,dr9-north,no Tractor source
PGC 2018385,dr9-north,no Tractor source
PGC 2018551,dr9-north,no Tractor source
WISEA J180258.63+301542.3,dr9-north,no Tractor source
PGC 2085700,dr9-north,no Tractor source
PGC 2085793,dr9-north,no Tractor source
PGC 1983560,dr9-north,no Tractor source
PGC 2234803,dr9-north,no Tractor source
PGC 1942283,dr9-north,no Tractor source
PGC 1982355,dr9-north,no Tractor source
PGC 2037836,dr9-north,no Tractor source
PGC 2613546,dr9-north,no Tractor source
PGC 1996060,dr9-north,no Tractor source
2MASX J18041838+2943558,dr9-north,no Tractor source
PGC 2165752,dr9-north,no Tractor source
PGC 1995392,dr9-north,no Tractor source
PGC 2052260,dr9-north,no Tractor source
PGC 2092095,dr9-north,no Tractor source
