OBJNAME,FIELD,NEW_VALUE,REASON
IC 1078,BA,0.88,VI
IC 1078,PA,13.1,VI
ESO 281- G 028,DIAM,1.6,VI
ESO 281- G 028,BA,0.48,VI
ESO 281- G 028,PA,130.0,VI
ESO 137-IG 044 NED01,DIAM,2.5,VI
WISEA J165030.67-614919.6,DIAM,2.0,VI
NGC 5865,DIAM,3.2,VI
SARS 061.54254-31.18494,DIAM,1.3,VI
SARS 061.54254-31.18494,BA,0.78,VI
SARS 061.54254-31.18494,PA,166.0,VI
WISEA J040809.92-310423.1,DIAM,0.7,VI
ESO 101- G 014,DIAM,3.0,VI
NGC 4069,DIAM,0.6,VI
WISEA J120408.36+202326.7,DIAM,1.0,VI
WISEA J062326.31-643422.4,DIAM,1.0,VI
WISEA J062326.31-643422.4,BA,0.83,VI
WISEA J062326.31-643422.4,PA,0.0,VI
IC 5357,DIAM,4.0,VI
IC 5357,PA,150.0,VI
IC 5357,BA,0.7,VI
IC 5356,DIAM,1.2,VI
IC 5356,BA,0.6,VI
IC 5356,PA,38.0,VI
NGC 7766,DIAM,1.0,VI
NGC 7766,BA,0.37,VI
NGC 7766,PA,36.5,VI
WISEA J235049.72+270821.0,DIAM,1.3,VI
WISEA J235049.72+270821.0,BA,0.46,VI
WISEA J235049.72+270821.0,PA,144.6,VI
WISEA J201051.16-564556.6,PA,104.0,VI
WISEA J201051.16-564556.6,BA,0.31,VI
MCG -05-47-001,DIAM,0.8,VI
MCG -05-47-001,BA,0.48,VI
MCG -05-47-001,PA,158.0,VI
MCG -01-30-006,DIAM,0.7,VI
CGCG 075-044 NED01,DIAM,0.6,VI
CGCG 075-044 NED01,BA,0.54,VI
CGCG 075-044 NED01,PA,150.4,VI
WISEA J195828.98-523948.7,DIAM,0.6,VI
WISEA J195828.98-523948.7,BA,0.97,VI
WISEA J195828.98-523948.7,PA,62.0,VI
CGCG 156-046 NED01,DIAM,1.6,VI
CGCG 156-046 NED01,BA,0.67,VI
CGCG 156-046 NED01,PA,167.0,VI
CGCG 156-046 NED02,DIAM,1.0,VI
CGCG 156-046 NED02,BA,0.89,VI
CGCG 156-046 NED02,PA,65.0,VI
VV 184b,DIAM,0.6,VI
NGC 3750,DIAM,1.5,VI
NGC 3750,BA,0.62,VI
NGC 3750,PA,138.0,VI
2MASX J11432962-0144298,DIAM,1.0,VI
AM 0517-250 NED01,DIAM,0.682,VI
AM 0517-250 NED01,BA,0.821,VI
AM 0517-250 NED01,PA,4.7,VI
WISEA J103740.54-270328.8,DIAM,0.687,VI
WISEA J103740.54-270328.8,BA,0.560,VI
WISEA J103740.54-270328.8,PA,12.5,VI
ESO 444- G 055,DIAM,3.0,VI
ESO 444- G 055,BA,0.632,VI
ESO 444- G 055,PA,28.9,VI
WISEA J132954.81-292948.9,DIAM,1.189,VI
WISEA J132954.81-292948.9,BA,0.692,VI
WISEA J132954.81-292948.9,PA,38.7,VI
WISEA J182531.54+302647.1,DIAM,1.669,VI
WISEA J182531.54+302647.1,BA,0.694,VI
WISEA J182531.54+302647.1,PA,65.4,VI
WISEA J182517.33+302626.8,DIAM,0.339,VI
WISEA J182517.33+302626.8,BA,0.692,VI
WISEA J182517.33+302626.8,PA,0.0,VI
WISEA J182519.33+302615.9,DIAM,0.603,VI
WISEA J182519.33+302615.9,BA,0.776,VI
WISEA J182519.33+302615.9,PA,101.5,VI
ESO 104-IG 045 NED02,DIAM,0.6,VI
ESO 104-IG 045 NED02,BA,0.9,VI
ESO 104-IG 045 NED02,PA,0.9,VI
IC 4823,DIAM,3.0,VI
IC 4823,BA,0.710,VI
IC 4823,PA,18.5,VI
WISEA J000049.28+050623.3,DIAM,0.333,VI
WISEA J000049.28+050623.3,BA,1.000,VI
WISEA J000049.28+050623.3,PA,0.0,VI
GALEXASC J000049.66+050621.1,DIAM,0.333,VI
GALEXASC J000049.66+050621.1,BA,1.000,VI
GALEXASC J000049.66+050621.1,PA,0.0,VI
NGC 7806,DIAM,1.513,VI
NGC 7806,BA,0.629,VI
NGC 7806,PA,8.2,VI
NGC 7805,DIAM,1.659,VI
NGC 7805,BA,0.594,VI
NGC 7805,PA,46.9,VI
WISEA J000212.02-193335.6,DIAM,0.333,VI
WISEA J000212.02-193335.6,BA,0.560,VI
WISEA J000212.02-193335.6,PA,45.0,VI
WISEA J000212.66-193321.0,DIAM,0.333,VI
WISEA J000212.66-193321.0,BA,0.653,VI
WISEA J000212.66-193321.0,PA,33.3,VI
WISEA J000213.52-193329.3,DIAM,0.333,VI
WISEA J000213.52-193329.3,BA,1.000,VI
WISEA J000213.52-193329.3,PA,90.0,VI
WISEA J000345.65-530158.1,DIAM,0.550,VI
WISEA J000345.65-530158.1,BA,0.691,VI
WISEA J000345.65-530158.1,PA,0.0,VI
WISEA J000344.20-530155.2,DIAM,0.629,VI
WISEA J000344.20-530155.2,BA,0.887,VI
WISEA J000344.20-530155.2,PA,39.2,VI
WISEA J000356.56-102104.8,DIAM,0.532,VI
WISEA J000356.56-102104.8,BA,0.550,VI
WISEA J000356.56-102104.8,PA,122.9,VI
WISEA J000357.84-102033.5,DIAM,0.884,VI
WISEA J000357.84-102033.5,BA,0.719,VI
WISEA J000357.84-102033.5,PA,137.3,VI
ARP 146 NED01,DIAM,0.708,VI
ARP 146 NED01,BA,1.000,VI
ARP 146 NED01,PA,90.0,VI
CGCG 382-027 NED01,DIAM,0.598,VI
CGCG 382-027 NED01,BA,0.898,VI
CGCG 382-027 NED01,PA,156.0,VI
CGCG 382-027 NED02,DIAM,0.372,VI
CGCG 382-027 NED02,BA,0.692,VI
CGCG 382-027 NED02,PA,10.1,VI
WISEA J000700.38+030650.2,DIAM,0.500,VI
WISEA J000700.38+030650.2,BA,0.600,VI
WISEA J000700.38+030650.2,PA,160.0,VI
WISEA J000741.56+144523.6,DIAM,0.333,VI
WISEA J000741.56+144523.6,BA,0.976,VI
WISEA J000741.56+144523.6,PA,141.0,VI
WISEA J000740.82+144543.3,DIAM,0.333,VI
WISEA J000740.82+144543.3,BA,0.708,VI
WISEA J000740.82+144543.3,PA,39.7,VI
WISEA J000740.42+144506.6,DIAM,0.770,VI
WISEA J000740.42+144506.6,BA,0.632,VI
WISEA J000740.42+144506.6,PA,0.2,VI
2MASS J00085437-1759411,DIAM,0.333,VI
2MASS J00085437-1759411,BA,0.537,VI
2MASS J00085437-1759411,PA,118.0,VI
WISEA J000854.12-175935.4,DIAM,0.333,VI
WISEA J000854.12-175935.4,BA,0.497,VI
WISEA J000854.12-175935.4,PA,70.0,VI
WISEA J000900.90-414656.1,DIAM,0.333,VI
WISEA J000900.90-414656.1,BA,0.638,VI
WISEA J000900.90-414656.1,PA,8.3,VI
WISEA J000955.26-845419.7,DIAM,0.617,VI
WISEA J000955.26-845419.7,BA,0.724,VI
WISEA J000955.26-845419.7,PA,1.0,VI
2MASS J00094964-8454333,DIAM,0.437,VI
2MASS J00094964-8454333,BA,0.437,VI
2MASS J00094964-8454333,PA,173.0,VI
2MASX J00101943-8455039,DIAM,0.468,VI
2MASX J00101943-8455039,BA,0.372,VI
2MASX J00101943-8455039,PA,111.0,VI
2MASXi J0009548+341035,DIAM,0.760,VI
2MASXi J0009548+341035,BA,0.627,VI
2MASXi J0009548+341035,PA,167.3,VI
WISEA J001002.08-161704.7,DIAM,0.457,VI
WISEA J001002.08-161704.7,BA,0.851,VI
WISEA J001002.08-161704.7,PA,0.0,VI
WISEA J001003.67-161758.7,DIAM,0.333,VI
WISEA J001003.67-161758.7,BA,1.000,VI
WISEA J001003.67-161758.7,PA,90.0,VI
WISEA J001001.90-161643.8,DIAM,0.575,VI
WISEA J001001.90-161643.8,BA,0.813,VI
WISEA J001001.90-161643.8,PA,179.5,VI
WISEA J001047.65-794750.5,DIAM,0.333,VI
WISEA J001047.65-794750.5,BA,0.680,VI
WISEA J001047.65-794750.5,PA,65.0,VI
2MASX J00110802-2313376,DIAM,0.333,VI
2MASX J00110802-2313376,BA,1.000,VI
2MASX J00110802-2313376,PA,90.0,VI
WISEA J001108.73-231336.9,DIAM,0.407,VI
WISEA J001108.73-231336.9,BA,0.631,VI
WISEA J001108.73-231336.9,PA,0.0,VI
2MASX J00112784-4844124,DIAM,0.333,VI
2MASX J00112784-4844124,BA,0.720,VI
2MASX J00112784-4844124,PA,165.0,VI
WISEA J001223.13-061455.7,DIAM,0.666,VI
WISEA J001223.13-061455.7,BA,0.737,VI
WISEA J001223.13-061455.7,PA,7.6,VI
WISEA J001247.34+193150.5,DIAM,1.087,VI
WISEA J001247.34+193150.5,BA,0.644,VI
WISEA J001247.34+193150.5,PA,60.3,VI
WISEA J001356.19-193115.5,DIAM,0.333,VI
WISEA J001356.19-193115.5,BA,0.851,VI
WISEA J001356.19-193115.5,PA,179.0,VI
WISEA J001357.17-193103.8,DIAM,0.347,VI
WISEA J001357.17-193103.8,BA,0.631,VI
WISEA J001357.17-193103.8,PA,41.5,VI
WISEA J001407.44-405826.2,DIAM,0.679,VI
WISEA J001407.44-405826.2,BA,0.533,VI
WISEA J001407.44-405826.2,PA,33.1,VI
WISEA J001406.83-405837.5,DIAM,0.424,VI
WISEA J001406.83-405837.5,BA,0.862,VI
WISEA J001406.83-405837.5,PA,74.4,VI
WISEA J001410.60+304925.3,DIAM,0.333,VI
WISEA J001410.60+304925.3,BA,0.520,VI
WISEA J001410.60+304925.3,PA,125.0,VI
WISEA J001529.90-004807.4,DIAM,0.333,VI
WISEA J001529.90-004807.4,BA,0.728,VI
WISEA J001529.90-004807.4,PA,70.9,VI
2MASS J00170333-0940300,DIAM,0.333,VI
2MASS J00170333-0940300,BA,0.536,VI
2MASS J00170333-0940300,PA,133.4,VI
WISEA J001757.91-655714.4,DIAM,0.457,VI
WISEA J001757.91-655714.4,BA,0.550,VI
WISEA J001757.91-655714.4,PA,148.0,VI
2MASX J00175828-6557356,DIAM,0.447,VI
2MASX J00175828-6557356,BA,0.562,VI
2MASX J00175828-6557356,PA,116.5,VI
WISEA J002041.94+283719.3,DIAM,0.444,VI
WISEA J002041.94+283719.3,BA,0.933,VI
WISEA J002041.94+283719.3,PA,94.6,VI
WISEA J002042.45+283737.8,DIAM,0.794,VI
WISEA J002042.45+283737.8,BA,0.751,VI
WISEA J002042.45+283737.8,PA,96.5,VI
2MASX J00203715+2839334,DIAM,2.512,VI
2MASX J00203715+2839334,BA,0.541,VI
2MASX J00203715+2839334,PA,159.7,VI
WISEA J002042.86-254237.1,DIAM,0.500,VI
WISEA J002042.86-254237.1,BA,1.000,VI
WISEA J002042.86-254237.1,PA,0.0,VI
2MASX J00204314-2542284,DIAM,0.767,VI
2MASX J00204314-2542284,BA,0.457,VI
2MASX J00204314-2542284,PA,20.3,VI
WISEA J002107.86+280501.7,DIAM,0.333,VI
WISEA J002107.86+280501.7,BA,0.680,VI
WISEA J002107.86+280501.7,PA,80.0,VI
WISEA J002136.22+280311.1,DIAM,1.400,VI
WISEA J002136.22+280311.1,BA,1.000,VI
WISEA J002136.22+280311.1,PA,0.0,VI
IV Zw 015 NOTES01,DIAM,1.931,VI
IV Zw 015 NOTES01,BA,0.625,VI
IV Zw 015 NOTES01,PA,131.8,VI
WISEA J002131.46+280444.7,DIAM,0.575,VI
WISEA J002131.46+280444.7,BA,0.929,VI
WISEA J002131.46+280444.7,PA,161.3,VI
WISEA J002257.04+110934.3,DIAM,0.333,VI
WISEA J002257.04+110934.3,BA,1.000,VI
WISEA J002257.04+110934.3,PA,0.0,VI
WISEA J002453.25-204350.4,DIAM,0.417,VI
WISEA J002453.25-204350.4,BA,0.776,VI
WISEA J002453.25-204350.4,PA,113.0,VI
ESO 539- G 013 NED01,DIAM,0.705,VI
ESO 539- G 013 NED01,BA,0.575,VI
ESO 539- G 013 NED01,PA,64.2,VI
ESO 539- G 013 NED02,DIAM,0.871,VI
ESO 539- G 013 NED02,BA,0.617,VI
ESO 539- G 013 NED02,PA,158.1,VI
WISEA J002454.24-204232.3,DIAM,0.393,VI
WISEA J002454.24-204232.3,BA,0.428,VI
WISEA J002454.24-204232.3,PA,76.0,VI
ESO 539- G 013 NED03,DIAM,0.389,VI
ESO 539- G 013 NED03,BA,0.457,VI
ESO 539- G 013 NED03,PA,177.0,VI
WISEA J002541.76-092209.9,DIAM,0.333,VI
WISEA J002541.76-092209.9,BA,0.979,VI
WISEA J002541.76-092209.9,PA,0.0,VI
WISEA J002718.25-362103.9,DIAM,0.454,VI
WISEA J002718.25-362103.9,BA,0.590,VI
WISEA J002718.25-362103.9,PA,60.8,VI
WISEA J002720.38-362057.5,DIAM,0.848,VI
WISEA J002720.38-362057.5,BA,0.965,VI
WISEA J002720.38-362057.5,PA,167.7,VI
WISEA J002751.91-301710.3,DIAM,0.333,VI
WISEA J002751.91-301710.3,BA,0.667,VI
WISEA J002751.91-301710.3,PA,0.0,VI
WISEA J003018.98-532323.9,DIAM,0.333,VI
WISEA J003018.98-532323.9,BA,0.640,VI
WISEA J003018.98-532323.9,PA,155.0,VI
WISEA J003019.82-532335.1,DIAM,0.410,VI
WISEA J003019.82-532335.1,BA,0.293,VI
WISEA J003019.82-532335.1,PA,0.0,VI
WISEA J003016.33-532449.3,DIAM,0.333,VI
WISEA J003016.33-532449.3,BA,0.740,VI
WISEA J003016.33-532449.3,PA,5.0,VI
WISEA J003021.19-532223.9,DIAM,0.461,VI
WISEA J003021.19-532223.9,BA,0.874,VI
WISEA J003021.19-532223.9,PA,19.3,VI
WISEA J003037.14+215409.3,DIAM,0.333,VI
WISEA J003037.14+215409.3,BA,0.680,VI
WISEA J003037.14+215409.3,PA,155.0,VI
WISEA J003143.30-233821.5,DIAM,0.333,VI
WISEA J003143.30-233821.5,BA,0.740,VI
WISEA J003143.30-233821.5,PA,70.0,VI
WISEA J003141.48-233845.3,DIAM,0.333,VI
WISEA J003141.48-233845.3,BA,0.740,VI
WISEA J003141.48-233845.3,PA,45.0,VI
UGC 00335 NED01,DIAM,1.350,VI
UGC 00335 NED01,BA,0.764,VI
UGC 00335 NED01,PA,118.5,VI
UGC 00335 NED02,DIAM,2.400,VI
UGC 00335 NED02,BA,0.639,VI
UGC 00335 NED02,PA,149.0,VI
WISEA J003504.38-674103.3,DIAM,0.400,VI
WISEA J003504.38-674103.3,BA,1.000,VI
WISEA J003504.38-674103.3,PA,0.0,VI
WISEA J003505.13-674114.2,DIAM,0.724,VI
WISEA J003505.13-674114.2,BA,0.603,VI
WISEA J003505.13-674114.2,PA,141.5,VI
WISEA J003527.85+253857.9,DIAM,0.333,VI
WISEA J003527.85+253857.9,BA,0.680,VI
WISEA J003527.85+253857.9,PA,170.0,VI
WISEA J003549.72-370815.7,DIAM,0.714,VI
WISEA J003549.72-370815.7,BA,0.569,VI
WISEA J003549.72-370815.7,PA,13.4,VI
2MASS J00354995-3708244,DIAM,0.333,VI
2MASS J00354995-3708244,BA,1.000,VI
2MASS J00354995-3708244,PA,0.0,VI
WISEA J003828.44+190640.7,DIAM,1.020,VI
WISEA J003828.44+190640.7,BA,0.582,VI
WISEA J003828.44+190640.7,PA,38.9,VI
WISEA J003827.72+190635.4,DIAM,0.641,VI
WISEA J003827.72+190635.4,BA,0.589,VI
WISEA J003827.72+190635.4,PA,27.0,VI
UGC 00397 NOTES04,DIAM,0.741,VI
UGC 00397 NOTES04,BA,0.517,VI
UGC 00397 NOTES04,PA,51.3,VI
NGC 0190 NED02,DIAM,0.897,VI
NGC 0190 NED02,BA,0.516,VI
NGC 0190 NED02,PA,34.9,VI
UGC 00397 NOTES03,DIAM,0.762,VI
UGC 00397 NOTES03,BA,0.779,VI
UGC 00397 NOTES03,PA,31.1,VI
WISEA J003910.21-082349.5,DIAM,1.543,VI
WISEA J003910.21-082349.5,BA,0.634,VI
WISEA J003910.21-082349.5,PA,68.1,VI
WISEA J004032.52+192223.1,DIAM,0.454,VI
WISEA J004032.52+192223.1,BA,0.754,VI
WISEA J004032.52+192223.1,PA,69.4,VI
WISEA J004121.46-191131.0,DIAM,0.360,VI
WISEA J004121.46-191131.0,BA,0.333,VI
WISEA J004121.46-191131.0,PA,0.0,VI
WISEA J004120.74-191138.2,DIAM,0.333,VI
WISEA J004120.74-191138.2,BA,1.000,VI
WISEA J004120.74-191138.2,PA,90.0,VI
APMUKS(BJ) B004030.01-100355.9,DIAM,0.490,VI
APMUKS(BJ) B004030.01-100355.9,BA,0.510,VI
APMUKS(BJ) B004030.01-100355.9,PA,0.0,VI
WISEA J004308.02-685805.0,DIAM,0.333,VI
WISEA J004308.02-685805.0,BA,0.501,VI
WISEA J004308.02-685805.0,PA,152.0,VI
WISEA J004309.04-685810.4,DIAM,0.333,VI
WISEA J004309.04-685810.4,BA,1.000,VI
WISEA J004309.04-685810.4,PA,90.0,VI
WISEA J004432.14-682244.6,DIAM,0.333,VI
WISEA J004432.14-682244.6,BA,1.000,VI
WISEA J004432.14-682244.6,PA,90.0,VI
GALEXASC J004432.71-682217.5,DIAM,0.407,VI
GALEXASC J004432.71-682217.5,BA,0.347,VI
GALEXASC J004432.71-682217.5,PA,11.0,VI
WISEA J004528.32-150452.6,DIAM,0.454,VI
WISEA J004528.32-150452.6,BA,0.700,VI
WISEA J004528.32-150452.6,PA,125.2,VI
WISEA J004547.99-231103.4,DIAM,0.333,VI
WISEA J004547.99-231103.4,BA,0.603,VI
WISEA J004547.99-231103.4,PA,44.5,VI
WISEA J004549.14-231156.0,DIAM,0.464,VI
WISEA J004549.14-231156.0,BA,0.775,VI
WISEA J004549.14-231156.0,PA,2.7,VI
WISEA J004548.02-231053.3,DIAM,0.390,VI
WISEA J004548.02-231053.3,BA,0.600,VI
WISEA J004548.02-231053.3,PA,155.0,VI
WISEA J004636.25+202826.8,DIAM,0.831,VI
WISEA J004636.25+202826.8,BA,0.730,VI
WISEA J004636.25+202826.8,PA,151.3,VI
3C 021,DIAM,0.902,VI
3C 021,BA,0.896,VI
3C 021,PA,109.6,VI
WISEA J004634.27-553704.0,DIAM,0.333,VI
WISEA J004634.27-553704.0,BA,0.840,VI
WISEA J004634.27-553704.0,PA,15.0,VI
2MASS J00463390-5537145,DIAM,0.498,VI
2MASS J00463390-5537145,BA,0.740,VI
2MASS J00463390-5537145,PA,95.6,VI
WISEA J004951.74-003758.7,DIAM,0.333,VI
WISEA J004951.74-003758.7,BA,0.533,VI
WISEA J004951.74-003758.7,PA,140.0,VI
WISEA J005058.09-092922.6,DIAM,0.816,VI
WISEA J005058.09-092922.6,BA,0.584,VI
WISEA J005058.09-092922.6,PA,29.3,VI
WISEA J005220.80+162623.5,DIAM,0.333,VI
WISEA J005220.80+162623.5,BA,0.513,VI
WISEA J005220.80+162623.5,PA,117.5,VI
2MASX J00524556-8015290,DIAM,0.333,VI
2MASX J00524556-8015290,BA,1.000,VI
2MASX J00524556-8015290,PA,90.0,VI
WISEA J005240.73-801538.1,DIAM,0.525,VI
WISEA J005240.73-801538.1,BA,0.501,VI
WISEA J005240.73-801538.1,PA,0.0,VI
WISEA J005405.84-214302.5,DIAM,0.333,VI
WISEA J005405.84-214302.5,BA,0.540,VI
WISEA J005405.84-214302.5,PA,5.0,VI
ESO 295-IG 022 NED02,DIAM,1.035,VI
ESO 295-IG 022 NED02,BA,0.589,VI
ESO 295-IG 022 NED02,PA,20.8,VI
WISEA J005551.97-372257.6,DIAM,0.444,VI
WISEA J005551.97-372257.6,BA,0.851,VI
WISEA J005551.97-372257.6,PA,77.5,VI
2MASS J00554647-3724322,DIAM,0.333,VI
2MASS J00554647-3724322,BA,1.000,VI
2MASS J00554647-3724322,PA,0.0,VI
WISEA J010102.93-133524.7,DIAM,0.333,VI
WISEA J010102.93-133524.7,BA,1.000,VI
WISEA J010102.93-133524.7,PA,90.0,VI
ESO 195-IG 023 NED04,DIAM,0.333,VI
ESO 195-IG 023 NED04,BA,0.912,VI
ESO 195-IG 023 NED04,PA,0.0,VI
ESO 195-IG 023 NED01,DIAM,0.333,VI
ESO 195-IG 023 NED01,BA,0.900,VI
ESO 195-IG 023 NED01,PA,45.0,VI
WISEA J010238.88+215406.6,DIAM,0.333,VI
WISEA J010238.88+215406.6,BA,0.912,VI
WISEA J010238.88+215406.6,PA,0.0,VI
WISEA J010238.38+215412.2,DIAM,0.333,VI
WISEA J010238.38+215412.2,BA,0.724,VI
WISEA J010238.38+215412.2,PA,148.0,VI
WISEA J010426.49+152146.3,DIAM,0.334,VI
WISEA J010426.49+152146.3,BA,0.810,VI
WISEA J010426.49+152146.3,PA,33.0,VI
2MFGC 00784,DIAM,1.299,VI
2MFGC 00784,BA,0.245,VI
2MFGC 00784,PA,109.9,VI
WISEA J010520.88-062351.9,DIAM,0.333,VI
WISEA J010520.88-062351.9,BA,0.603,VI
WISEA J010520.88-062351.9,PA,24.5,VI
WISEA J010527.58-125301.9,DIAM,0.333,VI
WISEA J010527.58-125301.9,BA,0.692,VI
WISEA J010527.58-125301.9,PA,85.0,VI
WISEA J010528.48-125259.0,DIAM,0.333,VI
WISEA J010528.48-125259.0,BA,0.600,VI
WISEA J010528.48-125259.0,PA,55.0,VI
WISEA J010626.17+125841.1,DIAM,0.333,VI
WISEA J010626.17+125841.1,BA,0.708,VI
WISEA J010626.17+125841.1,PA,34.0,VI
WISEA J010859.45+292405.0,DIAM,0.333,VI
WISEA J010859.45+292405.0,BA,0.700,VI
WISEA J010859.45+292405.0,PA,20.0,VI
WISEA J010858.42+292327.2,DIAM,0.333,VI
WISEA J010858.42+292327.2,BA,0.880,VI
WISEA J010858.42+292327.2,PA,110.0,VI
WISEA J010858.22+292355.2,DIAM,0.333,VI
WISEA J010858.22+292355.2,BA,0.550,VI
WISEA J010858.22+292355.2,PA,19.3,VI
WISEA J011124.81+094524.5,DIAM,0.333,VI
WISEA J011124.81+094524.5,BA,0.620,VI
WISEA J011124.81+094524.5,PA,45.0,VI
CGCG 436-013 NED05,DIAM,1.186,VI
CGCG 436-013 NED05,BA,0.522,VI
CGCG 436-013 NED05,PA,149.1,VI
WISEA J011320.83+023746.9,DIAM,0.333,VI
WISEA J011320.83+023746.9,BA,0.794,VI
WISEA J011320.83+023746.9,PA,39.0,VI
WISEA J011322.11+023750.7,DIAM,0.879,VI
WISEA J011322.11+023750.7,BA,0.867,VI
WISEA J011322.11+023750.7,PA,81.9,VI
WISEA J011347.34+001223.6,DIAM,0.333,VI
WISEA J011347.34+001223.6,BA,0.544,VI
WISEA J011347.34+001223.6,PA,137.0,VI
WISEA J011357.02+010025.4,DIAM,0.333,VI
WISEA J011357.02+010025.4,BA,0.561,VI
WISEA J011357.02+010025.4,PA,60.4,VI
WISEA J011559.15+053719.5,DIAM,0.333,VI
WISEA J011559.15+053719.5,BA,0.700,VI
WISEA J011559.15+053719.5,PA,170.0,VI
2MASX J01160024+0537015,DIAM,0.333,VI
2MASX J01160024+0537015,BA,1.000,VI
2MASX J01160024+0537015,PA,90.0,VI
WISEA J011600.33+053712.3,DIAM,0.333,VI
WISEA J011600.33+053712.3,BA,0.680,VI
WISEA J011600.33+053712.3,PA,80.0,VI
LCRS B011610.4-443902,DIAM,0.333,VI
LCRS B011610.4-443902,BA,0.660,VI
LCRS B011610.4-443902,PA,140.0,VI
LCRS B011611.3-443842,DIAM,0.333,VI
LCRS B011611.3-443842,BA,0.660,VI
LCRS B011611.3-443842,PA,45.0,VI
LCRS B011612.5-443842,DIAM,0.640,VI
LCRS B011612.5-443842,BA,0.833,VI
LCRS B011612.5-443842,PA,2.9,VI
WISEA J011907.04-161013.9,DIAM,0.333,VI
WISEA J011907.04-161013.9,BA,0.560,VI
WISEA J011907.04-161013.9,PA,35.0,VI
WISEA J011953.87-212108.8,DIAM,0.333,VI
WISEA J011953.87-212108.8,BA,0.676,VI
WISEA J011953.87-212108.8,PA,164.0,VI
WISEA J011952.41-212121.4,DIAM,0.333,VI
WISEA J011952.41-212121.4,BA,0.620,VI
WISEA J011952.41-212121.4,PA,100.0,VI
