OBJNAME,FIELD,NEW_VALUE,REASON
WISEA J053603.84-365240.9,PA,90.0,VI
WISEA J053604.66-365255.8,DIAM,0.333,VI
WISEA J053604.66-365255.8,BA,1.000,VI
WISEA J053604.66-365255.8,PA,90.0,VI
2MASX J05371467-5351163,DIAM,0.500,VI
2MASX J05371467-5351163,BA,1.000,VI
2MASX J05371467-5351163,PA,0.0,VI
ESO 120-IG 011 NED03,DIAM,0.333,VI
ESO 120-IG 011 NED03,BA,0.800,VI
ESO 120-IG 011 NED03,PA,40.0,VI
ESO 120-IG 011 NED01,DIAM,0.333,VI
ESO 120-IG 011 NED01,BA,0.720,VI
ESO 120-IG 011 NED01,PA,130.0,VI
ESO 120-IG 011 NED05,DIAM,0.333,VI
ESO 120-IG 011 NED05,BA,0.660,VI
ESO 120-IG 011 NED05,PA,70.0,VI
WISEA J054536.00-225805.2,DIAM,0.333,VI
WISEA J054536.00-225805.2,BA,1.000,VI
WISEA J054536.00-225805.2,PA,90.0,VI
ESO 086-IG 031 NED01,DIAM,0.578,VI
ESO 086-IG 031 NED01,BA,0.328,VI
ESO 086-IG 031 NED01,PA,25.0,VI
WISEA J054616.64-624957.7,DIAM,0.400,VI
WISEA J054616.64-624957.7,BA,1.000,VI
WISEA J054616.64-624957.7,PA,0.0,VI
WISEA J054722.91-235847.2,DIAM,0.333,VI
WISEA J054722.91-235847.2,BA,1.000,VI
WISEA J054722.91-235847.2,PA,90.0,VI
WISEA J054729.26-233501.0,DIAM,0.333,VI
WISEA J054729.26-233501.0,BA,0.581,VI
WISEA J054729.26-233501.0,PA,5.0,VI
2MASXi J0549455-174656,DIAM,0.333,VI
2MASXi J0549455-174656,BA,0.871,VI
2MASXi J0549455-174656,PA,171.0,VI
WISEA J054944.21-174656.6,DIAM,0.333,VI
WISEA J054944.21-174656.6,BA,0.617,VI
WISEA J054944.21-174656.6,PA,45.0,VI
WISEA J055305.35-342337.4,DIAM,0.957,VI
WISEA J055305.35-342337.4,BA,0.949,VI
WISEA J055305.35-342337.4,PA,3.0,VI
WISEA J055302.63-342334.0,DIAM,0.437,VI
WISEA J055302.63-342334.0,BA,0.560,VI
WISEA J055302.63-342334.0,PA,30.0,VI
WISEA J055455.67-493532.0,DIAM,0.333,VI
WISEA J055455.67-493532.0,BA,0.660,VI
WISEA J055455.67-493532.0,PA,100.0,VI
ESO 254-IG 007 NED03,DIAM,0.386,VI
ESO 254-IG 007 NED03,BA,0.523,VI
ESO 254-IG 007 NED03,PA,116.0,VI
2MASS J05585887-4819016,DIAM,0.537,VI
2MASS J05585887-4819016,BA,0.741,VI
2MASS J05585887-4819016,PA,18.5,VI
WISEA J055858.98-481734.0,DIAM,0.684,VI
WISEA J055858.98-481734.0,BA,0.307,VI
WISEA J055858.98-481734.0,PA,102.9,VI
WISEA J060336.25-263927.2,DIAM,0.418,VI
WISEA J060336.25-263927.2,BA,0.957,VI
WISEA J060336.25-263927.2,PA,0.0,VI
ESO 488- G 059,DIAM,1.348,VI
ESO 488- G 059,BA,0.603,VI
ESO 488- G 059,PA,103.0,VI
WISEA J060407.48-324248.1,DIAM,0.407,VI
WISEA J060407.48-324248.1,BA,0.603,VI
WISEA J060407.48-324248.1,PA,62.0,VI
WISEA J060407.45-324239.0,DIAM,0.355,VI
WISEA J060407.45-324239.0,BA,0.407,VI
WISEA J060407.45-324239.0,PA,82.0,VI
WISEA J060409.56-324226.0,DIAM,0.333,VI
WISEA J060409.56-324226.0,BA,0.537,VI
WISEA J060409.56-324226.0,PA,123.0,VI
WISEA J060423.50-221832.7,DIAM,0.333,VI
WISEA J060423.50-221832.7,BA,0.661,VI
WISEA J060423.50-221832.7,PA,76.0,VI
WISEA J060424.62-221823.0,DIAM,0.333,VI
WISEA J060424.62-221823.0,BA,0.724,VI
WISEA J060424.62-221823.0,PA,161.0,VI
WISEA J060424.10-221727.7,DIAM,0.398,VI
WISEA J060424.10-221727.7,BA,0.851,VI
WISEA J060424.10-221727.7,PA,177.0,VI
WISEA J060559.62-624645.9,DIAM,0.333,VI
WISEA J060559.62-624645.9,BA,1.000,VI
WISEA J060559.62-624645.9,PA,90.0,VI
WISEA J060608.55-624805.9,DIAM,1.202,VI
WISEA J060608.55-624805.9,BA,0.363,VI
WISEA J060608.55-624805.9,PA,122.5,VI
WISEA J060559.85-624656.2,DIAM,0.333,VI
WISEA J060559.85-624656.2,BA,0.940,VI
WISEA J060559.85-624656.2,PA,120.0,VI
PKS 0605-494,DIAM,1.637,VI
PKS 0605-494,BA,0.914,VI
PKS 0605-494,PA,80.2,VI
WISEA J060706.08-492856.5,DIAM,0.969,VI
WISEA J060706.08-492856.5,BA,0.665,VI
WISEA J060706.08-492856.5,PA,30.0,VI
WISEA J061016.66-491113.6,DIAM,0.703,VI
WISEA J061016.66-491113.6,BA,0.794,VI
WISEA J061016.66-491113.6,PA,144.5,VI
WISEA J061015.63-491131.3,DIAM,0.333,VI
WISEA J061015.63-491131.3,BA,1.000,VI
WISEA J061015.63-491131.3,PA,90.0,VI
WISEA J061104.63-265047.6,DIAM,0.525,VI
WISEA J061104.63-265047.6,BA,0.662,VI
WISEA J061104.63-265047.6,PA,69.6,VI
WISEA J061100.45-265115.3,DIAM,0.389,VI
WISEA J061100.45-265115.3,BA,0.468,VI
WISEA J061100.45-265115.3,PA,128.5,VI
AM 0614-573 NED02,DIAM,0.464,VI
AM 0614-573 NED02,BA,0.652,VI
AM 0614-573 NED02,PA,178.6,VI
AM 0614-573 NED01,DIAM,1.668,VI
AM 0614-573 NED01,BA,0.787,VI
AM 0614-573 NED01,PA,60.3,VI
AM 0614-573 NED03,DIAM,1.064,VI
AM 0614-573 NED03,BA,0.832,VI
AM 0614-573 NED03,PA,51.8,VI
WISEA J061524.87-434926.6,DIAM,0.333,VI
WISEA J061524.87-434926.6,BA,0.602,VI
WISEA J061524.87-434926.6,PA,140.0,VI
WISEA J061721.56-182030.7,DIAM,0.333,VI
WISEA J061721.56-182030.7,BA,0.680,VI
WISEA J061721.56-182030.7,PA,25.0,VI
WISEA J062602.45-311706.3,DIAM,0.333,VI
WISEA J062602.45-311706.3,BA,0.660,VI
WISEA J062602.45-311706.3,PA,5.0,VI
ESO 161-IG 006 NED03,DIAM,0.876,VI
ESO 161-IG 006 NED03,BA,0.687,VI
ESO 161-IG 006 NED03,PA,3.0,VI
ESO 255-IG 007 NED01,DIAM,0.923,VI
ESO 255-IG 007 NED01,BA,0.740,VI
ESO 255-IG 007 NED01,PA,131.0,VI
ESO 255-IG 007 NED02,DIAM,1.303,VI
ESO 255-IG 007 NED02,BA,0.460,VI
ESO 255-IG 007 NED02,PA,158.1,VI
ESO 255-IG 007 NED03,DIAM,0.706,VI
ESO 255-IG 007 NED03,BA,0.446,VI
ESO 255-IG 007 NED03,PA,166.1,VI
ESO 206-IG 011 NED03,DIAM,0.333,VI
ESO 206-IG 011 NED03,BA,0.571,VI
ESO 206-IG 011 NED03,PA,56.7,VI
ESO 206-IG 011 NED02,DIAM,0.518,VI
ESO 206-IG 011 NED02,BA,0.815,VI
ESO 206-IG 011 NED02,PA,113.4,VI
2MASX J06291239-2651085,DIAM,0.333,VI
2MASX J06291239-2651085,BA,1.000,VI
2MASX J06291239-2651085,PA,90.0,VI
2MASS J06291240-2651086,DIAM,0.333,VI
2MASS J06291240-2651086,BA,0.933,VI
2MASS J06291240-2651086,PA,0.0,VI
WISEA J062944.89-544824.5,DIAM,0.333,VI
WISEA J062944.89-544824.5,BA,1.000,VI
WISEA J062944.89-544824.5,PA,0.0,VI
ESO 058-IG 006 NED02,DIAM,0.515,VI
ESO 058-IG 006 NED02,BA,0.764,VI
ESO 058-IG 006 NED02,PA,106.0,VI
ESO 058-IG 006 NED01,DIAM,0.333,VI
ESO 058-IG 006 NED01,BA,0.402,VI
ESO 058-IG 006 NED01,PA,27.5,VI
WISEA J063956.44-794157.2,DIAM,0.333,VI
WISEA J063956.44-794157.2,BA,1.000,VI
WISEA J063956.44-794157.2,PA,90.0,VI
WISEA J064431.19-822701.0,DIAM,0.333,VI
WISEA J064431.19-822701.0,BA,1.000,VI
WISEA J064431.19-822701.0,PA,90.0,VI
WISEA J064426.93-822703.7,DIAM,0.333,VI
WISEA J064426.93-822703.7,BA,1.000,VI
WISEA J064426.93-822703.7,PA,90.0,VI
2MASS J06493704-7010424,DIAM,0.333,VI
2MASS J06493704-7010424,BA,0.912,VI
2MASS J06493704-7010424,PA,0.0,VI
WISEA J064941.84-701051.4,DIAM,0.333,VI
WISEA J064941.84-701051.4,BA,0.871,VI
WISEA J064941.84-701051.4,PA,111.0,VI
WISEA J065514.58-553420.8,DIAM,0.617,VI
WISEA J065514.58-553420.8,BA,0.646,VI
WISEA J065514.58-553420.8,PA,58.0,VI
WISEA J065518.04-553324.7,DIAM,0.627,VI
WISEA J065518.04-553324.7,BA,0.680,VI
WISEA J065518.04-553324.7,PA,90.0,VI
WISEA J065559.69-404903.1,DIAM,0.390,VI
WISEA J065559.69-404903.1,BA,0.580,VI
WISEA J065559.69-404903.1,PA,100.0,VI
WISEA J065559.01-404911.8,DIAM,0.333,VI
WISEA J065559.01-404911.8,BA,0.520,VI
WISEA J065559.01-404911.8,PA,105.0,VI
WISEA J065727.18-684558.8,DIAM,0.333,VI
WISEA J065727.18-684558.8,BA,1.000,VI
WISEA J065727.18-684558.8,PA,90.0,VI
WISEA J065727.34-684539.1,DIAM,0.333,VI
WISEA J065727.34-684539.1,BA,0.813,VI
WISEA J065727.34-684539.1,PA,0.0,VI
WISEA J070037.59+222941.6,DIAM,0.340,VI
WISEA J070037.59+222941.6,BA,0.840,VI
WISEA J070037.59+222941.6,PA,75.0,VI
WISEA J070042.13+223018.3,DIAM,0.468,VI
WISEA J070042.13+223018.3,BA,0.708,VI
WISEA J070042.13+223018.3,PA,28.0,VI
WISEA J070713.94-663810.4,DIAM,0.333,VI
WISEA J070713.94-663810.4,BA,0.589,VI
WISEA J070713.94-663810.4,PA,161.0,VI
WISEA J070712.33-663820.1,DIAM,0.447,VI
WISEA J070712.33-663820.1,BA,0.560,VI
WISEA J070712.33-663820.1,PA,55.0,VI
PGC 504756,DIAM,0.333,VI
PGC 504756,BA,0.912,VI
PGC 504756,PA,0.0,VI
WISEA J071041.34+273027.2,DIAM,0.333,VI
WISEA J071041.34+273027.2,BA,0.851,VI
WISEA J071041.34+273027.2,PA,143.0,VI
WISEA J071041.89+273026.1,DIAM,0.333,VI
WISEA J071041.89+273026.1,BA,1.000,VI
WISEA J071041.89+273026.1,PA,90.0,VI
WISEA J071721.69+173553.1,DIAM,0.333,VI
WISEA J071721.69+173553.1,BA,0.741,VI
WISEA J071721.69+173553.1,PA,104.0,VI
WISEA J071722.11+173544.8,DIAM,0.333,VI
WISEA J071722.11+173544.8,BA,0.676,VI
WISEA J071722.11+173544.8,PA,145.0,VI
WISEA J072112.36+324959.0,DIAM,0.333,VI
WISEA J072112.36+324959.0,BA,0.820,VI
WISEA J072112.36+324959.0,PA,20.0,VI
2MASX J07211313+3249587,DIAM,0.333,VI
2MASX J07211313+3249587,BA,0.361,VI
2MASX J07211313+3249587,PA,50.0,VI
WISEA J072318.56-845943.4,DIAM,0.363,VI
WISEA J072318.56-845943.4,BA,0.339,VI
WISEA J072318.56-845943.4,PA,55.0,VI
2MASS J07230068-8459581,DIAM,0.372,VI
2MASS J07230068-8459581,BA,0.562,VI
2MASS J07230068-8459581,PA,39.0,VI
WISEA J072256.95-845957.4,DIAM,0.473,VI
WISEA J072256.95-845957.4,BA,0.540,VI
WISEA J072256.95-845957.4,PA,160.0,VI
WISEA J072722.77-845056.0,DIAM,0.387,VI
WISEA J072722.77-845056.0,BA,0.540,VI
WISEA J072722.77-845056.0,PA,170.0,VI
WISEA J072728.35-845059.0,DIAM,0.333,VI
WISEA J072728.35-845059.0,BA,0.860,VI
WISEA J072728.35-845059.0,PA,155.0,VI
WISEA J073447.36+295315.3,DIAM,0.333,VI
WISEA J073447.36+295315.3,BA,0.799,VI
WISEA J073447.36+295315.3,PA,103.0,VI
WISEA J073516.71+141628.9,DIAM,0.333,VI
WISEA J073516.71+141628.9,BA,1.000,VI
WISEA J073516.71+141628.9,PA,90.0,VI
WISEA J073515.96+141628.7,DIAM,0.333,VI
WISEA J073515.96+141628.7,BA,0.880,VI
WISEA J073515.96+141628.7,PA,65.0,VI
WISEA J073920.55+270608.0,DIAM,0.333,VI
WISEA J073920.55+270608.0,BA,0.820,VI
WISEA J073920.55+270608.0,PA,55.0,VI
WISEA J074036.32+131043.6,DIAM,0.333,VI
WISEA J074036.32+131043.6,BA,0.540,VI
WISEA J074036.32+131043.6,PA,75.0,VI
WISEA J074036.17+131052.6,DIAM,0.333,VI
WISEA J074036.17+131052.6,BA,0.851,VI
WISEA J074036.17+131052.6,PA,151.5,VI
WISEA J074101.89-015745.7,DIAM,0.333,VI
WISEA J074101.89-015745.7,BA,0.760,VI
WISEA J074101.89-015745.7,PA,5.0,VI
WISEA J074104.84-015804.2,DIAM,0.490,VI
WISEA J074104.84-015804.2,BA,0.540,VI
WISEA J074104.84-015804.2,PA,115.0,VI
WISEA J074630.66+201004.8,DIAM,0.333,VI
WISEA J074630.66+201004.8,BA,0.617,VI
WISEA J074630.66+201004.8,PA,0.1,VI
WISEA J074655.83+090713.0,DIAM,0.333,VI
WISEA J074655.83+090713.0,BA,0.585,VI
WISEA J074655.83+090713.0,PA,19.0,VI
UGC 04030 NED01,DIAM,0.409,VI
UGC 04030 NED01,BA,0.506,VI
UGC 04030 NED01,PA,79.2,VI
2MASX J07504643+1738598,DIAM,0.333,VI
2MASX J07504643+1738598,BA,0.426,VI
2MASX J07504643+1738598,PA,65.0,VI
WISEA J075046.90+173854.9,DIAM,0.333,VI
WISEA J075046.90+173854.9,BA,1.000,VI
WISEA J075046.90+173854.9,PA,90.0,VI
WISEA J075408.23+124127.0,DIAM,0.528,VI
WISEA J075408.23+124127.0,BA,0.798,VI
WISEA J075408.23+124127.0,PA,68.7,VI
WISEA J075405.21+124139.7,DIAM,0.723,VI
WISEA J075405.21+124139.7,BA,0.603,VI
WISEA J075405.21+124139.7,PA,63.6,VI
WISEA J075727.61-525038.9,DIAM,0.417,VI
WISEA J075727.61-525038.9,BA,0.891,VI
WISEA J075727.61-525038.9,PA,0.0,VI
WISEA J075726.52-525040.7,DIAM,0.457,VI
WISEA J075726.52-525040.7,BA,0.575,VI
WISEA J075726.52-525040.7,PA,32.0,VI
WISEA J075835.30+033114.4,DIAM,0.333,VI
WISEA J075835.30+033114.4,BA,0.660,VI
WISEA J075835.30+033114.4,PA,140.0,VI
WISEA J075917.26+302942.7,DIAM,0.333,VI
WISEA J075917.26+302942.7,BA,0.502,VI
WISEA J075917.26+302942.7,PA,28.7,VI
2MASS J08003917+3005469,DIAM,0.333,VI
2MASS J08003917+3005469,BA,0.640,VI
2MASS J08003917+3005469,PA,70.0,VI
WISEA J080107.20+175849.8,DIAM,0.333,VI
WISEA J080107.20+175849.8,BA,0.524,VI
WISEA J080107.20+175849.8,PA,24.3,VI
2MASS J08012821+2716350,DIAM,0.836,VI
2MASS J08012821+2716350,BA,0.817,VI
2MASS J08012821+2716350,PA,38.0,VI
CGCG 148-096,DIAM,1.979,VI
CGCG 148-096,BA,0.833,VI
CGCG 148-096,PA,30.4,VI
WISEA J080148.63-771530.3,DIAM,0.333,VI
WISEA J080148.63-771530.3,BA,0.780,VI
WISEA J080148.63-771530.3,PA,35.0,VI
2MASS J08015070-7715302,DIAM,0.333,VI
2MASS J08015070-7715302,BA,0.617,VI
2MASS J08015070-7715302,PA,36.0,VI
WISEA J080247.61+062454.0,DIAM,0.431,VI
WISEA J080247.61+062454.0,BA,0.687,VI
WISEA J080247.61+062454.0,PA,67.9,VI
WISEA J080254.98+162920.1,DIAM,0.347,VI
WISEA J080254.98+162920.1,BA,0.515,VI
WISEA J080254.98+162920.1,PA,126.0,VI
WISEA J080431.29-115039.2,DIAM,0.333,VI
WISEA J080431.29-115039.2,BA,0.820,VI
WISEA J080431.29-115039.2,PA,75.0,VI
WISEA J080431.67-115034.1,DIAM,0.333,VI
WISEA J080431.67-115034.1,BA,0.759,VI
WISEA J080431.67-115034.1,PA,19.0,VI
CGCG 148-110 NED02,DIAM,0.333,VI
CGCG 148-110 NED02,BA,0.820,VI
CGCG 148-110 NED02,PA,50.0,VI
WISEA J080745.31+150229.5,DIAM,0.333,VI
WISEA J080745.31+150229.5,BA,0.864,VI
WISEA J080745.31+150229.5,PA,125.0,VI
WISEA J080745.72+150227.1,DIAM,0.333,VI
WISEA J080745.72+150227.1,BA,0.603,VI
WISEA J080745.72+150227.1,PA,91.7,VI
WISEA J080825.61+071525.3,DIAM,0.333,VI
WISEA J080825.61+071525.3,BA,0.562,VI
WISEA J080825.61+071525.3,PA,36.9,VI
WISEA J080824.27+071550.4,DIAM,0.499,VI
WISEA J080824.27+071550.4,BA,0.785,VI
WISEA J080824.27+071550.4,PA,2.4,VI
WISEA J081508.96+072805.3,DIAM,0.333,VI
WISEA J081508.96+072805.3,BA,1.000,VI
WISEA J081508.96+072805.3,PA,90.0,VI
WISEA J081529.44+100655.4,DIAM,0.333,VI
WISEA J081529.44+100655.4,BA,1.000,VI
WISEA J081529.44+100655.4,PA,90.0,VI
WISEA J081528.94+100654.5,DIAM,0.333,VI
WISEA J081528.94+100654.5,BA,0.776,VI
WISEA J081528.94+100654.5,PA,65.7,VI
WISEA J082007.60-061414.7,DIAM,0.333,VI
WISEA J082007.60-061414.7,BA,0.708,VI
WISEA J082007.60-061414.7,PA,104.0,VI
WISEA J082007.02-061411.4,DIAM,0.333,VI
WISEA J082007.02-061411.4,BA,0.537,VI
WISEA J082007.02-061411.4,PA,126.0,VI
WISEA J082057.64+034502.6,DIAM,0.381,VI
WISEA J082057.64+034502.6,BA,0.505,VI
WISEA J082057.64+034502.6,PA,168.0,VI
WISEA J082343.59+113005.0,DIAM,0.333,VI
WISEA J082343.59+113005.0,BA,0.818,VI
WISEA J082343.59+113005.0,PA,79.6,VI
WISEA J082342.63+113010.1,DIAM,0.333,VI
WISEA J082342.63+113010.1,BA,1.000,VI
WISEA J082342.63+113010.1,PA,90.0,VI
WISEA J082506.82+255402.7,DIAM,0.603,VI
WISEA J082506.82+255402.7,BA,0.543,VI
WISEA J082506.82+255402.7,PA,139.9,VI
2MASS J08272618+0837012,DIAM,0.336,VI
2MASS J08272618+0837012,BA,0.902,VI
2MASS J08272618+0837012,PA,114.0,VI
WISEA J082734.57+180440.8,DIAM,0.333,VI
WISEA J082734.57+180440.8,BA,0.836,VI
WISEA J082734.57+180440.8,PA,97.8,VI
WISEA J082748.23+181634.4,DIAM,0.333,VI
WISEA J082748.23+181634.4,BA,0.643,VI
WISEA J082748.23+181634.4,PA,4.2,VI
WISEA J082919.71+291121.2,DIAM,0.333,VI
WISEA J082919.71+291121.2,BA,0.724,VI
WISEA J082919.71+291121.2,PA,141.3,VI
WISEA J083311.95+152354.5,DIAM,0.333,VI
WISEA J083311.95+152354.5,BA,0.687,VI
WISEA J083311.95+152354.5,PA,130.0,VI
WISEA J083309.47+152353.4,DIAM,0.333,VI
WISEA J083309.47+152353.4,BA,0.710,VI
WISEA J083309.47+152353.4,PA,122.7,VI
WISEA J083634.82+244850.1,DIAM,0.618,VI
WISEA J083634.82+244850.1,BA,0.923,VI
WISEA J083634.82+244850.1,PA,89.9,VI
2MASS J08363107+2448229,DIAM,0.333,VI
2MASS J08363107+2448229,BA,0.407,VI
2MASS J08363107+2448229,PA,105.0,VI
WISEA J083631.59+244828.6,DIAM,0.333,VI
WISEA J083631.59+244828.6,BA,0.851,VI
WISEA J083631.59+244828.6,PA,93.3,VI
WISEA J083643.17+082639.0,DIAM,0.333,VI
WISEA J083643.17+082639.0,BA,0.780,VI
WISEA J083643.17+082639.0,PA,160.0,VI
WISEA J083643.27+082647.5,DIAM,0.333,VI
WISEA J083643.27+082647.5,BA,0.807,VI
WISEA J083643.27+082647.5,PA,71.0,VI
WISEA J083653.06+025957.7,DIAM,0.333,VI
WISEA J083653.06+025957.7,BA,0.521,VI
WISEA J083653.06+025957.7,PA,80.0,VI
2MASS J08385196+3312313,DIAM,0.600,VI
2MASS J08385196+3312313,BA,0.593,VI
2MASS J08385196+3312313,PA,120.1,VI
WISEA J084118.59+075927.2,DIAM,0.333,VI
WISEA J084118.59+075927.2,BA,0.695,VI
WISEA J084118.59+075927.2,PA,58.6,VI
WISEA J084119.14+075932.4,DIAM,0.333,VI
WISEA J084119.14+075932.4,BA,0.722,VI
WISEA J084119.14+075932.4,PA,29.0,VI
WISEA J084243.37+103846.0,DIAM,0.333,VI
WISEA J084243.37+103846.0,BA,1.000,VI
WISEA J084243.37+103846.0,PA,0.0,VI
WISEA J084242.86+103846.0,DIAM,0.333,VI
WISEA J084242.86+103846.0,BA,0.820,VI
WISEA J084242.86+103846.0,PA,85.0,VI
2MASS J08461564+2720530,DIAM,0.484,VI
2MASS J08461564+2720530,BA,0.617,VI
2MASS J08461564+2720530,PA,175.0,VI
2MASX J08472843+3411465,DIAM,0.333,VI
2MASX J08472843+3411465,BA,0.661,VI
2MASX J08472843+3411465,PA,19.4,VI
GAMA 381264,DIAM,0.333,VI
GAMA 381264,BA,0.604,VI
GAMA 381264,PA,162.1,VI
WISEA J084739.37+015358.7,DIAM,0.333,VI
WISEA J084739.37+015358.7,BA,0.501,VI
WISEA J084739.37+015358.7,PA,164.0,VI
2MASS J08515747+1400124,DIAM,0.333,VI
2MASS J08515747+1400124,BA,0.729,VI
2MASS J08515747+1400124,PA,160.0,VI
WISEA J085157.21+140025.1,DIAM,0.333,VI
WISEA J085157.21+140025.1,BA,0.692,VI
WISEA J085157.21+140025.1,PA,39.4,VI
2MASS J08520058-0744546,DIAM,0.333,VI
2MASS J08520058-0744546,BA,0.724,VI
2MASS J08520058-0744546,PA,143.0,VI
ESO 060-IG 016 NED01,DIAM,0.404,VI
ESO 060-IG 016 NED01,BA,0.533,VI
ESO 060-IG 016 NED01,PA,56.2,VI
WISEA J085259.11+322250.6,DIAM,0.690,VI
WISEA J085259.11+322250.6,BA,0.525,VI
WISEA J085259.11+322250.6,PA,91.0,VI
2MASX J08525832+3222480,DIAM,0.333,VI
2MASX J08525832+3222480,BA,0.553,VI
2MASX J08525832+3222480,PA,111.3,VI
2MASS J08530542-0018581,DIAM,0.333,VI
2MASS J08530542-0018581,BA,0.798,VI
2MASS J08530542-0018581,PA,17.0,VI
2MASX J08530557-0018517,DIAM,0.333,VI
2MASX J08530557-0018517,BA,0.647,VI
2MASX J08530557-0018517,PA,88.3,VI
WISEA J085356.37-055730.4,DIAM,0.339,VI
WISEA J085356.37-055730.4,BA,0.575,VI
WISEA J085356.37-055730.4,PA,158.0,VI
WISEA J085357.64-055740.6,DIAM,0.339,VI
WISEA J085357.64-055740.6,BA,0.550,VI
WISEA J085357.64-055740.6,PA,11.0,VI
WISEA J085419.99+271003.7,DIAM,0.333,VI
WISEA J085419.99+271003.7,BA,0.667,VI
WISEA J085419.99+271003.7,PA,102.1,VI
2MASS J08551273+0426582,DIAM,0.518,VI
2MASS J08551273+0426582,BA,0.309,VI
2MASS J08551273+0426582,PA,14.0,VI
WISEA J085512.94+042706.0,DIAM,0.333,VI
WISEA J085512.94+042706.0,BA,0.503,VI
WISEA J085512.94+042706.0,PA,12.0,VI
WISEA J085512.78+042647.2,DIAM,0.906,VI
WISEA J085512.78+042647.2,BA,0.624,VI
WISEA J085512.78+042647.2,PA,7.7,VI
WISEA J085629.15-103956.1,DIAM,0.363,VI
WISEA J085629.15-103956.1,BA,0.851,VI
WISEA J085629.15-103956.1,PA,53.0,VI
CGCG 061-036 NED01,DIAM,0.736,VI
CGCG 061-036 NED01,BA,0.837,VI
CGCG 061-036 NED01,PA,64.1,VI
WISEA J090154.49+160634.8,DIAM,0.333,VI
WISEA J090154.49+160634.8,BA,0.891,VI
WISEA J090154.49+160634.8,PA,155.1,VI
WISEA J090234.90+204417.9,DIAM,0.937,VI
WISEA J090234.90+204417.9,BA,0.651,VI
WISEA J090234.90+204417.9,PA,30.8,VI
WISEA J090235.66+204428.9,DIAM,0.575,VI
WISEA J090235.66+204428.9,BA,0.830,VI
WISEA J090235.66+204428.9,PA,159.0,VI
UGC 04748 NED01,DIAM,0.333,VI
UGC 04748 NED01,BA,0.600,VI
UGC 04748 NED01,PA,10.0,VI
WISEA J090359.51+315539.0,DIAM,0.333,VI
WISEA J090359.51+315539.0,BA,0.716,VI
WISEA J090359.51+315539.0,PA,24.7,VI
MCG +03-23-033,DIAM,1.257,VI
MCG +03-23-033,BA,0.595,VI
MCG +03-23-033,PA,105.0,VI
WISEA J090547.86-095213.4,DIAM,0.333,VI
WISEA J090547.86-095213.4,BA,1.000,VI
WISEA J090547.86-095213.4,PA,90.0,VI
GALEXASC J090551.33+010759.8,DIAM,0.402,VI
GALEXASC J090551.33+010759.8,BA,0.621,VI
GALEXASC J090551.33+010759.8,PA,132.8,VI
2MASX J09064490+1019018,DIAM,0.333,VI
2MASX J09064490+1019018,BA,0.760,VI
2MASX J09064490+1019018,PA,75.0,VI
WISEA J090647.50+101843.1,DIAM,0.339,VI
WISEA J090647.50+101843.1,BA,0.530,VI
WISEA J090647.50+101843.1,PA,132.0,VI
WISEA J090648.36+101841.9,DIAM,0.333,VI
WISEA J090648.36+101841.9,BA,0.973,VI
WISEA J090648.36+101841.9,PA,110.0,VI
WISEA J090643.71+101930.7,DIAM,0.333,VI
WISEA J090643.71+101930.7,BA,0.560,VI
WISEA J090643.71+101930.7,PA,131.9,VI
WISEA J090905.57+121234.9,DIAM,0.513,VI
WISEA J090905.57+121234.9,BA,0.894,VI
WISEA J090905.57+121234.9,PA,19.4,VI
WISEA J090904.06+121237.8,DIAM,0.584,VI
WISEA J090904.06+121237.8,BA,0.811,VI
WISEA J090904.06+121237.8,PA,93.9,VI
WISEA J091102.44+114428.0,DIAM,0.333,VI
WISEA J091102.44+114428.0,BA,1.000,VI
WISEA J091102.44+114428.0,PA,0.0,VI
WISEA J091125.04+161612.6,DIAM,0.333,VI
WISEA J091125.04+161612.6,BA,0.575,VI
WISEA J091125.04+161612.6,PA,11.1,VI
WISEA J091316.59+015218.8,DIAM,0.333,VI
WISEA J091316.59+015218.8,BA,0.943,VI
WISEA J091316.59+015218.8,PA,70.0,VI
WISEA J091335.68+031720.4,DIAM,0.333,VI
WISEA J091335.68+031720.4,BA,0.660,VI
WISEA J091335.68+031720.4,PA,50.0,VI
WISEA J091414.70+001930.9,DIAM,0.433,VI
WISEA J091414.70+001930.9,BA,0.672,VI
WISEA J091414.70+001930.9,PA,108.1,VI
WISEA J091510.28+051404.4,DIAM,0.798,VI
WISEA J091510.28+051404.4,BA,0.634,VI
WISEA J091510.28+051404.4,PA,2.7,VI
WISEA J091511.40+051439.7,DIAM,0.333,VI
WISEA J091511.40+051439.7,BA,1.000,VI
WISEA J091511.40+051439.7,PA,90.0,VI
WISEA J091522.08+312120.1,DIAM,0.370,VI
WISEA J091522.08+312120.1,BA,0.760,VI
WISEA J091522.08+312120.1,PA,150.0,VI
LCSB S1259P,DIAM,0.762,VI
LCSB S1259P,BA,0.662,VI
LCSB S1259P,PA,139.8,VI
WISEA J091550.59-171205.9,DIAM,0.400,VI
WISEA J091550.59-171205.9,BA,0.700,VI
WISEA J091550.59-171205.9,PA,165.0,VI
WISEA J091549.84-171153.7,DIAM,0.398,VI
WISEA J091549.84-171153.7,BA,0.759,VI
WISEA J091549.84-171153.7,PA,150.0,VI
WISEA J091616.35-181826.3,DIAM,0.333,VI
WISEA J091616.35-181826.3,BA,0.560,VI
WISEA J091616.35-181826.3,PA,30.0,VI
WISEA J091743.72+022545.2,DIAM,0.333,VI
