OBJNAME,FIELD,NEW_VALUE,REASON
IC 0285,DIAM,1.9857209,VI
IC 0285,BA,0.45037878,VI
IC 0285,PA,116.02019,VI
IC 4011,DIAM,0.7,VI
NGC 4886,DIAM,1.4,VI
dw1120p1332,RA,170.067000,VI
dw1120p1332,DEC,13.549000,VI
IC 4212,RA,198.012729,VI
IC 4212,DEC,-6.991827,VI
NGC 4747,RA,192.941458,VI
NGC 4747,DEC,25.777083,VI
NGC 7018 NED02,RA,316.856818,VI
NGC 7018 NED02,DEC,-25.428687,VI
NGC 5474,RA,211.256000,VI
NGC 5474,DEC,53.662000,VI
