OBJNAME,FIELD,NEW_VALUE,REASON
UGC 10615,REGION,2,Incomplete in dr11-south
NGC 3545A,RA,167.551115,SGA2020
NGC 3545A,DEC,36.964786,SGA2020
NGC 3545A,DIAM,2.5,SGA2020
NGC 3545A,BA,0.73,SGA2020
NGC 3545A,PA,65.0,SGA2020
