OBJNAME,REGION
DESI J067.4791-09.7229,
DESI J052.4257-39.2055,
DESI J115.9212-69.5535,
DESI J257.8680-78.9118,
DESI J013.4363+01.9885,
DESI J021.6638+30.4462,
DESI J025.0881-11.5719,
DESI J190.3997+32.3464,
DESI J255.3289+09.2443,
DESI J177.2910-16.9265,
DESI J223.7999-03.7146,
DESI J017.0921-18.9989,
DESI J345.2976+04.2675,
DESI J118.5065+31.3049,
DESI J081.9916-40.5611,
DESI J203.8745-04.9571,
DESI J188.1208+06.0390,
DESI J341.7244+19.9764,
DESI J037.1262-11.4942,
DESI J034.5876-46.5816,
DESI J013.8055-47.5144,
DESI J002.8511-11.7678,
DESI J185.2760-14.3720,
DESI J345.7862+15.8620,
DESI J004.6823-08.5569,
DESI J349.9171-13.2830,
DESI J027.8223-35.3193,
DESI J282.4373+39.1850,
DESI J026.5439+28.8168,
DESI J197.9244+49.2603,
DESI J159.3926+33.0082,
DESI J251.8544+34.1161,
DESI J109.7331+32.5545,
DESI J221.7375+32.2139,
DESI J190.3997+32.3464,
DESI J331.9088+22.0624,
DESI J158.6396-86.6163,
DESI J292.6297-76.9652,
DESI J261.5168-77.1108,
DESI J232.3381-28.0874,
DESI J260.1368-78.8646,
DESI J265.1106-76.8387,
DESI J258.0958-79.4429,
DESI J150.8989-86.5414,
DESI J162.0714-86.7510,
DESI J204.0809-83.0458,
DESI J260.7254-78.0427,
DESI J213.3916-86.7671,
DESI J215.2904-86.8756,
DESI J072.1983-05.7696,
DESI J263.9237-83.3708,
DESI J260.8847-77.9711,
DESI J295.4600-79.1409,
DESI J318.1095-09.7682,
DESI J324.6205+12.7972,
DESI J202.8019-85.2245,
DESI J289.3762-36.5475,
DESI J347.4222+18.1465,
DESI J260.3195-79.1880,
DESI J203.0573-84.8327,
DESI J213.5581-84.7034,
DESI J121.3127-87.8111,
DESI J260.2095-78.0053,
DESI J307.8233+00.1196,
DESI J318.2344-09.6907,
DESI J116.4685+26.8973,
DESI J211.0913-40.2851,
DESI J163.0596-87.0006,
DESI J262.6266-76.9905,
DESI J332.6638-83.2854,
DESI J330.2786-82.4819,
DESI J174.3217-86.8492,
DESI J233.6894-26.7645,
DESI J036.1974+19.0864,
DESI J201.7266-82.7576,
DESI J292.9674-76.9700,
DESI J005.3804-82.8772,
DESI J347.0614+14.0193,
DESI J204.5698-83.5785,
DESI J123.5212-85.4320,
DESI J259.8911-77.6518,
DESI J208.2360-84.6093,
DESI J115.4210-68.1966,
DESI J297.8866-76.0113,
DESI J297.8217-67.6798,
DESI J321.8219-78.8018,
DESI J116.9448-74.4289,
DESI J145.3602-86.7334,
DESI J247.6968-81.5696,
DESI J231.8516-31.5784,
DESI J229.3424-29.6639,
DESI J259.1307-79.6111,
DESI J233.3684-82.3414,
DESI J288.1165-78.5291,
DESI J317.2481-79.5135,
DESI J345.8825+25.2651,
DESI J232.2984-28.2308,
DESI J206.5942-84.8473,
DESI J259.4624-76.9066,
DESI J116.4389+26.7740,
DESI J291.7853-78.6659,
DESI J243.4378-82.4066,
DESI J324.6389+12.6627,
DESI J006.9962+19.0982,
DESI J219.5791-84.2119,
DESI J219.0689-85.1330,
DESI J317.7967-83.9845,
DESI J280.8651-73.9835,
DESI J116.7406+27.8960,
DESI J345.8036+27.7336,
DESI J350.1599-83.8839,
DESI J251.4605-80.6781,
DESI J322.1699-07.2855,
DESI J218.8906-85.2243,
DESI J250.0424-85.7928,
DESI J235.4390-27.4669,
DESI J075.9574-06.7435,
DESI J078.1428-85.7075,
DESI J212.4174-85.1732,
DESI J317.1494-04.4846,
DESI J308.0077+01.5317,
DESI J077.5855-85.1301,
DESI J204.7909-83.6051,
DESI J204.2697-84.9216,
DESI J320.0322-07.3661,
DESI J165.1134-86.4188,
DESI J259.7797-77.8154,
DESI J347.4356+25.8341,
DESI J205.6503-84.8148,
DESI J288.7649-37.0254,
DESI J310.8832-07.3994,
DESI J220.5184-84.7838,
DESI J350.8216+20.3146,
DESI J014.6552-81.9002,
DESI J161.0323-87.1205,
DESI J077.1542-80.6047,
DESI J325.3753-55.3651,
DESI J232.4184-28.6040,
DESI J294.7597-65.7204,
DESI J261.8827-83.4682,
DESI J075.9856-07.2242,
DESI J308.2216-02.6266,
DESI J206.4893-86.9973,
DESI J076.1125-04.2901,
DESI J296.1096-78.2717,
DESI J248.5003-87.3934,
DESI J080.2606-79.1327,
DESI J140.5767-86.2465,
DESI J319.3134-07.2271,
DESI J244.3398-80.7003,
DESI J169.4033-86.9115,
DESI J228.8282-29.8374,
DESI J346.4163+24.2361,
DESI J035.9899+19.7512,
DESI J230.4571-33.4364,
DESI J206.3618-83.1075,
DESI J345.3978+22.3288,
DESI J034.7281+19.2652,
DESI J344.8068+21.3835,
DESI J320.6657-82.3137,
DESI J242.3030-18.9539,
DESI J229.1090-85.1765,
DESI J240.3462-24.0751,
DESI J164.4905-86.8501,
DESI J244.1836-16.3474,
DESI J202.4747-84.9456,
DESI J351.9396+33.0888,
DESI J319.7055-07.9046,
DESI J241.4153-81.8613,
DESI J317.0434-03.9140,
DESI J261.1070-77.1552,
DESI J320.2651-08.0460,
DESI J289.1476-36.5263,
DESI J218.7644-85.1238,
DESI J097.0259-57.2420,
DESI J258.2814-77.0531,
DESI J307.6550+01.0901,
DESI J156.6983-83.4989,
DESI J037.4159+10.5285,
DESI J345.4354+21.9578,
DESI J347.1559+18.3008,
DESI J328.4287+12.9514,
DESI J324.5932-84.2120,
DESI J321.7965-05.7921,
DESI J319.4521+16.5753,
DESI J358.3493+31.0250,
DESI J235.6531-29.7585,
DESI J276.5483-76.8776,
DESI J231.0473-32.7948,
DESI J315.9131-11.5299,
DESI J258.8949-79.4491,
DESI J345.8662+28.5169,
DESI J334.7178+27.2544,
DESI J259.7208-79.2171,
DESI J259.1428-79.6584,
DESI J164.0342-86.7661,
DESI J024.3804-56.8267,
DESI J011.9419-84.3221,
DESI J170.3046-87.6259,
DESI J224.5067-86.9150,
DESI J077.0497-85.8310,
DESI J095.1929-58.4998,
DESI J243.3379-19.1805,
DESI J068.9936-84.4598,
DESI J041.1824+11.4712,
DESI J077.7279-80.7917,
DESI J260.8846-78.6854,
DESI J233.9045-27.0523,
DESI J318.9623-07.8712,
DESI J210.2185-84.7072,
DESI J319.7002-07.8875,
DESI J261.6274-76.4856,
DESI J345.4161+21.8090,
DESI J251.9644-83.4030,
DESI J160.7448-86.6288,
DESI J163.7203-86.5517,
DESI J169.4319-86.5487,
DESI J076.5617-06.2496,
DESI J344.7601+21.3620,
DESI J226.9549-29.5309,
DESI J249.7336-83.1844,
DESI J229.1473-84.9264,
DESI J233.8209-25.6136,
DESI J289.4230-37.8133,
DESI J161.6780-87.1284,
DESI J293.7287-78.5490,
DESI J007.9371+18.5206,
DESI J321.3405-05.9716,
DESI J260.7668-78.0013,
DESI J321.9543-79.8949,
DESI J223.8826+09.3163,
DESI J233.3494-28.1602,
DESI J094.1952-41.7541,
DESI J262.5295-79.0186,
DESI J347.0572+15.6848,
DESI J335.5615+06.8049,
DESI J348.0929+19.6586,
DESI J232.5967-26.9279,
DESI J316.3390-79.5327,
DESI J157.2925-86.8335,
DESI J235.2230-84.5309,
DESI J343.1959+25.2883,
DESI J297.3958-81.2633,
DESI J275.4518-76.6809,
DESI J266.8570-71.9758,
DESI J151.0036-83.3532,
DESI J346.3970+14.3125,
DESI J149.5659-86.3458,
DESI J004.1561-76.9463,
DESI J259.8653-77.9653,
DESI J243.0210-80.7094,
DESI J351.8244+33.3316,
DESI J244.3423-18.2414,
DESI J036.3847+18.5145,
DESI J319.8256+06.6762,
DESI J076.2658-07.3291,
DESI J307.2248-59.3434,
DESI J171.1786-87.6932,
DESI J152.7883-88.1442,
DESI J073.8006+05.5118,
DESI J232.1441-28.4637,
DESI J243.1769-19.7657,
DESI J295.3347-77.9180,
DESI J004.4830-31.0995,
DESI J345.3140+21.8651,
DESI J318.0812+07.5775,
DESI J168.3679-85.7990,
DESI J326.4179-82.4864,
DESI J298.0261-78.4795,
DESI J345.4660+22.3011,
DESI J230.4490-33.4210,
DESI J259.6166-79.3303,
DESI J248.0412-81.7470,
DESI J125.5826-87.4915,
DESI J209.2713-88.4226,
DESI J203.6300-84.9960,
DESI J203.2026-84.9603,
DESI J265.0179-76.7196,
DESI J055.5121-31.3068,
DESI J258.9221-77.1292,
DESI J100.7523-84.0957,
DESI J345.4169+22.3927,
DESI J346.4305+27.5783,
DESI J318.1224-04.8714,
DESI J259.8347-78.7641,
DESI J107.0025-59.1313,
DESI J287.4778-77.0955,
DESI J228.7366-24.2841,
DESI J260.1108-79.0003,
DESI J290.9852-78.7047,
DESI J204.2145-83.5544,
DESI J238.6500-25.4446,
DESI J125.8378-87.2870,
DESI J203.1590-84.9917,
DESI J263.8248-76.5609,
DESI J203.5809-84.7633,
DESI J347.2211+19.4836,
DESI J319.3210+05.8661,
DESI J203.3216-85.1580,
DESI J351.8253+32.4325,
DESI J042.2852+07.7254,
DESI J310.1612-79.7898,
DESI J151.5905-86.1885,
DESI J347.2565+16.3856,
DESI J306.7094-69.5343,
DESI J321.7187-07.3559,
DESI J336.1221+07.3712,
DESI J126.1294-85.1467,
DESI J142.8959-86.4062,
DESI J075.2999-08.9055,
DESI J233.9741-30.3335,
DESI J315.9823-03.1086,
DESI J307.2672-59.2080,
DESI J336.4907-83.2802,
DESI J186.6739-22.0125,
DESI J007.5433+18.1036,
DESI J168.0395-87.0673,
DESI J317.5836-09.6644,
DESI J159.4087-87.0266,
DESI J318.3735-05.1541,
DESI J076.7648-03.4185,
DESI J095.3315-42.3003,
DESI J169.4316-87.4377,
DESI J347.1897+14.4892,
DESI J335.8073+22.1963,
DESI J205.9496-84.8351,
DESI J208.3415-87.1275,
DESI J154.2421-86.4665,
DESI J309.7688+03.8710,
DESI J093.1944-55.6011,
DESI J233.4016-26.4216,
DESI J293.0377-79.2924,
DESI J319.6571-07.6745,
DESI J343.6880+26.3138,
DESI J076.7929-06.3809,
DESI J212.9893-85.2139,
DESI J328.0290+13.0918,
DESI J075.5313-07.8428,
DESI J257.4435+14.7140,
DESI J319.7054-07.7110,
DESI J078.5889-85.5956,
DESI J228.2339-28.5389,
DESI J140.8994+25.0695,
DESI J239.2254-26.3743,
DESI J081.0943-85.6690,
DESI J230.7114-32.9706,
DESI J232.7351-27.0231,
DESI J309.2961-03.7405,
DESI J347.2533+22.6787,
DESI J351.8029+33.1328,
DESI J106.7367+32.3785,
DESI J289.7484-52.6708,
DESI J326.8540+22.4684,
DESI J347.2040+14.7468,
DESI J259.8069-77.3442,
DESI J304.6614-82.4786,
DESI J201.1824-83.3847,
DESI J354.6498+28.5822,
DESI J328.6141-14.2857,
DESI J031.8947+20.1300,
DESI J069.9000-06.4337,
DESI J152.0506-16.1886,
DESI J258.7586-79.5792,
DESI J026.5082+15.5495,
DESI J207.2989-84.7445,
DESI J291.4951-80.2620,
DESI J241.3213-81.3277,
DESI J112.8351-50.8574,
DESI J238.9213-25.7005,
DESI J206.2888-82.9871,
DESI J077.1342-28.4001,
DESI J307.6668-02.8380,
DESI J108.2978-57.3573,
DESI J294.1982-65.3887,
DESI J036.1743+19.5286,
DESI J123.0741-87.2203,
DESI J325.2579+20.3354,
DESI J149.8729-86.3658,
DESI J057.2159-36.0216,
DESI J031.3849+20.5494,
DESI J351.6581+30.5302,
DESI J308.8979+00.6129,
DESI J253.0167-80.6384,
DESI J297.4963-71.4723,
DESI J294.9517-68.9483,
DESI J244.4699-82.4280,
DESI J200.4123-82.4875,
DESI J175.0347-26.3680,
DESI J188.9929-38.2874,
DESI J126.5192+33.2361,
DESI J261.7749-78.5341,
DESI J322.1907-05.5985,
DESI J121.9623+26.3887,
DESI J030.5041-31.0407,
DESI J116.1879+33.0374,
DESI J278.5553-61.9053,
DESI J080.4419-40.5095,
DESI J148.3763-07.1694,
DESI J045.5601-21.9930,
DESI J044.2270-76.5543,
DESI J327.9635+12.4994,
DESI J355.4820-45.6066,
DESI J329.9022-49.6617,
DESI J343.8573+05.2863,
DESI J287.6046-78.5832,
DESI J233.4442-26.7625,
DESI J341.6772-05.8690,
DESI J145.6922+28.4460,
DESI J144.2864-05.1180,
DESI J141.5348+24.0913,
DESI J228.9856-03.0545,
DESI J149.6943-09.1974,
DESI J335.4352+12.7574,
DESI J234.6197+02.3710,
DESI J158.0468-27.5005,
DESI J296.6205-85.1577,
DESI J200.9686-84.6896,
DESI J155.0555+06.8000,
DESI J004.1731-04.8377,
DESI J349.1025+20.3346,
DESI J165.4948+24.5924,
DESI J352.4028+31.5564,
DESI J182.3001+12.7261,
DESI J215.7696-84.2606,
DESI J145.9147-02.2686,
DESI J126.0995-03.4873,
DESI J335.6811-42.2983,
DESI J262.2651+18.8688,
DESI J003.5806-04.3300,
DESI J221.0417-07.0116,
DESI J136.2768-85.9279,
DESI J021.9897+23.8582,
DESI J032.0258-24.9497,
DESI J007.4130-60.3946,
DESI J155.6222+13.3730,
DESI J178.5351-09.2989,
DESI J328.8710-84.7870,
DESI J345.3988+22.2790,
DESI J193.1247-03.1118,
DESI J162.7220-17.2758,
DESI J022.1628+02.3520,
DESI J114.3270+16.5367,
DESI J331.9088+22.0624,
DESI J253.2473+07.5469,
DESI J031.4141-02.4596,
DESI J028.0245+01.5436,
DESI J345.1946+14.4370,
DESI J034.9627-30.0295,
DESI J213.7824+18.7026,
DESI J046.8559-43.7103,
DESI J264.4742-76.1987,
DESI J011.0985-26.0670,
DESI J035.4423+21.9874,
DESI J357.9574+13.8053,
DESI J043.3662-35.9066,
DESI J037.8940-02.4959,
DESI J317.8170-11.4813,
DESI J207.0192+26.1459,
DESI J031.5912+04.5824,
DESI J225.4609-35.8385,
DESI J032.9266-13.4491,
DESI J094.5166-35.6258,
DESI J347.0865+14.6511,
DESI J042.8442+08.6340,
DESI J345.5216+21.3255,
DESI J164.4066-11.1647,
DESI J327.5010-47.6303,
DESI J249.2643-83.1768,
DESI J005.2707-76.9914,
DESI J200.9791-24.4053,
DESI J013.5544-22.7370,
DESI J153.9738+09.4584,
DESI J150.2598+13.5216,
DESI J067.3450-78.8207,
DESI J062.9989-03.8767,
DESI J127.2318+13.3360,
DESI J059.3476-05.7722,
DESI J000.0515-03.6114,
DESI J322.7952-07.3260,
DESI J280.7104-62.5145,
DESI J197.2771-05.3101,
DESI J209.6085-11.0326,
DESI J036.9134-29.0783,
DESI J002.3184+30.4848,
DESI J292.9412-80.3689,
DESI J006.7053-38.1327,
DESI J233.4311-22.5679,
DESI J326.8454-57.4412,
DESI J327.1322-82.9562,
DESI J036.0032-39.3622,
DESI J224.2392-24.9530,
DESI J316.3654-51.1381,
DESI J333.7622-52.0809,
DESI J236.6765-17.6475,
DESI J084.2927-13.9410,
DESI J335.5012+05.4948,
DESI J344.3637-03.5308,
DESI J330.2014-58.2614,
DESI J346.2609+22.1364,
DESI J351.6974+34.0141,
DESI J003.3610+21.0252,
DESI J268.9840+32.4911,
DESI J038.1893+04.4115,
DESI J354.7530+02.5131,
DESI J352.3689-12.0731,
DESI J057.0586-15.7493,
DESI J217.0889+02.9627,
DESI J257.3417+13.4185,
DESI J253.5758+10.6849,
DESI J349.7494-40.9225,
DESI J319.7149-08.3284,
DESI J344.9821-29.7725,
DESI J029.5099-00.6472,
DESI J341.0210+27.9859,
DESI J281.0466-61.0665,
DESI J052.9782-13.1282,
DESI J166.7722+13.2316,
DESI J024.8800-12.3847,
DESI J141.3360-01.0940,
DESI J338.2254+22.8205,
DESI J218.6290-85.1342,
DESI J357.9861-01.1558,
DESI J332.0304+00.6206,
DESI J019.8807-21.0833,
DESI J101.5607-68.8611,
DESI J077.0056-11.6227,
DESI J090.9990-59.4950,
DESI J028.9255-26.4396,
DESI J056.6305-58.4398,
DESI J170.1616-87.5972,
DESI J347.3508+17.8643,
DESI J300.5799-55.3708,
DESI J324.9608+05.7557,
DESI J069.8946-06.1766,
DESI J300.7307-50.8814,
DESI J126.9643+07.9338,
DESI J203.5581+06.2813,
DESI J160.2198-87.8693,
DESI J357.9844+04.1252,
DESI J149.5185-07.0412,
DESI J349.3058+25.2708,
DESI J316.9599-04.3461,
DESI J347.0246+01.5329,
DESI J235.2883-27.6342,
DESI J076.9577-06.3382,
DESI J328.8717+00.2147,
DESI J190.8263+07.5505,
DESI J228.1809-01.7207,
DESI J322.1420+13.0652,
DESI J347.3750+18.3739,
DESI J016.0208-15.4655,
DESI J324.2265-02.6933,
DESI J149.7468-82.3207,
DESI J166.2149+17.8544,
DESI J333.4432+11.9598,
DESI J259.6169-76.9416,
DESI J004.6171+32.9984,
DESI J103.1154-51.8311,
DESI J203.4161-85.1054,
DESI J177.4964+18.1107,
DESI J297.7529-68.1353,
DESI J317.0213-04.0940,
DESI J177.6291-86.9339,
DESI J196.3174-30.3162,
DESI J031.8066-12.3663,
DESI J123.2661-00.9295,
DESI J320.1872-07.1762,
DESI J178.2008-86.8189,
DESI J324.5960+19.7843,
DESI J264.1053-76.6567,
DESI J231.9218-25.6817,
DESI J231.6065+13.4242,
DESI J005.8788-31.5265,
DESI J206.7876+02.0814,
DESI J261.8077-76.4751,
DESI J214.3805+18.7009,
DESI J209.7141-40.2650,
DESI J069.6187-14.5966,
DESI J176.1239-36.3726,
DESI J257.1187-80.2170,
DESI J136.5775-87.3874,
DESI J217.9111-86.9944,
DESI J176.7567+17.0954,
DESI J095.3347-35.8365,
DESI J265.9514-76.4087,
DESI J347.6125+16.8140,
DESI J333.4999-55.6178,
DESI J179.9720-36.4558,
DESI J165.9718+14.3413,
DESI J036.5508+01.6407,
DESI J211.7743-26.9692,
DESI J255.8030+27.2206,
DESI J232.2002-28.5185,
DESI J259.7841-78.6360,
DESI J034.8892+19.1161,
DESI J011.3508-49.7187,
DESI J246.4796-80.8315,
DESI J042.6360+08.6399,
DESI J260.0680-79.3452,
DESI J148.8455-07.8052,
DESI J236.8885-20.3583,
DESI J346.8953+19.0796,
DESI J325.1365+20.4635,
DESI J211.9478-87.1793,
DESI J350.6820+31.0079,
DESI J028.0876+01.5484,
DESI J350.0758-31.2127,
DESI J064.6485-08.2376,
DESI J045.0002+02.8872,
DESI J070.6135-03.1584,
DESI J318.9693-08.2527,
DESI J056.2255-05.0338,
DESI J357.0043-70.8481,
DESI J048.3906-01.8452,
DESI J218.5909-86.9020,
DESI J321.4012-06.0362,
DESI J312.8052-11.8356,
DESI J247.5428+11.6788,
DESI J310.1586-45.4150,
DESI J046.7692+03.1810,
DESI J343.7585-56.0524,
DESI J191.9773-15.1586,
DESI J157.6849+06.1237,
DESI J012.5306-31.3591,
DESI J246.4677+08.7617,
DESI J024.5077-14.9250,
DESI J198.4457+27.7390,
DESI J232.2614-27.9501,
DESI J029.4036+09.9896,
DESI J001.4309-12.8745,
DESI J316.5223-12.0305,
DESI J345.9250-67.2989,
DESI J125.5326-87.2970,
DESI J322.5326-07.7029,
DESI J298.2840-79.0147,
DESI J210.7688-40.3794,
DESI J243.0720-19.6793,
DESI J320.0243-08.3695,
DESI J288.0717-37.2191,
DESI J146.8770-86.1659,
DESI J052.1299-21.1924,
DESI J341.5307-52.7033,
DESI J347.5914+09.0481,
DESI J022.3598-29.6649,
DESI J321.3676-02.7408,
DESI J210.6767+08.7614,
DESI J312.1598-49.9835,
DESI J216.5461+11.4409,
DESI J142.8032-05.5526,
DESI J344.9455-30.7361,
DESI J328.6847-11.3131,
DESI J027.7748-23.4467,
DESI J065.1283-25.0566,
DESI J164.0556+05.2724,
DESI J232.4774-28.6506,
DESI J323.9578+11.8932,
DESI J298.0717-78.4388,
DESI J299.1909-78.8797,
DESI J003.9629-41.5493,
DESI J257.7922+15.0556,
DESI J346.3419-03.0965,
DESI J079.7145-26.3952,
DESI J267.9400+32.0969,
DESI J339.0373-50.7844,
DESI J171.4698+22.2397,
DESI J356.5028+07.9134,
DESI J002.5020+20.4613,
DESI J297.9104-78.8742,
DESI J034.7721+17.1344,
DESI J136.7719-14.5595,
DESI J346.8447+18.2115,
DESI J294.1874-39.0985,
DESI J311.6873+06.7739,
DESI J229.3269-32.3052,
DESI J014.4327-76.4661,
DESI J034.0620-48.1180,
DESI J231.8410-31.7362,
DESI J192.2766+01.9554,
DESI J147.2111+22.3563,
DESI J250.3318-80.6278,
DESI J347.5118+20.6056,
DESI J259.6729-79.2013,
DESI J294.2202-45.9248,
DESI J333.8889+15.4495,
DESI J230.6371-30.0563,
DESI J240.5174-24.1279,
DESI J064.1191+04.8767,
DESI J080.5644-36.4153,
DESI J231.3695-29.7627,
DESI J263.8719-76.4625,
DESI J185.0056-13.3615,
DESI J172.9959-27.6294,
DESI J018.6358-82.2345,
DESI J148.2707+13.7950,
DESI J255.7784-83.8642,
DESI J260.1066+14.7814,
DESI J239.5305-87.6768,
DESI J332.8772-14.3325,
DESI J297.1478-78.9672,
DESI J168.4801-26.3726,
DESI J258.2379-77.0853,
DESI J315.8215-79.8240,
DESI J046.4665-31.1224,
DESI J051.9315-30.9859,
DESI J212.3563-22.4006,
DESI J337.7292+24.7329,
DESI J215.7486-86.8922,
DESI J319.3673-07.2301,
DESI J064.9797+02.2906,
DESI J054.4806-52.3946,
DESI J029.6340-01.5873,
DESI J008.7295-37.4310,
DESI J037.0011-79.8003,
DESI J041.0767-76.1456,
DESI J177.5672-28.7842,
DESI J076.1006-03.5678,
DESI J125.0887+25.7838,
DESI J345.8826+24.8589,
DESI J349.7118+27.2989,
DESI J278.3867-68.8628,
DESI J238.7186-12.9134,
DESI J026.6264+19.4897,
DESI J097.0400-77.8947,
DESI J042.5322+08.7547,
DESI J319.9775-07.1567,
DESI J200.3021-29.1188,
DESI J048.4987-17.5039,
DESI J036.8773-70.5973,
DESI J187.2746+33.8854,
DESI J162.8497-21.6101,
DESI J257.8845+13.6737,
DESI J031.8446+02.2953,
DESI J291.2989-78.6773,
DESI J007.7687+17.9573,
DESI J073.7200-64.5927,
DESI J006.4637+08.7845,
DESI J030.4458+19.8791,
DESI J214.2162+03.6405,
DESI J347.0843+21.0713,
DESI J347.1086+19.8951,
DESI J359.1384-50.9577,
DESI J024.3756+31.9033,
DESI J243.0914-19.2163,
DESI J059.3519-27.1444,
DESI J294.5955-77.7110,
DESI J352.7956+28.7112,
DESI J073.7994-20.8536,
DESI J002.7128+20.7332,
DESI J137.5548-07.1682,
DESI J211.2532-85.2332,
DESI J070.7527-50.8123,
DESI J295.3260-79.1972,
DESI J237.3614-83.9460,
DESI J041.0371+11.1634,
DESI J137.1093-80.4929,
DESI J035.3056+18.5460,
DESI J164.9261-83.5387,
DESI J325.2448-55.7064,
DESI J149.8894-85.9908,
DESI J347.4201+18.0098,
DESI J006.7819-37.7906,
DESI J180.5820+12.7668,
DESI J227.9183-84.2070,
DESI J170.0312-07.1967,
DESI J153.4660-86.1195,
DESI J325.7721+20.2149,
DESI J006.8129-37.8896,
DESI J232.2877-27.8809,
DESI J055.4205-16.4979,
DESI J068.8308-25.2808,
DESI J319.3509-07.7044,
DESI J037.3311-15.3695,
DESI J204.1481-88.3724,
DESI J063.7155+04.8445,
DESI J351.3481+30.4696,
DESI J244.2424+20.6573,
DESI J242.7238+03.4649,
DESI J345.4203+22.3389,
DESI J290.3523-48.7213,
DESI J189.2632-07.9720,
DESI J013.9520-28.8849,
DESI J267.7088+25.6038,
DESI J207.3564-84.9172,
DESI J298.0058-78.9477,
DESI J126.6513+22.9767,
DESI J345.2994+21.9505,
DESI J324.8537+13.1876,
DESI J312.6374-79.5907,
DESI J346.9766+19.8318,
DESI J078.7077+00.3076,
DESI J147.4878-86.5326,
DESI J251.6143-80.4327,
DESI J202.7767-84.6733,
DESI J243.6754-17.6849,
DESI J060.3999-50.7443,
DESI J094.6996-45.3088,
DESI J318.5168-08.0092,
DESI J150.1215-86.1454,
DESI J041.4058-40.8694,
DESI J240.2803-80.8103,
DESI J229.5355-84.7799,
DESI J214.9441-28.5196,
DESI J351.9931+33.2258,
DESI J243.6387-87.4645,
DESI J346.6565+24.4919,
DESI J284.4238-69.9115,
DESI J240.1548-82.8343,
DESI J032.6281+02.3382,
DESI J261.0279-78.0614,
DESI J334.7062-41.1087,
DESI J083.5905-36.8636,
DESI J044.6116-20.8994,
DESI J328.6655+15.5137,
DESI J070.3110-06.2498,
DESI J041.5616-52.1358,
DESI J189.8763-85.5353,
DESI J075.4064-85.7267,
DESI J204.7515-82.8250,
DESI J010.2543+17.8667,
DESI J223.4086-24.0872,
DESI J003.1903-15.4959,
DESI J299.1973-52.3810,
DESI J318.9630-08.2110,
DESI J320.5121-06.8839,
DESI J352.4451+31.7938,
DESI J295.0976-60.2465,
DESI J060.8341-28.0243,
DESI J259.7591+23.3447,
DESI J010.7663-18.4119,
DESI J078.6241-32.7440,
DESI J316.4089-08.9923,
DESI J126.6297+08.4178,
DESI J075.2220+06.7102,
DESI J317.6827+05.8173,
DESI J231.4600-30.1349,
DESI J191.0807+32.3001,
DESI J036.9447-15.6228,
DESI J072.1885-78.8359,
DESI J350.6914-40.8986,
DESI J309.9750-79.5209,
DESI J165.1113-86.8136,
DESI J296.6819-63.2882,
DESI J153.1860+05.2752,
DESI J166.3571-19.9054,
DESI J046.6844-11.8572,
DESI J172.9603-10.1248,
DESI J145.9580-16.2152,
DESI J256.5743-83.7829,
DESI J059.2758-21.7750,
DESI J082.4855-52.1916,
DESI J156.5182-86.9177,
DESI J000.5932-49.5984,
DESI J319.0047-08.4373,
DESI J331.8540-12.4444,
DESI J351.9668+33.1538,
DESI J300.5063-54.9092,
DESI J259.2429-77.7129,
DESI J077.7213-02.1366,
DESI J167.7308-30.9984,
DESI J094.9535-52.9098,
DESI J354.9733-55.9989,
DESI J351.1463+30.4942,
DESI J356.3298+22.9254,
DESI J295.6109-69.6164,
DESI J233.3034-87.0833,
DESI J347.1832+19.2174,
DESI J317.5524-10.4189,
DESI J325.0517+05.8675,
DESI J162.7701+08.6351,
DESI J318.2599-09.3522,
DESI J150.4903-00.2622,
DESI J336.4387-76.3613,
DESI J316.2892-11.6212,
DESI J186.5546-37.0348,
DESI J269.7563+24.3302,
DESI J308.1143-02.5055,
DESI J321.9825-82.5684,
DESI J231.9770-25.6610,
DESI J146.9351+07.4235,
DESI J351.5318+33.7767,
DESI J230.0916-15.4495,
DESI J331.4534-83.1268,
DESI J103.0462-84.2209,
DESI J200.6324-16.0848,
DESI J303.4386-71.3707,
DESI J339.4387+15.5585,
DESI J061.0189-69.0179,
DESI J050.7649-27.5687,
DESI J341.5356+11.2766,
DESI J171.3843-86.4465,
DESI J180.2979+01.4430,
DESI J335.8011+07.0840,
DESI J243.2931-19.2034,
DESI J083.2151-33.2528,
DESI J177.4615-83.6114,
DESI J039.7045-64.9107,
DESI J318.0888-10.2303,
DESI J249.2239+09.7300,
DESI J069.2734-53.1539,
DESI J317.9566-09.7194,
DESI J213.8295+18.6916,
DESI J290.5110-58.7133,
DESI J240.4376+02.4569,
DESI J022.7238+17.3119,
DESI J261.1893-78.2981,
DESI J130.5285+30.3103,
DESI J343.2191-41.1637,
DESI J330.3386+19.7819,
DESI J321.7402-07.3597,
DESI J308.1235+01.8385,
DESI J318.7054-05.7036,
DESI J150.3624-29.4715,
DESI J130.6382-86.4769,
DESI J259.3566-77.4068,
DESI J127.3861-86.3970,
DESI J035.7888+19.7524,
DESI J055.3910-03.7945,
DESI J071.5093-45.5537,
DESI J011.4848+32.2933,
DESI J247.8748-81.7595,
DESI J211.4559-23.6104,
DESI J279.1440-76.6084,
DESI J063.8923-52.6241,
DESI J126.1497-87.4099,
DESI J259.9324-77.2582,
DESI J211.3271-40.8493,
DESI J287.9507-57.0871,
DESI J180.5663+24.1537,
DESI J259.0305-77.1563,
DESI J348.8816-46.9192,
DESI J095.5701-64.6875,
DESI J075.7257-07.0568,
