OBJNAME,REGION
WISEA J114042.71+173922.2
WISEA J171322.20+263949.2
WISEA J103722.32+040713.0
WISEA J205011.87-034412.9
WISEA J133247.25-331417.1
WISEA J081949.05+040710.4
WISEA J025607.86-202523.5
WISEA J093632.30+104943.2
WISEA J011727.84-285237.3
PGC 011013
WISEA J124909.36+105629.6
WISEA J134500.56+294855.8
WISEA J020624.99-112246.5
WISEA J001620.79-510516.3
WISEA J235221.41-293746.0
WISEA J010109.79-030012.7
WISEA J105814.17+191418.6
WISEA J171826.39+300450.0 ## already processed
WISEA J134944.53+243259.9
WISEA J023654.45-192159.7
WISEA J033305.26-325322.3
WISEA J081902.92+175903.4
WISEA J104948.69-422015.2
WISEA J062801.23-631215.9
WISEA J115053.53+322116.5
WISEA J154410.34+032915.1
WISEA J143226.39+000251.1
WISEA J032550.11-062558.8
2MASS J11122236-1755306
WISEA J084845.89+141719.6
WISEA J025821.66+134655.9
WISEA J043734.53-311104.7
VIII Zw 253 NED01
WISEA J091922.99+062749.6
WISEA J000610.48+330337.4
WISEA J034800.04-453423.5
WISEA J061316.34-182550.8
PGC 255298
WISEA J215015.39-070758.0
LCRS B115815.9-022706
WISEA J144716.49-022838.2
WISEA J103136.92+042232.2
WISEA J061046.92-323835.5
WISEA J222832.60+135028.0
WISEA J184726.93-531755.1
2MASS J11512627+1755042
WISEA J091359.26+000349.9
WISEA J152823.74+204553.6
WISEA J132126.08-161741.7
WISEA J035815.43+102557.8
WISEA J104532.09+105411.5
WISEA J132956.77-314327.5
LCRS B124700.1-060443
2MASS J10461539-7103301
WISEA J113454.96-432029.4
WISEA J131800.64+010612.5
WISEA J103445.34+253249.6
WISEA J100323.27+005038.8
WISEA J035827.86-145937.4
WISEA J143421.12-020942.9
WISEA J000002.67+202614.0
WISEA J225949.93+310206.4
WISEA J203326.88-661256.0
WISEA J021247.58+274826.9
WISEA J235746.31-085027.5
2MASS J08591851+0252262
WISEA J034038.75-131558.9
WISEA J224016.06+241126.8
WISEA J220127.10-454234.5
2MASX J00582296+0003202
WISEA J122400.26-033737.1
WISEA J202932.00-803628.8
WISEA J114042.20+173916.9
WISEA J231645.09-082916.8
WISEA J233155.10-082716.5
WISEA J045922.26-212709.6
WISEA J231021.10+023652.4
WISEA J144826.47+040142.9
WISEA J114754.72+085920.9
WISEA J075918.16-012240.7
WISEA J074939.47+291521.4
WISEA J212930.52-371836.1
LCRS B032508.9-382730
WISEA J143640.16-473517.1
WISEA J212341.81-082016.0
WISEA J205025.99-520341.4
WISEA J074937.30+291447.6
SDSS J134439.08+025532.3
ESO 289-IG 023 NED01
WISEA J153208.72+130149.2
WISEA J150500.03+161751.0
ESO 198-IG 029 NED02
WISEA J143010.91+071644.2
WISEA J095420.39-005631.3
2MASS J08535346+3355542
WISEA J081948.67+040707.0
WISEA J103142.88+225257.7
WISEA J103040.31+305118.2
WISEA J003221.03-061807.6
WISEA J225805.49-114741.4
WISEA J123130.65-012129.4
WISEA J154508.24+250949.9
WISEA J045923.34-382713.4
WISEA J101601.86-253735.1
WISEA J114942.92+015451.3
WISEA J234139.16+103538.4
WISEA J053841.78-254424.2
WISEA J000742.12-511715.6
WISEA J134033.85+093024.4
FAIRALL 1136
WISEA J081806.55+032449.0
WISEA J100135.65+283939.0
WISEA J203200.38-704134.3
WISEA J210727.55-471442.4
WISEA J155005.78+291139.5
ESO 202- G 013 NED01
WISEA J151506.75+051943.8
WISEA J130804.83-240631.2
2MASS J16384605+2813383
2MASX J09562657+1253135
WISEA J091359.16+000326.1
2MASX J04392564-4250193
WISEA J030404.71+133808.7
2MASS J00462023+0021291
WISEA J085758.03+011154.8
WISEA J145115.80+200307.5
WISEA J013017.45-635322.1
WISEA J231024.35+150533.8
WISEA J232901.16-085650.2
2MASX J16185730+1056346
WISEA J221000.07-562634.1
2MASS J23435020-3616468
VIII Zw 485 NED01
ESIS J003420.30-430338.6
WISEA J142428.15+264006.0
WISEA J014857.81-600210.5
WISEA J202510.36-202728.1
WISEA J164907.93-684959.3
WISEA J001355.96-193136.6
WISEA J210314.02-254104.4
WISEA J003918.39-240150.6
WISEA J181514.72-733614.7
WISEA J163250.86+123647.5
WISEA J010111.91-025426.8
WISEA J050707.27-264955.8
WISEA J141055.27+111926.9
WISEA J003446.87-063625.1
SDSS J100120.30+193024.6
WISEA J134442.53+025526.1
SARS 067.83057-49.05806
WISEA J145043.57+230923.9
WISEA J114647.28+232947.4
WISEA J233913.13+261441.1
WISEA J062619.13-372855.2
WISEA J114755.10-184952.1
WISEA J115136.43+084430.7
WISEA J133106.92-314547.3
WISEA J061746.05-444520.1
WISEA J151249.44+061842.3
WISEA J172914.32-685426.0
WISEA J235811.06-191741.7
WISEA J145114.47+200320.5
WISEA J205913.77-181713.0
LCRS B112623.7-023246
2MASX J06074864-5027078
2MASS J08564757+3051369
WISEA J125755.86+193433.1
WISEA J142414.30+014644.7
WISEA J005450.57-034241.4
WISEA J144031.80+112316.5
WISEA J212905.73-555603.5
WISEA J102127.27+055543.9
WISEA J115117.46-093150.4
WISEA J040036.29-630629.7
WISEA J164343.01+324321.1
WISEA J101948.52-761329.1
WISEA J001428.63-191818.6
WISEA J021905.73-283045.6
WISEA J210545.92-364744.7
2MASS J12034875+0206036
2MASS J23533463-8647443
WISEA J144805.67+215246.5
WISEA J192715.76-335730.3
WISEA J163840.15-663758.9
WISEA J182835.81-573745.3
WISEA J032548.97-062555.4
WISEA J180636.53-794608.5
WISEA J091359.37+000331.6
WISEA J172228.18+140423.5
WISEA J083549.30-571907.4
WISEA J060711.04-222252.5
WISEA J041240.86-860915.4
WISEA J001643.31+064145.9
WISEA J085516.09+122118.1
WISEA J001400.78-193101.9
WISEA J214808.97-431633.4
WISEA J143226.84+000251.9
WISEA J020456.44-125413.9
WISEA J212344.80-082040.4
WISEA J115418.37-303432.8
LV J0055-2310
WISEA J214156.45-084759.3
WISEA J005715.43+120705.1
WISEA J235259.78-344118.0
WISEA J110935.35-042023.1
WISEA J202848.43-185051.1
WISEA J121139.09+010721.6
WISEA J135243.25+000744.4
WISEA J124543.72-324830.4
WISEA J130521.17+121205.9
WISEA J161811.58+160816.4
MRK 0771
WISEA J082343.59+113005.0
WISEA J085756.99+011157.8
WISEA J161912.95+275103.6
WISEA J111325.80+304540.1
WISEA J102156.09+310938.6
WISEA J001642.10+064206.5
WISEA J195146.17-550738.1
WISEA J234725.99-825309.3
WISEA J163630.49+271029.9
WISEA J121649.55+015428.5
WISEA J173046.09+223951.0
WISEA J021352.21-431209.0
WISEA J082342.63+113010.1
WISEA J013518.91-542812.0
WISEA J234746.07-095518.3
SDSS J081709.79+161749.2
WISEA J115655.68-724055.6
WISEA J125949.95-253845.2
WISEA J134633.38+261147.1
WISEA J033724.77-514047.6
WISEA J044912.61-604053.5
WISEA J152832.41+285751.2
ESO 304-IG 029 NED02
2MASX J16114594+2543236
WISEA J234746.62-095517.9
WISEA J051834.65-573852.7
2MASS J21025507-0058209
WISEA J214425.21-702558.3
WISEA J223515.06+140408.9
WISEA J113754.44-342459.6
WISEA J145407.48+045607.2
WISEA J135522.66+334302.0
WISEA J053604.66-365255.8
WISEA J211025.14+080437.2
WISEA J143227.67+000311.6
WISEA J143246.61+305928.7
WISEA J111216.65+171846.4
WISEA J195653.56-463232.7
WISEA J114231.15+280800.0
WISEA J093307.35+321618.6
WISEA J134014.29+035919.3
2MASS J12163004+0041301
WISEA J134820.60+321901.0
WISEA J010426.76+152142.1
WISEA J112937.59+341158.6
WISEA J000149.64-665025.7
WISEA J160925.01-772444.1
WISEA J101913.87-425527.9
WISEA J043926.92-425014.1
2MASX J22424506-5738531
WISEA J153010.62-000306.6
WISEA J162014.36-010622.0
2MASXi J0806392+324640
WISEA J113938.46+162732.2
WISEA J202848.92-185045.9
WISEA J004953.06-561942.6
WISEA J212931.39-371835.1
WISEA J112227.51+212431.8
WISEA J235506.13-454805.3
WISEA J170115.83+240602.6
WISEA J115755.82+072356.8
WISEA J201457.61-392847.5
WISEA J161912.49+275034.7
WISEA J235403.88-102001.3
WISEA J124838.20+105329.7
WISEA J170115.59+240608.6
WISEA J085720.95+164250.9
WISEA J234253.91-243234.6
WISEA J163631.77+271056.1
WISEA J095950.88-184407.6
WISEA J160929.43+303204.5
WISEA J145411.42+045647.4
WISEA J143720.42+180028.1
IC 1170
WISEA J214158.24-084753.2
WISEA J025723.05-585152.6
WISEA J122144.64+134458.9
WISEA J101235.16+122751.5
WISEA J145140.61+252628.3
2MASX J16513995+3355418
WISEA J223452.70+131639.1
WISEA J133113.80-311301.8
WISEA J021125.98-474540.5
WISEA J011835.89+010919.9
2MASX J12073966-3650280
WISEA J031852.00-715928.0
WISEA J020931.40-125706.0
WISEA J055800.17-444746.1
WISEA J064120.69-292902.4
WISEA J102757.23-201331.4
WISEA J135535.92+071539.8
WISEA J092345.44-202258.9
WISEA J224614.26-352643.5
WISEA J200019.53-384054.9
WISEA J154821.10+331117.6
WISEA J094240.50+063217.7
WISEA J042658.56-370432.1
WISEA J163847.11+281427.5
WISEA J101020.71-004139.5
2MASX J10461720+1238025
WISEA J015109.57-345940.0
WISEA J121327.28-000924.8
GALEXASC J133113.53-311244.9
WISEA J104116.64+062842.2
WISEA J151247.29+061822.5
WISEA J232446.14+005055.1
2MASS J10255767-2710394
WISEA J151404.77+172727.8
WISEA J235425.62-285339.5
WISEA J131037.01+150708.6
WISEA J205454.61-643428.4
WISEA J224151.41-082550.7
WISEA J112229.92+212421.5
WISEA J123952.03+105956.8
WISEA J004130.73-090214.8
WISEA J100322.71+005024.9
WISEA J132924.66+111510.9
LCRS B035416.4-454056
WISEA J005615.53+000108.9
WISEA J101408.88-024926.3
WISEA J021356.35+003136.8
WISEA J133225.37-030425.7
WISEA J154409.16+032930.3
WISEA J005451.77-034308.9
WISEA J135522.29+334246.0
WISEA J111232.93+194034.1
2MASS J15033359-2106500
WISEA J010817.13-000245.5
WISEA J130251.88-722650.3
WISEA J063714.07-301300.2
WISEA J114416.88+305452.7
WISEA J150343.27+151648.4
WISEA J171620.36+280020.1
WISEA J072417.52+240511.7
WISEA J231927.17+272722.8
WISEA J112837.19-363537.5
ESO 121-IG 028 NOTES01
WISEA J134127.14-010956.0
WISEA J151829.06+051442.7
WISEA J132159.87+241335.6
2MASX J13520695-4408459
WISEA J124213.99+332238.2
WISEA J125749.31-172033.6
WISEA J202942.48-803633.4
WISEA J210252.66-005802.1
WISEA J152836.21+094550.0
WISEA J090903.40+110251.3
WISEA J170238.89+155019.6
WISEA J132203.27+241304.6
2MASS J14302999-3909513
WISEA J000724.99+071242.3
WISEA J003205.39-073136.2
WISEA J120412.66+282037.5
CGCG 020-030 NED02
WISEA J114921.42-310610.8
WISEA J221640.74-360939.8
WISEA J094602.44-251551.1
NPM1G +12.0459
WISEA J003955.83-142623.9
WISEA J044916.89+114054.9
2MASX J21585058-0739386
WISEA J215011.30-553910.0
2MASX J23191839+1354419
WISEA J181357.00+295956.2
WISEA J020107.26-250442.7
WISEA J231925.32+272711.4
WISEA J104906.83+092604.7
WISEA J171619.44+280031.7
WISEA J101455.82-721758.3
WISEA J204105.28-390816.2
WISEA J231240.72-762041.3
WISEA J165445.46+301409.8
WISEA J010802.96-433140.1
WISEA J092054.85-215710.0
WISEA J172933.36+312103.9
WISEA J081301.63+294253.8
WISEA J164346.51+324349.5
WISEA J222833.72+135021.0
2MASX J15140339+1727560
WISEA J224726.12+173629.7
LCRS B122428.3-054225
WISEA J205917.38-181705.8
WISEA J120936.48-425847.4
WISEA J032547.70-062544.0
WISEA J151304.99+181153.0
WISEA J040337.67-651518.1
WISEA J161716.05-153719.3
WISEA J092340.41+263603.9
WISEA J012847.67-542125.7
WISEA J152838.65+094511.3
WISEA J082302.58+174222.5
WISEA J101355.32-015108.1
2MASX J16464712+3103318
WISEA J221821.19-152624.3
PGC 1028835
WISEA J110801.51+211905.0
WISEA J163250.38+123619.0
LCRS B001505.0-424336
GALEXASC J225736.46-331045.2
2MASS J09101948+0211152
WISEA J044916.54+114036.4
WISEA J002028.63-402242.8
WISEA J023211.77+001326.6
WISEA J153158.06+251413.7
WISEA J134443.68+025516.6
DUKST 407-061
WISEA J145738.66+254127.4
WISEA J080247.61+062454.0
WISEA J152810.17+095220.2
WISEA J151517.12+142343.7
LCRS B120941.8-053924
MRK 1383
WISEA J023014.06+230831.9
WISEA J100104.29+051622.8
WISEA J060458.64-862123.5
WISEA J133522.52+001818.4
2MASS J09182316+1456425
WISEA J224151.19-082619.4
WISEA J013030.97-284314.3
WISEA J230950.62-483441.2
2MASX J11081253-4143223
WISEA J154509.07-824923.9
WISEA J015641.71+190501.9
2MASX J10325390+1204467
WISEA J102853.65+114648.0
WISEA J234528.52+114646.0
WISEA J023027.15-004957.4
LCRS B125844.0-032513
WISEA J213546.61-393904.6
WISEA J024721.84+130505.8
WISEA J221118.21-533310.3
CGCG 132-054 NED02
WISEA J050521.04+020513.9
2MASX J11174375+2228502
2MASS J23581294-1917197
WISEA J091924.63+062802.5
CGCG 481-010
WISEA J160207.77+265726.7
PGC 320778
WISEA J111510.02+024238.5
WISEA J230618.30-105215.2
LSBG F355-018
WISEA J070110.85-290401.7
