OBJNAME,REGION,RA,DEC,DIAM,PA,BA,MAG,REASON
NGC 0232 E,dr11-south,10.720041666666663,-23.541027777777778,1.729,109.7,0.523,14.086,SGA2020
2MASX J03294710-2901511,dr11-south,52.44616667,-29.03088889,0.8,0.0,1.000,18.000,VI
WISEA J033008.05-553121.3,dr11-south,52.533624999999994,-55.522555555555556,0.7,37.0,0.851,17.260,HYPERLEDA
WISEA J053316.66-362301.1,dr11-south,83.31958333333331,-36.383694444444444,1.1,120.0,0.940,15.990,LIT
WISEA J061714.57-442727.8,dr11-south,94.310730,-44.457726,0.5,0.0,1.0,16.0,NED
