OBJNAME,FIELD,NEW_VALUE,REASON
ESO 112- G 006,PA,118.7,VI
UGC 00418,RA,9.906811,VI
UGC 00418,DEC,8.964958,VI
WISEA J004312.90-242811.1,RA,10.803689,VI
WISEA J004312.90-242811.1,DEC,-24.469777,VI
WISEA J004312.90-242811.1,DIAM,0.7,VI
MCG -02-05-043,BA,0.3,VI
MCG -02-05-043,PA,90.0,VI
PGC772961,DIAM,0.4,VI
PGC772961,BA,1.0,VI
PGC772961,PA,0.0,VI
PGC 1035044,RA,50.0057,VI
PGC 1035044,DEC,-6.2514,VI
WISEA J033009.65-553210.7,DIAM,0.5,VI
APMBGC 359+026+016,BA,0.2,VI
APMBGC 359+026+016,PA,110.6,VI
NGC 1614,RA,68.500131,VI
NGC 1614,DEC,-8.579540,VI
WISEA J044537.19-332331.8,RA,71.405026,VI
WISEA J044537.19-332331.8,DEC,-33.392795,VI
ESO 085- G 001,RA,71.681402,VI
ESO 085- G 001,DEC,-62.464162,VI
WISEA J045131.92-344906.9,DIAM,0.5,VI
WISEA J062421.82-350035.5,RA,96.090790,VI
WISEA J062421.82-350035.5,DEC,-35.009796,VI
WISEA J062421.82-350035.5,DIAM,0.5,VI
WISEA J062421.82-350035.5,BA,1.0,VI
WISEA J062421.82-350035.5,PA,0.0,VI
ESO 087- G 027,BA,0.5,VI
ESO 087- G 027,PA,150.0,VI
ESO 502- G 018,RA,166.8249,VI
ESO 502- G 018,DEC,-25.5738,VI
ESO 438- G 022,RA,170.158045,VI
ESO 438- G 022,DEC,-28.473310,VI
ESO 438- G 022,DIAM,1.2,VI
ESO 438- G 022,PA,130.0,VI
SDSS J114328.49+094947.1,DIAM,0.5,VI
SDSS J114328.49+094947.1,BA,1.0,VI
SDSS J114328.49+094947.1,PA,0.0,VI
ESO 217- G 004,RA,177.335358,VI
ESO 217- G 004,DEC,-50.435578,VI
ESO 217- G 004,DIAM,1.0,VI
UGCA 274,RA,183.231640,VI
UGCA 274,DEC,-20.422647,VI
VCC 0909,RA,186.627044,VI
VCC 0909,DEC,16.345175,VI
ESO 443- G 020,RA,194.8794,VI
ESO 443- G 020,DEC,-28.0759,VI
ESO 443- G 020,DIAM,1.0,VI
ESO 443- G 020,BA,1.0,VI
ESO 443- G 020,PA,0.0,VI
ESO 446- G 020,DIAM,1.0,VI
ESO 446- G 020,BA,1.0,VI
ESO 446- G 020,PA,0.0,VI
WISEA J143209.38+255120.3,RA,218.039607,VI
WISEA J143209.38+255120.3,DEC,25.854966,VI
FGCE 1218,RA,233.475820,VI
FGCE 1218,DEC,26.791721,VI
FGCE 1218,BA,0.2,VI
NGC 6052 NED02,RA,241.303631,VI
NGC 6052 NED02,DEC,20.542391,VI
ESO 517- G 007,DIAM,1.0,VI
ESO 517- G 007,PA,45.0,VI
2MASS J17375066-7446290,RA,264.450026,VI
2MASS J17375066-7446290,DEC,-74.777600,VI
2MASX J19334636-6443102,DIAM,0.6,VI
APMBGC 235+059-099,RA,314.193440,VI
APMBGC 235+059-099,DEC,-48.088385,VI
APMBGC 235+059-099,PA,33.0,VI
PGC 906427,RA,0.589631,VI
PGC 906427,DEC,-15.792734,VI
PGC 906427,DIAM,0.5,VI
WISEA J000730.06-204407.6,RA,1.878956,VI
WISEA J000730.06-204407.6,DEC,-20.731294,VI
WISEA J022607.77-051907.4,BA,0.73,VI
WISEA J022607.77-051907.4,PA,75.5,VI
WISEA J022607.77-051907.4,DIAM,0.8,VI
ESO 304-IG 029 NED01,RA,73.697006,VI
ESO 304-IG 029 NED01,DEC,-73.697006,VI
ESO 304-IG 029 NED01,DIAM,1.0,VI
NGC 3187,RA,154.449227,VI
NGC 3187,DEC,21.873258,VI
NGC 3187,DIAM,4.54,VI
NGC 3187,BA,0.35,VI
NGC 3187,PA,50.0,VI
NGC 5012A,DIAM,2.0,VI
NGC 5012A,BA,0.7,VI
ESO 450- G 014,RA,236.800984,VI
ESO 450- G 014,DEC,-28.774312,VI
ESO 526- G 018,RA,299.119026,VI
ESO 526- G 018,DEC,-25.914917,VI
ESO 526- G 018,DIAM,0.85,VI
ESO 526- G 018,BA,0.82,VI
ESO 526- G 018,PA,90.0,VI
ESO 350- G 040,RA,9.421305,VI
ESO 350- G 040,DEC,-33.716254,VI
WISEA J005128.67-282929.1,RA,12.866950,VI
WISEA J005128.67-282929.1,DEC,-28.490972,VI
UGC 09327,DIAM,1.0,VI
UGC 09327,PA,10.0,VI
WISEA J155004.59-395505.5,DIAM,2.0,VI
2MASX J15495273-3954340,DIAM,1.4,VI
ESO 032-IG 017 NED01,DIAM,0.6,VI
ESO 032-IG 017 NED01,BA,0.25,VI
ESO 032-IG 017 NED01,PA,41.0,VI
2MFGC 04115,DIAM,1.7,VI
2MFGC 04115,BA,0.229,VI
2MFGC 04115,PA,14.447,VI
WISEA J020310.13-505715.4,DIAM,0.6,VI
WISEA J020310.13-505715.4,BA,1.0,VI
WISEA J020310.13-505715.4,PA,0.0,VI
KUG 0210-011,DIAM,0.5,VI
KUG 0210-011,BA,1.0,VI
KUG 0210-011,PA,0.0,VI
ESO 086- G 018,DIAM,1.047,VI
ESO 086- G 018,BA,0.327,VI
ESO 086- G 018,PA,166.0,VI
WISEA J065627.43-332257.6,DIAM,0.743,VI
WISEA J065627.43-332257.6,BA,0.688,VI
WISEA J065627.43-332257.6,PA,84.0,VI
WISEA J065640.71-282121.5,DIAM,0.83,VI
WISEA J065640.71-282121.5,BA,0.0.448,VI
WISEA J065640.71-282121.5,PA,167.0,VI
MCG +03-31-014,DIAM,1.4,VI
MCG +03-31-014,BA,0.776,VI
MCG +03-31-014,PA,69.0,VI
WISEA J132345.23+010231.5,DIAM,0.8,VI
WISEA J132345.23+010231.5,BA,1.0,VI
WISEA J132345.23+010231.5,PA,0.0,VI
ESO 349-IG 026 NED02,DIAM,1.5,VI
ESO 349-IG 026 NED03,DIAM,0.5,VI
ESO 043-IG 010,PA,20.0,VI
WISEA J102333.06+212123.2,DIAM,0.8,VI
WISEA J102333.06+212123.2,BA,1.0,VI
WISEA J102333.06+212123.2,PA,0.0,VI
SDSSJ112538.30+224958.5,
WISEA J114101.34+121241.9,
2MASX J11410187+1212365,
GALEXASC J123926.00+171257.8,
WISEA J125211.90-153444.2,
WISEA J130935.62+001845.7,
SDSS J134439.08+025532.3,
WISEA J134512.88+000630.2,
2MASX J13535705-2756190,
WISEA J141202.81-000128.0,
2MASX J14373619+3011392,
WISEA J144915.03+181737.1,
SDSS J160014.44+182233.4,
WISEA J160036.38-001042.0,
WISEA J160503.72+192313.3,
2MASX J16330578+2701398,
2MASX J16360517+2718353,
WISEA J181426.49-523223.7,
WISEA J181440.35-523134.3,
ESO 285- G 030,
WISEA J203439.44-340345.1,
VV 695 NED04,
APMBGC 401+029-022,
2MASX J21585058-0739386,
WISEA J223211.82-252315.2,
WISEA J225637.66+071011.3,
WISEA J225637.06+071008.5,
WISEA J225636.24+070948.2,
2MASXi J2347088+153606,
