OBJNAME,REGION
2MASS J17024247+3359295,
2MASS J18003311+6626035,
WISEA J104349.04+312419.9,
WISEA J120405.39+332221.5,
WISEA J105735.00+385322.9,
SDSS J121204.54+464528.1,
WISEA J124658.22+651442.8,
WISEA J092525.56+322931.0,
SDSS J171355.59+434029.8,
2MASX J12044497+2916243,
WISEA J123846.87+400431.0,
2MASS J09060668+5956260,
2MASS J16411960+3836446,
2MASX J19131906+7225340,
WISEA J152529.08+362807.8,
WISEA J123535.69+490036.9,
WISEA J153807.00+334133.4,
2MASS J14362911+4615271,
2MASS J18215185+3255084,
SDSS J114153.69+463457.3,
WISEA J174409.85+382742.0,
WISEA J160204.95+480751.3,
WISEA J090653.87+592211.0,
WISEA J081031.18+381223.4,
WISEA J144223.36+715334.8,
WISEA J112421.02+590438.0,
SDSS J151349.24+454946.5,
2MASS J18050755+6335583,
WISEA J175634.54+730240.4,
WISEA J094907.62+363344.4,
WISEA J135308.51+485431.6,
WISEA J143432.90+554426.2,
WISEA J081516.73+351658.8,
WISEA J120555.35+432435.3,
WISEA J102353.29+601651.6,
2MASX J18035792+3726281,
SDSS J131927.03+394822.0,
WISEA J123236.79+382500.5,
WISEA J142650.29+463551.6,
2MASX J08070161+5325494,
WISEA J140136.06+322231.4,
SDSS J120949.22+365647.8,
SDSS J160909.90+480257.0,
SDSS J112953.69+451215.6,
2MASS J13431365+4733369,
WISEA J152519.97+545303.7,
2MASS J11364894+6623111,
WISEA J125413.48+342319.7,
SDSS J153150.87+343602.0,
WISEA J142153.83+483426.2,
VII Zw 075 NED01,
WISEA J102743.06+401204.0,
WISEA J125654.56+573706.3,
WISEA J162010.78+391251.3,
SDSS J120722.19+523334.4,
SDSS J143439.82+350347.6,
WISEA J125751.15+623847.8,
WISEA J111151.02+400510.8,
WISEA J084850.62+572035.0,
WISEA J103133.33+384049.2,
WISEA J165758.26+315323.4,
WISEA J140753.06+533651.2,
WISEA J122751.58+393333.5,
WISEA J022922.38-003848.4,
WISEA J122812.28+492936.1,
2MASS J15254569+4321007,
WISEA J164823.94+381202.6,
SDSS J144603.71+405318.2,
SDSS J120936.64+615035.0,
2MASS J10023382+3549586,
WISEA J085508.05+534909.3,
WISEA J175241.59+382056.1,
WISEA J161145.61+453347.8,
WISEA J170118.90+385056.8,
2MASS J07511568+3521212,
SHOC 341,
SDSS J121116.05+364943.4,
WISEA J130535.09+393606.0,
WISEA J165344.01+403634.6,
WISEA J150424.56+435055.6,
VII Zw 867 NOTES01,
WISEA J234007.47-002903.1,
WISEA J130600.34+465625.9,
SDSS J163846.77+552147.3,
WISEA J100626.39+372534.4,
WISEA J143950.67+370336.3,
WISEA J022941.87+000325.7,
SDSS J145942.96+340602.8,
WISEA J175652.33+615321.5,
WISEA J174505.78+374543.2,
WISEA J112700.72+372039.4,
WISEA J152810.06+683712.2,
WISEA J122049.15+561304.9,
SDSS J160100.09+331300.6,
SDSS J085914.86+530446.3,
WISEA J062835.10+541609.6,
2MASS J19064996+6233301,
2MASS J08114611+4811147,
WISEA J153426.06+455121.6,
WISEA J182456.65+744856.0,
WISEA J120425.74+665247.1,
WISEA J115453.17+660255.0,
WISEA J125725.29+472213.8,
WISEA J172543.26+365155.6,
WISEA J082028.52+315824.4,
WISEA J150954.90+531226.5,
2MASS J10242463+3952236,
WISEA J095517.87+463740.7,
WISEA J165740.22+393132.2,
2MASS J10283922+6118200,
WISEA J161035.57+475626.9,
WISEA J140104.72+465005.0,
WISEA J175259.05+653030.6,
WISEA J123033.86+441832.1,
WISEA J124310.23+613952.6,
WISEA J085956.81+320620.5,
SDSS J115539.93+570911.4,
VV 160d,
WISEA J180930.98+360641.1,
2MASX J08354611+3412382,
PG 1115+407,
WISEA J142304.53+384731.8,
2MASX J16290498+5749594,
WISEA J121829.20+615624.4,
PGC 2014277,
WISEA J105506.31+452808.6,
2MASX J14314900+3647461,
WISEA J074153.67+395423.5,
2MASX J18000306+3155418,
WISEA J134457.30+334250.2,
WISEA J172330.58+340019.5,
SDSS J080714.88+520043.2,
WISEA J140329.94+330401.1,
WISEA J083130.97+432327.7,
WISEA J072114.92+555618.6,
WISEA J221231.93+002928.5,
SDSS J144150.41+444544.2,
WISEA J173627.43+520943.2,
PGC 2598813,
WISEA J111133.86+405550.7,
WISEA J171548.99+320409.6,
2MASS J12374694+5113544,
2MASS J17054195+5950060,
2MASS J16322749+4207180,
2MASS J09475489+3339097,
WISEA J083351.81+361306.9,
2MASX J18272481+3620346,
SDSS J152324.51+360904.0,
SDSS J122304.56+561714.2,
2MASX J14334301+4033132,
2MASX J02463649-0003415,
2MASX J07201307+3628032,
WISEA J094131.37+603044.2,
SDSS J170342.24+602132.4,
WISEA J085541.72+435113.3,
WISEA J163243.99+343931.9,
SDSS J120522.51+593247.5,
SDSS J122724.82+391530.2,
SDSS J124845.85+664254.3,
WISEA J130408.05+375054.4,
SDSS J131756.11+314540.1,
WISEA J120426.68+665239.2,
WISEA J094225.94+315801.9,
WISEA J192956.94+544446.2,
WISEA J074155.32+335844.8,
WISEA J085008.05+461051.1,
WISEA J135914.02+370317.7,
2MASX J07312518+5312462,
WISEA J190757.46+490452.5,
WISEA J191745.81+552855.3,
WISEA J095948.91+320936.2,
2MASS J16563904+3324282,
WISEA J160910.71+505533.5,
WISEA J083032.72+320137.0,
KUG 0942+384,
WISEA J170829.81+601856.3,
2MASS J11173034+5819524,
SDSS J110021.96+553611.4,
SDSS J163901.77+422404.2,
WISEA J103854.70+355109.2,
SDSS J120936.23+615040.5,
2MASX J13473942+5410321,
WISEA J073921.13+413722.2,
WISEA J192512.49+660513.5,
PGC 1970842,
2MASS J18215525+3141574,
WISEA J104033.65+373627.0,
WISEA J150902.97+315624.1,
WISEA J174747.28+382151.7,
2MASX J13324667+5641098,
WISEA J154125.92+384147.7,
SDSS J115049.93+394352.8,
2MASS J18291882+5511101,
2MASS J11210511+4318359,
WISEA J103733.94+482608.7,
WISEA J103809.46+392554.3,
WISEA J121522.78+414621.3,
WISEA J112539.62+444227.8,
WISEA J121520.74+434252.2,
WISEA J184229.14+630419.1,
WISEA J152426.60+535206.1,
2MASS J08392684+3546152,
GALEXASC J152450.75+334446.4,
SDSS J074454.20+332056.3,
WISEA J112521.02+452351.1,
WISEA J185219.16+564551.9,
WISEA J113109.05+472205.8,
2MASS J18441173+3547137,
SDSS J081954.98+563429.3,
WISEA J151100.33+553721.9,
2MASS J16071498+3206184,
2MASX J07060683+4940470,
2MASS J16561294+3437579,
WISEA J143259.55+611945.0,
2MASS J07330971+4126023,
2MASX J18470418+6904557,
2MASX J16592065+3541429,
WISEA J140135.51+454211.9,
WISEA J172201.16+484757.1,
WISEA J074743.88+465017.6,
WISEA J135816.01+355627.8,
SDSS J145036.28+335749.5,
WISEA J112809.35+381357.3,
2MASX J18281100+6531031,
WISEA J092118.99+564329.6,
2MASS J11574348+5352261,
WISEA J063514.54+560814.6,
WISEA J140421.89+583829.6,
SDSS J131310.27+590622.4,
2MASX J12071739+6623155,
SDSS J095925.02+340439.3,
WISEA J145119.98+361856.2,
WISEA J090507.89+393459.9,
PGC 2629576,
2MASS J11433944+6251566,
WISEA J115325.99+423056.5,
2MASS J10493598+4445493,
WISEA J174330.39+375339.7,
WISEA J133501.61+464454.4,
WISEA J105417.68+394556.6,
WISEA J143201.07+631327.7,
WISEA J105417.06+394554.5,
2MASX J17164155+3752311,
SDSS J143510.74+441106.1,
WISEA J175819.99+472429.7,
2MASX J17083856+3343210,
2MASX J08291264+5429469,
2MASS J15132985+3604436,
WISEA J182100.29+533539.5,
WISEA J172651.27+601848.7,
WISEA J132327.42+705154.1,
SDSS J134717.32+645224.2,
2MASX J16561257+3437548,
WISEA J181116.90+324509.2,
WISEA J184912.65+370704.3,
2MASX J13482323+6512339,
2MASX J08495878+3313092,
2MASS J19250618+5311267,
2MASS J18381844+3357244,
WISEA J145932.67+393834.9,
WISEA J182014.30+304529.7,
WISEA J103919.72+493824.2,
WISEA J124936.59+333030.2,
WISEA J065218.24+491035.1,
2MASS J08500598+5515543,
WISEA J083654.96+443703.6,
2MASX J06421638+6319303,
2MASX J17115072+3200561,
2MASX J12163594+6451347,
WISEA J143057.79+325342.9,
2MASS J17572754+3654168,
WISEA J165457.86+360700.3,
WISEA J064123.19+433205.1,
WISEA J154126.35+384144.0,
2MASS J10201497+3215324,
2MASS J18500722+6156399,
WISEA J192055.55+675013.6,
WISEA J144559.16+340638.5,
SDSS J160658.39+424720.0,
WISEA J080948.84+315702.5,
WISEA J125742.53+371512.4,
WISEA J083934.98+564058.0,
WISEA J144041.64+593027.3,
2MASX J14381696+4945592,
WISEA J094456.49+321019.3,
2MASX J07122312+4954153,
2MASS J14591370+3216235,
SDSS J122006.47+352216.2,
2MASX J14185857+3401287,
WISEA J234200.35-001114.8,
WISEA J110646.30+545629.2,
WISEA J070847.70+400611.1,
2MASS J19050738+5551280,
WISEA J063803.69+371443.7,
2MASX J07264561+6451012,
WISEA J112459.47+510952.2,
WISEA J080450.29+595759.1,
PGC 2155764,
WISEA J221352.88+003454.1,
2MASS J11550081+7056541,
WISEA J101857.20+360957.2,
2MASX J13265722+3821453,
WISEA J134906.51+551502.8,
2MASX J16235392+4757337,
WISEA J163220.19+381300.4,
VII Zw 083 NOTES02,
2MASX J17142047+5310317,
WISEA J175223.83+521314.5,
WISEA J064600.39+743910.8,
2MASX J07154098+4411019,
SDSS J084433.61+425605.9,
SDSS J091921.72+464132.9,
SDSS J122255.79+323610.3,
2MASS J13525887+3618326,
SDSS J142625.74+445940.1,
WISEA J072644.56+645106.6,
WISEA J073459.31+432821.2,
2MASS J14320032+6313230,
2MASX J13151592+4445229,
2MASX J13153010+4638046,
PGC 2058393,
WISEA J112459.52+510959.8,
WISEA J080449.12+595801.1,
PGC 2349117,
2MASX J18243131+3947236,
MAPS-NGP O_270_1524046,
WISEA J120237.89+395400.2,
2MASX J13293077+7014078,
2MASS J07233754+6524461,
SDSS J132744.98+323339.8,
WISEA J095439.11+322621.2,
WISEA J072427.22+472529.5,
SDSS J090413.16+522649.6,
2MASS J16564927+3913418,
PGC 2062002,
WISEA J182140.73+333141.6,
WISEA J133620.82+513637.9,
WISEA J173635.83+584707.6,
WISEA J022717.84-004529.2,
SDSS J135333.46+640933.4,
WISEA J093151.14+321042.5,
WISEA J104920.95+315655.0,
WISEA J182054.12+594032.7,
WISEA J153430.51+315949.8,
PGC 2459127,
WISEA J101956.46+363103.3,
WISEA J174241.59+315716.0,
2MASX J10574543+4733152,
SDSS J221353.16+003447.9,
WISEA J090854.67+315451.5,
WISEA J105355.01+512006.8,
WISEA J115501.79+705651.7,
PGC 1994519,
WISEA J115911.53+423238.9,
WISEA J162435.88+334401.7,
2MASX J15534309+5633368,
2MASX J18345094+6118282,
WISEA J191545.78+491828.7,
WISEA J101857.44+360950.8,
WISEA J191808.74+491757.1,
2MASX J12545952+4812590,
2MASS J13362022+5136410,
MRK 0142,
WISEA J101029.66+320305.6,
WISEA J183023.15+731310.6,
SDSS J140139.36+313339.7,
WISEA J132657.46+382140.6,
2MASS J09460095+7301047,
PGC 2516310,
2MASX J15484336+3239162,
SDSS J114822.49+354422.7,
WISEA J114608.01+542933.3,
SDSS J134905.73+551502.7,
2MASX J17301980+4753315,
WISEA J164736.75+394500.3,
WISEA J064410.86+354644.6,
WISEA J022537.03+011722.0,
WISEA J190848.86+685448.7,
WISEA J085319.45+402102.0,
WISEA J182751.06+554529.5,
WISEA J122557.10+323356.9,
WISEA J102934.33+470554.2,
2MASS J11572531+6646443,
WISEA J065029.83+361804.8,
WISEA J145944.52+545956.2,
2MASX J19131234+4939173,
WISEA J132533.86+393057.4,
WISEA J134837.81+630847.3,
2MASS J16235334+4757347,
WISEA J174240.93+315712.9,
WISEA J111014.34+452426.8,
WISEA J163220.13+381253.2,
WISEA J181611.97+454926.4,
2MASX J07080672+5847279,
WISEA J075518.84+560858.3,
PGC 2278373,
WISEA J091648.21+811849.3,
WISEA J113336.02+752914.9,
WISEA J194041.03+671838.7,
PG 1411+442,
2MASS J18571101+5431571,
VII Zw 083 NOTES01,
SDSS J110423.62+330648.4,
WISEA J073806.01+670318.6,
2MASX J09010455+5354337,
WISEA J184535.48+384549.5,
WISEA J082608.35+700242.6,
2MASX J17141981+5310287,
WISEA J095937.66+621727.2,
WISEA J175224.02+521306.1,
PGC 2082984,
PGC 2162925,
WISEA J184511.78+355634.8,
WISEA J184512.05+355642.0,
2MASS J15023440+5423319,
2MASX J08585042+3326417,
WISEA J081702.61+792409.7,
WISEA J082309.62+400019.8,
2MASX J18102253+7838372,
SDSS J085909.34+584645.3,
WISEA J171749.17+453549.2,
CGMW 5-05507,
WISEA J063510.70+385732.5,
2MASS J13452099+5914427,
WISEA J185328.60+504332.7,
WISEA J121551.51+391525.9,
WISEA J092122.38+393951.5,
WISEA J142003.48+745229.9,
LBQS 0018+0036,
2MASS J02320706+0113176,
2dFGRS N257Z053,
SDSS J000921.78-000422.0,
WISEA J001116.57+002923.5,
SDSS J001116.25+002928.2,
2MASS J00113928-0028265,
SDSS J001139.48-002838.1,
SDSS J001655.04-002345.9,
SDSS J001903.44+000654.2,
2MASS J00193063-0036058,
SDSS J001931.06-003606.3,
SDSS J002011.11-004900.8,
WISEA J002014.97-001450.6,
SDSS J002015.58-001444.1,
WISEA J002137.99-004744.3,
SDSS J002137.59-004732.4,
SDSS J002222.65-001729.1,
SDSS J002505.67+004704.2,
WISEA J003026.93-005634.2,
SDSS J003028.02-005639.4,
SDSS J003122.36+001835.6,
SDSS J003124.28+010828.3,
SDSS J022433.37-005738.4,
SDSS J023036.51-004934.9,
SDSS J023241.00+010913.9,
SDSS J024244.59-005751.6,
SDSS J024342.86+010001.3,
SDSS J024720.66-004506.7,
WISEA J025001.75+000825.0,
SDSS J025001.34+000814.6,
SDSS J025024.83+010453.6,
SDSS J071903.75+364729.8,
SDSS J072154.98+373434.4,
SDSS J072358.22+385841.7,
SDSS J072359.10+385833.3,
SDSS J072418.12+385250.1,
SDSS J073117.84+452813.2,
SDSS J073249.37+325421.3,
WISEA J073339.01+391339.9,
SDSS J073340.10+391351.8,
WISEA J073447.79+395432.5,
WISEA J073538.08+410245.2,
SDSS J073537.71+410238.7,
WISEA J073627.88+433621.6,
SDSS J073628.23+433632.6,
WISEA J073836.27+433628.2,
SDSS J073904.84+480739.1,
WISEA J074257.04+395131.6,
SDSS J074257.88+395135.0,
SDSS J074320.63+330759.5,
WISEA J074320.11+330744.6,
SDSS J074650.55+293523.3,
SDSS J074651.15+344013.3,
WISEA J074650.98+344020.5,
SDSS J074650.41+443111.5,
SDSS J074729.68+401110.4,
WISEA J074952.28+293824.5,
SDSS J074952.84+293832.2,
WISEA J075002.13+343548.3,
SDSS J075002.52+343559.3,
SDSS J075039.77+400338.6,
SDSS J075038.12+404431.2,
WISEA J075039.05+404422.4,
SDSS J075057.36+455937.2,
SDSS J075104.43+501514.2,
WISEA J075202.34+491856.4,
SDSS J075201.10+491856.9,
SDSS J075221.79+410557.3,
SDSS J075304.96+291709.8,
SDSS J075332.78+385758.3,
WISEA J075444.55+370133.6,
WISEA J075449.06+292606.8,
SDSS J075447.99+292607.5,
SDSS J075608.41+381057.2,
SDSS J075824.25+312601.7,
SDSS J075902.62+512009.8,
SDSS J075921.34+392120.3,
SDSS J080001.40+305719.7,
WISEA J080016.27+295856.2,
SDSS J080015.38+295853.1,
SDSS J080025.13+354441.0,
WISEA J080030.73+294153.9,
WISEA J080029.05+294123.7,
SDSS J080050.63+373553.4,
WISEA J080237.34+450929.0,
WISEA J080239.52+450933.8,
SDSS J080238.82+450934.8,
WISEA J080245.69+335116.6,
SDSS J080244.53+335123.6,
SDSS J080343.60+304231.5,
SDSS J080428.24+293721.6,
SDSS J080502.41+563609.9,
SDSS J080552.34+373052.7,
SDSS J080654.38+520112.9,
WISEA J080731.18+461341.8,
SDSS J080746.01+374423.3,
SDSS J080937.33+821216.7,
SDSSCGB 00091.03,
SDSS J080956.72+524520.6,
SDSS J081025.63+370946.9,
SDSS J081125.42+532136.3,
SDSS J081157.63+345518.5,
SDSS J081159.22+392055.5,
SDSS J081203.19+411356.9,
SDSS J081232.52+562001.3,
SDSS J081235.65+541346.4,
SDSS J081251.18+472630.8,
SDSS J081343.40+525732.1,
SDSS J081518.36+450339.7,
SDSS J081544.15+400005.8,
WISEA J081904.10+570431.6,
WISEA J081919.54+363312.7,
SDSS J081919.28+363303.0,
SDSS J082007.40+564337.3,
WISEA J082115.02+534742.6,
SDSS J082140.01+441007.2,
SDSS J082209.48+411853.4,
WISEA J082314.11+593957.9,
WISEA J082315.48+594020.6,
SDSSCGB 11318.01,
2MASX J08251481+5042556,
SDSS J082522.30+370025.8,
WISEA J082529.85+311332.2,
SDSS J082528.63+311334.1,
SDSS J082545.16+365423.8,
SDSS J082553.09+495745.5,
SDSS J082612.20+415847.3,
WISEA J082651.26+383419.5,
SDSS J082650.29+383418.5,
SDSS J082717.98+311913.9,
WISEA J082717.84+311908.7,
SDSS J082908.11+390034.6,
SDSS J083014.54+473447.3,
WISEA J083014.46+531902.9,
WISEA J083012.47+531907.3,
SDSS J083012.94+531910.7,
WISEA J083330.31+491225.2,
SDSS J083330.57+491211.9,
SDSSJ083410.94+571051.0,
SDSS J083441.28+382132.9,
SDSS J083444.37+575438.2,
SDSSJ083534.65+495243.1,
SDSS J083643.14+533438.9,
SDSS J083658.17+543042.1,
WISEA J083720.16+414040.0,
SDSS J083721.18+414036.2,
SDSS J083824.31+301716.3,
2MASX J08382529+3017144,
WISEA J083840.91+444823.1,
SDSS J083841.48+444824.0,
WISEA J083848.79+335256.4,
SDSS J083849.76+335253.5,
SDSS J083932.47+361537.3,
SDSS J084017.06+421826.1,
WISEA J084024.44+334707.1,
SDSS J084054.11+422831.9,
SDSS J084102.44+433753.2,
SDSS J084107.43+420154.1,
WISEA J084117.40+435958.9,
SDSS J084116.43+435958.3,
WISEA J084126.33+584339.1,
SDSS J084126.95+584347.6,
SDSS J084209.89+415639.1,
WISEA J084455.84+354813.1,
SDSS J084455.27+354823.1,
WISEA J084520.21+301344.5,
SDSS J084521.15+301346.3,
SDSS J084539.45+523221.6,
SDSS J084540.34+523236.7,
SDSS J084617.20+374153.8,
SDSS J084633.25+521718.6,
SDSS J084634.45+362629.5,
SDSS J084639.39+493424.4,
WISEA J084639.76+493419.2,
2MASS J08471452+3038454,
SDSS J084713.61+303849.1,
WISEA J084727.10+603936.3,
WISEA J084725.71+603914.5,
SDSS J084724.41+603925.5,
SDSS J084740.47+354723.3,
SDSS J084806.20+544330.0,
SDSSJ084809.58+395125.0,
SDSS J084936.42+541713.3,
SDSS J085003.43+463950.4,
SDSS J085010.65+433236.9,
WISEA J085023.74+475741.4,
SDSS J085023.40+475747.2,
WISEA J085125.01+361352.0,
SDSS J085125.31+361339.4,
SDSS J085151.13+621226.4,
SDSS J085156.56+424405.2,
SDSS J085207.83+505343.4,
SDSS J085208.70+505333.6,
SDSS J085222.26+375120.2,
WISEA J085349.21+543110.2,
SDSS J085348.11+543106.8,
WISEA J085448.54+541126.7,
SDSS J085448.31+541137.3,
SDSS J085542.47+455123.5,
SDSS J085605.78+544405.6,
SDSS J085616.20+483708.5,
SDSS J085628.12+374108.5,
SDSS J085652.48+544118.5,
SDSS J085731.43+491026.1,
SDSS J085740.81+400526.9,
SDSS J085811.67+524049.6,
WISEA J085819.42+364210.0,
SDSS J085819.86+364202.4,
SDSS J085819.99+512015.4,
2MASS J08592665+3931254,
SDSS J085926.15+393111.8,
SDSS J085942.40+614530.8,
SDSS J085949.13+524221.3,
SDSS J090028.71+511005.3,
SDSS J090031.06+512540.1,
SDSS J090120.41+532041.3,
SDSS J090217.17+462454.8,
SDSS J090236.55+462315.8,
WISEA J090300.81+384343.9,
SDSS J090259.94+384348.0,
SDSS J090351.36+511215.1,
WISEA J090350.92+511234.6,
WISEA J090351.76+511220.7,
SDSS J090352.89+390920.0,
WISEA J090426.19+513801.2,
WISEA J090426.05+513824.2,
SDSS J090426.01+513806.8,
WISEA J090501.06+335504.9,
SDSS J090511.19+325634.0,
WISEA J090511.06+325650.3,
SDSS J090550.10+484943.5,
SDSS J090607.59+345230.4,
SDSS J090612.60+474933.0,
SDSS J090747.33+464040.6,
SDSS J090817.17+494406.1,
WISEA J090816.13+494405.8,
SDSS J090827.32+531857.4,
2MASS J09090203+3729329,
SDSS J090917.27+535145.0,
SDSSJ090924.50+374058.0,
SDSS J090926.47+384127.3,
WISEA J090927.08+384117.8,
WISEA J091005.81+411423.9,
WISEA J091015.54+444107.9,
SDSS J091046.85+615813.9,
SDSS J091134.48+384016.0,
SDSS J091202.47+533528.2,
WISEA J091205.46+533531.0,
WISEA J091205.35+533514.9,
SDSS J091212.99+520939.4,
WISEA J091214.35+520938.0,
SDSS J091253.81+325610.7,
WISEA J091253.78+325559.6,
WISEA J091308.52+503020.7,
SDSSCGB 05184.03,
SDSS J091321.04+452106.8,
SDSS J091358.97+521422.0,
SDSS J091445.86+381319.5,
SDSS J091445.36+505317.0,
SDSS J091458.09+532319.1,
SDSSCGB 74663.02,
WISEA J091616.57+514529.3,
SDSS J091617.58+514541.8,
SDSS J091627.28+524917.1,
2MASS J09171895+4113459,
SDSS J091719.34+411341.1,
GALEXASC J091717.75+411357.5,
SDSS J091801.30+375335.6,
WISEA J091801.61+375323.4,
WISEA J091804.56+514345.1,
WISEA J091803.74+514333.6,
SDSS J091805.96+514340.6,
WISEA J091812.48+295818.9,
WISEA J091812.41+295812.4,
SDSS J091811.77+295817.9,
SDSS J091826.08+410259.4,
WISEA J091824.94+410306.1,
SDSS J091844.18+341659.7,
GALEXASC J091843.04+341706.4,
SDSS J091846.37+554221.3,
SDSS J091931.96+320532.0,
SDSS J092152.35+324931.1,
WISEA J092153.42+324924.9,
WISEA J092212.96+462552.2,
SDSS J092214.50+462619.6,
SDSS J092214.83+462610.1,
SDSS J092342.98+351004.0,
SDSS J092341.81+502442.7,
WISEA J092408.34+523312.7,
SDSS J092407.06+523321.0,
2MASS J09241647+5552066,
WISEA J092416.71+295755.3,
SDSS J092417.54+295748.5,
SDSS J092416.97+383359.7,
SDSS J092517.38+405739.8,
SDSS J092530.17+521308.2,
SDSS J092549.90+374757.1,
SDSS J092633.65+450714.6,
SDSS J092738.25+371313.4,
SDSS J092818.87+582032.8,
SDSS J092831.75+342311.7,
SDSS J092932.72+361042.3,
SDSS J092933.92+334748.3,
WISEA J093018.82+353005.5,
SDSS J093018.37+352954.5,
WISEA J093029.68+475512.0,
SDSS J093028.34+475509.6,
WISEA J093106.86+623555.3,
SDSS J093108.81+623553.7,
SDSSCGB 01230.02,
WISEA J093120.24+313632.3,
WISEA J093145.58+321022.9,
SDSS J093144.87+321016.8,
WISEA J093225.85+444650.0,
SDSS J093225.94+444700.9,
SDSS J093259.19+510140.4,
WISEA J093517.08+584251.4,
SDSS J093518.86+584248.8,
SDSS J093541.99+381647.2,
SDSS J093616.46+682404.4,
WISEA J093700.36+512725.6,
SDSS J093700.37+512706.3,
SDSS J093722.87+361840.2,
SDSS J093753.11+585011.8,
WISEA J093800.90+522946.6,
SDSS J093802.59+522953.3,
WISEA J093821.67+305616.0,
SDSS J093822.15+305602.5,
WISEA J093823.82+391127.7,
SDSS J093823.37+391137.6,
WISEA J093918.11+373950.1,
SDSS J093918.93+373956.0,
SDSS J093932.02+520327.1,
SDSS J093954.03+452615.1,
SDSS J094008.14+391720.4,
SDSS J094044.05+630911.6,
WISEA J094041.85+630915.4,
SDSS J094051.94+414801.6,
SDSS J094105.24+353842.8,
SDSS J094136.96+365320.7,
SDSS J094139.00+484007.4,
SDSS J094252.37+623348.6,
SDSS J094310.97+380556.2,
WISEA J094344.03+324534.7,
SDSS J094344.45+324524.0,
SDSS J094404.39+392349.1,
2MASS J09440407+3923308,
SDSS J094412.01+542003.1,
SDSS J094426.83+515804.0,
SDSS J094513.30+395553.4,
SDSS J094609.32+583159.7,
SDSS J094612.19+344644.4,
SDSS J094617.81+622503.7,
SDSS J094624.12+503504.2,
WISEA J094650.08+441025.7,
SDSS J094651.22+441024.9,
SDSS J094702.73+422904.6,
SDSS J094729.78+002144.9,
SDSS J094859.53+391425.4,
SDSS J094907.45+602937.7,
WISEA J095006.18+003044.0,
SDSS J095006.75+003033.6,
SDSS J095025.33+575233.6,
2MASS J09521525+6004056,
WISEA J095213.64+600423.7,
SDSS J095213.75+600434.0,
SDSS J095345.34+330956.7,
SDSS J095410.90+472422.2,
WISEA J095443.42+463008.8,
SDSS J095444.59+463020.8,
SDSS J095508.93+360349.5,
SDSS J095721.13+365236.4,
SDSS J095734.77+360143.2,
SDSS J095740.33+400430.8,
WISEA J095741.05+400434.9,
SDSS J095739.70+622540.6,
SDSS J095926.89+455903.1,
SDSS J100002.38+465857.5,
SDSS J100032.31+350416.0,
SDSS J100056.63+341249.1,
WISEA J100056.16+373834.4,
WISEA J100057.95+373840.4,
SDSS J100057.52+373840.5,
SDSS J100107.12+385356.1,
WISEA J100133.61+402859.8,
SDSS J100133.74+402849.8,
SDSS J100212.62+455937.7,
WISEA J100251.83+545745.4,
SDSS J100250.88+545752.6,
SDSS J100339.28+594517.5,
SDSS J100341.26+425117.8,
WISEA J100357.85+373233.4,
SDSS J100358.68+373243.4,
SDSS J100425.35+362737.5,
WISEA J100534.71+392852.8,
SDSS J100535.74+392853.4,
2MASX J10054241+3303043,
WISEA J100543.14+330315.5,
SDSS J100541.58+330309.3,
SDSS J100554.09+384348.1,
WISEA J100552.89+384348.5,
WISEA J100553.15+462229.1,
SDSS J100554.10+462223.1,
WISEA J100559.87+324550.4,
SDSS J100559.88+324602.6,
WISEA J100642.47+511623.7,
SDSS J100643.65+511620.6,
SDSS J100817.98+501505.9,
WISEA J100821.79+443925.4,
SDSS J100821.68+443911.4,
WISEA J100936.07+362104.9,
SDSS J100935.38+362056.4,
WISEA J100934.75+463315.3,
WISEA J100932.68+463258.1,
SDSS J100934.69+463320.7,
SDSS J100950.67+295057.0,
GALEXASC J100950.97+295106.5,
SDSS J101019.77+375127.5,
SDSS J101022.39+535432.4,
WISEA J101109.18+593609.9,
SDSS J101107.49+593609.2,
WISEA J101114.97+383557.1,
SDSS J101115.81+383552.8,
WISEA J101242.95+613302.8,
SDSS J101243.40+613309.2,
SDSS J101314.24+345407.1,
WISEA J101313.16+345408.4,
SDSS J101407.82+332646.9,
SDSSJ101503.73+430026.7,
SDSSCGB 28076.05,
SDSS J101659.58+384955.6,
WISEA J101658.76+385002.2,
SDSS J101658.65+463038.6,
SDSS J101729.69+463341.4,
2MASX J10184486+3450094,
SDSS J101846.01+345007.9,
SDSS J101938.88+302123.5,
SDSS J101939.41+424335.8,
SDSS J101958.29+343523.1,
WISEA J101959.14+343525.2,
SDSS J102017.62+274500.4,
WISEA J102017.54+274509.9,
SDSS J102034.27+321819.7,
WISEA J102033.88+321803.7,
SDSS J102220.76+382712.8,
SDSS J102250.23+495915.7,
WISEA J102250.46+495936.3,
SDSS J102254.12+414926.3,
SDSS J102256.74+383452.8,
WISEA J102257.42+383502.7,
SDSS J102401.54+491940.6,
WISEA J102400.52+491929.8,
SDSS J102524.94+391829.5,
WISEA J102525.55+391839.0,
SDSS J102531.28+462758.3,
SDSS J102538.29+443116.4,
SDSSCGB 02428.02,
SDSS J102542.60+452046.2,
SDSS J102624.03+360026.4,
WISEA J102623.40+390838.1,
SDSS J102624.86+380733.3,
SDSS J102633.80+470928.9,
SDSS J102636.19+371710.2,
SDSS J102654.36+440032.0,
WISEA J102821.40+525927.2,
SDSS J102932.51+430727.2,
SDSS J102935.22+302837.4,
2MASS J10293539+3028288,
WISEA J103021.62+400545.7,
SDSS J103021.49+400557.9,
