OBJNAME,REGION
WISEA J181354.17+564607.6,
WISEA J181434.19+523400.7,
2MASS J18143863+5513515,
WISEA J181439.96+395508.4,
2MASX J18150965+3603126,
PGC 1970842,
WISEA J181523.67+384557.0,
WISEA J181530.24+624423.9,
2MASS J18154147+8017317,
WISEA J181727.71+301632.4,
2MASS J18173673+3455520,
2MASX J18175329+3719007,
PGC 2192499,
WISEA J181829.77+370823.6,
WISEA J181829.84+753509.4,
2MASS J18185635+3028095,
WISEA J181947.78+475642.7,
2MASX J18204095+4854561,
WISEA J182146.33+330627.1,
2MASS J18215525+3141574,
2MASX J18220128+5543220,
2MASX J18222653+7850542,
WISEA J182407.86+302311.0,
WISEA J182421.62+394934.3,
2MASX J18242373+4624404,
2MASX J18250010+3301180,
2MASX J18250131+4332237,
WISEA J182724.15+314959.9,
PGC 2301151,
WISEA J182737.48+501633.2,
GALEXASC J182745.80+562434.5,
PGC 1938500,
PGC 2239994,
2MASX J18283706+7507261,
WISEA J182905.65+512237.4,
2MASS J18291882+5511101,
WISEA J182929.29+651514.9,
WISEA J183012.66+445921.7,
PGC 2098216,
WISEA J183137.49+315053.1,
WISEA J183143.74+771413.9,
PGC 2616302,
WISEA J183152.26+635456.7,
WISEA J183212.16+324132.3,
CGCG 173-013,
WISEA J183532.90+762749.1,
2MASS J18363030+5045428,
PGC 2571910,
CGMW 5-05874,
WISEA J183710.84+454008.4,
2MASS J18371496+5018061,
WISEA J183813.39+384402.5,
PGC 2163492,
WISEA J184028.08+540300.8,
WISEA J184105.57+704408.3,
WISEA J184116.11+500127.6,
2MASX J18412000+4922578,
WISEA J184122.63+344546.7,
PGC 2307370,
PGC 2153885,
WISEA J184415.87+711952.5,
WISEA J184419.28+471406.6,
WISEA J184430.23+393529.3,
2MASX J18443352+8112428,
PGC 2396317,
PGC 2181113,
2MASX J18450413+4607216,
2MASX J18450701+4025518,
WISEA J184528.95+660456.5,
2MASS J18453387+4232471,
WISEA J184624.23+491618.1,
MCG +09-31-005,
WISEA J184831.11+612555.8,
WISEA J184903.12+391312.2,
WISEA J184912.41+451832.3,
WISEA J184913.75+575638.8,
WISEA J184926.38+364705.3,
PGC 2578703,
WISEA J184950.97+785832.5,
2MASX J18495698+6125370,
PGC 2114843,
2MASS J18503650+3939414,
WISEA J185054.24+422508.9,
WISEA J185053.35+640454.2,
WISEA J185057.31+602208.7,
KIC 005511084,
WISEA J185153.62+412121.8,
WISEA J185208.19+430630.5,
2MASS J18522575+5436306,
WISEA J185244.05+785119.9,
2MASX J18525617+7217391,
WISEA J185308.49+721428.3,
WISEA J185325.99+405611.8,
2MASX J18534430+6019443,
PGC 2262769,
2MASX J18543780+5604354,
2MASS J18545182+3833222,
PGC 2433491,
2MASX J18550445+5421273,
PGC 2236165,
PGC 2154064,
2MASX J18554526+5327444,
WISEA J185550.07+460831.0,
CGCG 229-007,
PGC 2150814,
WISEA J185602.63+541405.4,
PGC 2565488,
2MASX J18585906+6114199,
2MASX J18591724+6030004,
WISEA J190001.00+544020.0,
2MASS J19002344+5533154,
WISEA J190026.71+603502.8,
WISEA J190038.31+445330.3,
WISEA J190059.71+554014.2,
WISEA J190058.93+555225.3,
WISEA J190117.80+552241.7,
PGC 2629576,
2MASS J19011974+6210146,
WISEA J190133.81+492523.0,
2MASS J19013789+5750492,
WISEA J190205.09+450617.9,
WISEA J190223.84+461430.1,
PGC 2385122,
WISEA J190322.33+435822.0,
2MASX J19032975+6415458,
2MASX J19035411+6832149,
WISEA J190501.53+633701.5,
2MASS J19061433+4411455,
WISEA J190625.49+552349.3,
WISEA J190706.38+740656.3,
PGC 2342079,
WISEA J190724.21+513024.3,
WISEA J190732.79+664343.1,
2MASX J19090755+6558592,
WISEA J190919.25+612537.6,
CGCG 256-008,
WISEA J191146.56+564730.6,
PGC 2382097,
WISEA J191717.84+495013.1,
WISEA J191816.29+585537.6,
2MASX J19212513+5526521,
WISEA J192301.98+610020.6,
PGC 2625143,
PGC 2595174,
WISEA J192519.53+532638.4,
2MASX J19261489+7130142,
2MASX J19271261+6748233,
WISEA J192719.75+653352.8,
WISEA J192724.54+521736.8,
WISEA J193044.55+664458.5,
PGC 2571361,
WISEA J193122.19+545951.2,
WISEA J194023.56+670001.9,
WISEA J194054.02+615503.8,
WISEA J194704.98+652313.3,
2MASS J19472216+6126158,
WISEA J194754.74+604812.1,
WISEA J194905.15+630107.2,
WISEA J194941.00+613456.8,
WISEA J195010.88+631100.8,
PGC1 2801044 NED001,
WISEA J195835.65+635207.3,
WISEA J211558.65+001213.0,
SDSS J211837.27-010537.8,
SDSS J212624.08+001150.3,
2MASX J21294628+0019437,
WISEA J212948.46-001848.8,
2MASX J21594935+0222299,
WISEA J221452.58+013209.0,
PGC 1130960,
2MASX J23241593+0202583,
WISEA J232933.39-010246.3,
SDSS J233113.20-005614.3,
PGC 1143852,
WISEA J233613.19-001818.2,
WISEA J233637.55-012752.2,
2MASXi J2349077-011015,
2MASX J17404945-5506335,
WISEA J174050.15-550635.1,
PGC 546964,
WISEA J103449.71-423716.5,
WISEA J221044.53-653049.6,
PGC 263812,
WISEA J122026.83-793249.9,
2MASX J22075922-2426494,
2MASX J00423232+3432363,
MCPS J01.321556-74.70913,
WISEA J141253.36+221913.4,
2MASS J17031639-6523322,
ESO 105-IG 010,
WISEA J043837.16+075932.3,
WISEA J043837.61+075933.5,
PGC 256388,
2MASX J15350887-0423291,
WISEA J153509.41-042331.0,
WISEA J002254.85+250607.9,
WISEA J002255.01+250615.1,
WISEA J142429.51-291929.4,
WISEA J142429.45-291937.3,
WISEA J100852.08-215830.9,
WISEA J100851.80-215823.4,
FGCE 1219,
WISEA J211450.89+140531.1,
2MASX J21145129+1405276,
WISEA J003644.07-504729.8,
WISEA J003644.77-504723.8,
WISEA J174050.15-550635.1,
2MASX J17404945-5506335,
2MASX J23362909-8108376,
ESO 302- G 029,Merger
UGC 00720 NED02,Merger
WISEA J153227.22+041927.9,
NGC 3405 NED02,Merger
2MASX J02540350-4339575,
WISEA J104254.91+110517.5,
2MASS J22233289-2017213,
WISEA J222328.94-201747.4,
NGC 7268 NED02,
WISEA J134210.49+021347.6,
WISEA J134211.73+021328.2,
ESO 295-IG 022 NED01,Merger
WISEA J110942.82+214407.7,
WISEA J110941.20+214425.3,
WISEA J004548.27-251538.2,
WISEA J004546.28-251549.6,
2MASX J20110084-2136122,
WISEA J202920.77+015722.6,
WISEA J173310.57+195332.3,
2MASS J07493537+0121270,
PGC 592133,
2MASX J03191202+1606240,
PGC 428439,
WISEA J171859.29+064235.9,
PGC 1259752,
PGC 711723,
PGC 2029430,
2MASX J19475534-2749091,
PGC 1165244,
WISEA J164130.38-695149.2,
2MASX J14585004-3252005,
2MASS J13571942-7233395,
PGC 1082940,
WISEA J173603.86-004644.8,
WISEA J200633.45-255333.4,
PGC 988276,
2MASX J22571593+3018510,
WISEA J060845.44-275514.9,
DENIS J135625.5-503531,
PGC 962594,
PGC 1395929,
PGC 283716,
PGC 267928,
PGC 1320773,
WISEA J083424.63-212153.1,
2MASS J16303774-7249359,
PGC 293904,
PGC 260860,
WISEA J062117.16-523903.7,
WISEA J211445.91+085317.3,
PGC 678934,
PGC 392366,
WISEA J043459.74-132126.9,
WISEA J043502.87-132127.3,
WISEA J043441.43-132726.9,
WISEA J182139.41+155406.8,
WISEA J182139.19+155353.1,
NGC 7268 NED02,Merger
2MASX J23362909-8108376,
PGC 1109653,
PGC 963843,
PGC 513683,
PGC 346152,
PGC951074,
PGC 236219,
PGC 1946303,
PGC 226163,
PGC 853495,
PGC 218085,
PGC 320760,
PGC 217393,
PGC 1114691,
PGC 969291,
PGC132870,
PGC 916893,
PGC 468311,
PGC 271457,
PGC 257787,
PGC 238975,
PGC 1029785,
PGC 936517,
PGC 347245,
PGC 949901,
PGC 229313,
PGC 622066,
PGC 928846,
PGC 376465,
PGC 1010454,
PGC 1008370,
PGC 780486,
PGC 311597,
PGC 481847,
PGC 280049,
PGC 135695,
PGC 916411,
PGC 349400,
PGC 221371,
PGC 350467,
PGC 749610,
PGC 833503,
PGC 721139,
PGC 446409,
PGC 787468,
PGC 1053455,
PGC 960984,
PGC 1202049,
PGC 780729,
PGC 1151701,
PGC 218402,
PGC 512845,
PGC 855701,
PGC 846057,
PGC 233055,
PGC 905985,
PGC 1002025,
PGC 976601,
PGC 979427,
PGC 896327,
PGC 996303,
PGC 753786,
PGC 385499,
PGC 341827,
PGC 628327,
PGC 741929,
PGC 403483,
PGC 847384,
PGC 868976,
PGC 837722,
PGC 923000,
PGC 950023,
PGC 1005163,
PGC 770051,
PGC 883319,
PGC 834574,
PGC 877695,
PGC 580360,
PGC 720090,
PGC 1013859,
PGC 328725,
PGC 850775,
PGC 982900,
PGC 888310,
PGC 469055,
PGC 867406,
PGC 693909,
PGC 773452,
PGC 678934,
PGC 769597,
PGC 880791,
PGC 422974,
PGC 289355,
PGC 484474,
PGC 277530,
PGC 578859,
PGC 754444,
PGC 624923,
PGC 715468,
PGC 612171,
PGC 719516,
PGC 499485,
PGC 560343,
PGC 564106,
PGC 561704,
PGC 528993,
PGC 604413,
PGC 741809,
PGC 514521,
PGC 242001,
PGC 618191,
PGC 362276,
PGC 646621,
PGC 577646,
PGC 626948,
PGC 441339,
PGC 333530,
PGC 244833,
PGC 355868,
PGC 490168,
PGC 514205,
PGC 398165,
PGC 469402,
PGC 369889,
PGC 502552,
PGC 223731,
PGC 385601,
PGC 443142,
PGC 1174141,
PGC 1159857,
PGC 502035,
PGC 488275,
PGC 1196857,
PGC 295672,
PGC 1192791,
PGC 1176007,
PGC 289496,
PGC 1161317,
PGC 355365,
PGC 1155287,
PGC 969808,
PGC 1189354,
PGC 999612,
PGC 1071827,
PGC 1078003,
PGC 988585,
PGC 263812,
PGC 1039866,
PGC 269796,
PGC 986145,
PGC 368490,
PGC 410874,
PGC 949991,
PGC 420233,
PGC 417759,
PGC 304228,
PGC 1057168,
PGC 946094,
PGC 382090,
PGC 378659,
PGC 1010154,
PGC 991552,
PGC 1114794,
PGC 967752,
PGC 1173856,
PGC 315459,
PGC 381778,
PGC 1061072,
PGC 939274,
PGC 383246,
PGC 299805,
PGC 362916,
PGC 291526,
PGC 260260,
PGC 1187324,
PGC 1033730,
PGC 1016070,
PGC 1030990,
PGC 1012380,
PGC 234071,
PGC 883588,
PGC 270947,
PGC 265929,
PGC 942930,
PGC 245217,
PGC 1035979,
PGC 929192,
PGC 1202838,
PGC 1087059,
PGC 871306,
PGC 986049,
PGC 772826,
PGC 910712,
PGC 757311,
PGC1055542,
PGC 1008181,
PGC 728256,
PGC 578628,
PGC 973608,
PGC 747937,
PGC1052448,
PGC 243998,
PGC 1009394,
PGC 286886,
PGC 217568,
PGC 791799,
PGC 570708,
PGC 900477,
PGC 277789,
PGC 956728,
PGC 989796,
PGC 868460,
PGC 270018,
PGC 783009,
PGC 648630,
PGC 866474,
PGC 1011580,
PGC 748578,
PGC 269687,
PGC 807536,
PGC 268532,
PGC 623358,
PGC 995277,
PGC 722990,
PGC 1069962,
PGC 532030,
PGC 525814,
PGC 754996,
PGC 802837,
PGC 616798,
PGC 274212,
PGC 228043,
PGC 3084918,
PGC 1013762,
PGC 1040802,
PGC 639468,
PGC 959481,
PGC 762641,
PGC 932351,
PGC 268382,
PGC 1011762,
PGC 737499,
PGC 246341,
PGC 496529,
PGC 563850,
PGC 611638,
PGC 772864,
PGC 819672,
PGC 563624,
PGC 654362,
PGC 260108,
PGC 544485,
PGC 254088,
PGC 837248,
PGC 239498,
PGC 791089,
PGC 260150,
PGC 945472,
PGC 766233,
PGC 1007168,
PGC 793801,
PGC 712278,
PGC 630497,
PGC 1052829,
PGC 1007565,
PGC 508760,
PGC 965662,
PGC 255610,
PGC 541679,
PGC 986330,
PGC 724807,
PGC 639542,
PGC 483932,
PGC 486846,
PGC 673827,
PGC 216123,
PGC 599157,
PGC 495728,
PGC 501968,
PGC 687936,
PGC 504985,
PGC 475525,
PGC 1087436,
PGC 507162,
PGC 540686,
PGC 523784,
PGC 468685,
PGC 510153,
PGC 540081,
PGC 471704,
PGC 1056972,
PGC 1368370,
PGC 512569,
PGC 676056,
PGC 242859,
PGC 675882,
PGC 920356,
PGC 494708,
PGC 1041175,
PGC 595381,
PGC 526287,
PGC 227276,
PGC 764127,
PGC 511684,
PGC 538901,
PGC 567644,
PGC 494887,
PGC 754108,
PGC 473977,
PGC 553358,
PGC 235043,
PGC 1717535,
PGC 561389,
PGC 770769,
PGC 1111113,
PGC 725559,
PGC 235782,
PGC 584778,
PGC 1202586,
PGC 217485,
PGC 500095,
PGC 1042066,
PGC 219027,
PGC 498797,
PGC 1377076,
PGC 761655,
PGC 224164,
PGC 572482,
PGC 616086,
PGC 685831,
PGC 879320,
PGC 261516,
PGC 834020,
PGC 528348,
PGC 1033379,
PGC 682016,
PGC 1283325,
PGC 851135,
PGC 555405,
PGC 233804,
PGC 234972,
PGC 1032214,
PGC 1574815,
PGC 1125004,
PGC 672125,
PGC 1323633,
PGC 1537525,
PGC 280032,
PGC 537830,
PGC 528300,
PGC 570524,
PGC 556819,
PGC 1691532,
PGC 238623,
PGC 281722,
PGC 267928,
PGC 534589,
PGC 631150,
PGC 281425,
PGC 817164,
PGC 703507,
PGC 247545,
PGC 978592,
PGC 227027,
PGC 1259695,
PGC 731766,
PGC 270020,
PGC 657889,
PGC 216128,
PGC 257675,
PGC 1171334,
PGC 229400,
PGC 614041,
PGC 289642,
PGC 227296,
PGC 258488,
PGC 982421,
PGC 1085128,
PGC 711313,
PGC 1369045,
PGC 224441,
PGC 876643,
PGC 275580,
PGC 242716,
PGC 1134634,
PGC 329326,
PGC 1184570,
PGC 312688,
PGC 1140481,
PGC 289019,
PGC 287993,
PGC 275500,
PGC 313623,
PGC 295781,
PGC 279097,
PGC 323330,
PGC 293904,
PGC 1154282,
PGC 267062,
PGC 1221931,
PGC 1074103,
PGC 248420,
PGC 1370802,
PGC 1385026,
PGC 283716,
PGC 283134,
PGC1660828,
PGC 1076520,
PGC 904586,
PGC 1082940,
PGC 256056,
PGC 1379488,
PGC 361049,
PGC1497170,
PGC 250072,
PGC 362536,
PGC 1176945,
PGC 1542471,
PGC 1412064,
PGC 982940,
PGC 352880,
PGC 231254,
PGC 1341161,
PGC 1681722,
PGC 1321820,
PGC 284105,
PGC 1129288,
PGC 1174439,
PGC 1111482,
PGC 296709,
PGC 1662219,
PGC 271287,
PGC 1474043,
PGC 1733070,
PGC 278660,
PGC 1570804,
PGC 281651,
PGC 356535,
PGC 392366,
PGC 274956,
PGC 1870878,
PGC 407057,
PGC 1812423,
PGC 311003,
PGC 221565,
PGC 1923021,
PGC 538009,
PGC 518168,
PGC 553099,
PGC 563288,
PGC 451927,
PGC 397885,
PGC 529731,
PGC 441935,
PGC 531945,
PGC 498903,
PGC 444543,
PGC 242268,
PGC 495527,
PGC 343527,
PGC 451658,
PGC 586915,
PGC 582403,
PGC 481554,
PGC 697479,
PGC 725352,
PGC 806493,
PGC 284008,
PGC 687268,
PGC 685137,
PGC 797867,
PGC 294238,
PGC 371918,
PGC 912399,
PGC 574546,
PGC 848020,
PGC 798088,
PGC 514534,
PGC 790340,
PGC 1363450,
PGC 788423,
PGC 416060,
PGC 217611,
PGC 913726,
PGC 698572,
PGC 826410,
PGC 979992,
PGC 962594,
PGC 865889,
PGC 1320773,
PGC 778635,
PGC 300838,
PGC 256691,
PGC 1235351,
PGC 950523,
PGC 682731,
PGC 1173414,
PGC 1370356,
PGC 1150938,
PGC 991928,
PGC 1212884,
PGC 1152774,
PGC 1015889,
PGC 988861,
PGC 1250460,
PGC 1163924,
PGC 1395929,
PGC 913219,
PGC 1447979,
PGC 1105770,
PGC 240963,
PGC 942074,
PGC 368507,
PGC 881967,
PGC 786224,
PGC 898082,
PGC 1496230,
PGC 962067,
PGC 237274,
PGC 1069215,
PGC 628241,
PGC 1272912,
PGC 1056862,
PGC 1116374,
PGC 752866,
PGC 801609,
PGC 254467,
PGC 1745109,
PGC 310082,
PGC 1053660,
PGC989460,
PGC 127249,
PGC 1572036,
PGC 1000123,
PGC 369669,
PGC 755809,
PGC 722863,
PGC 1047903,
PGC 1039922,
PGC 439412,
PGC 520572,
PGC 335203,
PGC 319563,
PGC 730921,
PGC 2034637,
PGC 1671265,
PGC 1149416,
PGC 726914,
PGC 604640,
PGC 681776,
PGC 237511,
PGC 1170982,
PGC 307734,
PGC 1211004,
PGC 232657,
PGC 1019892,
PGC 250091,
PGC 128359,
PGC 1046963,
PGC 853928,
PGC 310344,
PGC 600281,
PGC 557904,
2MASS J11583894-7729527,
2MASS J17311894-0137461,
WISEA J173117.02-013758.4,
WISEA J132221.87-475000.5,
PGC 683552,
PGC 557678,
PGC 1255251,
PGC 423689,
PGC 2013021,
PGC 235842,
PGC 1114279,
PGC 494915,
PGC 501399,
WISEA J082839.81-185940.3,
WISEA J121218.54-512321.3,
PGC 861169,
PGC 456847,
2MASS J21100024-2942219,
GALEXASC J150459.44+304736.8,
WISEA J110019.64-361803.5,
PGC 1193476,
PGC 726179,
PGC 1918041,
PGC 581225,
PGC 256388,
PGC 638368,
PGC 246022,
WISEA J131321.87-751018.2,
WISEA J172048.60-572154.6,
WISEA J050958.45-242322.4,
WISEA J210124.07-384412.9,
SDSS J223600.74-085154.9,
PGC425280,
PGC 390969,
PGC 477474,
PGC 790424,
PGC 131453,
PGC 683375,
PGC 784498,
PGC 998225,
PGC 973430,
2MASS J07595493-1048208,
2MASS J00142275-0745420,
PGC 1013468,
PGC 811144,
PGC 363814,
2MASS J19051548-6023153,
WISEA J190513.55-602327.2,
WISEA J075838.64-503509.4,
WISEA J042529.52-313646.4,
WISEA J013356.08-003515.4,
PGC 612253,
PGC 489396,
PGC 812615,
PGC 341103,
PGC 465046,
PGC 260125,
PGC703354,
PGC 1070201,
PGC 760087,
PGC 926289,
PGC 1139358,
PGC 510788,
GALEXASC J113519.94-464701.6,
WISEA J155310.27+183526.7,
WISEA J044246.65-472830.0,
WISEA J013102.77-045645.2,
WISEA J201233.79-411236.3,
PGC 968496,
PGC 1564394,
PGC 500645,
PGC 1051285,
PGC 577942,
PGC 476695,
PGC 476764,
WISEA J174456.60+164151.5,
GALEXASC J225810.64-162036.7,
PGC 1514722,
PGC 899460,
PGC 760158,
PGC 861099,
PGC 656761,
PGC 249485,
PGC 249511,Small
WISEA J122257.62-454247.8,
WISEA J123952.17-233249.8,
WISEA J220429.36-293514.8,
WISEA J055411.82-175000.0,
PGC 523767,
PGC 784605,
PGC 799550,
PGC 968557,
PGC 727416,
PGC 876634,
PGC 933330,
2MASS J08353220-1347143,
WISEA J151105.76-352106.0,Small
PGC 1193667,
PGC 401330,
PGC 272546,
PGC 649873,
PGC 1645623,
2MASX J16395302+2112364,
WISEA J053811.48-203816.3,
PGC 526997,
PGC 839069,
2MASX J15115984-1646431,
2MASS J07515574-6009311,
2MASX J04290796-1409281,
2MASX J10555528-2040490,
2MASX J23300035+2417132,
2MASS J16220538+0033519,
2MASX J03540699+2108209,
2MASS J16025301+1448310,
2MASX J05570030-2233500,
2MASX J08012124+1533426,
2MASX J08592370+1018408,
2MASS J21383898-0050436,
2MASX J09585571+1649581,
2MASX J00423754-0539556,
2MASX J10580902-1708239,
2MASX J16314201-1317413,
2MASS J09485041+2235554,
2MASX J13392302-7537129,
2MASX J22075922-2426494,
2MASX J11333316+0816289,
2MASS J10312566-8314102,
2MASS J02011326-7656406,
2MASX J03334092-2622166,
2MASX J18215644-7154469,
2MASX J20261483-0426599,
2MASS J00551986-6229366,
2MASS J14463540-4225228,
2MASX J23505688-1248447,
2MASS J13254668-4236513,
2MASX J04443621-6033374,
2MASS J13022789-1502387,
2MASX J23041392-5958323,
2MASX J21321194+1732413,
2MASX J20092923-4113409,
2MASX J09183982-0521486,
2MASX J07251062+3125439,
2MASX J15091652-0525135,
2MASX J18393459-4228551,
2MASX J02152629-2014511,
2MASX J03335273+1402231,
2MASX J16363364+0053517,
2MASX J17105679-2042256,
2MASX J19340410-7437504,
2MASS J08114778-6846145,
2MASX J20060189-4543226,
2MASX J22565479+1538577,
2MASX J12455928-1839152,
2MASS J07515574-6009311,
WISEA J091420.05+013747.8,
PGC 383246,
WISEA J170458.33-604339.1,
2MASX J22075922-2426494,
2MASS J10312566-8314102,
2MASS J02011326-7656406,
WISEA J133735.87-310846.3,
WISEA J165450.94-182642.1,
2MASX J20261483-0426599,
WISEA J114201.02-363419.8,
WISEA J200500.91-455853.4,
WISEA J202504.34+015903.3,
PGC 703507,
WISEA J170916.69+060700.4,
WISEA J152554.86-700813.8,
PGC 883588,
WISEA J194840.74-283647.0,
2MASS J09321374-2538558,
2MASX J12041992-3338073,
WKK 7074,
WISEA J221154.63-180211.0,
2MASX J01260382-7354107,
2MASS J08433929+0545121,
WISEA J113804.49-091452.7,
2MASS J07095528-4110015,
2MASX J14310424-0019312,
PGC 371918,
2MASX J19475534-2749091,
2MASX J08334831+2829109,
WISEA J131552.70-735222.7,
PGC 721139,
2MASX J11465228-8719511,
PGC 287993,
WISEA J171203.97-575740.9,
WISEA J162616.19-735859.7,
WISEA J074034.39+013029.8,
2MASS J06104033-2124108,
PGC 270020,
WISEA J033433.99-553329.5,
WISEA J135112.64-741536.5,
PGC 382090,
2MASX J05222318-0725133,
WISEA J095827.59+081848.7,
WISEA J104637.87-702010.1,
LCSB S2866N,
WISEA J024602.36-030414.3,
2MASS J13571942-7233395,
WISEA J214436.48+292046.8,
2MASS J17590668-5633248,
PGC 265929,
PGC 730921,
WISEA J073805.09+012257.2,
WISEA J181505.29+324857.1,
2MASX J04135276-5300382,
PGC 1082940,
WISEA J230839.23-373125.6,
WISEA J082513.65-163944.3,
2MASS J10232111-7334049,
WISEA J020557.47-203904.9,
WISEA J070113.14-431204.1,
WISEA J021041.31-065528.7,
2MASS J16485710+0822165,
2MASX J01071167+3105004,
2MASS J17431492+0159130,
WISEA J071415.69-341459.3,
2MASS J20585478-6709414,
WISEA J071022.42-455559.8,
WISEA J152027.82-431202.6,
WISEA J153820.02-265237.0,
WISEA J131310.37-742824.5,
2MASX J19132548-4031577,
WISEA J235231.18-554941.7,
WISEA J060212.16+005909.8,
WISEA J192458.84-651731.0,
2MASS J17105203-5916021,
2MASX J22571593+3018510,
WISEA J174348.35+083705.6,
WISEA J221343.49-243259.6,
WISEA J102425.53-713323.5,
WISEA J143450.85-421037.3,
2MASX J19075254-4626483,
WISEA J121505.75-421551.7,
2MASXi J0413091-160540,
CGMW 3-3758,
2MASS J07331982-6908344,
WISEA J212603.48-513418.9,
WISEA J111317.87-803757.1,
2MASS J16595706-5947125,
WISEA J055610.56-632730.1,
WISEA J002912.70-831905.4,
2MASS J06281028-4215434,
WISEA J110248.26-730540.4,
2MASS J09104379-6700474,
2MASX J04021793-7535569,
2MFGC 05378,
2MASX J13455902-7543121,
2MASX J22202146-3915335,
PGC 900477,
2MASS J06283770-2243347,
WISEA J003408.81-584312.4,
WISEA J232043.42-730153.2,
2MASS J18051393+1818168,
PGC 471704,
2MASX J21260908-7854320,
PGC 962594,
SDSS J150806.62+212659.8,
CGMW 4-7067,
WISEA J212644.07-715325.1,
2MASX J10032308-7817374,
SDSS J111300.83+313552.2,
2MASX J03485030-0305149,
2MASS J14575753-7227066,
2MASX J17584738+2551151,
WISEA J164412.33-653649.5,
PGC 468311,
2MASS J17501567-6354112,
WISEA J194939.39-102202.3,
WISEA J030258.33-020515.5,
2MASS J13071446-4547567,
WISEA J131518.89-252816.8,
WISEA J202647.89-164828.5,
WISEA J083558.46-572707.7,
WISEA J153330.71-771619.5,
WISEA J153611.22-423954.7,
PGC 631150,
2MASS J06324083-3300310,
WISEA J105925.44-705926.7,
WISEA J104729.56-450234.9,
WISEA J071000.11-681559.6,
PGC 1395929,
2MASS J10291820-7050522,
2MASX J02161299-7159489,
WISEA J010540.05-503803.2,
PGC 283716,
FCC 294,
WISEA J094832.80-710518.7,
WISEA J005132.13-482827.3,
2MASX J06521647-4940255,
WISEA J180036.31-532824.5,
2MASX J22065304+0305309,
WISEA J172547.39-155547.9,
WISEA J082641.30-180429.3,
WISEA J121301.25+051233.4,
PGC 269687,
WISEA J005349.14-143332.9,
2MASX J19254686-1611093,
2MASS J16090087-6934285,
2MASS J18062176+3248329,
WISEA J112400.85-721734.7,
WISEA J064511.22-702723.0,
WISEA J232141.13+183202.0,
WISEA J155510.64-670743.5,
2MASS J15574288-6731591,
PGC 267928,
WISEA J183459.40-661036.8,
2MASS J15233287-6955377,
WISEA J174340.59-544228.3,
PGC 281425,
WISEA J122026.83-793249.9,
WISEA J080922.91-524756.7,
2MASS J13303055-4146346,
WISEA J203140.84+111030.4,
PGC 1320773,
WISEA J073457.85-513329.4,
2MASS J12093544-7304049,
2MASS J18091199+1855508,
PGC 341827,
2MASS J17244554-1723385,
2MASS J06572638-5359102,
LCSB S2418O,
2MASS J18382110-3543377,
WISEA J082657.69-040432.2,
2MASS J07290367-4313234,
PGC 260150,
WISEA J101337.04-691709.4,
WISEA J080058.94-690024.0,
2MASX J12175070-1313227,
2MASS J08262672-6607249,
PGC 969291,
2MASS J10262296-2207296,
2MASS J13185735-4729266,
WISEA J212214.04-644753.5,
PGC 293904,
WISEA J160528.07-200335.2,
SDSS J094040.19+134212.3,
WISEA J083815.80-192539.1,
WISEA J071734.29-454437.8,
PGC 563288,
WISEA J082906.45-112107.4,
WISEA J182204.62-564731.0,
WISEA J154040.86-691734.0,
PGC 312688,
2MASS J18293118-8012431,
PGC 254088,
PGC 534589,
WISEA J134946.60-731558.4,
PGC 304228,
2MASX J15324395-2802243,
WISEA J175003.22-500522.6,
2MASS J05171410-1930265,
WISEA J135844.38-231415.5,
WISEA J054850.91-163914.1,
WISEA J105203.92-705649.0,
2MASS J11475371-7654219,
WISEA J123813.95+202723.1,
WISEA J213350.77-531638.5,
WISEA J160734.08-065139.6,
2MASS J21241980-2052405,
2MASX J20404770-0255566,
WISEA J053815.96-630618.8,
WISEA J172334.95-541725.9,
GALEXASC J185748.60-464351.7,
2MASS J17513287-7103598,
WISEA J174814.95-571129.8,
PGC 950523,
LEDA 802834,
WISEA J122709.59-453803.1,
2MASS J17245028-1802502,
WISEA J120905.21-510115.3,
WISEA J065146.41-384249.3,
IRAS 18382-3106,
2MASS J12224874-2208044,
WISEA J202836.09+005346.5,
WISEA J205808.17+002718.9,
2MASS J20503384-1705487,
CGMW 4-4997,
PGC 678934,
LEDA 432425,
PGC 1368370,
2MASS J13243381-7304467,
GALEXASC J183942.77-444522.7,
2MASX J17463833+1447054,
PGC 392366,
2MASS J11275309-7343032,
2MASS J17040284-8517170,
WISEA J103027.35-235122.2,
WKK 7607,
2MASS J08264201+2431308,
WISEA J181731.25-445229.2,
PGC 616086,
WISEA J081730.88-102229.4,
WISEA J110922.33-464536.8,
WISEA J204305.80-073253.0,
PGC 867406,
PGC 323330,
WISEA J152910.41-330907.7,
WISEA J151027.83-435802.8,
PGC 275500,
WKK 2556,
2MASS J18502807-6326515,
WISEA J184125.42-395518.1,
PGC 494887,
2MASX J10204655+2042251,
2MASS J13385389-7244406,
WISEA J061220.04-635138.0,
PGC 834020,
WISEA J180244.12-470111.9,
WISEA J153145.62-441213.3,
WISEA J052850.76-751500.6,
2MASS J15472356-3341432,
WISEA J213520.65+281033.2,
WISEA J061642.81-085916.3,
WISEA J173147.83-541203.5,
WISEA J180522.55-530919.6,
PGC 378659,
2MASS J15062604-4700302,
2MASS J18242809+3234347,
WISEA J164125.94-792738.3,
PGC 600353,
2MASX J17283903+0937305,
2MFGC 12441,
WISEA J203946.01-611019.0,
2MASS J19012625-5023368,
CGMW 3-4524,
2dFGRS S828Z282,
PGC 277530,
WISEA J110454.25+071825.3,
