OBJNAME,FIELD,NEW_VALUE,REASON
2MASX J00183814-3556448,DIAM,0.82,VI
2MASX J00183814-3556448,BA,0.60,VI
2MASX J00183814-3556448,PA,147.0,VI
WISEA J151415.10+460703.4,DIAM,0.6,VI
2MFGC 11809,DIAM,1.2,VI
FGC 1046,DIAM,1.0,VI
2MASX J05334079-3729166,DIAM,1.2,VI
2MFGC 11869,DIAM,1.0,VI
2MFGC 01151,DIAM,1.0,VI
WISEA J215627.35-844551.2,DIAM,1.0,VI
ESO 204-IG 010 NED01,DIAM,0.8,VI
ESO 204-IG 010 NED01,BA,0.39,VI
ESO 204-IG 010 NED01,PA,123.0,VI
ESO 204-IG 010 NED02,DIAM,0.4,VI
WISEA J211220.79-402332.0,DIAM,0.7,VI
WISEA J213133.19-431825.6,DIAM,0.8,VI
WISEA J213133.19-431825.6,PA,125.0,VI
WISEA J212017.36-371906.9,DIAM,0.7,VI
2MASX J10450546+3843226,DIAM,0.6,VI
ESO 102- GA019,DIAM,1.5,VI
PGC 614291,RA,209.2575,VI
PGC 614291,DEC,-38.0145,VI
SDSS J223103.36+001659.2,DIAM,0.6,VI
FGC 0488,DIAM,1.0,VI
PGC095065,BA,0.25,VI
PGC095065,PA,115.0,VI
ESO 400- G 003,RA,304.0795,VI
ESO 400- G 003,DEC,-35.6939,VI
ESO 400- G 003,DIAM,1.0,VI
IC 4386,RA,213.759869,VI
IC 4386,DEC,-43.960877,VI
ESO 458- G 006,DIAM,1.0,VI
ESO 197-IG 001 NED02,DIAM,1.0,VI
ESO 197-IG 001 NED02,BA,0.14,VI
ESO 197-IG 001 NED02,PA,150.0,VI
ESO 047-IG 011,DIAM,1.2,VI
ESO 047-IG 011,PA,90.0,VI
ESO 047-IG 011,BA,0.3,VI
WISEA J065728.84-332649.5,DIAM,1.4,VI
ESO 060-IG 002 NED01,BA,0.4,VI
ESO 272- G 020,RA,218.960077,VI
ESO 272- G 020,DEC,-45.761762,VI
ESO 272- G 020,DIAM,1.0,VI
ESO 044- G 004,RA,258.153775,VI
ESO 044- G 004,DEC,-72.623786,VI
2MFGC 13507,RA,253.037173,VI
2MFGC 13507,DEC,-63.918227,VI
2MFGC 13507,PA,50.0,VI
2MASX J19112324-4117358,RA,287.846038,VI
2MASX J19112324-4117358,DEC,-41.295416,VI
PGC 828815,RA,305.406748,VI
PGC 828815,DEC,-21.397426,VI
PGC 274741,RA,247.9705,VI
PGC 274741,DEC,-70.2391,VI
UGCA 266,RA,180.6008,VI
UGCA 266,DEC,-14.5334,VI
GALEXASC J104021.06-461726.1,RA,160.087802,VI
GALEXASC J104021.06-461726.1,DEC,46.291009,VI
GALEXASC J104021.06-461726.1,BA,0.8,VI
GALEXASC J104021.06-461726.1,PA,90.0,VI
GALEXASC J104021.06-461726.1,DIAM,0.5,VI
GALEXMSC J122531.50-360715.3,RA,186.3827,VI
GALEXMSC J122531.50-360715.3,DEC,-36.1210,VI
GALEXMSC J122531.50-360715.3,PA,45.0,VI
WISEA J045131.92-344906.9,RA,72.882875,VI
WISEA J045131.92-344906.9,DEC,-34.818889,VI
2MASS J18481435-5213376,RA,282.063175,VI
2MASS J18481435-5213376,DEC,-52.226349,VI
PGC 952378,RA,223.587093,VI
PGC 952378,DEC,-12.464982,VI
PGC 298548,RA,127.409769,VI
PGC 298548,DEC,-67.166720,VI
WISEA J042007.59-070158.8,RA,65.031420,VI
WISEA J042007.59-070158.8,DEC,-7.032682,VI
FGC 2456,RA,346.297127,VI
FGC 2456,DEC,25.220499,VI
ESO 513- G 013,RA,225.2680,VI
ESO 513- G 013,DEC,-23.1596,VI
ESO 513- G 013,PA,30.0,VI
ESO 513- G 013,BA,0.3,VI
ESO 541-IG 012 NED01,DIAM,2.0,VI
SDSS J104417.35+250205.2,RA,161.0723,VI
SDSS J104417.35+250205.2,DEC,25.0346,VI
PGC 834512,RA,321.607809,VI
PGC 834512,DEC,-20.966747,VI
WISEA J012218.44-612148.3,RA,20.577348,VI
WISEA J012218.44-612148.3,DEC,-61.363464,VI
ESO 383-IG 082,RA,206.986667,VI
ESO 383-IG 082,DEC,-33.018667,VI
ESO 383-IG 082,DIAM,1.31,VI
ESO 383-IG 082,BA,0.21,VI
ESO 383-IG 082,PA,21.5,VI
NGC 7715,RA,354.092250,VI
NGC 7715,DEC,2.156528,VI
